Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	445.643987013633	458.584174299642	364.898627340691	460.031381082767	433.551318851223	379.125076118333	356.248425919184	377.582122936007	435.581581387332	463.373455622994	363.752962340233	460.886594324328	434.233190145184	376.415866250019	365.906032422467	369.805815359194	439.919518564976	461.661379359072	368.765181621288	468.30130544777	445.089947638397	373.128397283609	364.327510823137	378.372338202793	437.40243621148	459.685706554721	361.595939718055	460.624073090908	439.278575080445	376.641090394115	360.527318931935	372.374897607663
0.5	445.953214287617	458.910081994135	365.107271051477	460.401733466385	433.897282465864	379.447919754217	356.372253938027	377.688986577092	435.783777354489	463.591697365367	363.973359843558	461.379747184201	434.398286276518	376.643639356298	366.176788770502	369.986549405761	440.457153556767	461.817219778562	369.031965629338	468.777915290764	445.302077937268	373.449652694949	364.53315405452	378.469414572297	437.64772129438	459.906571269746	361.743751531635	460.959739405587	439.476236662802	376.810823007492	360.654343064333	372.545335326675
1	446.246278329319	459.285216899406	365.411466125347	460.783058623694	434.305390037294	379.709493644924	356.450059943713	377.765129746922	436.039856184245	463.88955968045	364.224479245484	461.736865852813	434.684952450918	376.885640843405	366.447531401201	370.103069237866	441.052277841847	462.01006127098	369.294396100204	469.116438410348	445.687161740452	373.732300915617	364.804813078936	378.575367130561	437.906693126756	460.301513141669	361.833776308414	461.310713425786	439.674819995697	376.972330564887	360.847820562681	372.719260130537
1.5	446.517124547373	459.612153796863	365.694497852118	461.173521569918	434.658799231865	379.986099300366	356.540112200574	377.90773591325	436.451941256249	464.121558767137	364.472933192562	462.237501985435	435.018483457159	377.156085471601	366.710505786146	370.226042803483	441.670758066437	462.251353640709	369.534932798827	469.451481664036	446.081814004124	373.929007034422	365.053168649841	378.672055618803	438.337454466437	460.83720109266	361.948041254785	461.761264724662	439.891944502662	377.11346173318	361.032990448385	372.86645106767
2	446.7567265242	459.90587151662	365.910241861106	461.526777318807	435.031705968499	380.29812453662	356.680262680408	378.025321765467	436.696719959091	464.417146477576	364.693202560367	462.669252181737	435.351333526405	377.425134547579	367.012836768598	370.415669024924	442.153285399937	462.550545165786	369.778021330754	469.773900466347	446.429610472141	374.283326600071	365.243148940708	378.801308735047	438.581851138703	461.220554676294	362.097922965891	462.250952427795	440.163542026069	377.267613159922	361.189708060322	373.020189358244
2.5	446.925900835085	460.181966337057	366.15807435518	461.873176410004	435.416622958304	380.593122372106	356.817893042015	378.146265015261	437.036114966184	464.723668045678	364.910803532228	462.945502815265	435.613986415343	377.682215107004	367.261165568515	370.583498976617	442.958685598904	462.772607492969	370.040633797461	470.089839007995	446.775675979558	374.712086863011	365.457250637383	378.941635883735	438.92696970514	461.604678934434	362.22559204179	462.536742058769	440.401592587887	377.481638487961	361.317040003651	373.250828645334
3	447.295270815772	460.515088376081	366.386730536178	462.196412265451	435.739597248583	380.887097542498	356.915290746282	378.255399411522	437.305747521079	465.000451474773	365.085283228372	463.287325990094	435.842530244419	377.941165702785	367.507574464843	370.709987962071	443.471055775963	462.938997566523	370.267523764884	470.522595047866	447.07844829366	375.072788240388	365.647867598109	379.084628521975	439.302246833733	462.026060471363	362.372456742964	462.892831257938	440.61381716968	377.606539953541	361.475822557477	373.459157134907
3.5	447.854851530373	460.823091768192	366.599187699599	462.488429101707	436.068862607855	381.142649421066	357.043255427068	378.422531820424	437.72644321722	465.314201076412	365.293901389012	463.522155659399	436.061254056867	378.213857359236	367.812607175594	370.838183546642	444.430051363446	463.13304048459	370.528879527699	470.861071931013	447.35741711192	375.479919518191	365.877273001061	379.221968717714	439.664013144936	462.371462193929	362.534715740362	463.268338526433	440.826970038957	377.785868457713	361.684030353221	373.611844768811
4	448.336028983866	461.188856497294	366.83932879292	462.823362393592	436.429201676149	381.41779463545	357.199987762761	378.588642142048	438.067606787457	465.610407324019	365.505094642405	463.884312584438	436.297811079717	378.449277236572	368.118530437699	370.935845316206	445.313541149383	463.555181016261	370.759283689	471.321104698546	447.653944612909	375.786090552823	366.095360451314	379.399610829438	440.088847600897	462.772429099841	362.666971908276	463.487121210004	440.962011420278	377.978391657175	361.865159107189	373.808452392771
4.5	448.71778529142	461.538150252258	367.142652380223	463.168669191405	436.737442421079	381.676621795767	357.367297286379	378.737723729995	438.482377601221	465.907401953035	365.652929835581	464.152943131593	436.510666016839	378.674845258124	368.383308855528	371.06012757957	446.342057339701	464.114548821984	370.976611524111	471.681455634241	447.959705425869	376.083056827047	366.332325847472	379.544303303223	440.428027097487	463.050064283692	362.785807537414	463.76345007989	441.113344171129	378.120466462867	362.04697517056	374.01753793787
