Joint_angle	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_3_STR_PRE_R	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_3_CON_PRE_L	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_3_STR_POST_R	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_3_CON_POST_L
0	-4.87735960038538	2.02729434731336	9.42913029582132	1.94054919387833	-5.06750118389776	11.9067992301411	2.72184622229327	8.78477827916124	5.26872858968839	8.50666809443837	8.05180647894725	-2.89884631911384
0.5	-4.79662696121938	2.07777054964898	9.55542535778454	2.06193905752635	-5.00509717221944	12.0248013184042	2.81800070462745	8.80215849029135	5.50094009543884	8.70138436885892	8.29275196839708	-2.70864355727999
1	-4.70939682781944	2.11692505806931	9.68217659924053	2.21077197575919	-4.85705806434156	12.1139869287095	2.88671466912646	8.76948312335796	5.79046398880757	8.87710027625651	8.48572509468425	-2.58974415363333
1.5	-4.63252878876614	2.1739214249486	9.75946474754822	2.35137950765316	-4.82454266809762	12.2974181131577	2.94806566135053	8.64891778262231	5.99949898329571	9.06587252602544	8.69223515689391	-2.47970293318376
2	-4.52729615111384	2.19923799964716	9.88057567852209	2.51835219497818	-4.78550220978992	12.391316583812	3.07007648964944	8.51939725331189	6.22063620234493	9.25389073381827	8.90614020642239	-2.35192301136697
2.5	-4.44929296166433	2.25486210513201	10.084216809826	2.673966131013	-4.7424874019413	12.476815570777	3.15932699013921	8.40453628816043	6.34917255373631	9.4852680842569	9.16580451636931	-2.19742698878647
3	-4.33287257993634	2.36301625905916	10.304090318976	2.82225473987481	-4.65222323749854	12.625204213677	3.24235217702348	8.27009540517669	6.51263616019412	9.71664692721225	9.40178056536349	-1.99057024106321
3.5	-4.1967102690282	2.43643192945668	10.5219311367018	2.92374070565219	-4.63391643423658	12.7941285683739	3.25994401037437	8.19091677927308	6.77941961303974	9.91772346108964	9.63322181481988	-1.72962563022613
4	-4.11263888450675	2.49140499043849	10.8160410096199	3.02719094430254	-4.54320137738465	12.9499177215915	3.29200060852146	8.137817387677	6.96408555598971	10.1303243405846	9.82702790299729	-1.4747791227004
4.5	-4.01220703038919	2.57768034996636	11.0890777387319	3.14912762773529	-4.54293164460056	13.0470886209942	3.38817215743295	8.09266470535864	7.18637864799751	10.3150851610608	10.0119649904543	-1.27671217296431
5	-3.92108447253984	2.68773148953576	11.3903660898463	3.26287152392464	-4.39067012836999	13.1816815270752	3.49667704470841	8.12131742303893	7.3495561279525	10.4769968741315	10.2087929720649	-1.11413234626293
5.5	-3.82982403142081	2.80603080866766	11.6243298313184	3.3497837187919	-4.43618060099229	13.3105429302745	3.58924813893072	8.12057543082285	7.58589334252378	10.7041592521776	10.3832953154272	-0.96600934334041
6	-3.66115726994592	2.90335286582343	11.8444095161257	3.44008438155409	-4.39940595006922	13.4387111556254	3.6277972318142	8.1241892368465	7.74887899111301	10.8977856084463	10.548590243557	-0.827024779368706
6.5	-3.51836309175514	3.03049239997956	12.0945528967539	3.53324932214235	-4.28250618318673	13.509112942682	3.66424626588087	8.14877698498914	7.92494963959848	11.0667183209128	10.7124949794938	-0.683023086194446
7	-3.40557215377094	3.15770543954839	12.3369667540778	3.66792490801985	-4.24095949933083	13.5661289341012	3.74972496201595	8.10773535433069	8.10431271983316	11.2541075077646	10.9195391711918	-0.549025987777554
