Joint_angle	STR_PP_21__21	STR_PP_22__22	STR_PP_24__24	STR_PP_25__25	STR_PP_26__26	STR_PP_28__28	STR_PP_30__30	STR_PP_31__31	CON_PP_21__21	CON_PP_22__22	CON_PP_24__24	CON_PP_25__25	CON_PP_26__26	CON_PP_28__28	CON_PP_30__30	CON_PP_31__31
0	17.4334464880299	-7.50454747153836	1.33075881278274	-5.48962081719317	2.83371846749121	5.09368070522043	-16.3032212476546	18.1419238013593	5.66625999214396	-6.20121077700636	10.4139659168572	14.0731254775851	13.1937749253286	3.02961244916085	-6.2962401851108	16.8495197830378
0.5	17.6085893001904	-7.26606089393605	1.36311025742279	-5.79125440573486	3.19884423738247	5.27435415608233	-16.5198552545167	18.0670616711696	6.09411629656356	-6.19197783439833	10.5710753883214	14.2851148428043	13.256897437004	3.31078717127553	-6.15107499379046	16.7417703644446
1	17.7027549894253	-7.09268828724603	1.46109404094099	-5.71736858006426	3.4449691783743	5.31969606772321	-16.8361693768733	18.0343560007965	6.64061520946941	-6.52940603945483	10.8255801836321	14.2503908959632	13.5980960686664	3.51803158333997	-6.048484641785	16.6206675191647
1.5	17.476603530971	-6.90718866022186	1.51437302532398	-5.90593279999861	3.45447938008405	5.34403809069269	-17.096956713207	18.1088504483759	6.92781507323357	-7.1353771595583	11.0140918131659	13.9315353665004	13.9135567421976	3.69716035989363	-5.94158428975728	16.5303446081373
2	17.4775984852595	-6.90456080258353	1.53517864552192	-6.08575381474992	3.50994055472458	5.43759920757242	-17.3459978414468	18.0416384718561	7.26618871366484	-7.26917046827185	11.1437017203211	13.4721061046648	14.0112565679234	4.10416321632874	-5.89664778748811	16.4867663369574
2.5	17.1705067485806	-6.95938896240005	1.62669212059854	-5.99251753970904	3.73473863559243	5.52581765466984	-17.5480999973795	18.0195876894235	8.00867476672765	-7.52035989029207	11.3556125800385	13.4632717787875	14.2165994593798	4.48485656150666	-5.77394692012344	16.329030583312
3	17.3558044298381	-6.82977437576673	1.74031861742696	-6.04497130630468	3.93027983483279	5.60696562598202	-17.7746079042033	18.0509286514588	8.13387035457534	-7.84596083518392	11.4844010323002	13.566276993094	14.4445014916708	4.91554720991369	-5.77239541595252	16.1930704428464
3.5	17.5716109436776	-6.79818384621758	1.77746921787077	-5.89621726035788	4.13769824833509	5.58164630406983	-18.0203555680024	18.170459646774	8.94593068844277	-7.86099242970395	11.6339344320376	13.3911222972394	14.6067988057744	5.34977153964793	-5.75067443601593	16.1696409939824
4	17.8435847979067	-6.65106843979728	1.90226677574437	-6.04132703724811	4.38489686497402	5.64694287881426	-18.2593607524185	18.3525714344317	9.54974667785426	-7.71028541474807	11.7875120745792	13.8521063352582	14.918524308346	5.56475800286528	-5.72269687971647	16.1192380810633
4.5	17.8213735226168	-6.51940531795276	2.18995507591966	-5.90267376853184	4.58183271867931	5.72112922800554	-18.4073506750572	18.4637339299386	10.4449976141637	-6.97565351103687	11.9369453442254	13.9571767952673	15.2178334548882	5.82520420757849	-5.66903773511688	15.9871586180006
