Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	0.373910374793333	10.1163567636039	3.01226244339517	1.14095335909848
0.5	0.324647407630351	10.0040104264972	3.02217393327647	1.14783483373556
1	0.270250203338705	9.88395971252974	3.03282287423238	1.11995679178435
1.5	0.119486995028545	9.79199561687961	3.02328647649834	1.05192508058527
2	0.12251766053113	9.66225536289832	3.02605893677524	0.968308091974812
2.5	0.0416739598140765	9.60121421815542	3.06283094389856	0.869959525927065
3	0.0636769211736663	9.50035603380142	3.12235097373252	0.833006310157401
3.5	0.129485497205842	9.41256489679234	3.1607127650802	0.852216619912859
4	-0.180058274832454	9.32681388431082	3.2104863008591	0.782023785829743
4.5	-0.462088015842589	9.2348872781433	3.2109724087199	0.684764058583298
5	-0.534605228709886	9.13389353681381	3.23604649328428	0.609155389836793
5.5	-0.655260524930036	9.02395430021959	3.21384105224455	0.566598682235906
6	-0.556165815521325	8.97324884276832	3.23087404025659	0.539218447162177
6.5	-0.47571703857345	8.81431860990813	3.27235154064881	0.469172037610427
