Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	-0.916951556673446	1.49414458192837	-1.26014169591068	NaN
0.5	-0.936822759523281	1.51018516888391	-1.30868093916757	NaN
1	-0.974021848438535	1.5260605352503	-1.35469139189508	NaN
1.5	-1.01047715483545	1.56833897265114	-1.38156403846549	NaN
2	-1.03629816133774	1.56826565792527	-1.41363923430487	NaN
2.5	-1.07415771378004	1.59126206045751	-1.44923450520976	NaN
3	-1.10671100173148	1.58631343545852	-1.4718596157234	NaN
3.5	-1.14216480097283	1.56922051005108	-1.51308758884636	NaN
4	-1.17629782457562	1.65479707687779	-1.54549670705882	NaN
4.5	-1.21647100931276	1.73301226358796	-1.58078228686628	NaN
5	-1.25552504370676	1.75391845544117	-1.60961173398516	NaN
5.5	-1.28214454934702	1.78810987289113	-1.66319617068179	NaN
6	-1.31839651342019	1.76189100503351	-1.7161105970919	NaN
6.5	-1.36199331676588	1.74076075982613	-1.77891307320049	NaN
