Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	-3.9000450554794	28.3934018209454	NaN	NaN
0.5	-4.0233017434219	28.1573765367965	NaN	NaN
1	-4.15646524419574	27.9001575063442	NaN	NaN
1.5	-4.49107402480108	27.7078821800258	NaN	NaN
2	-4.50958717590658	27.4259421639625	NaN	NaN
2.5	-4.70100823461181	27.3011343612345	NaN	NaN
3	-4.67083338010252	27.0869387542036	NaN	NaN
3.5	-4.55270737768184	26.9025173957747	NaN	NaN
4	-5.22429449022133	26.7241545631312	NaN	NaN
4.5	-5.83340139930423	26.5338536987949	NaN	NaN
5	-6.0015200331201	26.3161216809401	NaN	NaN
5.5	-6.26760534699406	26.0819649636544	NaN	NaN
6	-6.07927909427073	25.9833312711772	NaN	NaN
6.5	-5.93035596342925	25.6377005804753	NaN	NaN
