Joint_angle	STR_PP_21__21	STR_PP_22__22	STR_PP_24__24	STR_PP_25__25	STR_PP_26__26	STR_PP_28__28	STR_PP_30__30	STR_PP_31__31	CON_PP_21__21	CON_PP_22__22	CON_PP_24__24	CON_PP_25__25	CON_PP_26__26	CON_PP_28__28	CON_PP_30__30	CON_PP_31__31
0	10.5202503286761	-3.89025969211261	0.752520938728573	-2.49370568014635	1.54866007226133	2.8427082159527	-8.58330575016552	9.59451415719363	3.15715584768024	-2.34971487618227	6.33833643240632	6.8461534473153	7.09920424692662	1.71116417892797	-2.06897938727167	8.38176792315637
0.5	10.6253470158282	-3.77380192391704	0.770809461074045	-2.64269380240652	1.7188443717892	2.93820684358947	-8.69606769593926	9.54212513698674	3.43074455813178	-2.32484273182956	6.43360756344671	6.94947109201093	7.12202611423638	1.85512145756966	-1.96947080998742	8.3150067616307
1	10.6808761212394	-3.68912007159046	0.826259509647343	-2.60076097949697	1.8353136388963	2.95959951558686	-8.86216504874393	9.51166811006929	3.7823267674684	-2.48685607768498	6.58811348799129	6.93505594148785	7.29204156095043	1.95698317694324	-1.89989631901011	8.24130475365241
1.5	10.5407094040755	-3.59899430275065	0.856401383991823	-2.69412330216431	1.83326427242405	2.97010121925207	-8.99846990899993	9.54197468428208	3.96853816877842	-2.78865588911619	6.70245458090984	6.78343431583865	7.44924944458283	2.04200846219469	-1.82543142618756	8.1832084668946
2	10.5390098397139	-3.60007822306331	0.868153869219533	-2.78060955142399	1.85515531600286	3.01861709070199	-9.12920224256566	9.49409797975123	4.182854573428	-2.8468409000242	6.78098469488737	6.5641078981313	7.49359009699747	2.25708541485691	-1.77779577863908	8.15022982604303
2.5	10.3485608018395	-3.6298667380442	0.91993519068788	-2.72699282895301	1.9598830456684	3.06396351708768	-9.23429664570624	9.47107118016211	4.66583266766766	-2.96230174671476	6.90960989968946	6.56263133350819	7.59315517954345	2.46246440992038	-1.69119912703721	8.05932622395441
3	10.46052276964	-3.5672648820127	0.984231102916972	-2.7464581666163	2.04692885579873	3.10548304127847	-9.35212817362945	9.47670496587163	4.74465062183337	-3.11584262231676	6.98763176187545	6.61344413246435	7.70348939684273	2.69087470200459	-1.66708309766981	7.97974658133677
3.5	10.5926618514286	-3.55358769879529	1.00523605219387	-2.66263634059172	2.13997066596042	3.08881456597474	-9.48097135033742	9.53251900549934	5.27446037433522	-3.11293337520586	7.07831776169974	6.53153245179411	7.77921275968917	2.92453784307072	-1.6369782278857	7.9576729986637
4	10.7587049278917	-3.48197373281547	1.07586100560149	-2.73003545622219	2.25446193754365	3.12133316546166	-9.60660514880811	9.62260795471583	5.66959167999459	-3.03156790273274	7.17141692645543	6.75550212809531	7.93145402075739	3.0334310618593	-1.60120480256371	7.92311177471532
4.5	10.7443387631842	-3.41807229237096	1.23870034839722	-2.65382719003971	2.34131834869053	3.15842154941378	-9.68297745253885	9.67300500321564	6.25339137517091	-2.65504065727317	7.26197012967558	6.80886707104826	8.07809105590326	3.16602192302535	-1.55399145516299	7.84540442398017
