Joint_angle	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_7_CON_POST_R	INT_8_CON_POST_L
0	-10.1851433591275	3.37842976205002	3.90861503762151	-7.58551183878117	6.0221833800767	16.8753064509312	19.7178343480561	15.6006480643014
0.5	-10.0165534721728	3.46254695227054	4.1531160520592	-7.49209965155218	6.23492865594498	16.9086933367104	20.1691724279332	16.0674881198114
1	-9.83439519664928	3.5277968538159	4.45289231340474	-7.27050080733711	6.38696079192525	16.8459248964749	20.5764690469995	16.4413800951024
1.5	-9.67387555864043	3.62277971728064	4.73610116752569	-7.22182870757821	6.52270208498468	16.614322344012	21.0140293125619	16.841500342738
2	-9.4541235640442	3.66496908635186	5.07241418582457	-7.16338928192488	6.79265546308259	16.3655171318207	21.4498417639847	17.2559486290444
2.5	-9.29123344887826	3.75766511429002	5.38584863642643	-7.0990006765082	6.99012542898691	16.1448725208145	21.9861575361757	17.7590570339636
3	-9.04811865419914	3.93790100998077	5.68452856081779	-6.96388479529757	7.17382166299417	15.8866154507111	22.5224767679112	18.2162686300928
3.5	-8.76377778734981	4.06024618703931	5.88893954570614	-6.93648145234126	7.21274423164008	15.7345155872852	22.9885574639322	18.6646938983567
4	-8.58821576734135	4.15185726738296	6.09730692938797	-6.80069063301348	7.28367061646008	15.6325131830052	23.4813507500454	19.0401997655532
4.5	-8.37848900617953	4.29563275945534	6.3429093372045	-6.80028687164218	7.49645365274896	15.5457761787246	23.9096128159584	19.3985216431339
5	-8.18820237755516	4.47902992906787	6.57200999823688	-6.57236752993038	7.73652464700846	15.6008172254239	24.2849123224039	19.77988253132
5.5	-7.99762781427279	4.67617246099232	6.74706678776969	-6.64049188083571	7.94134154685205	15.5993918797142	24.8114580969302	20.1179867384082
6	-7.64540954736343	4.83835696805944	6.92894856097747	-6.58544412853711	8.0266328115012	15.6063338971637	25.2602698262628	20.4382512662888
6.5	-7.34721968750421	5.05023147296075	7.11659950479847	-6.41045757531132	8.10727761993245	15.6535662542773	25.6518434956952	20.7558222496586
7	-7.11168407661983	5.26222847259218	7.38786035292428	-6.34826659580993	8.29640233204849	15.5747264620141	26.086197922592	21.1569773912885
