Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	-37.9623624565282	-50.7639185992502	14.1498236108332	-72.1805690189234
0.5	-41.8821004737439	-51.4386631668665	13.1630821664546	-89.851146237371
1	-45.7989142524103	-52.1371007061248	12.3668416599933	-103.771977897787
1.5	-49.5842845148355	-52.9492142977028	11.8227915813193	-116.001369857893
2	-53.0551091432593	-53.9048401066621	11.4951084101943	-126.938786915076
2.5	-56.3580211309064	-54.8435365965291	11.1775837462852	-136.667967843044
3	-59.6921078547252	-55.6406947313561	10.8480344262366	-145.771462724095
3.5	-63.1520792588435	-56.173402848425	10.4131518701078	-154.814297223201
4	-66.9103355240362	-56.5054392238184	9.98089935866864	-163.881580863467
4.5	-70.836362885436	-56.6781244097712	9.607683565581	-172.738316007913
5	-74.7091850010116	-56.806713266242	9.32486792832015	-181.439801501492
5.5	-78.23717913767	-56.9943973954015	8.97389108760717	-190.096710099147
6	-81.3003735419823	-57.1866598895436	8.4868685988622	-199.212629127253
6.5	-83.8093085982597	-57.3383892427054	7.75555649191932	-208.792952011785
