Joint_angle	STR_PP_1__1	STR_PP_3__3	STR_PP_4__4	CON_PP_1__1	CON_PP_3__3	CON_PP_4__4
59.5	4.86950485622418	-11.4343860964239	13.0886902713875	5.71349482556178	2.15521839554644	12.410453268877
59	4.92983722869365	-11.581592394648	13.0908416344859	5.80364773826719	2.0918163633769	12.4946102824673
58.5	4.96313165002287	-11.727847320979	13.0579830387028	5.93203361104987	2.03232597238937	12.6589310076148
58	5.03848871331693	-11.8968621944038	13.0369481637877	6.00275058740733	1.9841400575752	12.8136211415528
57.5	5.23628766623856	-12.0451959359735	12.9646235813548	6.07660556807645	1.87440419982041	13.0160833856052
57	5.36646386795559	-12.1980287270835	12.904993848385	6.12313580664063	1.78031248998314	13.1056594236412
56.5	5.41122131210098	-12.338179633698	12.8742352180641	6.25546024355834	1.7287933628875	13.1979522781052
56	5.54636915530653	-12.4788535880002	12.7721687162147	6.36216670763853	1.67424980199402	13.3143459171395
55.5	5.64663021324395	-12.6468744145038	12.6214256867174	6.39319015293914	1.58096461964534	13.4523330819483
55	5.7286066163579	-12.8092318369506	12.4969265693657	6.49487670680757	1.52442023800972	13.5358019449047
54.5	5.73086268615918	-12.9819406959814	12.36511045656	6.5735358804709	1.50692013579202	13.5472899628336
54	5.69604050612692	-13.1579250753873	12.1594939200421	6.66551109376711	1.4682591204064	13.5442684576177
53.5	5.69027396767712	-13.3319780898439	11.9111812604551	6.63724168554629	1.36393138671013	13.5713377789544
53	5.6674811097602	-13.4805467982877	11.6134440342422	6.72661341545768	1.21978128924808	13.557425019869
52.5	5.59949249007362	-13.6389209738694	11.4368753149547	6.87962265325537	1.09375732114293	13.6223186116023
52	5.59931384913941	-13.7857402796129	11.1450307684374	6.97269139482137	0.960039260909198	13.5674732096084
51.5	5.60848259458798	-13.9491202009226	10.8606235465492	7.06897901852078	0.855580266234597	13.9471095145081
51	5.62339048286434	-14.1047300276468	10.5729913237062	7.14730374805958	0.774395091178853	14.4986499602531
50.5	5.6130385544987	-14.2835563056589	10.3106802642792	7.25992811861229	0.673367061359862	13.6239458604908
50	7.12322162011894	-14.4184081973784	10.0266101041359	7.38752216546545	0.633426947234724	13.5350543035723
49.5	5.41676302664145	-14.5727367641616	9.68951086653175	7.51121648178582	0.540019268507244	13.5031008624895
49	5.3552400409001	-14.7173267968495	9.35613445380497	7.57446871236141	0.438001260074103	13.4491158845198
48.5	5.21065757008521	-14.8403310415464	8.99714599292605	7.74041523297201	0.290965416937816	13.3519834573532
48	5.11320198628813	-14.9972511252844	8.65366007230294	7.85241714791196	0.181870454799537	13.2568522928939
47.5	5.02596163919955	-15.191663160778	8.31911743227119	7.91882706974616	0.0164788228337471	13.2330925218793
47	5.05605951691806	-15.3601571977876	8.01118969885445	7.97584273050335	-0.107797179044205	13.2426634294523
46.5	4.94102658634846	-15.5030568457794	7.74502060444161	8.0848303035901	-0.270529000309701	13.1777524387352
46	4.84230629388243	-15.678446927357	7.50690649430862	8.22603203524557	-0.315807876346263	13.0697229728806
45.5	4.74292444311565	-15.8579142605499	7.27071291184784	8.3233955891544	-0.41389293290058	12.9625811170013
45	4.654190629841	-16.0625651781346	7.06737126262582	8.38951640567596	-0.493476926626307	12.821766570081
44.5	4.36682895719997	-16.2695611536872	6.88968943967563	8.44550497783012	-0.608072450256429	12.5489579217642
44	4.03381592020173	-16.5213305152393	6.76768418157893	8.47188659306036	-0.738107400178585	12.3013462939409
43.5	3.75954893283335	-16.7864027343975	6.63854784566216	8.42228671829243	-0.931116240830562	12.0698949372248
43	3.57223597322084	-17.0714667073233	6.50802517929236	8.33034006695587	-1.1282724846874	11.770551594333
42.5	3.31424148569899	-17.3599863236532	6.51474138826127	8.21482427918908	-1.37587802459341	11.4680830921706
42	3.11057767632683	-17.6205218644232	6.53827687928673	8.14550667873354	-1.54415572860179	11.1018744708079
