Joint_angle	STR_PP_1__1	STR_PP_3__3	STR_PP_4__4	CON_PP_1__1	CON_PP_3__3	CON_PP_4__4
90	2.21478296032183	-3.85765159564147	5.30054791200697	0.606360283847994	0.87112455670848	3.61125240043336
89.5	2.15577955589935	-3.95058552844022	5.41932950021916	0.855892347130435	1.00103922066958	3.67994356378321
89	2.11800539527978	-4.04417282673075	5.52179519530699	1.06103907265313	1.10808133316978	3.80053224749854
88.5	2.08786481137024	-4.12275493845921	5.618813379105	1.23898536336491	1.19404906457815	3.87621933896194
88	2.05634303341656	-4.1915374608846	5.75964451668661	1.35587990763694	1.2445794799541	3.95782209037829
87.5	2.03861365450621	-4.29373152304728	5.87993832117171	1.42963512060476	1.30156498818659	4.05243816145913
87	2.03514260014798	-4.37501649490652	6.02662736569762	1.49292457158893	1.37800959235599	4.17016702495057
86.5	2.08117738112241	-4.44861173283626	6.13623058012695	1.55844972913342	1.45046013845981	4.30650748157482
86	2.13194861708626	-4.52349722297102	6.26674452840366	1.56750158849017	1.52019817154853	4.43157592891545
85.5	2.14847935964193	-4.60566797276353	6.41222762487713	1.62772921941508	1.60617701502406	4.52330546042661
85	2.22356889957898	-4.69274300849675	6.55536293212351	1.62857267320763	1.69546184768745	4.62736968304415
84.5	2.15233142885454	-4.76493249001557	6.67523736430437	1.63947883075114	1.74544889216285	4.77789734821674
84	2.1869502946285	-4.85679248013087	6.77650223139925	1.58488668116399	1.7958274246433	4.8171758810854
83.5	2.9818436025576	-4.94660093993847	6.93310204308738	1.56197918547308	1.82766145972971	4.89215565448626
83	2.2625271554333	-5.06065182099274	7.04685220325528	1.54465454165449	1.89061176399836	5.00268933285074
82.5	2.21957228907685	-5.15340734936972	7.17279045359592	1.50524141388959	1.90868929528697	5.12093396661682
82	2.40203192993129	-5.26314610903887	7.31407877967274	1.44838295001247	1.94030759174571	5.26564227815218
81.5	1.8826878234514	-5.35946711393027	7.50429025367533	1.45334376349277	1.96963509918196	5.38730957005299
81	2.43575665029517	-5.4699891181918	7.66470649201387	1.49586020849933	2.028087294958	5.49042017388091
80.5	2.43576319902068	-5.55858491378406	7.80887160173431	1.57626151760948	2.08050763625884	5.60801992002467
80	2.54056980179217	-5.69600884253699	7.97454077795451	1.61299929415521	2.11323848059969	5.7252325380142
79.5	2.56481130830069	-5.85132519264658	8.1472997606994	1.64286146945965	2.14462776187708	5.82070674571443
79	2.54925882827358	-6.02008904311911	8.23766579088005	1.7439834650014	2.19348561488908	5.942095714945
78.5	2.59065495412383	-6.16881922280646	8.41723961914472	1.78303011046974	2.22509203634552	6.03378344387366
78	2.63214651593269	-6.32707008780067	8.55478814839114	1.8418811286979	2.22674284786035	6.17359648546277
77.5	2.72568397933727	-6.4914518022014	8.71731931532027	1.90679769497971	2.2309607076472	6.27725942601172
77	2.7401626217594	-6.66623572115483	8.87153821914243	2.00773130431275	2.25095009505643	6.40460442199631
76.5	2.7935932006318	-6.85939063219213	9.05726355987689	2.12714174509637	2.30326556658782	6.5520766223047
76	2.87544536159893	-7.02027755076427	9.21007441590909	2.19945759904765	2.33067840891852	6.70764557863175
75.5	2.92251978829493	-7.20901681720365	9.40682149359829	2.28766883783017	2.35181316666819	6.85145659555506
75	2.90889025418808	-7.38911434226416	9.59094527545328	2.37231441574779	2.40704472466465	6.98717899567612
74.5	2.94090953740255	-7.57265922280906	9.74770225277472	2.44861019344033	2.45916175596337	7.09457742841069
74	2.97050262140927	-7.70941634167288	9.87711232864904	2.46630647264956	2.49678058082262	7.23297938946119
73.5	2.99139277562186	-7.85337503511983	10.0350542278964	2.51390764005048	2.51364326763023	7.36600459394013
73	2.99694211162802	-8.00329295522755	10.2090308513413	2.57779754284947	2.53469614767998	7.46771571177478
72.5	3.02575364767434	-8.11648712409606	10.3753775536733	2.64145137855287	2.53547421120255	7.6401540975207
72	3.12389870525385	-8.24353901015977	10.5428108184846	2.61074250047849	2.52388458360024	7.77220715806192
71.5	3.19134362782468	-8.35158023702436	10.7024191339041	2.71785978224176	2.49078686099503	7.97554485448748
71	3.29877213612692	-8.46387643984548	10.8798517837856	2.81414067987705	2.50302897068801	8.16025757008015
70.5	3.34877126084969	-8.56212320921527	11.0435421856876	2.91058687403854	2.52747238146268	8.31029065652467
70	3.46818685598492	-8.6740735555542	11.1825423098797	3.01176205367593	2.57704646381886	8.52479442664308
69.5	3.56837053901861	-8.78579369951612	11.3335890512024	3.1330249915691	2.57814340555963	8.67726229328393
69	3.60922067710313	-8.90444009636185	11.4937223405395	3.24621693873608	2.58796836597961	8.80137966821889
68.5	3.57536770076125	-9.00912172900279	11.6149899588293	3.41603033587808	2.59486353569913	8.98816102597176
68	3.65366725439644	-9.11819353863147	11.7296672290672	3.56085346650733	2.55277249734236	9.18182463918555
67.5	3.76274307682323	-9.25767531561952	11.8428534956594	3.65074475986926	2.48965324675434	9.42579002070857
67	3.87007414565882	-9.39223898212315	11.9841938341319	3.79570689631358	2.47428078584392	9.38317697051563
66.5	3.97644930709249	-9.51285563628622	12.114226732639	3.97002961428833	2.51295184968024	9.8108884913815
66	4.04708309308739	-9.63490312305988	12.2161143495573	4.13317710283926	2.55134458168866	10.0394016527478
65.5	4.18269876099815	-9.7617836826746	12.3345034196381	4.25981970567215	2.56638029076996	10.2627929622695
65	4.22716578674377	-9.8898483532305	12.458642814103	4.42913261193147	2.57298668553927	10.4673823068761
64.5	4.19432230045567	-10.0090915084073	12.5564372247589	4.6387443430195	2.58502487968494	10.5308836449347
64	4.22349593574827	-10.1443272123939	12.5937818859809	4.78880063277443	2.58902173166747	10.7205330857652
63.5	4.26117138296667	-10.3016951471182	12.6709653412682	4.87145243282772	2.51737694670211	10.9279572042255
63	4.28716039721377	-10.4663904345959	12.7581680395026	4.9742463513054	2.4774928210434	11.1018498240097
62.5	4.28619896715802	-10.6060156623739	12.8100371455507	5.09471563297185	2.42813031553728	11.2874919086629
62	4.35616654896668	-10.7300122393939	12.8594714548792	5.15919805198634	2.41740432840479	11.4877504793899
61.5	4.51176480472658	-10.8542345121609	12.916571297839	5.26745182138156	2.33078918470775	11.7439858333357
61	4.62230285726771	-10.988270448716	12.9877093974277	5.40034174376125	2.27748210549096	11.902744020193
60.5	4.66555445823705	-11.1172030708895	13.0588651541819	5.5911699160006	2.26527031776158	12.0772780766582
60	4.76803606354583	-11.2714464689659	13.0854105085605	5.716229126481	2.25953460085854	12.2296567712313
