Joint_angle	STR_PP_7__7	STR_PP_8__8	CON_PP_7__7	CON_PP_8__8
0	5.36058796235756	-3.53415863056314	-1.04728385686436	1.57438343131159
0.5	5.4266144957261	-3.63519911261941	-0.958672560715616	1.49914068281672
1	5.46032603398109	-3.75968118794636	-1.01358606309239	1.43840421775084
1.5	5.5341259393443	-3.84298995187346	-1.06253392347546	1.34999731999148
2	5.59872511689253	-3.9263011362053	-1.04571144533057	1.19369599742381
2.5	5.64757230309027	-4.05047890831498	-1.00289218653062	1.06024081610155
3	5.65520242094397	-4.11252198247237	-1.03131497339122	0.939501152963528
3.5	5.6793657997154	-4.11588228402082	-0.985635459009451	0.829999721049486
4	5.72935836745894	-4.16652588803932	-0.957832764532931	0.777844935214873
4.5	5.75977359637687	-4.21747022070063	-0.960268531839155	0.785517304626323
5	5.78844850159609	-4.28092947985423	-0.964437948352547	0.789180455695464
5.5	5.8072756141287	-4.4611735008291	-0.973809794841189	0.689162188661918
6	5.83068048564101	-4.53398612841768	-1.01185487798577	0.614262305218199
6.5	5.83523003671021	-4.55857423473663	-0.992777900843485	0.49468420458085
7	5.83672017553548	-4.71927703416248	-0.992154334181702	0.374155115390307
