Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	26.4785735397188	30.9778760859012	16.7858042872904	21.7738364539787	-3.73025450745696	-5.13535169376551	33.2083095695245	18.7089289918406	43.0474744607463	25.7792540229976	22.1833172229785	15.8966977229594	5.51702320856109	6.37558719122044	11.7496666898185	38.6631207623086	26.8479763112518	33.038696259512	0.202783114212236	10.4057628330044	-19.4020044266753	3.42262653611987	31.6851625053406	16.3545807328058	35.558779287831	29.2618184724783	11.4242266150011	25.1601501987007	-0.0931078144075408	5.09344735455267	25.3975165457442	38.4330194338867
0.5	26.8055387796507	31.3435548172911	17.1702799159221	22.0520005534083	-3.49573077037914	-4.96658251639061	33.7718567792771	19.3060699644733	43.5587378817259	26.399237180313	22.5545926622848	15.8901107473883	6.19484673049828	6.75275025467728	12.0130040553374	39.1374562547834	26.7782743938399	33.7907358809548	0.451756222090173	10.443586444844	-18.8936035954451	3.58935064801974	32.1344416340225	17.0100029883666	35.9813715422062	29.8357323698711	11.8788402547535	25.5213554935113	0.488612288025634	5.58763539748698	25.9581785079138	38.9759851012727
1	27.1581735467805	31.6008784310213	17.3665826258594	22.3010736910916	-3.39302455183207	-4.68023118118267	34.4253398966007	19.959079337643	43.9731613159952	26.838863968213	22.8619996664956	16.1854388380904	6.58904713948923	7.09757286247783	12.2738242350539	39.7359813914741	26.6120017365985	34.4583874885112	0.706176496864779	10.8041197757122	-18.7374159406661	3.82702423824312	32.4313771360807	17.6444629195631	36.3781308193305	30.0481804397991	12.432720842127	25.8437151799569	1.0650865902045	6.09612371134221	26.3817805461086	39.5083106706643
1.5	27.5471339959657	31.9575984322989	17.6014866965129	22.5253141554265	-3.17999843287866	-4.42591106246492	35.0516113176307	20.4831454220373	44.1124287512159	27.4212477665719	23.1721379020471	16.1550313124717	6.87183794679218	7.38045777973699	12.5474378192072	40.3191078440315	26.4049635426591	35.0166158751934	0.99729536570134	11.1691660601875	-18.603535731635	4.22567649574747	32.7781432274656	18.2952303755627	36.4815018200241	29.9677457755824	12.9417282285838	25.9332836193629	1.59781948373893	6.64401890091822	26.8195838485319	40.0967940061957
2	27.9883067325452	32.3817736610498	17.9646108306867	22.8322706954316	-3.01041182367776	-4.24359895704919	35.5745701348083	21.0522400419638	44.541071206666	27.858881477274	23.5359118282303	16.2757772773867	7.15282360519887	7.66353358253438	12.7408012174755	40.7679264439445	26.4176165403458	35.4447622080273	1.28155810662895	11.5603421577262	-18.3780315764907	4.32207409094802	33.2541250273356	18.8763667110044	36.8975843282875	30.1974800909757	13.3858711918692	25.9291649219385	2.0083056684929	7.16231813142855	27.3123463805651	40.6678730819534
2.5	28.5506550632524	32.8401462980356	18.2628691117867	23.1515114729587	-2.86874849179433	-4.03045587923181	36.1000048534444	21.6123979196139	44.8017496594437	28.2687091127009	23.9024228525299	16.7421420516449	7.59225580470995	7.96881474758662	13.0382425990811	41.2571477639538	25.8998186629915	36.0380684544357	1.52872553577534	11.963123833479	-18.1520191693838	4.27440840938534	33.6725911936232	19.4320251689357	37.1405453837672	30.4223495479757	13.8667689223024	26.3907006742505	2.48885464871853	7.554214255641	27.8619566462822	41.0660440886346
3	28.7578786072799	33.1735309230625	18.5958679873982	23.5208777349849	-2.60175253647895	-3.81786420286082	36.7037360534633	22.192460385234	45.1814832472236	28.7410614602657	24.3523646514708	17.0577735142382	8.10694273266484	8.26748735940558	13.3369303811497	41.8253778707328	25.8585200614983	36.7496186127996	1.83723019435204	12.0860478679149	-17.8415763933754	4.35370820232653	34.141298282243	19.9794814194054	37.3297984215481	30.5672781409717	14.3116578444893	26.6868275578333	3.02259732071715	8.12756057111172	28.3453267991083	41.5105964791477
3.5	28.6275509739095	33.5570970399899	18.9578226336484	23.9590638323265	-2.35082774588098	-3.5324881057063	37.2434219720508	22.6596772379784	45.29469190616	29.1277910603004	24.7316227956151	17.6101177597973	8.6408922922344	8.53483418826256	13.5173266616833	42.3875861689428	25.084445435376	37.3972208299204	2.08201763630696	12.4281250398058	-17.4860566845917	4.3422201818033	34.5192908836998	20.535824969058	37.5392445808006	30.8652661397446	14.7272177438096	26.934648868991	3.55107991028392	8.58575787298243	28.7260894163894	42.0752002268001
4	28.6324360797092	33.8141096960345	19.2634693868887	24.2940300640309	-2.1673322562437	-3.28808763573852	37.7226801224089	23.1262857196502	45.5440143722944	29.5499612699146	25.1031585506108	17.8730767203064	9.1303571323829	8.87707151732206	13.6934203625616	43.0074562045495	24.431236021681	37.5425989470099	2.37964200175897	12.4791435128848	-17.1689782122947	4.52027475839023	34.9199848797901	21.0066408467564	37.6392902515825	31.0456423437021	15.1932215240418	27.5395552878615	4.24699162243151	9.01399880127369	29.1590328525832	42.5397943640041
4.5	28.8095256590441	34.1028633717761	19.4438352678131	24.6012960021795	-1.87890506945314	-3.01424709315201	38.1780822068964	23.6227253219614	45.6620564232407	29.9668580786665	25.5984925535056	18.342512005876	9.67108611815166	9.237107007613	13.9482064363259	43.572092744946	23.5383399499976	37.3844426257999	2.69825492248297	12.762086491667	-16.8735304566303	4.71335651655392	35.2750318197433	21.5424271462037	37.8816176636476	31.4765107553708	15.6805303914771	28.0084046277565	4.90407738723437	9.54378019419158	29.5879784520535	42.9738758105411
