Joint_angle	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_3_STR_PRE_R	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_3_CON_PRE_L	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_3_STR_POST_R	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_3_CON_POST_L
0	42.2288128380643	60.7480876503907	55.4452858915662	49.5162507167542	61.1134235476574	55.1175643436418	46.6260865074861	58.5831957380445	49.7891387618667	50.4646850496602	56.9847713591871	47.3813786516046
0.5	42.3264230899325	60.7934995149355	55.5598654039419	49.6487669379411	61.1877919014233	55.2493177580436	46.7376539957103	58.617777249998	49.9839395761904	50.6558710168343	57.257360775173	47.5656504825965
1	42.4259038347752	60.8231620921699	55.6824143923426	49.8079265992825	61.3472152006734	55.3402299064586	46.8092110152017	58.6002452555897	50.249287061438	50.8428208718975	57.4755120874113	47.6938118816224
1.5	42.5162132385284	60.8733129181515	55.7526980629064	49.9510760731264	61.388063318964	55.5249481798747	46.8715963197105	58.4890118866468	50.4315296115911	51.0393937495483	57.7054281032176	47.8053009202353
2	42.6313035947101	60.8842232045648	55.8466626770592	50.1163867182801	61.4298370573643	55.6228079343409	46.998495017614	58.3510801531821	50.6419473034898	51.2280868026535	57.9437340325454	47.9447010458973
2.5	42.7186840603984	60.9327991338591	56.0030014578689	50.2731465633401	61.4869389722415	55.7082274249736	47.1067477781449	58.2383103829394	50.7753624962501	51.467519140566	58.2307642073128	48.1047714591807
3	42.842840487543	61.0322278276629	56.1801980640497	50.4315242747167	61.5812777367842	55.8537651028658	47.1992358003548	58.1055061848097	50.9373733897919	51.710946796815	58.4900120697205	48.3281707992324
3.5	42.9868372073074	61.0994363913381	56.3635538075438	50.5415551216491	61.5968801846549	56.0218208594176	47.228245136505	58.0270135473301	51.1906040729439	51.9108956717189	58.7427049953375	48.5826714260232
4	43.0774499271309	61.1526863319953	56.6135939179923	50.643030914576	61.6938444363007	56.1852259666566	47.2721963561966	57.9840714987358	51.3716691102442	52.1264769620851	58.9531669385323	48.8227304449867
4.5	43.1815209017723	61.234670889739	56.8562118028641	50.7623272559298	61.6999772637844	56.2890873544761	47.3793376939337	57.9683277967449	51.5837594008413	52.3213717679155	59.1581283846719	49.0140550034592
5	43.2748784416839	61.3353071752985	57.1393557325964	50.8712829409761	61.8555790806023	56.4243190347757	47.4963840623525	58.0198079344713	51.7288536140032	52.4920932267833	59.3717121104187	49.1863474479122
5.5	43.3696200915711	61.4444904460314	57.3445336912465	50.9592770562068	61.8322668706706	56.5497456417122	47.5935043705265	58.0149770881393	51.9653850831283	52.7232415948966	59.5649452872022	49.3442993097709
6	43.5433046926674	61.5399368057253	57.5432826686785	51.0545122732004	61.8792070327156	56.6765146199101	47.6402864083658	58.018920283659	52.1225581065206	52.9294645085436	59.7467312150183	49.4794627032061
6.5	43.6861791326407	61.6604230327117	57.7725552971536	51.147241398623	61.9961944194723	56.7410159414939	47.6904304926526	58.0358896496793	52.2905625860359	53.1062028210664	59.9328464112275	49.6222781716119
7	43.7982602399643	61.776067786135	57.9944415898339	51.2783129373336	62.0545566409712	56.797232350731	47.7811552924968	57.9881146513133	52.459355295776	53.297136633725	60.1591659225807	49.7592279872
