Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	-0.37391037479324	-10.1163567636036	-3.01226244339517	-1.14095335909832
0.5	-0.324647407630323	-10.0040104264972	-3.02217393327652	-1.14783483373554
1	-0.270250203338719	-9.8839597125297	-3.03282287423235	-1.11995679178438
1.5	-0.119486995028524	-9.7919956168796	-3.02328647649836	-1.05192508058525
2	-0.122517660531116	-9.66225536289835	-3.02605893677526	-0.968308091974848
2.5	-0.0416739598140907	-9.60121421815546	-3.06283094389858	-0.869959525927072
3	-0.0636769211736237	-9.50035603380144	-3.12235097373252	-0.83300631015743
3.5	-0.129485497205849	-9.41256489679239	-3.16071276508023	-0.852216619912838
4	0.180058274832504	-9.32681388431081	-3.21048630085909	-0.782023785829779
4.5	0.462088015842596	-9.23488727814333	-3.2109724087199	-0.684764058583312
5	0.534605228709893	-9.13389353681379	-3.23604649328428	-0.609155389836758
5.5	0.655260524930043	-9.0239543002196	-3.21384105224456	-0.566598682235906
6	0.556165815521354	-8.97324884276833	-3.23087404025659	-0.53921844716217
6.5	0.475717038573464	-8.81431860990813	-3.2723515406488	-0.469172037610406
