Joint_angle	STR_PP_30__30	STR_PP_31__31	STR_PP_1__1	STR_PP_2__2	STR_PP_3__3	STR_PP_4__4	STR_PP_5__5	STR_PP_6__6	STR_PP_7__7	STR_PP_8__8	STR_PP_9__9	STR_PP_10__10	STR_PP_11__11	STR_PP_13__13	STR_PP_15__15	STR_PP_16__16	STR_PP_18__18	STR_PP_19__19	STR_PP_20__20	STR_PP_21__21	STR_PP_22__22	STR_PP_24__24	STR_PP_25__25	STR_PP_26__26	STR_PP_28__28	CON_PP_30__30	CON_PP_31__31	CON_PP_1__1	CON_PP_2__2	CON_PP_3__3	CON_PP_4__4	CON_PP_5__5	CON_PP_6__6	CON_PP_7__7	CON_PP_8__8	CON_PP_9__9	CON_PP_10__10	CON_PP_11__11	CON_PP_13__13	CON_PP_15__15	CON_PP_16__16	CON_PP_18__18	CON_PP_19__19	CON_PP_20__20	CON_PP_21__21	CON_PP_22__22	CON_PP_24__24	CON_PP_25__25	CON_PP_26__26	CON_PP_28__28
0	-7.66930575016553	7.40751415719363	0.889607286715943	5.74441468590626	-0.684331065594151	9.03887210092195	12.8033054657093	0.164852001149228	8.57890879436648	-0.296795530422905	7.90241731053925	-9.35413869645039	5.50533448941687	-0.173727866023697	2.95434421329415	2.87827080332134	3.04141894188513	-1.16937951899219	7.34249103305923	9.96125032867607	-4.49225969211261	0.74452093872857	-1.75211187099251	-1.70933992773868	1.62870821595269	3.09609016336171	6.29176792315636	1.36447658731824	1.31957805099407	-2.66157490876168	0.747515676276834	6.22266678128813	1.59392911248688	3.72982187265382	-1.17797179949	4.98055833197331	0.656497475152989	-2.85896113033984	2.42988903024778	-0.102642246361455	2.82287614661247	3.61859743866946	4.04142676155826	0.972304165173895	-8.2846424893993	2.20612796201714	6.23133643240632	8.0328917502333	3.94867235559578	-2.17183582107204
0.5	-7.78206769593926	7.35512513698674	1.07158880037827	5.79710482448218	-0.692624039364816	8.93802624251178	12.8339682977683	0.184837980851512	8.61956601780538	-0.284867721780081	8.09025917939761	-9.04679370175979	5.60729459786328	0.182698413780599	3.04214049655607	2.95481949794056	3.25639515640829	-0.95247179021279	7.40453831193635	10.0663470158282	-4.37580192391704	0.762809461074042	-1.7935278354327	-1.5391556282108	1.72420684358946	3.17559165081148	6.2250067616307	1.63621795029275	1.6806195547934	-2.70358365138575	0.872798190076509	6.26521595318226	1.73836550061026	3.82838366467429	-0.954406523396869	5.16455661728105	0.795946594284402	-2.6656455342771	2.51594696963471	0.118821266320367	2.81397944986488	3.93171543515953	4.31346492804335	0.976941009517297	-7.86211275814128	2.32991218418574	6.32660756344671	8.4928729836306	4.19721367047136	-2.02787854243034
1	-7.94816504874394	7.3246681100693	1.31449710945405	5.84466112480254	-0.730189672089324	8.54211655234445	12.9226594221927	0.351225096435243	8.68116880282512	-0.175983123795021	8.22373172166019	-8.75902079568395	5.65352597568189	0.459652199708884	3.20081917999646	3.04953715747995	3.43201186196502	-0.793406128291821	7.47252392633182	10.1218761212394	-4.29112007159046	0.818259509647341	-1.77318362626936	-1.42268636110371	1.74559951558685	3.28150417229428	6.15130475365241	1.92756124271694	2.01301107836144	-2.87420814048727	0.989401444128191	6.43335220809383	1.80038602554379	3.93538560438319	-0.728758035094302	5.29884706510695	0.938299410328405	-2.47252714238817	2.65249433329953	0.326798679423163	2.82627447509719	4.15343805232514	4.50410060580298	0.946277676357333	-7.4500525225985	2.23894655315154	6.48111348799129	7.70960187549306	4.49799644373796	-1.92601682305676
1.5	-8.08446990899994	7.35497468428208	1.41539802744411	5.95865707841687	-0.624046636197875	8.07261437989274	12.9773628213882	0.456310599373808	8.74490829521365	-0.200464091832757	8.33273585326145	-8.51419839894143	5.7058267515653	0.662382789915114	3.35734684973681	3.09229924686024	3.52629624025737	-0.643415114190333	7.4171254477111	9.98170940407555	-4.20099430275064	0.848401383991821	-1.75743209375607	-1.42473572757595	1.75610121925207	3.32139742964232	6.09320846689459	2.12179052990021	2.35861619077798	-2.97320191387328	1.03381901230699	6.42010215863443	1.8515533643907	4.06280686287398	-0.401682634259167	5.45790618626329	0.966030807749256	-2.49395247523285	2.66069036449655	0.536180112160828	2.80827431330179	4.2870424630776	4.63676061697956	0.873824263440575	-6.99476690771235	2.01278502567046	6.59545458090984	7.55843207383045	4.69531133491986	-1.84099153780532
2	-8.21520224256567	7.30709797975123	1.66863772324851	6.02978094587866	-0.651259091890445	7.71380823906186	13.0496850501008	0.604081122534481	8.80664834211918	-0.186740209156731	8.46708512602748	-8.37541550222089	5.73370855215044	0.825830160087463	3.46311455009065	3.15052199248265	3.59223885229649	-0.483972633149691	7.39210020879173	9.98000983971389	-4.20207822306331	0.860153869219531	-1.73818197407934	-1.40284468399714	1.80461709070198	3.36957503134318	6.06022982604303	2.32917028615987	2.83594654941263	-3.06655921420237	1.21071860267257	6.45494674572331	2.00539857152764	4.12881424098333	-0.0582570581978032	5.78875017606204	1.05292992180869	-2.39334886794162	2.73870452859185	0.792213207065593	2.79915887070281	4.47442943547226	4.76482073701972	0.775499419991284	-6.77671407842797	2.06240020828946	6.67398469488737	7.33910789665993	4.71950782263024	-1.62591458514309
2.5	-8.32029664570625	7.28407118016212	1.81152357321398	6.14957334363713	-0.769401237435432	7.6623999956005	13.1332936611338	0.711632117792746	8.88425909352421	-0.199349514074029	8.5556437963574	-8.24918392241551	5.77148397386587	0.979177904737625	3.62414067537544	3.22666076044112	3.68863639160536	-0.293982673229905	7.4694606355929	9.78956080183947	-4.2318667380442	0.911935190687878	-1.6731768307035	-1.2981169543316	1.84996351708767	3.44928365716128	5.9693262239544	2.46874214590122	3.21060951627885	-3.04059954574266	1.41019295758529	6.49371940549639	2.20923879203885	4.27094108733083	0.31626821005851	6.02625514878645	1.16275867697765	-2.29556429995351	2.88079659019941	0.981388704635755	2.82834745868642	4.76002885980981	4.82889840787706	0.665939803789136	-6.52187864079974	2.08229671745879	6.80260989968946	7.33763133350857	4.81434441872962	-1.42053559007962
3	-8.43812817362945	7.28970496587164	1.92389634926079	6.1797315274251	-0.840886098185308	7.39963592526351	13.2276833894245	0.814727185528014	8.91612731924494	-0.217239490296912	8.65807012133317	-8.18387285179546	5.79757407849334	1.1945939772514	3.76893610634835	3.29593719854269	3.84644745944922	-0.159114037642759	7.47607635565679	9.90152276964004	-4.1692648820127	0.976231102916969	-1.70497876685855	-1.21107114420128	1.89148304127846	3.51095921898712	5.88974658133676	2.64611029001917	3.48411780558602	-2.99720640333695	1.61983314639284	6.46219231733729	2.49199036386407	4.41929474071596	0.686685144654923	6.25993259914448	1.24368927313448	-2.17550262493118	2.88519910994607	1.19633148287645	2.88027560004918	5.03827499372211	4.76816542039627	0.620109676195597	-6.06866049288618	2.03991850884088	6.88063176187545	7.38844413246435	5.01359001005954	-1.19212529799542
3.5	-8.56697135033743	7.34551900549934	1.89297331847834	6.27868925529972	-0.88980256730332	6.94392020733549	13.3207594278105	0.854204626906316	8.88145097539483	-0.272348363550684	8.70144896632365	-8.0128384633389	5.84879095908047	1.36682970491532	3.91897895952633	3.36304092988907	4.06006204677131	-0.00369573849534532	7.68802534522423	10.0336618514286	-4.15558769879529	0.99723605219387	-1.6752905140268	-1.11802933403958	1.87481456597474	3.5602105947456	5.86767299858595	2.89463873728009	3.84887743323124	-3.003045248854	1.84923607564959	6.46084044325049	2.57893105915333	4.60277943952264	0.997305016188243	6.4340088859377	1.3372016932223	-2.02597705565388	2.95249977767068	1.4756873527124	2.91589580117392	5.1804538684115	4.9632132084379	0.62922171732518	-5.56588530352455	2.13024996798438	6.97131776169974	7.30653245179411	5.20217026541541	-0.958462156929286
4	-8.69260514880811	7.43560795471583	2.09741184116822	6.40957987120852	-1.02812326875041	6.8439016800944	13.3942507312346	0.969939881060441	8.9008298278253	-0.236606364164714	8.80594056878324	-7.85598975882623	5.93244521242139	1.60321113656748	4.06201562411528	3.40657360744432	4.23230074695132	0.171325209850693	7.87882555878426	10.1997049278917	-4.08397373281547	1.06786100560149	-1.69723085602129	-1.00353806245635	1.90733316546166	3.58774386959304	5.8331117763132	3.03567781012302	4.18363388022564	-2.93286467342109	1.89873215367865	6.38957052081762	2.60141918211544	4.7833237188529	1.24421050146674	6.58088842305833	1.4514796396609	-1.86412787968543	3.11482292818859	1.71793019391501	2.96288924529672	5.24680893604246	5.08244574372981	0.544847188618895	-5.13174041758657	2.16681597579915	7.06441692645543	7.53050212809531	5.45406317834413	-0.849568938140706
4.5	-8.76897745253886	7.48600500321564	2.23823796512295	6.57938536688744	-1.20398910340839	6.76998497106421	13.5119144755123	1.16812431157587	8.9223346558161	-0.322611995659507	8.97164898645224	-7.72878651599538	6.02492280403446	1.91320101060928	4.23160490109787	3.41469149809879	4.295061112247	0.352448079631017	7.9155004443356	10.1853387631842	-4.02007229237095	1.23070034839722	-1.61849386284683	-0.916681651309474	1.94442154941378	3.63433869587237	5.75577404305207	3.24385936795282	4.45373130408615	-2.95709082678625	2.11027236172612	6.29989522602759	2.72352487155614	4.87191300077549	1.47430026215797	6.74056576088023	1.4919203734914	-1.77736237465513	3.19705891021464	1.92820792231284	2.9633900204598	5.34915576949118	5.21120028303012	0.423206732134574	-4.71916076088999	2.37355545720924	7.15497012967558	7.58386707104826	5.68873239413813	-0.716978076974655
