Joint_angle	STR_PP_7__7	STR_PP_8__8	STR_PP_3__3	CON_PP_7__7	CON_PP_8__8	CON_PP_3__3
0	-2.62244425687001	0.585842589284163	0.621625522555245	-0.195579847957515	-0.483472762721096	1.99976690068933
0.5	-2.63185791037279	0.579790514123301	0.616881612212568	-0.214458537629968	-0.537478280136517	2.00356765368947
1	-2.64748516337317	0.550392708180204	0.626763657330309	-0.242017235855877	-0.59105764372977	2.04436085726585
1.5	-2.66141010969923	0.553197573069243	0.592911704227403	-0.274158382935271	-0.668363840707037	2.06591087282291
2	-2.67462761415226	0.546747431310074	0.592176273780667	-0.288713003060229	-0.753553718368206	2.08743233053263
2.5	-2.69270536313276	0.54541725046222	0.613783509982344	-0.320205059878599	-0.843957300004028	2.08050037367255
3	-2.70188342567198	0.547165888793748	0.623581767099414	-0.356503921883078	-0.932664294952307	2.06324514054246
3.5	-2.69390124224012	0.559742330618668	0.628462243352612	-0.397583492049233	-1.00767308500484	2.06333776099438
4	-2.69727302261899	0.550241557675735	0.654635251412087	-0.438860990148589	-1.06524002386781	2.04670899972256
4.5	-2.70171185541082	0.568411742367696	0.696450593533033	-0.459741368797525	-1.11545028650304	2.05342219795473
5	-2.70626195004572	0.556228326040869	0.740948634919623	-0.472308051448793	-1.15244446858672	2.04626592590644
5.5	-2.70519636529328	0.587483881047811	0.765119593823684	-0.504492040801878	-1.19757167010206	2.0698857847325
6	-2.68597593881551	0.599288479954565	0.786967585563441	-0.542803797007088	-1.23816314205011	2.07714965872518
6.5	-2.67391769468591	0.600620987126836	0.836598463987331	-0.573091452778804	-1.27678517134805	2.08530503712622
7	-2.67927332102527	0.614425509178687	0.886508220129928	-0.597001249594467	-1.33896514235303	2.09541008378308
