Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	14.6968040679058	15.8447233294914	14.7226587299877	21.1759631072825	18.9673617374644	16.0367372255103	11.335498643652	13.5811168276472	13.5047145354587	17.4219885134162	13.1105162896378	22.376731915323	15.1121679909671	10.5497987925041	19.1251542805714	11.4555614341593	14.7644961721194	17.9627685529831	13.0314940045021	19.7013707486329	21.1446614320038	14.344307671327	10.3640654848113	16.6951799733696	10.0938846109479	13.9401267346051	7.51098900436426	18.1512199300025	17.182702390869	19.4868606711904	8.13994340802838	16.7836969691056
0.5	14.7002403697103	15.8107613458704	14.6170400051182	21.1418859733995	18.9527956056145	15.9838687659489	11.2500056244588	13.4981273702794	13.496797642685	17.395594344078	13.1171314846939	22.3011472846292	15.0273350186995	10.4754797753191	19.1574104506813	11.4678474509073	14.7755264650249	17.8427018526103	13.0684552787994	19.7796676113143	21.0468399182412	14.3742875150642	10.3001371541888	16.5798279018926	10.0143997627766	14.1357544216804	7.41842414675369	18.0886461256451	17.1276904008535	19.4517345989445	8.19890427825659	16.7081466742907
1	14.7127182170948	15.7938278029658	14.63888667553	21.1076847419899	18.9443187952344	15.9197242451944	11.1311429550657	13.4032739339092	13.5609643248066	17.3873480498234	13.1475661371325	22.3056613770493	14.9795959696554	10.408352107075	19.150530755675	11.4200891027299	14.7352910811732	17.6336751396919	13.0707616902514	19.7327596692028	21.0782495898945	14.3981585585777	10.2695946892552	16.5087654896392	9.98864305947018	14.0550348181401	7.30693367076452	18.0448879462746	17.0734495300731	19.3797340291727	8.10782068430365	16.6356779148252
1.5	14.7516781048353	15.7769267213869	14.6414549903078	21.011188857031	18.9358306635582	15.8503265622827	11.0014415393456	13.3412980828062	13.6158881808777	17.3380631370098	13.1327327894788	22.2760786075552	14.8771723048157	10.3473247792273	19.161921163042	11.4031762485248	14.7926944942086	17.6350971139462	13.0664053883454	19.7523255598166	21.1247635745429	14.1791249856629	10.2392084374387	16.4220392620646	10.0455070281057	14.07926733795	7.23078765991759	17.976374884946	17.0224717420721	19.2759892366144	8.14501601991054	16.5412612652912
2	14.7367138341107	15.7543704255262	14.5833827483033	20.9668028525766	18.9156427829243	15.7917565624868	10.8989638174307	13.2823044972811	13.6152044390236	17.3137719699857	13.1368774324585	22.2266324518992	14.7705147109035	10.301030985208	19.1804726258068	11.4497783553495	14.8651778115146	17.6019305718168	13.0615430041061	19.8049127773343	21.1916783649407	14.141084259631	10.1900878196873	16.3495017307869	10.0431970685489	14.1499072522608	7.13564130827484	17.8992287710269	16.9732240219803	19.2524989121173	8.18304767277283	16.453618366134
2.5	14.768060860488	15.7227237422377	14.5659781259573	20.9622609099904	18.914171696245	15.7214113124334	10.8458274888301	13.2182595910899	13.6074509500038	17.2839549414194	13.2011955003295	22.1636730753507	14.6775151337024	10.251102077506	19.1512947931783	11.4870656730987	14.8457314263124	17.5459089933143	13.0318159855214	19.7767560338973	21.2154317793406	14.1558611735127	10.1584017769097	16.2832142968961	10.0523251104808	14.2754953866827	7.05242831217835	17.7757259632045	16.9603742496095	19.1997544571225	8.14577033989218	16.4028044978281
3	14.761382172737	15.6798979163429	14.5564951353587	20.9730410373025	18.8830905467649	15.6565295144153	10.7420410075182	13.1561808648329	13.6285767462515	17.2494930345214	13.2277818898509	22.1719075312883	14.6015422528642	10.2040786016138	19.1618075914923	11.5203208021315	14.9927192443108	17.3789944204087	12.9890190633029	19.7842994517513	21.1492880845948	14.116558159627	10.1117087616905	16.2149009658058	10.0270506662676	14.4632802455952	6.98511270108192	17.6930791108656	16.9616472045671	19.1038546721545	8.04755116135109	16.3068867613048
3.5	14.8294756851391	15.6215248745657	14.4994594816214	20.9437854484827	18.8676993216257	15.6045151917157	10.6290070510699	13.1160785218926	13.6632379026048	17.2483111275516	13.234788214891	22.1947624424259	14.4976374965029	10.1500816386867	19.2207379932416	11.5463829275764	15.1884091578312	16.988824934756	12.9832456183699	19.8609776941621	21.1117485134008	14.0751910701941	10.06091528009	16.1341845196185	9.97568530615028	14.5481671446403	6.92844338002075	17.6409886020987	16.9636536542882	19.0516968142906	8.04850688074718	16.2154287533838
4	14.7842115399839	15.6120975307455	14.4061515660646	20.9530333718093	18.8546210962179	15.558473851987	10.5368897200951	13.0605610096214	13.6802050946677	17.2323817087967	13.2919930900402	22.10588676921	14.4288644379948	10.0500130440754	19.2248344048916	11.5719949406367	15.3624173816647	16.8856337175263	12.9599243098494	19.9355822035906	21.0984449320259	14.0583615661501	10.063280544884	16.0867496025273	9.92246743952649	14.6293055683691	6.87002932953618	17.6253781703197	16.9018616521201	18.9979932745208	8.0478415909572	16.1284265511286
4.5	14.7432913082504	15.5637691429441	14.3770241619799	20.9275348572147	18.833465898712	15.4884275931138	10.4904372862278	13.0446870604992	13.696300452721	17.2100662046625	13.2741749972699	22.0625107208602	14.362594500688	9.983123643259	19.2432178710109	11.6558229705347	15.666976855831	16.6520858707926	12.9475840371839	20.0155371019958	21.0615467807139	14.0474024577751	10.0692304266118	16.0476251357577	9.87391039976671	14.642319871834	6.81095654047837	17.6027515399102	16.8196901246306	18.8888323128121	8.0071737336862	16.0610568542981
