Joint_angle	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_3_STR_PRE_R	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_3_CON_PRE_L	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_3_STR_POST_R	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_3_CON_POST_L
0	-0.716774448147973	3.7017112820652	12.1229368737441	4.57607183603233	-1.49844776139086	15.5460176214924	5.59164467164714	10.8485104428157	6.68527684670933	11.3329921850978	10.6734840190012	0.0515530370329031
0.5	-0.619164196279819	3.74712314661009	12.2375163861198	4.70858805721927	-1.42407940762503	15.6777710358942	5.70321215987139	10.8830919547692	6.88007766103302	11.5241781522719	10.9460734349871	0.235824868024764
1	-0.519683451437039	3.77678572384441	12.3600653745206	4.86774771856069	-1.26465610837493	15.7686831843092	5.77476917936282	10.8655599603609	7.14542514628054	11.7111280073351	11.1642247472253	0.363986267050706
1.5	-0.429374047683865	3.826936549826	12.4303490450844	5.01089719240451	-1.22380799008433	15.9534014577253	5.83715448387153	10.754326591418	7.32766769643371	11.9077008849859	11.3941407630317	0.475475305663579
2	-0.314283691502141	3.83784683623934	12.5243136592371	5.17620783755828	-1.18203425168401	16.0512612121915	5.96405318177504	10.6163948579533	7.5380853883324	12.0963939380912	11.6324466923594	0.614875431325586
2.5	-0.226903225813899	3.88642276553365	12.6806524400468	5.33296768261825	-1.12493233680683	16.1366807028242	6.07230594230598	10.5036250877106	7.67150058109264	12.3358262760036	11.9194768671269	0.77494584460905
3	-0.102746798669266	3.98585145933745	12.8578490462276	5.49134539399485	-1.03059357226413	16.2822183807164	6.1647939645159	10.3708208895809	7.83351147463446	12.5792539322526	12.1787247295346	0.998345184660735
3.5	0.0412499210950656	4.05306002301262	13.0412047897218	5.60137624092726	-1.01499112439337	16.4502741372682	6.19380330066603	10.2923282521013	8.08674215778645	12.7792028071566	12.4314176551515	1.25284581145149
4	0.131862640918584	4.10630996366986	13.2912449001702	5.70285203385411	-0.918026872747582	16.6136792445071	6.23775452035772	10.249386203507	8.26780719508682	12.9947840975227	12.6418795983464	1.49290483041504
4.5	0.235933615559979	4.18829452141356	13.533862785042	5.82214837520791	-0.911894045263935	16.7175406323267	6.34489585809477	10.2336425015161	8.47989748568384	13.1896789033532	12.846841044486	1.68422938888754
5	0.329291155471644	4.288930806973	13.8170067147744	5.9311040602542	-0.756292228446021	16.8527723126263	6.46194222651353	10.2851226392424	8.62499169884578	13.360400362221	13.0604247702328	1.85652183334049
5.5	0.424032805358813	4.39811407770596	14.0221846734245	6.01909817548493	-0.779604438377696	16.9781989195628	6.55906253468756	10.2802917929105	8.86152316797087	13.5915487303342	13.2536579470163	2.01447369519924
6	0.597717406455082	4.49356043739984	14.2209336508564	6.11433339247849	-0.732664276332649	17.1049678977607	6.60584457252688	10.2842349884302	9.01869619136318	13.7977716439813	13.4354438748324	2.1496370886344
6.5	0.74059184642843	4.61404666438625	14.4502062793316	6.20706251790115	-0.615676889576037	17.1694692193445	6.65598865681368	10.3012043544505	9.18670067087851	13.974509956504	13.6215590710415	2.29245255704016
7	0.852672953751977	4.72969141780957	14.6720925720119	6.33813405661173	-0.557314668077133	17.2256856285816	6.74671345665785	10.2534293560845	9.3554933806186	14.1654437691627	13.8478785823948	2.42940237262832
