Joint_angle	INT_1_STR_PRE_L	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_1_CON_PRE_R	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_1_STR_POST_L	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_1_CON_POST_R	INT_3_CON_POST_L	INT_4_CON_POST_L
90	25.8167439300265	20.3073485523971	18.6593760686518	28.0315268903483	16.4496969567556	23.9599239806587	24.6350202359687	18.3209569970173	20.0920372974583	25.2413805198166	19.1920815537258	23.7032896978917
89.5	26.2193639893467	20.5458191580186	18.8215776348661	28.3751435452461	16.5952336295784	24.2409071350852	24.7965315339613	18.4784570231438	20.301819570036	25.6524238810918	19.4794962438133	23.9817631338193
89	26.572754671454	20.781145139246	18.9983933280158	28.6907600667338	16.7369723125152	24.5201885233227	24.9912056337814	18.6471669710636	20.4579951878209	26.0522447064345	19.7552483042334	24.2585274353194
88.5	26.9168817024998	21.0107081769698	19.1741479817548	29.00474651387	16.8879532385106	24.7929613608598	25.2392943781462	18.8307455235723	20.6705356214801	26.4782797415111	20.0247945881504	24.546754960442
88	27.2772504841043	21.217461754415	19.321090791676	29.3335935175208	17.0259242935304	25.0807353083626	25.5151876182818	19.0454372009459	20.8702126370549	26.8710675259187	20.2900166809	24.8280347274332
87.5	27.6279433131153	21.4546950884112	19.4701021867853	29.6665569676215	17.160963565364	25.350040507957	25.813030478444	19.2450769194706	21.0743904005917	27.2426655990488	20.5466419076571	25.1268285620509
87	27.973840706644	21.6696513625584	19.5978525585335	30.008983306792	17.2946348676518	25.6244799242311	26.1195069556782	19.4283310838703	21.2690223241387	27.6124315272671	20.8063406762263	25.4391893490893
86.5	28.2734565442263	21.8779340501983	19.7726176984284	30.3546339253487	17.429322317362	25.9088482785554	26.4229935116308	19.614599742879	21.4390543779274	27.9814432407642	21.0650598813388	25.7455618595022
86	28.5843718355396	22.0959287322054	19.9229237807696	30.7163204526258	17.5724315092344	26.1896683091733	26.7924451235906	19.8106206717681	21.6119527419839	28.3599467120808	21.3308188433166	26.0435286708994
85.5	28.9482706285735	22.3228049055007	20.0708966856315	31.0967499882155	17.7171369327372	26.4831243105087	27.1329118872823	19.9965027911076	21.8015861679282	28.7606411066974	21.6026798061316	26.3248916283549
85	29.2214478190767	22.5633985139369	20.2286273832157	31.4450167186557	17.8706555054402	26.7839903153392	27.5218020388922	20.1661444531603	21.9855661819654	29.1503747120999	21.8616063008477	26.6129358650095
84.5	29.6276055154951	22.8002442862518	20.4078376371848	31.7799369443496	18.0353117962362	27.0830750014891	27.9507554394383	20.3661685837608	22.1199521124583	29.5902342701894	22.1116174759237	26.897849460675
84	29.9390696915034	23.0511218199801	20.614890501821	32.1260199861319	18.1943293398492	27.3913927332202	28.4154592308262	20.5670810484648	22.3677473685377	30.0003459119901	22.3629084731081	27.1849232496231
83.5	29.4773632939238	23.2946700265171	20.7555464073541	32.4592068964814	18.3480690865787	27.6886484504415	28.8604766200704	20.771694971647	22.588804916796	30.4224558055435	22.5993564313767	27.4809605712823
83	30.5346005028402	23.564213591798	20.9323493197777	32.7971276582735	18.5035617708053	27.979201523033	29.2858823752748	20.9447389944542	22.7863551269751	30.8305369169293	22.8353507584526	27.7890444598258
82.5	30.9298775218746	23.807843151241	21.0936207385583	33.1494498109515	18.6544358018713	28.2664111921542	29.7455974397992	21.1597039689149	22.9828764841165	31.2508388536888	23.0683932642019	28.1038104507333
82	31.1133078981865	24.073489506814	21.2498883280204	33.5153398281177	18.8103433977751	28.5639671076932	30.224298895768	21.3783566238667	23.1574355514691	31.6726818457805	23.3186642156125	28.4230778296213
81.5	32.0238405505303	24.3228075036404	21.3871819497525	33.9065283739817	18.9633403897101	28.8914722034278	30.6538013845765	21.5932425827774	23.3578521441496	32.1071451480693	23.5628776819594	28.7451617142026
81	31.8507326768803	24.5965064419372	21.5543573619608	34.2864893271755	19.1265173237454	29.2190638539746	31.0440618053772	21.790780567881	23.5726799880483	32.5399220138765	23.818867862839	29.0631001619292
80.5	32.2209305539016	24.8580818584746	21.7370414415717	34.6566937529223	19.2994969446906	29.545913043306	31.4595613926801	21.995538694545	23.7819277987667	33.0358229102896	24.0760463308038	29.3899477187914
80	32.4757082952998	25.1641323537358	21.9267638188855	35.016278097092	19.4681235111988	29.90130459684	31.8893538733807	22.218907509202	23.9864864023601	33.5023531675359	24.3321459898017	29.7117189403743
79.5	32.8252839784062	25.4872228470909	22.087715510338	35.3900952867069	19.6358976544443	30.2350152710374	32.3336136123341	22.4488267920055	24.2109056727278	33.9764750817937	24.5934545538826	30.0316124184422
79	33.1982710886823	25.8283346687731	22.316928783653	35.7475299169559	19.808245625654	30.5545945745331	32.7052824657824	22.6574163604422	24.4316272746035	34.4492659307838	24.8509019753313	30.3737229895485
78.5	33.5237239160978	26.1373556854649	22.4651046556468	36.1143788702216	19.9685364626585	30.8823442747915	33.1214062683023	22.8802202862459	24.6648308852602	34.904436378772	25.1053123225914	30.6986143291338
78	33.847688148717	26.4503400758124	22.6386134841286	36.4798346646497	20.1232699880117	31.1934016325197	33.5180607095272	23.1437325543415	24.8689564641668	35.3599418382251	25.3704754022019	31.0425529496296
77.5	34.1704231364682	26.7683679525346	22.7996708439378	36.8961071158054	20.2769161503332	31.516990159258	33.8943881207814	23.3937655237316	25.118017465321	35.8011858157611	25.6247262313788	31.3952768913327
77	34.5576367114265	27.0921386996999	22.9704719040312	37.2977993331859	20.425902978545	31.8420101231736	34.2239733882283	23.6318277555818	25.335306466712	36.231704692541	25.8827778506383	31.7399108887083
76.5	34.9006913181289	27.4361966427494	23.1306020291703	37.6942845187607	20.5768060105573	32.1878655890472	34.5446624190917	23.8493649344064	25.5591766469247	36.6718041641881	26.1526305009942	32.1112532692294
76	35.2278012208678	27.7479111831612	23.3328296000917	38.1032465824668	20.7276336323969	32.5429040160008	34.9181031899434	24.096185138051	25.7646487795125	37.1175607889911	26.4268635469695	32.4722943581443
75.5	35.5788711582887	28.0894391812507	23.5058712642399	38.5013909465836	20.8804223640471	32.9126927578382	35.2647103587683	24.3505468673214	25.9928646086373	37.5523791965985	26.7023600339896	32.8443212041924
75	36.0063751717022	28.4255848861349	23.6853860913	38.9152654258902	21.0364705438708	33.2763313667533	35.6133857847969	24.5851530833248	26.2336483342053	37.9857002005447	26.9921978079894	33.2208273298814
74.5	36.3807586076437	28.7576174645944	23.8881984219499	39.3216681450462	21.1849582417853	33.6359006747246	35.9694283635665	24.8103897124191	26.4813266622596	38.4180385570068	27.2695514683824	33.5759040906703
74	36.7501284086175	29.0484066892947	24.1106205764943	39.7206310300268	21.3389903476219	33.9877329051433	36.3729730990612	25.0608494663473	26.7083945455495	38.8392795717107	27.5576300471699	33.9413739350107
73.5	37.155408799645	29.3396772052094	24.3064602559881	40.1468015752669	21.4863021700896	34.3415144838846	36.7280781945653	25.3119204245363	26.9464217246643	39.2419858346158	27.8255636921665	34.3124263186044
73	37.5678740485324	29.6290642049728	24.4754236463989	40.5648161601604	21.6257712497452	34.6844544977402	37.0575481248522	25.5479374672807	27.2109264107634	39.6353456677017	28.0826336149607	34.6786421225382
72.5	37.9611339511719	29.8863837726432	24.6641589078548	40.9868875988463	21.7698966485471	35.0395364615281	37.4098181016573	25.8038033629426	27.4415185262997	40.0512694802102	28.3392775741452	35.0816726238204
72	38.3053848177327	30.1486398820466	24.8826704953804	41.4292835229865	21.9051008718868	35.4254813138651	37.8408040207818	26.0747131368548	27.725754609572	40.4515465212603	28.598597720455	35.4979617676339
71.5	38.6934640338805	30.395923529685	25.083649737309	41.8848076617052	22.0443432926606	35.7860688712132	38.135352781663	26.375836977463	27.950610933596	40.8532125639048	28.866623838458	35.9261557880835
71	39.0624308916866	30.652600792414	25.2841244295986	42.3612030278135	22.1887243525685	36.1639762133842	38.4442147636032	26.6388181240954	28.1988735790488	41.2583554434802	29.1418470947834	36.359131149129
70.5	39.4664486556969	30.8956683039627	25.5030818502701	42.8152199165466	22.3335450947474	36.5466240359576	38.7686966947641	26.8925327556015	28.4665995434419	41.6792835688026	29.4200051370642	36.7768901999665
70	39.8214446767556	31.1660801986801	25.7336277478991	43.2896315327405	22.4920066431259	36.9161700577789	39.119440308812	27.14434078966	28.6686685195928	42.1312023624879	29.7213872534788	37.1934629462359
69.5	40.2078612278521	31.4352477616803	25.9626929310908	43.7762317668707	22.6494540621642	37.2962819822932	39.4466999655265	27.4322531157991	28.9380664086924	42.5797249570956	30.0103965213587	37.6153287019763
69	40.6278354819666	31.7105613978779	26.1709690256613	44.2370561590697	22.806121301516	37.6646913662009	39.7773141058579	27.7046439399306	29.2211762491563	43.0235310445939	30.2926123059103	38.0225559173752
68.5	41.1249935205771	31.9794396652661	26.4154159603693	44.7003612213383	22.9703179362633	38.0304059191986	40.1068373192968	27.9830079017341	29.4707278832874	43.5228676551748	30.5778714374332	38.4588889092591
68	41.5148435639508	32.2399588142959	26.6833564539108	45.1685108183472	23.1217652756644	38.413023682978	40.4245406819399	28.3078548554136	29.7226492796293	43.9853941484472	30.860627352756	38.9044739188149
67.5	41.88877634606	32.524748551785	26.9219838892496	45.6515194228832	23.2670732361654	38.7648373849089	40.7956572128163	28.6596772099934	29.9510661484978	44.4464019726855	31.1493304567478	39.3768561692064
67	42.2849090226416	32.8007040452942	27.1291600691755	46.1549831683004	23.408465063171	39.1133539033074	41.1043801694701	28.9678572605205	30.4695379091077	44.9000870657837	31.4421380463644	39.8527148796233
