Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	-2.90330903730427	-0.379756746549276	1.31961268429285	-3.04587017513813
0.5	-2.98994795458862	-0.324647407630323	1.11288195370804	-3.02217393327652
1	-3.15287511959184	-0.270250203338719	0.917362789096956	-3.03282287423235
1.5	-3.3125848734885	-0.119486995028524	0.804682418585401	-3.02328647649836
2	-3.4254306935847	-0.122517660531116	0.669233650485751	-3.02605893677526
2.5	-3.59126518490626	-0.0416739598140907	0.519067099096503	-3.06283094389858
3	-3.73374439046307	-0.0636769211736237	0.425469879053651	-3.12235097373252
3.5	-3.88903507360266	-0.129485497205849	0.250189796403163	-3.16071276508023
4	-4.03852919059284	0.180058274832504	0.113569032739065	-3.21048630085909
4.5	-4.21466137347119	0.462088015842596	-0.0350635639613301	-3.2109724087199
5	-4.38588523206801	0.534605228709893	-0.155386587336409	-3.23604649328428
5.5	-4.50232512331235	0.655260524930043	-0.383710695550178	-3.21384105224456
6	-4.66122623102467	0.556165815521354	-0.609156736218836	-3.23087404025659
6.5	-4.85238926660935	0.475717038573464	-0.878127522492491	-3.2723515406488
