Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	2.9033090373043	0.379756746549326	-1.31961268429284	3.04587017513809
0.5	2.98994795458861	0.324647407630351	-1.11288195370806	3.02217393327647
1	3.15287511959183	0.270250203338705	-0.917362789096956	3.03282287423238
1.5	3.31258487348853	0.119486995028545	-0.804682418585408	3.02328647649834
2	3.42543069358469	0.12251766053113	-0.669233650485751	3.02605893677524
2.5	3.59126518490629	0.0416739598140765	-0.519067099096524	3.06283094389856
3	3.7337443904631	0.0636769211736663	-0.425469879053686	3.12235097373252
3.5	3.88903507360266	0.129485497205842	-0.250189796403156	3.1607127650802
4	4.0385291905928	-0.180058274832454	-0.113569032739065	3.2104863008591
4.5	4.21466137347118	-0.462088015842589	0.0350635639613088	3.2109724087199
5	4.38588523206801	-0.534605228709886	0.155386587336402	3.23604649328428
5.5	4.5023251233123	-0.655260524930036	0.383710695550143	3.21384105224455
6	4.66122623102464	-0.556165815521325	0.609156736218864	3.23087404025659
6.5	4.85238926660936	-0.47571703857345	0.878127522492477	3.27235154064881
