GMfasBEST1			GMext		
t	x	y	t	x	y
0.000000000000	34.216273130000	0.221431414500	0.000000000000	50.566950060000	20.634241540000
0.025200342720	34.216255690000	0.221392531700	0.025200342720	50.566777940000	20.634531460000
0.050400685450	34.216160720000	0.222013213500	0.050400685450	50.567527110000	20.634511380000
0.075601028170	34.215425300000	0.222199884000	0.075601028170	50.566987550000	20.634407000000
0.100801370900	34.213975860000	0.223661178900	0.100801370900	50.566181100000	20.634845020000
0.126001713600	34.212724690000	0.224940408500	0.126001713600	50.566834160000	20.634721990000
0.151202056300	34.211459540000	0.225192345400	0.151202056300	50.565532800000	20.635106440000
0.176402399100	34.210957030000	0.225424290800	0.176402399100	50.566032130000	20.635336600000
0.201602741800	34.212036140000	0.224945932100	0.201602741800	50.565064420000	20.635801550000
0.226803084500	34.212544880000	0.225551849300	0.226803084500	50.565147570000	20.635261330000
0.252003427200	34.212764910000	0.225295126100	0.252003427200	50.565457950000	20.635176880000
0.277203770000	34.211830400000	0.225088652400	0.277203770000	50.564800900000	20.635838860000
0.302404112700	34.213628690000	0.224361290000	0.302404112700	50.564972340000	20.635686880000
0.327604455400	34.214575020000	0.224530101800	0.327604455400	50.565299060000	20.635633100000
0.352804798100	34.211294250000	0.225376779100	0.352804798100	50.563495590000	20.636327470000
0.378005140900	34.213806130000	0.224960674100	0.378005140900	50.564172320000	20.636433540000
0.403205483600	34.212975860000	0.224870405800	0.403205483600	50.564756190000	20.636053330000
0.428405826300	34.213401120000	0.225470526100	0.428405826300	50.564775390000	20.636093190000
0.453606169000	34.212160280000	0.225706036800	0.453606169000	50.564711200000	20.636465270000
0.478806511800	34.212940800000	0.225174353800	0.478806511800	50.563391780000	20.636636850000
0.504006854500	34.212030540000	0.226386863500	0.504006854500	50.564147070000	20.636918190000
0.529207197200	34.212819120000	0.225574147900	0.529207197200	50.564065150000	20.636619190000
0.554407539900	34.214342880000	0.225702612500	0.554407539900	50.564228520000	20.636524890000
0.579607882700	34.212580980000	0.227002273500	0.579607882700	50.563558140000	20.636816110000
0.604808225400	34.212688690000	0.226647393600	0.604808225400	50.563998650000	20.636727520000
0.630008568100	34.211798700000	0.227898736100	0.630008568100	50.563805770000	20.637277520000
0.655208910800	34.208123270000	0.229625546500	0.655208910800	50.562793030000	20.637356940000
0.680409253600	34.207288880000	0.232060648600	0.680409253600	50.562929250000	20.637794170000
0.705609596300	34.205831280000	0.231276410800	0.705609596300	50.563231290000	20.637674770000
0.730809939000	34.206168740000	0.229645587500	0.730809939000	50.563532070000	20.637253870000
0.756010281700	34.208457170000	0.230298034100	0.756010281700	50.562220780000	20.637859490000
0.781210624500	34.209159870000	0.229280277200	0.781210624500	50.562470090000	20.637743690000
