GFsup2BEST?			GFext		
t	x	y	t	x	y
0.00000000000000	-9.40244932400000	16.40191357000000	0.00000000000000	-15.92305368000000	24.35678142000000
0.05193456245000	-9.42715435700000	16.40310491000000	0.05193456245000	-15.92294879000000	24.35599567000000
0.10386912490000	-9.38676708800000	16.40213412000000	0.10386912490000	-15.92327190000000	24.35508237000000
0.15580368740000	-9.36887818700000	16.40422848000000	0.15580368740000	-15.92156829000000	24.35584557000000
0.20773824980000	-9.36029976300000	16.40423972000000	0.20773824980000	-15.92148626000000	24.35532246000000
0.25967281230000	-9.34801228300000	16.40509648000000	0.25967281230000	-15.92089216000000	24.35532624000000
0.31160737470000	-9.36010985200000	16.40396503000000	0.31160737470000	-15.92076659000000	24.35603404000000
0.36354193720000	-9.27229746400000	16.40770301000000	0.36354193720000	-15.91969265000000	24.35554807000000
0.41547649960000	-9.16095658100000	16.41084853000000	0.41547649960000	-15.91610967000000	24.35549524000000
0.46741106210000	-9.12128386800000	16.40790969000000	0.46741106210000	-15.91490837000000	24.35625548000000
0.51934562450000	-9.15556771500000	16.40992047000000	0.51934562450000	-15.91615919000000	24.35585969000000
0.57128018700000	-9.09615911900000	16.40977038000000	0.57128018700000	-15.91428154000000	24.35622019000000
0.62321474940000	-8.92836572600000	16.42698832000000	0.62321474940000	-15.91043391000000	24.35570699000000
0.67514931190000	-8.74933703300000	16.43104866000000	0.67514931190000	-15.90311075000000	24.35589053000000
0.72708387430000	-8.73693155200000	16.42257361000000	0.72708387430000	-15.89902838000000	24.35621425000000
0.77901843680000	-8.74333452700000	16.41807936000000	0.77901843680000	-15.89588595000000	24.35590078000000
0.83095299920000	-8.65247483000000	16.41455523000000	0.83095299920000	-15.88933766000000	24.35575769000000
0.88288756170000	-8.55720323100000	16.41428100000000	0.88288756170000	-15.88056417000000	24.35612273000000
0.93482212410000	-8.50818389100000	16.41306702000000	0.93482212410000	-15.87197784000000	24.35678866000000
0.98675668660000	-8.50589841500000	16.41005715000000	0.98675668660000	-15.86029927000000	24.35139517000000
1.03869124900000	-8.47467975500000	16.40546690000000	1.03869124900000	-15.84084091000000	24.35206486000000
1.09062581100000	-8.35180696700000	16.40278401000000	1.09062581100000	-15.81025556000000	24.35357689000000
1.14256037400000	-8.21035758000000	16.40284254000000	1.14256037400000	-15.78438647000000	24.35352571000000
1.19449493600000	-8.05662520500000	16.40625820000000	1.19449493600000	-15.75528032000000	24.35036025000000
1.24642949900000	-7.93502677600000	16.39854647000000	1.24642949900000	-15.73113187000000	24.35033548000000
1.29836406100000	-7.93043314900000	16.39786612000000	1.29836406100000	-15.72111977000000	24.35112310000000
1.35029862400000	-8.05168370000000	16.40121897000000	1.35029862400000	-15.71607380000000	24.35334796000000
1.40223318600000	-7.92661658200000	16.39176836000000	1.40223318600000	-15.70877943000000	24.35361786000000
1.45416774900000	-7.90610218700000	16.39307887000000	1.45416774900000	-15.70535386000000	24.35275809000000
1.50610231100000	-7.82038434800000	16.39584640000000	1.50610231100000	-15.70369455000000	24.35379317000000
1.55803687400000	-7.74777367400000	16.39755725000000	1.55803687400000	-15.69416569000000	24.35503137000000
1.60997143600000	-7.77206352600000	16.40396436000000	1.60997143600000	-15.69339562000000	24.35586127000000
1.66190599800000	-7.73750980800000	16.40219873000000	1.66190599800000	-15.68838540000000	24.35623076000000
1.71384056100000	-7.76089012200000	16.39703243000000	1.71384056100000	-15.69130828000000	24.35621317000000
1.76577512300000	-7.79281156200000	16.39491058000000	1.76577512300000	-15.69040667000000	24.35745861000000
1.81770968600000	-7.80152046300000	16.39255788000000	1.81770968600000	-15.69339137000000	24.35603566000000
1.86964424800000	-7.80114684700000	16.39192649000000	1.86964424800000	-15.68951467000000	24.35646074000000
1.92157881100000	-7.84617686600000	16.39282493000000	1.92157881100000	-15.68958440000000	24.35689032000000
1.97351337300000	-7.76767160700000	16.39483679000000	1.97351337300000	-15.68439542000000	24.35735848000000
2.02544793600000	-7.74093156600000	16.39466124000000	2.02544793600000	-15.68359787000000	24.35699533000000
2.07738249800000	-7.69341676300000	16.39772011000000	2.07738249800000	-15.68507849000000	24.35546542000000
2.12931706100000	-7.69586145300000	16.39754934000000	2.12931706100000	-15.68577298000000	24.35528140000000
2.18125162300000	-7.69119874200000	16.40126236000000	2.18125162300000	-15.68365557000000	24.35640674000000
2.23318618500000	-7.65794789300000	16.39924000000000	2.23318618500000	-15.68744378000000	24.35582754000000
2.28512074800000	-7.58563973800000	16.40012534000000	2.28512074800000	-15.67499299000000	24.35615410000000
2.33705531000000	-7.59578656300000	16.39677180000000	2.33705531000000	-15.68216608000000	24.35578222000000
2.38898987300000	-7.61696543600000	16.39872922000000	2.38898987300000	-15.67874634000000	24.35611734000000
2.44092443500000	-7.57231053700000	16.39633942000000	2.44092443500000	-15.67078814000000	24.35415985000000
2.49285899800000	-7.49908962700000	16.39247806000000	2.49285899800000	-15.66978428000000	24.35573067000000
2.54479356000000	-7.57854916500000	16.39354791000000	2.54479356000000	-15.67459472000000	24.35582368000000
2.59672812300000	-7.56277465200000	16.39028038000000	2.59672812300000	-15.67337421000000	24.35531327000000
2.64866268500000	-7.55664347700000	16.38511660000000	2.64866268500000	-15.68012741000000	24.35536904000000
2.70059724700000	-7.51710017800000	16.39002521000000	2.70059724700000	-15.66595253000000	24.35617382000000
2.75253181000000	-7.43805376800000	16.39568393000000	2.75253181000000	-15.66302172000000	24.35639889000000
2.80446637200000	-7.37125149700000	16.38757706000000	2.80446637200000	-15.66469864000000	24.35653111000000
2.85640093500000	-7.34993398500000	16.38841909000000	2.85640093500000	-15.67058457000000	24.35589721000000
2.90833549700000	-7.38157704900000	16.38457836000000	2.90833549700000	-15.66522618000000	24.35830763000000
2.96027006000000	-7.37176971100000	16.38956286000000	2.96027006000000	-15.66224804000000	24.35784549000000
3.01220462200000	-7.37820365400000	16.39609693000000	3.01220462200000	-15.66645352000000	24.35800550000000
3.06413918500000	-7.32785006700000	16.39646144000000	3.06413918500000	-15.66395779000000	24.35816750000000
3.11607374700000	-7.31593361900000	16.40017214000000	3.11607374700000	-15.67054970000000	24.35933004000000
3.16800831000000	-7.25257552000000	16.39675462000000	3.16800831000000	-15.66282729000000	24.36227773000000
3.21994287200000	-7.24114932600000	16.39858576000000	3.21994287200000	-15.66259539000000	24.36176691000000
3.27187743400000	-7.22171725000000	16.40084759000000	3.27187743400000	-15.66480707000000	24.36172604000000
3.32381199700000	-7.21207955000000	16.40309179000000	3.32381199700000	-15.65386943000000	24.36143877000000
3.37574655900000	-7.14325899200000	16.40734560000000	3.37574655900000	-15.63015839000000	24.36077000000000
3.42768112200000	-7.10781223700000	16.41508154000000	3.42768112200000	-15.60916424000000	24.36140158000000
3.47961568400000	-7.11015218800000	16.41784783000000	3.47961568400000	-15.59738556000000	24.36143740000000
