GMendBEST?			GMext		
t	x	y	t	x	y
0.000000000000	17.524363560000	1.399859724000	0.000000000000	43.912615550000	12.212288950000
0.025328639090	17.523435270000	1.400981717000	0.025328639090	43.912654780000	12.212299990000
0.050657278180	17.523188740000	1.401492209000	0.050657278180	43.912633840000	12.212266970000
0.075985917280	17.524264740000	1.400485889000	0.075985917280	43.912483480000	12.212415010000
0.101314556400	17.525591890000	1.400651929000	0.101314556400	43.912054420000	12.212436750000
0.126643195500	17.524300160000	1.401460017000	0.126643195500	43.912737470000	12.212283320000
0.151971834600	17.526386460000	1.400927484000	0.151971834600	43.913181720000	12.212005760000
0.177300473600	17.524030590000	1.400755529000	0.177300473600	43.912610860000	12.212244290000
0.202629112700	17.522360170000	1.402099130000	0.202629112700	43.912499120000	12.212340150000
0.227957751800	17.525253050000	1.401187965000	0.227957751800	43.912780830000	12.212122760000
0.253286390900	17.524536740000	1.400503185000	0.253286390900	43.912323400000	12.212120880000
0.278615030000	17.524024260000	1.400642893000	0.278615030000	43.912285880000	12.212005640000
0.303943669100	17.523996110000	1.400854260000	0.303943669100	43.912473320000	12.211989770000
0.329272308200	17.523663560000	1.400751607000	0.329272308200	43.911886780000	12.212418100000
0.354600947300	17.524735060000	1.399862877000	0.354600947300	43.911786720000	12.212161490000
0.379929586400	17.525001370000	1.400174929000	0.379929586400	43.911937170000	12.212138530000
0.405258225500	17.525338410000	1.400118191000	0.405258225500	43.912342090000	12.212076930000
0.430586864600	17.525564140000	1.400264502000	0.430586864600	43.911108990000	12.212439510000
0.455915503700	17.525032900000	1.400075622000	0.455915503700	43.911920080000	12.212084610000
0.481244142800	17.528368940000	1.400770426000	0.481244142800	43.912908860000	12.211574500000
0.506572781800	17.527389110000	1.401215387000	0.506572781800	43.912168820000	12.212195110000
0.531901420900	17.526365180000	1.401676599000	0.531901420900	43.911918610000	12.212290540000
0.557230060000	17.525755100000	1.402734005000	0.557230060000	43.912796750000	12.211944690000
0.582558699100	17.523624150000	1.403812951000	0.582558699100	43.912392810000	12.212066350000
0.607887338200	17.523919360000	1.403077517000	0.607887338200	43.912676260000	12.211774280000
0.633215977300	17.523148600000	1.402791450000	0.633215977300	43.912384560000	12.212118960000
0.658544616400	17.521961890000	1.402793168000	0.658544616400	43.911849580000	12.212083370000
0.683873255500	17.521211770000	1.402830124000	0.683873255500	43.911416120000	12.212290910000
0.709201894600	17.516367580000	1.403739900000	0.709201894600	43.911737040000	12.212298350000
0.734530533700	17.516110100000	1.404154186000	0.734530533700	43.911342910000	12.212159480000
0.759859172800	17.518469540000	1.403472411000	0.759859172800	43.911956290000	12.211886990000
0.785187811900	17.520646350000	1.402810921000	0.785187811900	43.911674820000	12.211688080000
0.810516451000	17.518840210000	1.403705473000	0.810516451000	43.911858790000	12.211717640000
0.835845090000	17.520318560000	1.403090447000	0.835845090000	43.911112390000	12.211667990000
0.861173729100	17.517157670000	1.406852036000	0.861173729100	43.911734870000	12.211247750000
0.886502368200	17.516885150000	1.405504049000	0.886502368200	43.912390580000	12.211254380000
0.911831007300	17.516840450000	1.406727390000	0.911831007300	43.911670210000	12.211348620000
0.937159646400	17.508955120000	1.409539342000	0.937159646400	43.911759750000	12.211423250000
0.962488285500	17.429655080000	1.428198493000	0.962488285500	43.912602430000	12.212430210000
0.987816924600	17.390189930000	1.428915807000	0.987816924600	43.911969020000	12.212870290000
1.013145564000	17.256782810000	1.449767956000	1.013145564000	43.911535350000	12.215033740000
1.038474203000	17.148601870000	1.502172452000	1.038474203000	43.910847070000	12.219492110000
1.063802842000	16.828887700000	1.599579862000	1.063802842000	43.914602490000	12.226020900000
1.089131481000	16.745876770000	1.605082458000	1.089131481000	43.912202250000	12.230099260000
1.114460120000	16.623078880000	1.617510240000	1.114460120000	43.911561740000	12.233399890000
1.139788759000	16.502761680000	1.605262817000	1.139788759000	43.911559440000	12.237621870000
1.165117398000	16.239114290000	1.640652620000	1.165117398000	43.910032050000	12.247061840000
1.190446037000	16.154575280000	1.647214654000	1.190446037000	43.908513090000	12.247930010000
1.215774676000	15.962064030000	1.670703056000	1.215774676000	43.919430560000	12.256523850000
1.241103316000	15.819137320000	1.694580420000	1.241103316000	43.918886410000	12.265234080000
1.266431955000	15.494849490000	1.753000119000	1.266431955000	43.921757230000	12.277078080000
1.291760594000	15.461259260000	1.745550463000	1.291760594000	43.921021590000	12.278883780000
1.317089233000	15.133499480000	1.740615618000	1.317089233000	43.921990830000	12.280877350000
1.342417872000	14.916083890000	1.759226203000	1.342417872000	43.924030980000	12.282158270000
1.367746511000	14.846543280000	1.754983375000	1.367746511000	43.923567480000	12.283192030000
1.393075150000	14.715631700000	1.756532326000	1.393075150000	43.925132050000	12.284670290000
1.418403789000	14.539572110000	1.776410160000	1.418403789000	43.923749390000	12.285633900000
1.443732428000	13.974680050000	1.810633176000	1.443732428000	43.928080840000	12.289432640000
1.469061067000	13.856356010000	1.827471019000	1.469061067000	43.924515230000	12.291092590000
1.494389706000	13.680456900000	1.848224256000	1.494389706000	43.926069910000	12.294480080000
1.519718346000	13.338418060000	1.908253309000	1.519718346000	43.926092220000	12.299985140000
1.545046985000	13.152829470000	1.917823097000	1.545046985000	43.925548300000	12.301958100000
1.570375624000	12.934215440000	1.935603304000	1.570375624000	43.924515940000	12.306615320000
1.595704263000	12.782150880000	1.952775603000	1.595704263000	43.924739160000	12.306734510000
1.621032902000	12.609865220000	1.974080419000	1.621032902000	43.924342560000	12.306130050000
1.646361541000	12.416303640000	1.986819131000	1.646361541000	43.922631650000	12.310424170000
1.671690180000	12.109817560000	2.002795110000	1.671690180000	43.922070330000	12.309452670000
1.697018819000	11.878855790000	2.003361833000	1.697018819000	43.922275910000	12.315401940000
1.722347458000	11.637821510000	2.013433697000	1.722347458000	43.921590440000	12.318411850000
1.747676097000	11.430915870000	2.004888348000	1.747676097000	43.921963580000	12.324213820000
1.773004736000	11.250721970000	2.015690561000	1.773004736000	43.927976410000	12.332331290000
1.798333376000	11.111771200000	2.031914837000	1.798333376000	43.928921230000	12.339103860000
