CALins2			CALext		
t	x	y	t	x	y
0.000000000000	20.295998470000	6.964313201000	0.000000000000	-5.564297228000	14.849504870000
0.023520556970	20.296122850000	6.964348847000	0.023520556970	-5.567828640000	14.844924520000
0.047041113930	20.296205470000	6.964337077000	0.047041113930	-5.566370532000	14.844378900000
0.070561670900	20.296192120000	6.963505021000	0.070561670900	-5.566382422000	14.843969020000
0.094082227870	20.294502130000	6.963314671000	0.094082227870	-5.567327442000	14.843594650000
0.117602784800	20.293648520000	6.963509104000	0.117602784800	-5.566282220000	14.844762930000
0.141123341800	20.292184120000	6.962844076000	0.141123341800	-5.567241568000	14.844400150000
0.164643898800	20.292093860000	6.962982550000	0.164643898800	-5.566957455000	14.845362620000
0.188164455700	20.293764470000	6.963702482000	0.188164455700	-5.564478877000	14.843984400000
0.211685012700	20.296056470000	6.964107153000	0.211685012700	-5.566159274000	14.845033830000
0.235205569700	20.293081360000	6.963802883000	0.235205569700	-5.565780864000	14.844901130000
0.258726126600	20.296003580000	6.964146890000	0.258726126600	-5.566362134000	14.844024890000
0.282246683600	20.296261950000	6.964282474000	0.282246683600	-5.566688057000	14.844946390000
0.305767240600	20.296895040000	6.964717263000	0.305767240600	-5.566390387000	14.844903750000
0.329287797500	20.296607990000	6.964631161000	0.329287797500	-5.562698401000	14.843817680000
0.352808354500	20.292154290000	6.963301908000	0.352808354500	-5.568177702000	14.844444080000
0.376328911500	20.294394330000	6.964325836000	0.376328911500	-5.564620968000	14.845491700000
0.399849468400	20.295591550000	6.964224839000	0.399849468400	-5.567494742000	14.844505710000
0.423370025400	20.292487530000	6.963575472000	0.423370025400	-5.565727992000	14.844214460000
0.446890582400	20.286887400000	6.962410688000	0.446890582400	-5.566857575000	14.845127540000
0.470411139300	20.288299940000	6.962409418000	0.470411139300	-5.565865694000	14.844580420000
0.493931696300	20.290014670000	6.962668232000	0.493931696300	-5.565772174000	14.844091150000
0.517452253300	20.292542930000	6.962996931000	0.517452253300	-5.568373641000	14.843874020000
0.540972810200	20.292675650000	6.963057827000	0.540972810200	-5.566189937000	14.844571880000
0.564493367200	20.293189330000	6.963095975000	0.564493367200	-5.565203468000	14.844858790000
0.588013924200	20.292231300000	6.962872903000	0.588013924200	-5.566664391000	14.844211100000
0.611534481100	20.289769440000	6.962173823000	0.611534481100	-5.565780708000	14.845046850000
0.635055038100	20.289739680000	6.961871188000	0.635055038100	-5.567638127000	14.844316810000
0.658575595100	20.293465340000	6.963309473000	0.658575595100	-5.567107610000	14.844816970000
0.682096152000	20.296001510000	6.963628473000	0.682096152000	-5.567431332000	14.844681160000
0.705616709000	20.294226900000	6.963437487000	0.705616709000	-5.564827427000	14.844148990000
0.729137266000	20.295998470000	6.963737594000	0.729137266000	-5.564864156000	14.844280570000
0.752657822900	20.298055310000	6.964236161000	0.752657822900	-5.565088736000	14.843838740000
0.776178379900	20.297444130000	6.964227175000	0.776178379900	-5.565162933000	14.844564700000
0.799698936900	20.296125440000	6.963887474000	0.799698936900	-5.565277207000	14.844259870000
0.823219493800	20.296178030000	6.963967277000	0.823219493800	-5.565254226000	14.844313080000
0.846740050800	20.295075550000	6.963566897000	0.846740050800	-5.567065448000	14.844922890000
0.870260607800	20.294488910000	6.963364468000	0.870260607800	-5.563893353000	14.844961620000
0.893781164700	20.293182760000	6.963519840000	0.893781164700	-5.567578128000	14.844944840000
0.917301721700	20.296909540000	6.964478161000	0.917301721700	-5.567466134000	14.843733870000
0.940822278700	20.297596710000	6.964419312000	0.940822278700	-5.565194175000	14.844270800000
0.964342835600	20.297098780000	6.964438673000	0.964342835600	-5.563754999000	14.845451610000
0.987863392600	20.297346590000	6.964585136000	0.987863392600	-5.566484105000	14.843991230000
1.011383950000	20.298190960000	6.964796766000	1.011383950000	-5.563444202000	14.845828640000
1.034904507000	20.301273910000	6.965580421000	1.034904507000	-5.565753887000	14.843952600000
1.058425064000	20.296271370000	6.964324984000	1.058425064000	-5.565271370000	14.844306220000
1.081945620000	20.295379450000	6.963872324000	1.081945620000	-5.564548216000	14.844863490000
1.105466177000	20.295307620000	6.963868553000	1.105466177000	-5.563974180000	14.845259240000
1.128986734000	20.296306100000	6.964069543000	1.128986734000	-5.563724623000	14.845721690000
1.152507291000	20.295460270000	6.964157356000	1.152507291000	-5.566453305000	14.845088530000
1.176027848000	20.300225070000	6.964859338000	1.176027848000	-5.564384163000	14.845025850000
1.199548405000	20.300644500000	6.964889959000	1.199548405000	-5.565296685000	14.844908810000
1.223068962000	20.301941720000	6.965167163000	1.223068962000	-5.567219437000	14.844661660000
1.246589519000	20.298932030000	6.964557152000	1.246589519000	-5.562798088000	14.845456710000
1.270110076000	20.297371850000	6.963889209000	1.270110076000	-5.567189153000	14.844589030000
1.293630633000	20.298262830000	6.964171455000	1.293630633000	-5.568015764000	14.844989590000
1.317151190000	20.300989050000	6.964493391000	1.317151190000	-5.568967641000	14.844664750000
1.340671747000	20.301694800000	6.964269382000	1.340671747000	-5.562408296000	14.842240440000
1.364192304000	20.300268230000	6.963710298000	1.364192304000	-5.567578702000	14.844142610000
1.387712861000	20.307386690000	6.964390199000	1.387712861000	-5.569469372000	14.843528740000
1.411233418000	20.312744930000	6.965346043000	1.411233418000	-5.564986560000	14.843358710000
1.434753975000	20.306612540000	6.964782022000	1.434753975000	-5.561727863000	14.843178560000
1.458274532000	20.306989260000	6.964331160000	1.458274532000	-5.567428930000	14.845104550000
1.481795089000	20.304863740000	6.964678173000	1.481795089000	-5.565368881000	14.844772180000
1.505315646000	20.306189040000	6.964821232000	1.505315646000	-5.562495429000	14.844186340000
1.528836203000	20.301902280000	6.964471227000	1.528836203000	-5.565995507000	14.845070050000
1.552356760000	20.303806350000	6.964463317000	1.552356760000	-5.561292818000	14.842564840000
1.575877317000	20.303709000000	6.964637232000	1.575877317000	-5.561306234000	14.842484410000
1.599397874000	20.298670070000	6.964217282000	1.599397874000	-5.561758980000	14.842814220000
1.622918431000	20.302336410000	6.964663625000	1.622918431000	-5.565681348000	14.845110200000
1.646438988000	20.301351310000	6.964193640000	1.646438988000	-5.560057506000	14.842660700000
1.669959545000	20.298364000000	6.964009810000	1.669959545000	-5.566217533000	14.843945690000
1.693480102000	20.297907310000	6.964032646000	1.693480102000	-5.562953943000	14.843026610000
1.717000659000	20.299087710000	6.964043289000	1.717000659000	-5.562349424000	14.842559890000
1.740521216000	20.299871300000	6.964001258000	1.740521216000	-5.562891016000	14.842600600000
1.764041773000	20.297562970000	6.963577018000	1.764041773000	-5.561077555000	14.843843460000
1.787562329000	20.298559100000	6.963617158000	1.787562329000	-5.560337742000	14.844094140000
1.811082886000	20.294159410000	6.962623483000	1.811082886000	-5.559912989000	14.843815610000
1.834603443000	20.171894780000	6.960356206000	1.834603443000	-5.553684126000	14.844399540000
1.858124000000	20.144885490000	6.955838958000	1.858124000000	-5.538015900000	14.841424850000
1.881644557000	20.100025520000	6.961764438000	1.881644557000	-5.547683572000	14.841089370000
1.905165114000	20.051810860000	6.966379288000	1.905165114000	-5.558108076000	14.828832360000
1.928685671000	20.036865020000	6.968322518000	1.928685671000	-5.540996152000	14.832220130000
1.952206228000	20.042847470000	6.974066959000	1.952206228000	-5.527651277000	14.837738240000
1.975726785000	19.933573330000	6.999403629000	1.975726785000	-5.530379892000	14.846945450000
1.999247342000	19.956007340000	7.022919946000	1.999247342000	-5.546897823000	14.854714600000
2.022767899000	19.963519400000	7.046944981000	2.022767899000	-5.577762053000	14.858576920000
2.046288456000	19.930727890000	7.083412761000	2.046288456000	-5.578571824000	14.843478180000
2.069809013000	20.050085720000	7.128364173000	2.069809013000	-5.643281500000	14.814347090000
2.093329570000	20.064697440000	7.134364500000	2.093329570000	-5.655195090000	14.813676340000
2.116850127000	20.030741910000	7.170130944000	2.116850127000	-5.643703669000	14.809157460000
2.140370684000	20.013151080000	7.184186203000	2.140370684000	-5.655071638000	14.816699400000
2.163891241000	20.012299910000	7.194841132000	2.163891241000	-5.648121743000	14.817419160000
2.187411798000	20.014263450000	7.198631464000	2.187411798000	-5.642373687000	14.819665830000
2.210932355000	20.007582190000	7.205067600000	2.210932355000	-5.657298311000	14.818617200000
2.234452912000	20.007398590000	7.212850871000	2.234452912000	-5.659060316000	14.816718230000
2.257973469000	19.969503320000	7.225476214000	2.257973469000	-5.664675126000	14.807867240000
2.281494026000	19.970035040000	7.239689911000	2.281494026000	-5.653597095000	14.808901430000
2.305014583000	19.971341830000	7.256977170000	2.305014583000	-5.604045886000	14.803044780000
2.328535140000	19.971990460000	7.259899776000	2.328535140000	-5.607706057000	14.794661720000
2.352055697000	19.968108000000	7.264398712000	2.352055697000	-5.613995040000	14.793566820000
2.375576254000	19.970137560000	7.274287650000	2.375576254000	-5.596473629000	14.791740980000
2.399096811000	19.971127580000	7.274740193000	2.399096811000	-5.583745179000	14.784959440000
2.422617368000	19.979202720000	7.280310863000	2.422617368000	-5.577560684000	14.784656320000
2.446137925000	19.960730120000	7.294630097000	2.446137925000	-5.556710630000	14.779296260000
2.469658482000	19.966463580000	7.309074635000	2.469658482000	-5.565034051000	14.778587670000
2.493179038000	19.967293650000	7.321275775000	2.493179038000	-5.555618845000	14.778244380000
2.516699595000	19.963930040000	7.328416221000	2.516699595000	-5.562944355000	14.781660630000
2.540220152000	19.961939710000	7.336407123000	2.540220152000	-5.545352010000	14.785268150000
2.563740709000	19.971608670000	7.340515975000	2.563740709000	-5.547994368000	14.784529910000
2.587261266000	19.978615940000	7.364243219000	2.587261266000	-5.524841680000	14.786275980000
2.610781823000	19.981043490000	7.366849136000	2.610781823000	-5.528175705000	14.779696630000
2.634302380000	19.968373380000	7.376961251000	2.634302380000	-5.542288014000	14.777351430000
2.657822937000	19.964609680000	7.405949543000	2.657822937000	-5.554517176000	14.772522930000
2.681343494000	19.963632460000	7.413055166000	2.681343494000	-5.552423717000	14.772266740000
2.704864051000	19.963397220000	7.427036513000	2.704864051000	-5.549820035000	14.767798080000
2.728384608000	19.972914790000	7.442342726000	2.728384608000	-5.571866353000	14.766630340000
2.751905165000	19.944297980000	7.465168738000	2.751905165000	-5.579186114000	14.757586740000
2.775425722000	19.922771660000	7.473356087000	2.775425722000	-5.577448785000	14.757382590000
2.798946279000	19.926652360000	7.485931382000	2.798946279000	-5.577303469000	14.754271130000
2.822466836000	19.909741030000	7.488498645000	2.822466836000	-5.569868764000	14.755269190000
2.845987393000	19.908503610000	7.490267645000	2.845987393000	-5.566710644000	14.758869540000
2.869507950000	19.916871270000	7.498173505000	2.869507950000	-5.574363457000	14.758597390000
2.893028507000	19.925555530000	7.506061402000	2.893028507000	-5.570914126000	14.756413090000
2.916549064000	19.920624360000	7.516984497000	2.916549064000	-5.560485575000	14.759444220000
2.940069621000	19.912223170000	7.522409610000	2.940069621000	-5.566031366000	14.760172120000
2.963590178000	19.917992480000	7.540906318000	2.963590178000	-5.554147201000	14.761476570000
2.987110735000	19.938742180000	7.544951197000	2.987110735000	-5.559820362000	14.761707880000
3.010631292000	19.932468640000	7.547612462000	3.010631292000	-5.558677600000	14.763158830000
3.034151849000	19.925916240000	7.551354155000	3.034151849000	-5.561920903000	14.764105760000
3.057672406000	19.932201280000	7.554561827000	3.057672406000	-5.557305831000	14.764110690000
3.081192963000	19.920688010000	7.555516051000	3.081192963000	-5.549761552000	14.769711630000
3.104713520000	19.909143370000	7.557342995000	3.104713520000	-5.547664066000	14.768674040000
3.128234077000	19.908403600000	7.562952403000	3.128234077000	-5.548873444000	14.767906500000
3.151754634000	19.911327450000	7.566328050000	3.151754634000	-5.543663590000	14.768740170000
3.175275191000	19.909146350000	7.566515343000	3.175275191000	-5.548072786000	14.769330470000
3.198795747000	19.897692880000	7.570404562000	3.198795747000	-5.545468000000	14.769546610000
3.222316304000	19.885018930000	7.578670448000	3.222316304000	-5.549951400000	14.769260320000
3.245836861000	19.890636230000	7.606872168000	3.245836861000	-5.544959930000	14.768112120000
3.269357418000	19.884575630000	7.621610329000	3.269357418000	-5.553050569000	14.767135910000
3.292877975000	19.861597130000	7.634311137000	3.292877975000	-5.551410520000	14.761511420000
3.316398532000	19.855148370000	7.639463367000	3.316398532000	-5.552894643000	14.755439720000
3.339919089000	19.843118280000	7.642121024000	3.339919089000	-5.556886153000	14.755076650000
