CALcom1			CALext		
1.748944803	11.20350926	6.45575331	1.748944803000	-17.633755950000	14.356925330000
1.772264067	11.2055391	6.462440087	1.772264067000	-17.635820080000	14.356958160000
1.795583331	11.20730488	6.466436219	1.795583331000	-17.632525770000	14.355432020000
1.818902595	11.20201668	6.46877693	1.818902595000	-17.635338490000	14.354251710000
1.842221859	11.20124232	6.480716672	1.842221859000	-17.639510840000	14.354458660000
1.865541124	11.19522199	6.470041384	1.865541124000	-17.635811980000	14.354714730000
1.888860388	11.19793539	6.472802521	1.888860388000	-17.635628850000	14.354131480000
1.912179652	11.19320456	6.47288569	1.912179652000	-17.632540310000	14.353586270000
1.935498916	11.18033307	6.468209892	1.935498916000	-17.633085150000	14.353774070000
1.95881818	11.14455336	6.464110699	1.958818180000	-17.634425140000	14.350581590000
1.982137444	11.12429839	6.466103593	1.982137444000	-17.630962300000	14.351954700000
2.005456708	11.04827516	6.458621273	2.005456708000	-17.635489980000	14.352488880000
2.028775972	11.02914093	6.458035712	2.028775972000	-17.633019540000	14.356056010000
2.052095236	11.02624832	6.461897184	2.052095236000	-17.631310010000	14.355842720000
2.0754145	10.98791925	6.478495652	2.075414500000	-17.634937740000	14.353480700000
2.098733764	10.99447817	6.49362301	2.098733764000	-17.632562490000	14.354981290000
2.122053028	10.98257901	6.506963139	2.122053028000	-17.633184690000	14.355201810000
2.145372292	10.99192489	6.507863571	2.145372292000	-17.630329080000	14.354331400000
2.168691556	11.08400918	6.520638043	2.168691556000	-17.632162000000	14.353045550000
2.19201082	11.07911683	6.517668161	2.192010820000	-17.628971310000	14.353678940000
2.215330084	11.07275121	6.51213807	2.215330084000	-17.628031610000	14.352157540000
2.238649348	11.10431127	6.525391053	2.238649348000	-17.626344160000	14.354790670000
2.261968612	11.09132669	6.545758597	2.261968612000	-17.625077480000	14.353610830000
2.285287876	11.07281399	6.544914699	2.285287876000	-17.627487340000	14.352256080000
2.30860714	11.0395837	6.546266544	2.308607140000	-17.626116420000	14.352476360000
2.331926404	11.03194344	6.554921363	2.331926404000	-17.626679200000	14.350954830000
2.355245668	10.99687099	6.549737694	2.355245668000	-17.631346500000	14.351385270000
2.378564932	10.98364314	6.552042444	2.378564932000	-17.627632970000	14.348965950000
2.401884197	10.9820803	6.55915895	2.401884197000	-17.625669440000	14.350681240000
2.425203461	10.98023084	6.55655892	2.425203461000	-17.621890600000	14.349985950000
2.448522725	10.95816385	6.539380148	2.448522725000	-17.627931330000	14.348557880000
2.471841989	10.95674128	6.542966973	2.471841989000	-17.625096960000	14.349561800000
2.495161253	10.95666061	6.548586849	2.495161253000	-17.623349120000	14.351085040000
2.518480517	10.92941786	6.547329187	2.518480517000	-17.620399510000	14.350197770000
2.541799781	10.89418969	6.545414398	2.541799781000	-17.618281140000	14.349785520000
2.565119045	10.84281656	6.545250174	2.565119045000	-17.621217660000	14.347997170000
2.588438309	10.83226851	6.545425338	2.588438309000	-17.620569150000	14.348758220000
2.611757573	10.80246806	6.541765479	2.611757573000	-17.621511180000	14.348350810000
2.635076837	10.79745853	6.551051647	2.635076837000	-17.626180800000	14.348743970000
2.658396101	10.79980405	6.55274601	2.658396101000	-17.620207020000	14.348935630000
2.681715365	10.81493608	6.553903558	2.681715365000	-17.620569390000	14.349682140000
2.705034629	10.82137919	6.555289113	2.705034629000	-17.620417680000	14.348890690000
2.728353893	10.81552919	6.557825013	2.728353893000	-17.621292140000	14.350079030000
2.751673157	10.81388274	6.557213322	2.751673157000	-17.624329090000	14.349023290000
2.774992421	10.82328017	6.558664192	2.774992421000	-17.618369780000	14.349283750000
2.798311685	10.81488268	6.56275977	2.798311685000	-17.619962750000	14.349245160000
2.821630949	10.79423658	6.560625854	2.821630949000	-17.620871060000	14.348447090000
2.844950213	10.79803475	6.565187187	2.844950213000	-17.621396660000	14.349064110000
2.868269477	10.78798098	6.584686457	2.868269477000	-17.622662540000	14.349257530000
2.891588741	10.77949418	6.595428997	2.891588741000	-17.621470720000	14.349011520000
2.914908006	10.72921657	6.599515747	2.914908006000	-17.624007530000	14.349012940000
2.93822727	10.7161287	6.602871715	2.938227270000	-17.618462410000	14.349045480000
2.961546534	10.72129291	6.602230063	2.961546534000	-17.619222460000	14.349470880000
2.984865798	10.6580135	6.598110054	2.984865798000	-17.622600210000	14.349119080000
3.008185062	10.63594695	6.602643936	3.008185062000	-17.619430950000	14.349091590000
3.031504326	10.61723998	6.597488312	3.031504326000	-17.621055530000	14.348365940000
3.05482359	10.61816187	6.59533294	3.054823590000	-17.625242220000	14.348896540000
3.078142854	10.62676037	6.599948494	3.078142854000	-17.620364930000	14.347651750000
3.101462118	10.61644887	6.599485108	3.101462118000	-17.618734540000	14.346971970000
3.124781382	10.59598128	6.594292518	3.124781382000	-17.622366430000	14.347908410000
3.148100646	10.55058172	6.596106072	3.148100646000	-17.617971760000	14.347875680000
3.17141991	10.54141846	6.597019154	3.171419910000	-17.617745840000	14.347784690000
3.194739174	10.50242213	6.581519565	3.194739174000	-17.617694160000	14.347919200000
3.218058438	10.49100672	6.581283295	3.218058438000	-17.616763370000	14.349186240000
3.241377702	10.49959818	6.587506253	3.241377702000	-17.618409830000	14.348433020000
3.264696966	10.50395116	6.586129505	3.264696966000	-17.618931220000	14.348814390000
3.28801623	10.50081248	6.576650607	3.288016230000	-17.618960030000	14.349341720000
3.311335494	10.48413876	6.584055894	3.311335494000	-17.617141900000	14.349992960000
3.334654758	10.48155845	6.586284944	3.334654758000	-17.618813320000	14.349601140000
3.357974022	10.50867345	6.591358663	3.357974022000	-17.618089240000	14.349456550000
3.381293286	10.53284267	6.594128671	3.381293286000	-17.616961510000	14.348725730000
3.40461255	10.57032851	6.601353422	3.404612550000	-17.617265930000	14.349208670000
3.427931814	10.57751248	6.605923451	3.427931814000	-17.618600840000	14.348763840000
3.451251079	10.57835663	6.60535299	3.451251079000	-17.619846650000	14.348070950000
3.474570343	10.58894943	6.605718747	3.474570343000	-17.622467880000	14.347848800000
3.497889607	10.58575172	6.606643853	3.497889607000	-17.619898050000	14.347317360000
3.521208871	10.58278803	6.604908939	3.521208871000	-17.616858790000	14.349371010000
3.544528135	10.59620504	6.604037647	3.544528135000	-17.622199230000	14.347333480000
3.567847399	10.59889687	6.604939751	3.567847399000	-17.619746440000	14.349447390000
3.591166663	10.59549453	6.607107958	3.591166663000	-17.617472070000	14.348550400000
3.614485927	10.5869332	6.60533157	3.614485927000	-17.615790060000	14.347680500000
3.637805191	10.58285555	6.603744373	3.637805191000	-17.617066700000	14.348844680000
3.661124455	10.58088687	6.604384889	3.661124455000	-17.613789890000	14.348162400000
3.684443719	10.57337458	6.601688234	3.684443719000	-17.613167370000	14.347836300000
3.707762983	10.55744242	6.597515203	3.707762983000	-17.610790020000	14.348807240000
3.731082247	10.56909832	6.595535822	3.731082247000	-17.612393260000	14.348263300000
3.754401511	10.56316382	6.595757832	3.754401511000	-17.608651380000	14.348942300000
3.777720775	10.49434429	6.574911995	3.777720775000	-17.611459370000	14.348849550000
3.801040039	10.48794895	6.587929802	3.801040039000	-17.615643030000	14.349542950000
3.824359303	10.46275195	6.599928212	3.824359303000	-17.615673050000	14.349258590000
3.847678567	10.40747169	6.597954866	3.847678567000	-17.614070550000	14.347739470000
3.870997831	10.37156961	6.595459178	3.870997831000	-17.615292500000	14.347831620000
3.894317095	10.36616972	6.595996356	3.894317095000	-17.613887100000	14.348336920000
3.917636359	10.36631826	6.59689373	3.917636359000	-17.616160520000	14.347386630000
3.940955623	10.38168759	6.596622974	3.940955623000	-17.613738900000	14.347117750000
3.964274887	10.38745993	6.599369837	3.964274887000	-17.614652710000	14.346734820000
3.987594152	10.42203207	6.601379778	3.987594152000	-17.614306050000	14.345860960000
4.010913416	10.46544203	6.595843085	4.010913416000	-17.607766410000	14.344528550000
4.03423268	10.52334938	6.601416557	4.034232680000	-17.603791280000	14.344440190000
4.057551944	10.51708441	6.602511929	4.057551944000	-17.605795610000	14.346821820000
4.080871208	10.50687526	6.600011124	4.080871208000	-17.612346340000	14.347925750000
4.104190472	10.50597496	6.60106691	4.104190472000	-17.605285640000	14.346796630000
4.127509736	10.49714831	6.600332071	4.127509736000	-17.609419910000	14.346374810000
4.150829	10.44362435	6.591517126	4.150829000000	-17.603267420000	14.345579210000
4.174148264	10.44008571	6.593458148	4.174148264000	-17.607996520000	14.345670540000
4.197467528	10.42606396	6.581265899	4.197467528000	-17.608176300000	14.345959870000
4.220786792	10.39171242	6.5675532	4.220786792000	-17.604005880000	14.345858470000
4.244106056	10.36148095	6.564531495	4.244106056000	-17.607297370000	14.346019490000
4.26742532	10.34000298	6.551991312	4.267425320000	-17.610981170000	14.345621710000
4.290744584	10.33375889	6.550850997	4.290744584000	-17.609545380000	14.345498950000
4.314063848	10.32228574	6.548167217	4.314063848000	-17.607133360000	14.344222430000
4.337383112	10.30993075	6.546917054	4.337383112000	-17.609199270000	14.344699990000
4.360702376	10.27638888	6.544224339	4.360702376000	-17.614746930000	14.344967700000
4.38402164	10.27689454	6.539366395	4.384021640000	-17.608913370000	14.343192420000
4.407340904	10.27641595	6.532261048	4.407340904000	-17.607680360000	14.343906870000
4.430660168	10.27023642	6.531984336	4.430660168000	-17.606891480000	14.344380430000
4.453979432	10.27073243	6.530140104	4.453979432000	-17.603913880000	14.345183640000
4.477298696	10.26679748	6.528754111	4.477298696000	-17.597270790000	14.344080240000
4.50061796	10.26926245	6.530130191	4.500617960000	-17.597849400000	14.344813160000
4.523937225	10.27895767	6.531528665	4.523937225000	-17.598328320000	14.345082000000
4.547256489	10.27677216	6.532300773	4.547256489000	-17.597947880000	14.345530470000
4.570575753	10.27876733	6.530835129	4.570575753000	-17.598879210000	14.345172570000
4.593895017	10.28498934	6.529650884	4.593895017000	-17.600681610000	14.345242730000
4.617214281	10.29311926	6.532409357	4.617214281000	-17.598901020000	14.345362900000
4.640533545	10.31324764	6.532241074	4.640533545000	-17.596455350000	14.346719950000
4.663852809	10.32116883	6.530912142	4.663852809000	-17.595538700000	14.346358280000
4.687172073	10.38318246	6.530925052	4.687172073000	-17.594461000000	14.347574590000
4.710491337	10.41325463	6.527818477	4.710491337000	-17.592155760000	14.346271660000
4.733810601	10.41611036	6.526843044	4.733810601000	-17.591880260000	14.346101120000
4.757129865	10.42871986	6.526822043	4.757129865000	-17.593620850000	14.348057250000
4.780449129	10.45504847	6.530835026	4.780449129000	-17.593417960000	14.347962230000
4.803768393	10.47271159	6.52510121	4.803768393000	-17.590286320000	14.347596050000
4.827087657	10.48388317	6.527166546	4.827087657000	-17.591161960000	14.347520230000
4.850406921	10.47038031	6.528949338	4.850406921000	-17.596960590000	14.347627760000
4.873726185	10.46788476	6.523607429	4.873726185000	-17.595090350000	14.347461700000
4.897045449	10.47891168	6.52241252	4.897045449000	-17.598611850000	14.347349360000
4.920364713	10.48312762	6.530364667	4.920364713000	-17.595755260000	14.345699350000
4.943683977	10.47578534	6.528904075	4.943683977000	-17.597102660000	14.346965970000
4.967003241	10.48858907	6.517620592	4.967003241000	-17.601958030000	14.346774290000
4.990322505	10.4843702	6.523948148	4.990322505000	-17.606123510000	14.346821460000
5.013641769	10.46656112	6.525373271	5.013641769000	-17.603700930000	14.346198400000
5.036961034	10.46888929	6.52513579	5.036961034000	-17.603115050000	14.347621630000
5.060280298	10.46454738	6.525667349	5.060280298000	-17.607132550000	14.346711120000
5.083599562	10.46097366	6.522513749	5.083599562000	-17.605907400000	14.347420120000
5.106918826	10.46793246	6.521887227	5.106918826000	-17.608875430000	14.346904230000
5.13023809	10.50666943	6.526398365	5.130238090000	-17.604860840000	14.345402460000
5.153557354	10.50713048	6.525489547	5.153557354000	-17.611044700000	14.346741850000
5.176876618	10.51814929	6.526035524	5.176876618000	-17.606666070000	14.346791080000
5.200195882	10.51710397	6.531709427	5.200195882000	-17.612895500000	14.345543780000
5.223515146	10.52987294	6.530299918	5.223515146000	-17.613992550000	14.345707580000
5.24683441	10.51657626	6.521617497	5.246834410000	-17.613510900000	14.347252860000
5.270153674	10.52214385	6.519800373	5.270153674000	-17.613635580000	14.346725730000
5.293472938	10.51102417	6.525131776	5.293472938000	-17.612065020000	14.346051560000
5.316792202	10.48936052	6.505000105	5.316792202000	-17.615815890000	14.345900240000
5.340111466	10.48750346	6.516559438	5.340111466000	-17.613792200000	14.346716000000
5.36343073	10.50422889	6.525924693	5.363430730000	-17.616434930000	14.345824720000
5.386749994	10.50831909	6.527322754	5.386749994000	-17.615204640000	14.345804530000
5.410069258	10.49511382	6.527702503	5.410069258000	-17.615323040000	14.346213530000
5.433388522	10.52032494	6.530015873	5.433388522000	-17.613227410000	14.346688700000
5.456707786	10.52557311	6.53033882	5.456707786000	-17.616206750000	14.346347910000
5.48002705	10.60574004	6.536188282	5.480027050000	-17.616114880000	14.347107400000
5.503346314	10.63331841	6.532747746	5.503346314000	-17.619089230000	14.345014920000
5.526665578	10.66220329	6.532670978	5.526665578000	-17.618576520000	14.344931350000
5.549984842	10.6669838	6.535534417	5.549984842000	-17.620032450000	14.345755430000
5.573304107	10.64462849	6.533743284	5.573304107000	-17.618896890000	14.345846110000
5.596623371	10.63265903	6.52894793	5.596623371000	-17.620829980000	14.346175680000
5.619942635	10.66819724	6.536349883	5.619942635000	-17.627497310000	14.345184280000
5.643261899	10.68161356	6.537244612	5.643261899000	-17.624108960000	14.345252490000
5.666581163	10.68189332	6.533680345	5.666581163000	-17.626615490000	14.345188320000
5.689900427	10.67026262	6.530530058	5.689900427000	-17.624113690000	14.345889230000
5.713219691	10.66602976	6.537856947	5.713219691000	-17.625693730000	14.344988600000
5.736538955	10.66339588	6.535821919	5.736538955000	-17.621411310000	14.347247290000
5.759858219	10.66548203	6.531732188	5.759858219000	-17.624952160000	14.346164130000
5.783177483	10.66215402	6.541304462	5.783177483000	-17.624327810000	14.346779540000
5.806496747	10.65375983	6.545608465	5.806496747000	-17.623715760000	14.346205680000
5.829816011	10.64753054	6.540425168	5.829816011000	-17.620203760000	14.346041780000
5.853135275	10.63560587	6.536886497	5.853135275000	-17.619786570000	14.345894050000
5.876454539	10.640062	6.574272464	5.876454539000	-17.618995200000	14.344746800000
5.899773803	10.63366651	6.572956166	5.899773803000	-17.619615370000	14.344520910000
5.923093067	10.64009901	6.571048008	5.923093067000	-17.619255280000	14.344649860000
5.946412331	10.66555351	6.583223921	5.946412331000	-17.618435630000	14.344539800000
5.969731595	10.67694752	6.592873377	5.969731595000	-17.614474970000	14.342572810000
5.993050859	10.67613039	6.589997261	5.993050859000	-17.616684650000	14.343371880000
6.016370123	10.775177	6.60107532	6.016370123000	-17.619075860000	14.342952480000
6.039689387	10.75861786	6.600737125	6.039689387000	-17.620528330000	14.343606140000
6.063008651	10.75244077	6.599651492	6.063008651000	-17.617157430000	14.343117770000
6.086327915	10.78120814	6.600148478	6.086327915000	-17.621176930000	14.342838220000
6.10964718	10.80307345	6.603912617	6.109647180000	-17.619542290000	14.343057500000
6.132966444	10.80680579	6.601674298	6.132966444000	-17.621618660000	14.343724920000
6.156285708	10.83287474	6.596884321	6.156285708000	-17.623414640000	14.342796430000
6.179604972	10.86742266	6.596997088	6.179604972000	-17.622618230000	14.344333750000
6.202924236	10.91895531	6.599950088	6.202924236000	-17.623823790000	14.344833170000
6.2262435	10.92349948	6.598895459	6.226243500000	-17.624859210000	14.345232080000
6.249562764	10.92431474	6.597272681	6.249562764000	-17.624484900000	14.347645080000
6.272882028	10.93288463	6.60195182	6.272882028000	-17.620002430000	14.345746830000
6.296201292	10.91511997	6.600296407	6.296201292000	-17.628289130000	14.346843280000
6.319520556	10.91119075	6.598140735	6.319520556000	-17.622686560000	14.346579740000
6.34283982	10.91938124	6.589967669	6.342839820000	-17.620826350000	14.346825450000
6.366159084	10.97354729	6.600206042	6.366159084000	-17.620548890000	14.346793570000
6.389478348	10.9842318	6.601863192	6.389478348000	-17.619055180000	14.347207570000
6.412797612	10.99680069	6.595995991	6.412797612000	-17.615122920000	14.346959210000
6.436116876	11.04832677	6.606753762	6.436116876000	-17.621269510000	14.346944290000
6.45943614	11.060996	6.610238109	6.459436140000	-17.617355230000	14.347694860000
6.482755404	11.06254189	6.599403275	6.482755404000	-17.619674530000	14.346519130000
6.506074668	11.06333694	6.606873928	6.506074668000	-17.620842290000	14.347413120000
6.529393932	11.07136398	6.61413886	6.529393932000	-17.616460490000	14.346430800000
6.552713196	11.05765241	6.607979667	6.552713196000	-17.610641780000	14.346286380000
6.57603246	11.0634111	6.608131938	6.576032460000	-17.609101530000	14.345857760000
6.599351724	11.07107676	6.610151044	6.599351724000	-17.611024640000	14.346017210000
6.622670989	11.06341798	6.60738397	6.622670989000	-17.602678270000	14.345446870000
6.645990253	11.04229237	6.59930756	6.645990253000	-17.603656510000	14.345277500000
6.669309517	11.06127587	6.597001441	6.669309517000	-17.606381550000	14.345208660000
6.692628781	11.07017659	6.60315072	6.692628781000	-17.610800660000	14.345721500000
6.715948045	11.03525094	6.602810504	6.715948045000	-17.610580610000	14.347434670000
6.739267309	11.10114413	6.603823934	6.739267309000	-17.603264390000	14.345490530000
6.762586573	11.28569064	6.602892405	6.762586573000	-17.609468550000	14.346325480000
6.785905837	11.38491252	6.596478711	6.785905837000	-17.608642830000	14.346883200000
6.809225101	11.35135588	6.591615632	6.809225101000	-17.611110630000	14.347854090000
6.832544365	11.35992295	6.595227087	6.832544365000	-17.609050370000	14.346750350000
6.855863629	11.40443565	6.590316625	6.855863629000	-17.607711280000	14.347820700000
6.879182893	11.76540747	6.548277823	6.879182893000	-17.605642010000	14.348105910000
6.902502157	11.77817669	6.566684236	6.902502157000	-17.608392410000	14.347592440000
6.925821421	11.83039247	6.567604209	6.925821421000	-17.613982230000	14.348551410000
6.949140685	11.95165386	6.581570481	6.949140685000	-17.614310830000	14.345087580000
6.972459949	12.18435662	6.586993963	6.972459949000	-17.611946030000	14.344231270000
