CALcom1			CALext		
t	x	y	t	x	y
0.000000000000	12.03759137	6.332676757	0.000000000000	-17.623150660000	14.349097860000
0.02331926404	12.04256165	6.333590096	0.023319264040	-17.623350310000	14.347865030000
0.04663852809	12.03841042	6.332361117	0.046638528090	-17.622732740000	14.348080670000
0.06995779213	12.04171955	6.332775747	0.069957792130	-17.621356550000	14.348508020000
0.09327705618	12.03895186	6.333087089	0.093277056180	-17.621717060000	14.347692720000
0.1165963202	12.03429527	6.332865973	0.116596320200	-17.621474050000	14.348134600000
0.1399155843	12.03371992	6.332715156	0.139915584300	-17.621319270000	14.348373120000
0.1632348483	12.03990957	6.333273885	0.163234848300	-17.623032330000	14.348396710000
0.1865541124	12.03589288	6.333595959	0.186554112400	-17.622304200000	14.347945400000
0.2098733764	12.03753093	6.333888976	0.209873376400	-17.622391050000	14.348199100000
0.2331926404	12.04425711	6.334470701	0.233192640400	-17.622058930000	14.348322430000
0.2565119045	12.03646694	6.332994825	0.256511904500	-17.621763620000	14.347752080000
0.2798311685	12.03581898	6.33283062	0.279831168500	-17.622604110000	14.348837530000
0.3031504326	12.03633687	6.332121972	0.303150432600	-17.622108040000	14.348950790000
0.3264696966	12.03634661	6.332672233	0.326469696600	-17.621776360000	14.348339560000
0.3497889607	12.03086827	6.332028453	0.349788960700	-17.621873380000	14.348774240000
0.3731082247	12.02625024	6.331284455	0.373108224700	-17.623127780000	14.348935830000
0.3964274887	12.02884889	6.331250618	0.396427488700	-17.623905510000	14.349490010000
0.4197467528	12.02053766	6.330665797	0.419746752800	-17.623038160000	14.350277960000
0.4430660168	12.02164962	6.330440807	0.443066016800	-17.623604090000	14.351009480000
0.4663852809	12.02153179	6.327762423	0.466385280900	-17.623692390000	14.351234850000
0.4897045449	12.02274518	6.328239351	0.489704544900	-17.622089090000	14.352034960000
0.513023809	12.01962794	6.327311077	0.513023809000	-17.624040050000	14.351951880000
0.536343073	12.02041642	6.326092009	0.536343073000	-17.621891880000	14.352062320000
0.5596623371	12.01669554	6.324856653	0.559662337100	-17.624020880000	14.353282480000
0.5829816011	11.95032456	6.317043636	0.582981601100	-17.624524920000	14.355532060000
0.6063008651	11.94719519	6.310380192	0.606300865100	-17.624679670000	14.356720450000
0.6296201292	11.93795266	6.309370029	0.629620129200	-17.631079290000	14.359358410000
0.6529393932	11.93132231	6.307689415	0.652939393200	-17.624828710000	14.360544000000
0.6762586573	11.97906445	6.308806745	0.676258657300	-17.624023830000	14.358305270000
0.6995779213	11.99788178	6.320853609	0.699577921300	-17.625688390000	14.357999560000
0.7228971854	11.9834847	6.330776238	0.722897185400	-17.624607330000	14.357731030000
0.7462164494	12.004753	6.329965178	0.746216449400	-17.620511830000	14.357450880000
0.7695357135	12.04510962	6.361638562	0.769535713500	-17.618400800000	14.357909950000
0.7928549775	12.02003217	6.362724972	0.792854977500	-17.616273920000	14.356727520000
0.8161742415	11.98589747	6.361215941	0.816174241500	-17.615017500000	14.360182410000
0.8394935056	11.95988664	6.373306962	0.839493505600	-17.613304810000	14.362297790000
0.8628127696	11.91818409	6.370939928	0.862812769600	-17.609831570000	14.363163260000
0.8861320337	11.90731404	6.370915043	0.886132033700	-17.607867820000	14.363246670000
0.9094512977	11.89481813	6.371715432	0.909451297700	-17.602908390000	14.362937710000
0.9327705618	11.88306294	6.369935514	0.932770561800	-17.584671010000	14.364542050000
0.9560898258	11.83523031	6.366875323	0.956089825800	-17.587314110000	14.364990420000
0.9794090898	11.81225962	6.372669494	0.979409089800	-17.586918510000	14.365668830000
1.002728354	11.79453918	6.372607298	1.002728354000	-17.587531430000	14.366312250000
1.026047618	11.77845776	6.370932467	1.026047618000	-17.591584390000	14.364266940000
1.049366882	11.73912319	6.365086855	1.049366882000	-17.597261420000	14.363246760000
1.072686146	11.65290741	6.362400432	1.072686146000	-17.613172920000	14.370483060000
1.09600541	11.61185449	6.354883427	1.096005410000	-17.619497090000	14.375078810000
1.119324674	11.53133404	6.342592025	1.119324674000	-17.623524180000	14.370624890000
1.142643938	11.50276851	6.34350744	1.142643938000	-17.621498910000	14.366265940000
1.165963202	11.45974727	6.346436613	1.165963202000	-17.627538990000	14.366200120000
1.189282466	11.44143653	6.348839402	1.189282466000	-17.616989780000	14.363080570000
1.21260173	11.37482698	6.348413456	1.212601730000	-17.619632320000	14.363534200000
1.235920994	11.36556416	6.349456464	1.235920994000	-17.615493760000	14.363166170000
1.259240258	11.37240134	6.353836845	1.259240258000	-17.624409370000	14.362444340000
1.282559522	11.37664611	6.359924501	1.282559522000	-17.625537150000	14.365259990000
1.305878786	11.37000947	6.361433399	1.305878786000	-17.625211360000	14.360040390000
1.329198051	11.37226204	6.364293721	1.329198051000	-17.623854730000	14.361531650000
1.352517315	11.39063194	6.375678189	1.352517315000	-17.626075470000	14.360686640000
1.375836579	11.38469923	6.372419598	1.375836579000	-17.623677790000	14.361153130000
1.399155843	11.3807881	6.36980685	1.399155843000	-17.626790900000	14.361185590000
1.422475107	11.3576773	6.375548389	1.422475107000	-17.622258230000	14.359715600000
1.445794371	11.3293258	6.373054066	1.445794371000	-17.624545350000	14.360821710000
1.469113635	11.30551035	6.387829305	1.469113635000	-17.626245050000	14.361282510000
1.492432899	11.30391297	6.398359968	1.492432899000	-17.625973500000	14.357572170000
1.515752163	11.3060545	6.404261761	1.515752163000	-17.621397650000	14.359998340000
1.539071427	11.27824763	6.408636828	1.539071427000	-17.629287610000	14.359153230000
1.562390691	11.25350558	6.409842839	1.562390691000	-17.627643950000	14.360710590000
1.585709955	11.22781843	6.413520481	1.585709955000	-17.628034240000	14.360315020000
1.609029219	11.23094063	6.418384935	1.609029219000	-17.623857530000	14.358293700000
1.632348483	11.22639523	6.42307074	1.632348483000	-17.626654680000	14.360367850000
1.655667747	11.19787841	6.418205837	1.655667747000	-17.636133780000	14.358514260000
1.678987011	11.20481046	6.436642141	1.678987011000	-17.638164540000	14.358233790000
1.702306275	11.20734704	6.446106056	1.702306275000	-17.635914370000	14.358400360000
1.725625539	11.20154797	6.450704723	1.725625539000	-17.637009780000	14.357184210000
