CALfront			CALext		
1.035426374	16.23765201	16.6617685	1.035426374	2.157230415	24.3429794
1.060079383	16.23798423	16.6624363	1.060079383	2.155340093	24.34302391
1.084732392	16.23542846	16.6627845	1.084732392	2.156390651	24.34312188
1.1093854	16.22693872	16.66515131	1.1093854	2.156759372	24.34317767
1.134038409	16.22361614	16.66608429	1.134038409	2.157485142	24.34304031
1.158691418	16.21185743	16.6692355	1.158691418	2.156979803	24.34305664
1.183344427	16.21017424	16.66937762	1.183344427	2.157455926	24.34302421
1.207997436	16.20212393	16.67235252	1.207997436	2.156211362	24.34302955
1.232650445	16.19178019	16.67442424	1.232650445	2.158512746	24.34292686
1.257303454	16.14618588	16.66610599	1.257303454	2.15338736	24.34284614
1.281956463	16.08483208	16.66982224	1.281956463	2.155424228	24.34283308
1.306609472	16.07176266	16.67077697	1.306609472	2.153130221	24.34279372
1.331262481	16.05826569	16.67193237	1.331262481	2.153759471	24.34288378
1.355915489	16.06488143	16.6703689	1.355915489	2.154490604	24.34273418
1.380568498	16.05264582	16.6583343	1.380568498	2.154626372	24.34276952
1.405221507	16.03612956	16.66045931	1.405221507	2.154727135	24.34284867
1.429874516	16.03414612	16.65929622	1.429874516	2.153982095	24.34267835
1.454527525	16.03030535	16.65940916	1.454527525	2.156172578	24.34259504
1.479180534	16.0135658	16.66313675	1.479180534	2.154837434	24.34268956
1.503833543	16.01090176	16.66364588	1.503833543	2.154375522	24.34268279
1.528486552	16.00606506	16.66594056	1.528486552	2.153805502	24.34278708
1.553139561	15.99974912	16.66650796	1.553139561	2.154542585	24.3427287
1.57779257	15.99419894	16.66498097	1.57779257	2.152764451	24.34269353
1.602445578	15.98725242	16.66423015	1.602445578	2.151917804	24.34297736
1.627098587	15.93192981	16.66125761	1.627098587	2.147094872	24.34310659
1.651751596	15.68449377	16.59368755	1.651751596	2.143367267	24.34338975
1.676404605	15.53425265	16.52939308	1.676404605	2.134820021	24.3439731
1.701057614	15.46308864	16.53245911	1.701057614	2.116579356	24.34375193
1.725710623	15.19604516	16.4247633	1.725710623	2.065964867	24.34422416
1.750363632	15.2158087	16.40916263	1.750363632	2.051816636	24.34577235
1.775016641	15.1961592	16.30324408	1.775016641	2.066908918	24.34831367
1.79966965	15.23435438	16.26774278	1.79966965	2.050552798	24.3495019
1.824322659	15.26463818	16.25054955	1.824322659	2.04070164	24.34934773
1.848975667	15.13979574	16.1658968	1.848975667	2.049367219	24.35009864
1.873628676	15.29431133	16.13308221	1.873628676	2.048454203	24.35077608
1.898281685	15.43448884	16.15891432	1.898281685	2.055225563	24.35098591
1.922934694	15.30503823	16.03079284	1.922934694	2.053946803	24.35037495
1.947587703	15.45523025	16.04067781	1.947587703	2.036752262	24.34988857
1.972240712	15.46935766	16.03243369	1.972240712	2.035549338	24.3494765
1.996893721	15.64439263	16.0117119	1.996893721	2.030520084	24.35051661
2.02154673	15.45789394	15.94731892	2.02154673	2.042036441	24.35035035
2.046199739	15.49085101	15.92323452	2.046199739	2.053065931	24.34964208
2.070852748	15.51911368	15.89914487	2.070852748	2.048185205	24.3484317
2.095505756	15.52308918	15.8891202	2.095505756	2.044064657	24.34815461
2.120158765	15.54246388	15.87059403	2.120158765	2.048696203	24.34778544
2.144811774	15.46474092	15.82292856	2.144811774	2.056295451	24.34690932
2.169464783	15.53627469	15.78033678	2.169464783	2.058479543	24.34467267
2.194117792	15.60883043	15.77856071	2.194117792	2.061278081	24.34447095
2.218770801	15.68744432	15.78506898	2.218770801	2.054715226	24.34620603
2.24342381	15.70717737	15.7724955	2.24342381	2.064437057	24.34623036
2.268076819	15.5108658	15.67848356	2.268076819	2.057867629	24.34424731
2.292729828	15.54364111	15.65751434	2.292729828	2.066375704	24.34438888
2.317382837	15.62566829	15.65764007	2.317382837	2.066630006	24.34441629
2.342035845	15.69238233	15.66123824	2.342035845	2.067309257	24.34589835
2.366688854	15.7165302	15.64896827	2.366688854	2.073478949	24.34569858
2.391341863	15.72506159	15.64081422	2.391341863	2.067209688	24.34581715
2.415994872	15.51248175	15.5544046	2.415994872	2.063448226	24.34414462
2.440647881	15.55001734	15.52283254	2.440647881	2.072258934	24.34596527
2.46530089	15.54012012	15.52097671	2.46530089	2.070151941	24.346542
2.489953899	15.53190227	15.52080653	2.489953899	2.073141696	24.34438958
2.514606908	15.54802364	15.50994909	2.514606908	2.06950144	24.34591357
2.539259917	15.61323041	15.51889687	2.539259917	2.066650365	24.34396946
2.563912926	15.62315894	15.5119469	2.563912926	2.070376585	24.34523002
2.588565934	15.64665269	15.50226789	2.588565934	2.065647018	24.34403792
2.613218943	15.49927763	15.44426491	2.613218943	2.061559677	24.3452401
2.637871952	15.5397316	15.41852831	2.637871952	2.063914562	24.34495277
2.662524961	15.53077595	15.41348893	2.662524961	2.058740489	24.34446323
2.68717797	15.52664678	15.39732474	2.68717797	2.060071793	24.34471141
2.711830979	15.52354992	15.39407839	2.711830979	2.062037687	24.34456009
2.736483988	15.51312409	15.3948445	2.736483988	2.065884977	24.34527961
2.761136997	15.49679148	15.38253683	2.761136997	2.067992308	24.34511546
2.785790006	15.50888411	15.37232116	2.785790006	2.06722659	24.3451632
2.810443015	15.39037861	15.31611764	2.810443015	2.068246048	24.34464785
2.835096023	15.44544922	15.31005235	2.835096023	2.06462495	24.3442078
2.859749032	15.60652675	15.2793789	2.859749032	2.068293191	24.34389776
2.884402041	15.65342036	15.25351114	2.884402041	2.063754442	24.34347998
2.90905505	15.51014121	15.19121708	2.90905505	2.065256319	24.34294036
2.933708059	15.51716232	15.17801214	2.933708059	2.06400252	24.34275368
2.958361068	15.55498222	15.1510858	2.958361068	2.067173387	24.34282873
2.983014077	15.54163175	15.1512077	2.983014077	2.066305722	24.34283998
3.007667086	15.57796679	15.15818951	3.007667086	2.069337151	24.34249597
3.032320095	15.60273058	15.14973849	3.032320095	2.063395431	24.34352799
3.056973104	15.67082127	15.12504098	3.056973104	2.063824322	24.34254597
3.081626112	15.7131134	15.13486746	3.081626112	2.05864539	24.34287273
3.106279121	15.73368986	15.12511344	3.106279121	2.050698978	24.34360111
3.13093213	15.6015831	15.07182592	3.13093213	2.054415273	24.34293083
3.155585139	15.60020693	15.06390213	3.155585139	2.049215731	24.34318207
3.180238148	15.58542596	15.05946556	3.180238148	2.05330545	24.34334465
3.204891157	15.60870835	15.03663453	3.204891157	2.046801881	24.34263603
3.229544166	15.61380245	15.03231108	3.229544166	2.04135885	24.34269438
3.254197175	15.61374246	15.0274264	3.254197175	2.040869772	24.34293881
3.278850184	15.60333347	15.02263267	3.278850184	2.040595846	24.34276461
3.303503193	15.68159072	15.01702624	3.303503193	2.039807489	24.34312663
3.328156201	15.69585691	15.01601102	3.328156201	2.038795905	24.34264765
3.35280921	15.72584335	15.00490648	3.35280921	2.043942805	24.34300988
3.377462219	15.65101866	14.92642576	3.377462219	2.041593925	24.3433116
3.402115228	15.65302776	14.92013146	3.402115228	2.036849431	24.34265527
3.426768237	15.64601496	14.91574669	3.426768237	2.038582667	24.34290448
3.451421246	15.63223602	14.90686767	3.451421246	2.033976519	24.34297748
3.476074255	15.57579994	14.90534316	3.476074255	2.038034408	24.34325497
3.500727264	15.5968083	14.89318795	3.500727264	2.036126268	24.34301496
3.525380273	15.62824808	14.88557335	3.525380273	2.035477434	24.34304308
3.550033282	15.60137542	14.88604213	3.550033282	2.0378116	24.34305334
3.57468629	15.40339747	14.80642922	3.57468629	2.039189778	24.34264623
3.599339299	15.41996827	14.78533667	3.599339299	2.032259163	24.3429985
3.623992308	15.39638629	14.76118903	3.623992308	2.031115131	24.3426061
3.648645317	15.38398108	14.75971751	3.648645317	2.029013866	24.34245593
3.673298326	15.20674271	14.69555839	3.673298326	2.028275599	24.3423078
3.697951335	15.21779033	14.67508344	3.697951335	2.018992027	24.34310503
3.722604344	15.22070026	14.64893821	3.722604344	2.019355557	24.3437712
3.747257353	15.20388072	14.64934896	3.747257353	2.025846898	24.342839
3.771910362	15.17030205	14.6204118	3.771910362	2.023355068	24.34388872
3.796563371	15.16608842	14.60988875	3.796563371	2.024724211	24.34403751
3.821216379	14.95449014	14.56940626	3.821216379	2.020485183	24.34415154
3.845869388	14.9490564	14.56129964	3.845869388	2.004945048	24.34515523
3.870522397	14.97907734	14.53489238	3.870522397	2.016767554	24.3435453
3.895175406	14.9808728	14.53215656	3.895175406	2.01742543	24.34294377
3.919828415	14.96725037	14.53675745	3.919828415	2.014020947	24.34275155
3.944481424	14.9608691	14.53653608	3.944481424	2.018270821	24.34246559
3.969134433	14.96655119	14.53110044	3.969134433	2.025056437	24.34263166
3.993787442	14.95357792	14.52956905	3.993787442	2.030148263	24.34222578
4.018440451	14.94132372	14.52963612	4.018440451	2.029252337	24.34178071
4.04309346	14.76223759	14.43363495	4.04309346	2.041187342	24.34089565
4.067746468	14.75975925	14.4157555	4.067746468	2.03045769	24.33989989
4.092399477	14.73548622	14.40610941	4.092399477	2.038137384	24.34048608
4.117052486	14.77396438	14.39120276	4.117052486	2.008672547	24.34226479
4.141705495	14.7918939	14.3785363	4.141705495	2.012710742	24.34270521
4.166358504	14.7825372	14.36873458	4.166358504	2.03280558	24.34214786
4.191011513	14.6685212	14.30624019	4.191011513	2.036841994	24.34301139
4.215664522	14.71148594	14.30744206	4.215664522	2.094871046	24.34878131
4.240317531	14.73108407	14.30441206	4.240317531	2.125629948	24.34940427
4.26497054	14.74730157	14.29794601	4.26497054	2.155982641	24.34810757
4.289623549	14.7454828	14.29675599	4.289623549	2.171710896	24.3480731
4.314276557	14.74923234	14.29678629	4.314276557	2.15889753	24.34805102
4.338929566	14.73524632	14.29877778	4.338929566	2.155304656	24.3480614
4.363582575	14.73774125	14.29203853	4.363582575	2.151639838	24.34774178
4.388235584	14.74098133	14.291811	4.388235584	2.146777372	24.34671428
4.412888593	14.73219765	14.29118005	4.412888593	2.133511278	24.3479438
4.437541602	14.72716116	14.2933376	4.437541602	2.149320152	24.34730155
4.462194611	14.70900116	14.30595651	4.462194611	2.137450656	24.34748362
4.48684762	14.69992377	14.32044622	4.48684762	2.144096645	24.34780438
4.511500629	14.69053983	14.33816613	4.511500629	2.148244211	24.34772504
4.536153638	14.78927895	14.34910007	4.536153638	2.146962169	24.34693825
4.560806646	14.79437015	14.36672401	4.560806646	2.139056171	24.34775385
4.585459655	14.78876734	14.3747545	4.585459655	2.142874419	24.34710942
4.610112664	14.78316147	14.37859221	4.610112664	2.145644484	24.34703221
4.634765673	14.77267548	14.38352222	4.634765673	2.147835433	24.3463963
4.659418682	14.78481755	14.38718073	4.659418682	2.148149464	24.34618773
4.684071691	14.78160157	14.39621108	4.684071691	2.140735858	24.34658849
4.7087247	14.77543042	14.39578058	4.7087247	2.136391367	24.34626161
4.733377709	14.77675537	14.39259919	4.733377709	2.137854051	24.34607481
4.758030718	14.75852115	14.39156858	4.758030718	2.136583476	24.34419921
4.782683727	14.74593608	14.39065081	4.782683727	2.138583032	24.34557351
4.807336735	14.73545219	14.39052659	4.807336735	2.137746121	24.34573614
4.831989744	14.74806313	14.38720602	4.831989744	2.129418235	24.34419663
4.856642753	14.75130384	14.38601593	4.856642753	2.13432324	24.34417118
4.881295762	14.73944109	14.37364597	4.881295762	2.12941719	24.34411743
4.905948771	14.74533249	14.36784089	4.905948771	2.127549701	24.34514566
4.93060178	14.78764068	14.35846643	4.93060178	2.128260237	24.34401618
4.955254789	14.70683415	14.3414444	4.955254789	2.121763301	24.3449217
4.979907798	14.69075045	14.32817433	4.979907798	2.121579658	24.34485566
5.004560807	14.70137667	14.31944585	5.004560807	2.127639299	24.3439412
5.029213816	14.73222381	14.30791041	5.029213816	2.114652748	24.34464657
5.053866824	14.72109291	14.29920546	5.053866824	2.123355497	24.34410519
5.078519833	14.71150905	14.30089587	5.078519833	2.121484441	24.34421752
5.103172842	14.70759397	14.30182913	5.103172842	2.12127132	24.3439432
5.127825851	14.71643559	14.3037403	5.127825851	2.117349431	24.34365784
5.15247886	14.72314006	14.30172313	5.15247886	2.122105142	24.34384382
5.177131869	14.72076321	14.30334869	5.177131869	2.127761623	24.3435961
5.201784878	14.73249006	14.30607741	5.201784878	2.126479503	24.34364736
5.226437887	14.73305671	14.30713537	5.226437887	2.129818349	24.34368838
5.251090896	14.71952084	14.31898358	5.251090896	2.12529127	24.3436717
5.275743905	14.73614252	14.30893322	5.275743905	2.12697474	24.34370273
5.300396913	14.73322429	14.30941953	5.300396913	2.129069962	24.34361761
5.325049922	14.73831803	14.30638063	5.325049922	2.133330289	24.34367229
5.349702931	14.74317522	14.31003825	5.349702931	2.131321144	24.34403716
5.37435594	14.74267275	14.30774803	5.37435594	2.136559692	24.34372185
5.399008949	14.74709812	14.30003015	5.399008949	2.132970958	24.34372715
5.423661958	14.7626146	14.29402082	5.423661958	2.137620035	24.34346494
5.448314967	14.80865059	14.31661153	5.448314967	2.138060724	24.3441165
5.472967976	14.83788978	14.31427896	5.472967976	2.138892348	24.34376253
5.497620985	14.87267922	14.30908949	5.497620985	2.140232995	24.34360886
5.522273994	14.87647212	14.31600684	5.522273994	2.141030261	24.34334932
5.546927002	15.00652021	14.3620461	5.546927002	2.139606042	24.34384568
5.571580011	15.05479754	14.36172708	5.571580011	2.147422481	24.34344198
5.59623302	15.19902254	14.40447827	5.59623302	2.152160822	24.343282
5.620886029	15.37599381	14.41099196	5.620886029	2.142301214	24.34362479
5.645539038	15.85069897	14.53398909	5.645539038	2.171565008	24.34348586
5.670192047	16.32597261	14.65000128	5.670192047	2.18419776	24.34352994
5.694845056	17.08850615	14.82342793	5.694845056	2.333796293	24.34122625
5.719498065	17.51160043	14.89310861	5.719498065	2.350993045	24.34274504
5.744151074	17.93094709	15.05887679	5.744151074	2.369728023	24.34153867
5.768804083	18.18619632	15.27144394	5.768804083	2.254876262	24.3425955
5.793457091	17.99823105	15.28385533	5.793457091	2.187152685	24.34333311
5.8181101	17.90050116	15.28593827	5.8181101	2.168331134	24.34362513
5.842763109	17.93739483	15.45204932	5.842763109	2.164889234	24.34331633
5.867416118	17.12136951	15.65875827	5.867416118	2.101158817	24.34337619
5.892069127	16.9263307	15.65205089	5.892069127	2.098529459	24.34335213
5.916722136	16.93284524	15.79486781	5.916722136	2.102492489	24.3432211
5.941375145	16.65103938	15.76349553	5.941375145	2.116194307	24.34310525
5.966028154	16.60290683	15.7980321	5.966028154	2.127855792	24.34098444
5.990681163	16.69760404	15.90265423	5.990681163	2.129524094	24.34045422
6.015334172	16.71738151	15.90718249	6.015334172	2.129076945	24.34013898
6.03998718	16.72528068	15.92120403	6.03998718	2.1310802	24.34099364
6.064640189	16.84984458	16.01425369	6.064640189	2.128007408	24.34088147
6.089293198	16.72393295	16.04485425	6.089293198	2.133323078	24.34139646
6.113946207	16.58763993	16.06176059	6.113946207	2.124717866	24.34322264
6.138599216	16.68229134	16.16278366	6.138599216	2.128542857	24.34156382
6.163252225	16.45318872	16.17507013	6.163252225	2.114870147	24.34286268
6.187905234	16.43021894	16.18454601	6.187905234	2.108348745	24.34269451
6.212558243	16.37607456	16.16747734	6.212558243	2.120361247	24.34269156
6.237211252	16.31946901	16.179262	6.237211252	2.117918752	24.34279082
6.261864261	16.24964097	16.16648879	6.261864261	2.105336196	24.34265243
6.286517269	16.18752563	16.18242636	6.286517269	2.074096111	24.34002547
6.311170278	16.16775638	16.15876103	6.311170278	2.0393695	24.34050501
6.335823287	16.10159166	16.17367969	6.335823287	2.029706037	24.34092465
6.360476296	16.105008	16.17300594	6.360476296	2.031437592	24.34068182
6.385129305	16.10778898	16.17106029	6.385129305	2.017739028	24.34114419
6.409782314	16.11591213	16.16754978	6.409782314	2.009376026	24.34103204
6.434435323	16.11943007	16.16744163	6.434435323	1.999727887	24.34109158
6.459088332	16.13294961	16.16517965	6.459088332	2.004406984	24.34308048
6.483741341	16.12021223	16.17015493	6.483741341	1.991109921	24.34320947
6.50839435	16.13032304	16.16928745	6.50839435	1.988003759	24.34198037
6.533047358	16.15741315	16.16380754	6.533047358	1.972325072	24.34314601
6.557700367	16.17748784	16.16143653	6.557700367	1.952032798	24.34303617
6.582353376	16.14453434	16.173588	6.582353376	1.927683374	24.34080034
6.607006385	16.14397432	16.17408128	6.607006385	1.906322162	24.34062867
6.631659394	16.32616799	16.27134508	6.631659394	1.937740439	24.3401031
6.656312403	16.32413673	16.27983902	6.656312403	1.932276613	24.33998863
6.680965412	16.31197819	16.28851498	6.680965412	1.88329041	24.34051074
6.705618421	16.30028449	16.26711958	6.705618421	1.844733334	24.34294395
6.73027143	16.26493213	16.27495062	6.73027143	1.80926958	24.34211345
6.754924439	16.23862673	16.28249185	6.754924439	1.789784354	24.34118594
6.779577447	16.22954924	16.28479299	6.779577447	1.782749708	24.34100313
6.804230456	16.20406949	16.2911366	6.804230456	1.758433012	24.34141654
6.828883465	16.17863637	16.26772213	6.828883465	1.732682058	24.34198579
6.853536474	16.17634785	16.26611465	6.853536474	1.759085699	24.34205401
6.878189483	16.19864434	16.28503164	6.878189483	1.721297495	24.34339845
6.902842492	16.20676626	16.27954144	6.902842492	1.747763931	24.34334117
6.927495501	16.24006301	16.26567488	6.927495501	1.734134354	24.34338819
6.95214851	16.25201183	16.25900736	6.95214851	1.738171246	24.34329796
6.976801519	16.08986464	16.19248748	6.976801519	1.731592495	24.34208489
7.001454528	16.06663766	16.19137244	7.001454528	1.735146762	24.34345633
