SOLfas2JULY			SOLext		
1.218147918	7.727597492	10.60619246	1.218147918	25.8269925	14.26331541
1.24300808	7.658934216	10.61460837	1.24300808	25.83896169	14.26467594
1.267868241	7.563388508	10.61339481	1.267868241	25.84567856	14.26933437
1.292728403	7.451684127	10.61847058	1.292728403	25.85366927	14.2646974
1.317588564	7.324258533	10.62626012	1.317588564	25.85293048	14.27293678
1.342448726	7.161078177	10.61426055	1.342448726	25.86506238	14.27540417
1.367308888	7.044582419	10.61768561	1.367308888	25.86535691	14.27217293
1.392169049	6.931962975	10.61917699	1.392169049	25.86232321	14.27997594
1.417029211	6.764574336	10.61995965	1.417029211	25.87890918	14.28671184
1.441889372	6.752531924	10.62061306	1.441889372	25.89398965	14.28641624
1.466749534	6.643774703	10.62471919	1.466749534	25.9073174	14.28439234
1.491609695	6.628827515	10.62616714	1.491609695	25.89761235	14.28729552
1.516469857	6.607509228	10.6394189	1.516469857	25.90909679	14.28867155
1.541330019	6.611161961	10.64444032	1.541330019	25.92195726	14.28755854
1.56619018	6.609565833	10.65173484	1.56619018	25.90820016	14.28881915
1.591050342	6.6087167	10.64908094	1.591050342	25.90309417	14.29067804
1.615910503	6.60911217	10.6715011	1.615910503	25.88189529	14.28750017
1.640770665	6.599062546	10.68281076	1.640770665	25.87454267	14.28985261
1.665630827	6.565757472	10.68979236	1.665630827	25.87619871	14.28889534
1.690490988	6.529865611	10.69467386	1.690490988	25.8776963	14.29032159
1.71535115	6.473164421	10.6965887	1.71535115	25.87291189	14.29083884
1.740211311	6.424800669	10.70311765	1.740211311	25.8707085	14.29309115
1.765071473	6.37233666	10.70668269	1.765071473	25.86787266	14.29421617
1.789931635	6.312079274	10.72527821	1.789931635	25.8649523	14.29783457
1.814791796	6.290526863	10.73035129	1.814791796	25.86757952	14.29874437
1.839651958	6.295912462	10.73582499	1.839651958	25.86237588	14.2977604
1.864512119	6.257883009	10.74516443	1.864512119	25.86013652	14.3002149
1.889372281	6.213687191	10.75598137	1.889372281	25.86265096	14.30459836
1.914232443	6.21915476	10.76104491	1.914232443	25.86035805	14.3043249
1.939092604	6.214199467	10.76366339	1.939092604	25.85916067	14.30171174
1.963952766	6.21299792	10.76602247	1.963952766	25.85683993	14.30075847
1.988812927	6.192242201	10.76755534	1.988812927	25.85770448	14.29843123
2.013673089	6.132980955	10.77477252	2.013673089	25.85394473	14.29867991
2.03853325	6.07971094	10.77615377	2.03853325	25.84750275	14.29606101
2.063393412	5.980341882	10.78868393	2.063393412	25.83957192	14.29452252
2.088253574	5.98329584	10.78588658	2.088253574	25.84089366	14.29424539
2.113113735	5.964681501	10.78466013	2.113113735	25.84174894	14.29333115
2.137973897	5.903372715	10.79669234	2.137973897	25.83710731	14.29454629
2.162834058	5.884798161	10.79642189	2.162834058	25.84057567	14.2944867
2.18769422	5.83244906	10.80599732	2.18769422	25.82896365	14.29428127
2.212554382	5.841815497	10.8122239	2.212554382	25.82982148	14.29895192
2.237414543	5.827952953	10.82635824	2.237414543	25.83135376	14.29531867
2.262274705	5.823923239	10.82874429	2.262274705	25.83179179	14.29564805
2.287134866	5.800807174	10.83638233	2.287134866	25.83875727	14.29854205
2.311995028	5.781679997	10.83748656	2.311995028	25.83494663	14.29811103
2.33685519	5.734005175	10.8423485	2.33685519	25.83123605	14.30020915
2.361715351	5.733342072	10.84984228	2.361715351	25.83682006	14.30386848
2.386575513	5.737407661	10.85347071	2.386575513	25.84575885	14.30408026
2.411435674	5.809090375	10.85934763	2.411435674	25.86097015	14.30662684
2.436295836	5.800469004	10.85719279	2.436295836	25.85590356	14.31209252
2.461155998	5.705858866	10.85780683	2.461155998	25.84876515	14.30994725
2.486016159	5.69484751	10.86408549	2.486016159	25.85011532	14.31276281
2.510876321	5.678551948	10.87709849	2.510876321	25.86080466	14.30848917
2.535736482	5.636396314	10.88604258	2.535736482	25.85772056	14.29902494
2.560596644	5.547655106	10.90068039	2.560596644	25.85658165	14.2969068
2.585456805	5.540981587	10.90641225	2.585456805	25.85611093	14.29677189
2.610316967	5.480869106	10.91186638	2.610316967	25.85636237	14.29440697
2.635177129	5.383112414	10.92234437	2.635177129	25.86210434	14.29797508
2.66003729	5.373717035	10.9221508	2.66003729	25.87336953	14.29686919
2.684897452	5.257993607	10.93163422	2.684897452	25.87546476	14.29430746
2.709757613	5.219416159	10.9336615	2.709757613	25.86827357	14.29235998
2.734617775	5.126000561	10.93505387	2.734617775	25.86573173	14.28866247
2.759477937	5.089544971	10.9387874	2.759477937	25.87225552	14.28764451
2.784338098	5.0631186	10.93496718	2.784338098	25.89614862	14.28191097
2.80919826	5.036294902	10.93563326	2.80919826	25.89639196	14.27531912
2.834058421	5.024258586	10.94260523	2.834058421	25.92572519	14.25966888
2.858918583	5.032837811	10.93725916	2.858918583	25.93227441	14.26653577
2.883778745	5.057435043	10.93948517	2.883778745	25.9221232	14.27109186
2.908638906	5.030153165	10.93696044	2.908638906	25.92083176	14.2734408
2.933499068	5.020690701	10.93464096	2.933499068	25.92093817	14.27174843
2.958359229	4.923965474	10.93516338	2.958359229	25.92672001	14.26755529
2.983219391	4.891908164	10.93603717	2.983219391	25.93404108	14.27091372
3.008079553	4.886987549	10.93328318	3.008079553	25.93017828	14.27301701
3.032939714	4.887351101	10.92984339	3.032939714	25.93622153	14.27552629
3.057799876	4.891576079	10.92731236	3.057799876	25.9355754	14.27662954
3.082660037	4.875732431	10.93187117	3.082660037	25.93629624	14.27438153
3.107520199	4.881243505	10.92690089	3.107520199	25.92881895	14.27436896
3.13238036	4.883586967	10.92516505	3.13238036	25.93597874	14.27090447
3.157240522	4.746587055	10.92289106	3.157240522	25.92699083	14.26750408
3.182100684	4.711780001	10.92275206	3.182100684	25.92297218	14.26794257
3.206960845	4.609980729	10.91980965	3.206960845	25.92941662	14.26692701
3.231821007	4.598409854	10.92037803	3.231821007	25.92456622	14.27665719
3.256681168	4.583969299	10.92294143	3.256681168	25.92446564	14.27867582
3.28154133	4.512140329	10.92439068	3.28154133	25.92418637	14.28899396
3.306401492	4.452538477	10.9230083	3.306401492	25.92955205	14.29353235
3.331261653	4.245297994	10.92785271	3.331261653	25.92283969	14.29710338
3.356121815	4.172736388	10.92639061	3.356121815	25.91601359	14.29475445
3.380981976	4.204005319	10.92914743	3.380981976	25.91792342	14.28634071
3.405842138	4.215018811	10.92636329	3.405842138	25.91514107	14.28591688
3.4307023	4.174282697	10.92312832	3.4307023	25.91678534	14.28515281
3.455562461	4.025318193	10.92638103	3.455562461	25.92015696	14.28443855
3.480422623	3.877763344	10.9293882	3.480422623	25.90339609	14.27977967
3.505282784	3.794175716	10.92158962	3.505282784	25.89766109	14.27396923
3.530142946	3.766695177	10.92094876	3.530142946	25.89378282	14.27668212
3.555003108	3.666992569	10.9211661	3.555003108	25.89330358	14.27776299
3.579863269	3.549074896	10.92003946	3.579863269	25.8860082	14.27493432
3.604723431	3.236786223	10.91905442	3.604723431	25.80374385	14.27407758
3.629583592	3.168236913	10.91375591	3.629583592	25.79854621	14.24984244
3.654443754	3.182083182	10.91181098	3.654443754	25.77318807	14.23531653
3.679303915	3.222471751	10.91057569	3.679303915	25.80029891	14.21381359
3.704164077	3.243238219	10.9104271	3.704164077	25.81233105	14.19222561
3.729024239	3.260321214	10.90867951	3.729024239	25.79974279	14.19931494
3.7538844	3.251312728	10.90948987	3.7538844	25.79343413	14.20555703
3.778744562	3.243384665	10.91079848	3.778744562	25.79106213	14.20652916
3.803604723	3.02969057	10.9126673	3.803604723	25.77576506	14.19728989
3.828464885	2.950630357	10.90936431	3.828464885	25.81649066	14.19810311
3.853325047	2.823376781	10.90908621	3.853325047	25.77003808	14.17372467
3.878185208	2.780614615	10.91156658	3.878185208	25.78020583	14.16203477
3.90304537	2.662412568	10.90744926	3.90304537	25.76430836	14.15489985
3.927905531	2.597242892	10.91122818	3.927905531	25.73595844	14.15378278
3.952765693	2.46654911	10.91200781	3.952765693	25.73493126	14.1465069
3.977625855	2.194096615	10.91400627	3.977625855	25.67662837	14.13043248
4.002486016	1.874445037	10.92159962	4.002486016	25.58897643	14.11776463
4.027346178	1.749331138	10.9190598	4.027346178	25.56018367	14.12090883
4.052206339	1.449603509	10.91935947	4.052206339	25.57126605	14.12586012
4.077066501	1.148175125	10.92261773	4.077066501	25.56905324	14.10827232
4.101926663	0.9164265222	10.92067883	4.101926663	25.51177723	14.10729884
4.126786824	0.7026564358	10.91702177	4.126786824	25.51872517	14.0980164
4.151646986	0.3532642077	10.92037181	4.151646986	25.52187901	14.08378113
4.176507147	0.1112247196	10.91439292	4.176507147	25.55297127	14.07482311
4.201367309	-0.116657554	10.91192348	4.201367309	25.53939885	14.05869803
4.22622747	-0.2336280255	10.91581903	4.22622747	25.54622794	14.05029172
4.251087632	-0.3558211922	10.91263061	4.251087632	25.5217497	14.05215438
4.275947794	-0.7500241069	10.91018339	4.275947794	25.4922318	14.06778271
4.300807955	-0.8122610431	10.91382758	4.300807955	25.47389864	14.07152613
4.325668117	-0.8285947406	10.90656922	4.325668117	25.41567004	14.08038762
4.350528278	-0.8198119079	10.90686122	4.350528278	25.40022738	14.08074523
4.37538844	-0.9393528141	10.91078341	4.37538844	25.39151219	14.0787802
4.400248602	-1.265664023	10.91697053	4.400248602	25.3581095	14.07805857
4.425108763	-1.437688514	10.91675145	4.425108763	25.32803478	14.06877653
4.449968925	-1.587680689	10.92185692	4.449968925	25.32521775	14.06740447
4.474829086	-1.840282313	10.92654901	4.474829086	25.32404317	14.05795631
4.499689248	-2.178667223	10.92165525	4.499689248	25.29856358	14.07296686
4.52454941	-2.404529278	10.91919857	4.52454941	25.33429752	14.06192663
4.549409571	-2.589130161	10.91477524	4.549409571	25.32873056	14.05191569
4.574269733	-3.058574973	10.91969488	4.574269733	25.32115423	14.04434952
4.599129894	-3.494102857	10.91585534	4.599129894	25.20000172	14.04222304
4.623990056	-4.088381737	10.91882694	4.623990056	25.11249436	14.05951233
4.648850218	-4.191073279	10.92400664	4.648850218	25.03342394	14.06702392
4.673710379	-4.543779473	10.97300804	4.673710379	24.98238742	14.01077035
4.698570541	-4.832749306	10.99087134	4.698570541	24.87096615	13.99834043
4.723430702	-5.282953809	11.0136391	4.723430702	24.76921048	13.98159426
4.748290864	-5.493014771	11.0112796	4.748290864	24.78368857	14.00165798
4.773151025	-5.813388656	11.01583262	4.773151025	24.73563867	14.0264756
4.798011187	-6.062783525	11.02225513	4.798011187	24.73153953	13.98414277
4.822871349	-6.311265346	11.01555297	4.822871349	24.70181121	14.00204629
4.84773151	-6.677470902	11.01839688	4.84773151	24.56983759	14.02890716
4.872591672	-7.125439924	11.04085348	4.872591672	24.38319891	14.02517487
4.897451833	-7.376804936	11.05432041	4.897451833	24.35439504	14.00512295
4.922311995	-7.521473887	11.06133898	4.922311995	24.30763369	14.00867689
4.947172157	-7.953298063	11.07760578	4.947172157	24.13937544	13.96983086
4.972032318	-8.105146979	11.08753882	4.972032318	24.10646564	13.96668195
4.99689248	-8.203690609	11.08476231	4.99689248	24.0481016	13.96977162
5.021752641	-8.508252164	11.08926383	5.021752641	23.88743651	13.99426965
5.046612803	-8.654784071	11.09380939	5.046612803	23.83389601	13.98870108
5.071472965	-8.83589489	11.09350228	5.071472965	23.80651608	13.98340303
5.096333126	-8.949584285	11.08048127	5.096333126	23.76397034	13.99145884
5.121193288	-9.042649988	11.07791101	5.121193288	23.7214037	13.99904542
5.146053449	-9.471192936	11.09195906	5.146053449	23.70142218	13.99277612
5.170913611	-9.603874888	11.08896725	5.170913611	23.69176154	13.98770773
5.195773773	-9.746530171	11.07609986	5.195773773	23.65513965	14.00281873
5.220633934	-9.990396645	11.07004573	5.220633934	23.57529203	14.03345473
5.245494096	-10.01327072	11.06785363	5.245494096	23.55352632	14.04390398
5.270354257	-10.22274759	11.07637711	5.270354257	23.51862961	14.05155148
5.295214419	-10.31891231	11.08614012	5.295214419	23.44440401	14.06058022
5.32007458	-10.36604584	11.08534882	5.32007458	23.37938988	14.06919102
5.344934742	-10.64060796	11.09634817	5.344934742	23.33934873	14.05464575
5.369794904	-10.70495605	11.09273705	5.369794904	23.33936128	14.0543861
5.394655065	-10.8112488	11.08763555	5.394655065	23.24076931	14.05221601
5.419515227	-10.87021412	11.09115685	5.419515227	23.22481698	14.04350811
5.444375388	-10.91863057	11.08632625	5.444375388	23.21285527	14.04455391
5.46923555	-11.08074861	11.08033945	5.46923555	23.17436275	14.04773571
5.494095712	-11.2134058	11.07668765	5.494095712	23.11030756	14.05714654
5.518955873	-11.26061842	11.07549461	5.518955873	23.0372336	14.04863
5.543816035	-11.28263332	11.07298519	5.543816035	22.98996259	14.04873449
5.568676196	-11.38121842	11.07130912	5.568676196	22.92122205	14.04489292
5.593536358	-11.54567543	11.06663659	5.593536358	22.87377331	14.04858672
5.61839652	-11.55851318	11.0688391	5.61839652	22.83738772	14.0526834
5.643256681	-11.6505735	11.06073676	5.643256681	22.8167014	14.05220213
5.668116843	-11.66262283	11.05609067	5.668116843	22.81112793	14.04964199
5.692977004	-11.66505809	11.04528822	5.692977004	22.80529231	14.04691039
5.717837166	-11.66836525	11.04484056	5.717837166	22.81055454	14.04658556
5.742697328	-11.67321581	11.06131977	5.742697328	22.79460949	14.04460266
5.767557489	-11.62492787	11.06250313	5.767557489	22.77369816	14.0442669
5.792417651	-11.33510376	11.00766608	5.792417651	22.7479115	14.04881971
5.817277812	-11.21520178	10.99744628	5.817277812	22.76105801	14.05862129
5.842137974	-11.11834778	10.97982434	5.842137974	22.77414219	14.07200167
5.866998135	-10.94653191	10.94367283	5.866998135	22.79921212	14.08608527
5.891858297	-10.87614574	10.93261245	5.891858297	22.80680165	14.08651275
5.916718459	-10.83823007	10.92575878	5.916718459	22.81445807	14.09185555
5.94157862	-10.77752459	10.92146429	5.94157862	22.81092809	14.10178193
5.966438782	-10.72059063	10.91930866	5.966438782	22.82784556	14.11002919
5.991298943	-10.58292479	10.91934179	5.991298943	22.82320108	14.11697093
6.016159105	-10.40647253	10.92293814	6.016159105	22.83215606	14.12366171
6.041019267	-10.04587902	10.89882712	6.041019267	22.82276007	14.1445487
6.065879428	-9.835795105	10.85416502	6.065879428	22.82088636	14.15594679
6.09073959	-8.929862015	10.81744446	6.09073959	22.80973635	14.14585208
			6.115599751	22.83466632	14.14975379
			6.140459913	22.92625163	14.18135179
			6.165320075	22.89847482	14.16938786
			6.190180236	22.88549616	14.2068418
			6.215040398	22.91332856	14.2041809
			6.239900559	22.95982056	14.19435777
			6.264760721	23.73853714	14.157444
			6.289620883	23.97625137	14.15201664
			6.314481044	24.11715169	14.12495074
			6.339341206	24.21031941	14.13280354
			6.364201367	24.33108728	14.08848278
			6.389061529	24.61273326	14.04346467
			6.41392169	24.83055171	14.0431023
			6.438781852	24.91666456	14.01015799
			6.463642014	24.94733591	14.00138188
			6.488502175	24.95405054	14.01190087
			6.513362337	25.02075971	13.98851538
			6.538222498	25.10234393	13.98162091
			6.56308266	25.11614656	13.98536649
			6.587942822	25.15710873	13.98679133
			6.612802983	25.23639267	13.99711291
			6.637663145	25.26085308	14.00391336
			6.662523306	25.27741425	14.00207597
			6.687383468	25.27127265	14.00087101
			6.71224363	25.27520576	13.99657934
			6.737103791	25.27555289	13.99476139
			6.761963953	25.27421766	14.00210511
			6.786824114	25.27768847	14.0027956
			6.811684276	25.31250712	13.99750616
			6.836544438	25.35330439	13.99615485
			6.861404599	25.36546429	13.98980171
			6.886264761	25.37944941	13.98889911
			6.911124922	25.39175839	13.99122611
			6.935985084	25.39554255	13.99233792
			6.960845245	25.39203132	13.99323311
