SOLfasBEST			SOLfasBEST		
t	x	y	t	x	y
0.0000000000000	-4.8749998940000	10.1249997800000	0.0000000000000	-4.8749998940000	10.1249997800000
0.0596125186300	-4.7578892840000	10.1238995100000	0.0596125186300	-4.7578892840000	10.1238995100000
0.1192250373000	-4.7458456700000	10.1249075800000	0.1192250373000	-4.7458456700000	10.1249075800000
0.1788375559000	-4.7202693520000	10.1293058800000	0.1788375559000	-4.7202693520000	10.1293058800000
0.2384500745000	-4.5942844470000	10.1314414300000	0.2384500745000	-4.5942844470000	10.1314414300000
0.2980625931000	-4.5292906390000	10.1359890700000	0.2980625931000	-4.5292906390000	10.1359890700000
0.3576751118000	-4.4524420910000	10.1310914000000	0.3576751118000	-4.4524420910000	10.1310914000000
0.4172876304000	-4.4185876920000	10.1342755400000	0.4172876304000	-4.4185876920000	10.1342755400000
0.4769001490000	-4.3975305920000	10.1347346900000	0.4769001490000	-4.3975305920000	10.1347346900000
0.5365126677000	-4.2858093630000	10.1328039000000	0.5365126677000	-4.2858093630000	10.1328039000000
0.5961251863000	-4.2778827200000	10.1328769200000	0.5961251863000	-4.2778827200000	10.1328769200000
0.6557377049000	-4.2685796150000	10.1396578200000	0.6557377049000	-4.2685796150000	10.1396578200000
0.7153502235000	-4.1890670690000	10.1405859400000	0.7153502235000	-4.1890670690000	10.1405859400000
0.7749627422000	-4.1814973110000	10.1389347100000	0.7749627422000	-4.1814973110000	10.1389347100000
0.8345752608000	-4.1507537390000	10.1414888900000	0.8345752608000	-4.1507537390000	10.1414888900000
0.8941877794000	-4.1393749190000	10.1382250300000	0.8941877794000	-4.1393749190000	10.1382250300000
0.9538002981000	-4.0599882270000	10.1494724700000	0.9538002981000	-4.0599882270000	10.1494724700000
1.0134128170000	-3.9487786330000	10.1492111600000	1.0134128170000	-3.9487786330000	10.1492111600000
1.0730253350000	-3.9804593520000	10.1422110300000	1.0730253350000	-3.9804593520000	10.1422110300000
1.1326378540000	-3.8951930920000	10.1607235000000	1.1326378540000	-3.8951930920000	10.1607235000000
1.1922503730000	-3.8061310620000	10.1499878800000	1.1922503730000	-3.8061310620000	10.1499878800000
1.2518628910000	-3.7874629610000	10.1470117500000	1.2518628910000	-3.7874629610000	10.1470117500000
1.3114754100000	-3.7567807430000	10.1451216100000	1.3114754100000	-3.7567807430000	10.1451216100000
1.3710879280000	-3.6839789930000	10.1475622900000	1.3710879280000	-3.6839789930000	10.1475622900000
1.4307004470000	-3.6522066420000	10.1449584700000	1.4307004470000	-3.6522066420000	10.1449584700000
1.4903129660000	-3.6590507080000	10.1481276000000	1.4903129660000	-3.6590507080000	10.1481276000000
1.5499254840000	-3.6388919490000	10.1469582900000	1.5499254840000	-3.6388919490000	10.1469582900000
1.6095380030000	-3.5039099280000	10.1514003100000	1.6095380030000	-3.5039099280000	10.1514003100000
1.6691505220000	-3.4297759860000	10.1460646000000	1.6691505220000	-3.4297759860000	10.1460646000000
1.7287630400000	-3.3806584610000	10.1399062100000	1.7287630400000	-3.3806584610000	10.1399062100000
1.7883755590000	-3.3017983110000	10.1482020700000	1.7883755590000	-3.3017983110000	10.1482020700000
1.8479880770000	-3.2584855640000	10.1473316100000	1.8479880770000	-3.2584855640000	10.1473316100000
1.9076005960000	-3.2150334990000	10.1450168100000	1.9076005960000	-3.2150334990000	10.1450168100000
1.9672131150000	-3.1311160320000	10.1480508200000	1.9672131150000	-3.1311160320000	10.1480508200000
2.0268256330000	-3.0651446210000	10.1479620800000	2.0268256330000	-3.0651446210000	10.1479620800000
2.0864381520000	-3.0353399880000	10.1498475800000	2.0864381520000	-3.0353399880000	10.1498475800000
2.1460506710000	-2.9686924050000	10.1510572300000	2.1460506710000	-2.9686924050000	10.1510572300000
2.2056631890000	-2.9353268730000	10.1524756300000	2.2056631890000	-2.9353268730000	10.1524756300000
2.2652757080000	-2.9006678650000	10.1527458800000	2.2652757080000	-2.9006678650000	10.1527458800000
2.3248882270000	-2.8621132080000	10.1446034400000	2.3248882270000	-2.8621132080000	10.1446034400000
2.3845007450000	-2.8733132070000	10.1451371600000	2.3845007450000	-2.8733132070000	10.1451371600000
2.4441132640000	-2.8970800940000	10.1513407500000	2.4441132640000	-2.8970800940000	10.1513407500000
2.5037257820000	-2.7240944160000	10.1572321000000	2.5037257820000	-2.7240944160000	10.1572321000000
2.5633383010000	-2.6735276970000	10.1509510600000	2.5633383010000	-2.6735276970000	10.1509510600000
2.6229508200000	-2.6741383620000	10.1468318600000	2.6229508200000	-2.6741383620000	10.1468318600000
2.6825633380000	-2.6706264830000	10.1454384500000	2.6825633380000	-2.6706264830000	10.1454384500000
2.7421758570000	-2.6440876140000	10.1481563300000	2.7421758570000	-2.6440876140000	10.1481563300000
2.8017883760000	-2.5303601190000	10.1533119800000	2.8017883760000	-2.5303601190000	10.1533119800000
2.8614008940000	-2.5327623250000	10.1521612300000	2.8614008940000	-2.5327623250000	10.1521612300000
2.9210134130000	-2.5602554950000	10.1527318500000	2.9210134130000	-2.5602554950000	10.1527318500000
2.9806259310000	-2.4948408950000	10.1553604300000	2.9806259310000	-2.4948408950000	10.1553604300000
3.0402384500000	-2.4113630050000	10.1563502700000	3.0402384500000	-2.4113630050000	10.1563502700000
3.0998509690000	-2.3874099210000	10.1559366800000	3.0998509690000	-2.3874099210000	10.1559366800000
3.1594634870000	-2.3698276660000	10.1588629500000	3.1594634870000	-2.3698276660000	10.1588629500000
3.2190760060000	-2.3348894180000	10.1586299100000	3.2190760060000	-2.3348894180000	10.1586299100000
3.2786885250000	-2.2147924460000	10.1534581600000	3.2786885250000	-2.2147924460000	10.1534581600000
3.3383010430000	-2.2415749340000	10.1553342200000	3.3383010430000	-2.2415749340000	10.1553342200000
3.3979135620000	-2.2367665290000	10.1560254900000	3.3979135620000	-2.2367665290000	10.1560254900000
3.4575260800000	-2.1858198680000	10.1579588700000	3.4575260800000	-2.1858198680000	10.1579588700000
3.5171385990000	-2.1263161890000	10.1562381600000	3.5171385990000	-2.1263161890000	10.1562381600000
3.5767511180000	-2.1384596250000	10.1566513300000	3.5767511180000	-2.1384596250000	10.1566513300000
3.6363636360000	-2.0477814590000	10.1619301800000	3.6363636360000	-2.0477814590000	10.1619301800000
3.6959761550000	-1.9549687060000	10.1590780800000	3.6959761550000	-1.9549687060000	10.1590780800000
3.7555886740000	-1.9591926020000	10.1615636600000	3.7555886740000	-1.9591926020000	10.1615636600000
3.8152011920000	-1.8750580660000	10.1634718500000	3.8152011920000	-1.8750580660000	10.1634718500000
3.8748137110000	-1.7839052560000	10.1619108000000	3.8748137110000	-1.7839052560000	10.1619108000000
3.9344262300000	-1.7636886430000	10.1600354900000	3.9344262300000	-1.7636886430000	10.1600354900000
3.9940387480000	-1.7753223700000	10.1624562300000	3.9940387480000	-1.7753223700000	10.1624562300000
4.0536512670000	-1.6700836840000	10.1636099500000	4.0536512670000	-1.6700836840000	10.1636099500000
