GFsup2BEST			GFextBEST		
t	x	y	t	x	y
0.00000000000000	-3.52855480700000	18.82767145000000	0.00000000000000	-6.53349284300000	24.58862426000000
0.05526083112000	-3.52662509600000	18.82504929000000	0.05526083112000	-6.53332378800000	24.58736932000000
0.11052166220000	-3.50404843800000	18.81958057000000	0.11052166220000	-6.53316843100000	24.58730196000000
0.16578249340000	-3.52504271300000	18.81993896000000	0.16578249340000	-6.53295274600000	24.58752432000000
0.22104332450000	-3.52305214100000	18.82179579000000	0.22104332450000	-6.53293243800000	24.58712715000000
0.27630415560000	-3.53273748300000	18.82518642000000	0.27630415560000	-6.53294504000000	24.58720162000000
0.33156498670000	-3.50938861300000	18.81789252000000	0.33156498670000	-6.53333412200000	24.58738560000000
0.38682581790000	-3.50016058200000	18.81668413000000	0.38682581790000	-6.53416759800000	24.58696378000000
0.44208664900000	-3.49648115000000	18.81786174000000	0.44208664900000	-6.53405452300000	24.58725462000000
0.49734748010000	-3.49459769500000	18.81537843000000	0.49734748010000	-6.53321393100000	24.58654611000000
0.55260831120000	-3.48969358800000	18.81500844000000	0.55260831120000	-6.53399862500000	24.58692292000000
0.60786914240000	-3.47610767800000	18.81450294000000	0.60786914240000	-6.53289314200000	24.58673107000000
0.66312997350000	-3.48348186700000	18.82012098000000	0.66312997350000	-6.53375088300000	24.58699663000000
0.71839080460000	-3.50143952800000	18.82063033000000	0.71839080460000	-6.53307491700000	24.58670978000000
0.77365163570000	-3.52440511700000	18.81363303000000	0.77365163570000	-6.53248438100000	24.58633615000000
0.82891246680000	-3.52116774300000	18.81168644000000	0.82891246680000	-6.53410644400000	24.58653917000000
0.88417329800000	-3.52271928100000	18.81364356000000	0.88417329800000	-6.53340722000000	24.58642769000000
0.93943412910000	-3.49964038900000	18.81403115000000	0.93943412910000	-6.53300368700000	24.58627267000000
0.99469496020000	-3.51934603600000	18.81536804000000	0.99469496020000	-6.53242222800000	24.58621172000000
1.04995579100000	-3.52069060000000	18.81410793000000	1.04995579100000	-6.53293900200000	24.58669603000000
1.10521662200000	-3.49833687500000	18.80959465000000	1.10521662200000	-6.53337770700000	24.58606415000000
1.16047745400000	-3.49703834100000	18.79700262000000	1.16047745400000	-6.53201865200000	24.58616765000000
1.21573828500000	-3.50189854000000	18.80540900000000	1.21573828500000	-6.53286851300000	24.58586006000000
1.27099911600000	-3.49286857700000	18.80564292000000	1.27099911600000	-6.53241514700000	24.58551755000000
1.32625994700000	-3.48762312500000	18.79950974000000	1.32625994700000	-6.53163010100000	24.58568228000000
1.38152077800000	-3.50141420600000	18.80702757000000	1.38152077800000	-6.53191773800000	24.58598732000000
1.43678160900000	-3.44912251300000	18.81029594000000	1.43678160900000	-6.53256807200000	24.58511432000000
1.49204244000000	-3.41872610000000	18.81420139000000	1.49204244000000	-6.53206120700000	24.58526250000000
1.54730327100000	-3.40716836400000	18.80945984000000	1.54730327100000	-6.53297268800000	24.58555657000000
1.60256410300000	-3.44550772800000	18.81064574000000	1.60256410300000	-6.53225450800000	24.58515912000000
1.65782493400000	-3.39934357900000	18.81320421000000	1.65782493400000	-6.53173501900000	24.58521515000000
1.71308576500000	-3.40801905800000	18.80911905000000	1.71308576500000	-6.53344984600000	24.58471277000000
1.76834659600000	-3.42216978600000	18.81078927000000	1.76834659600000	-6.53220583000000	24.58462085000000
1.82360742700000	-3.41917473100000	18.81227736000000	1.82360742700000	-6.53305356700000	24.58402875000000
1.87886825800000	-3.42114166500000	18.80576724000000	1.87886825800000	-6.53398205100000	24.58419532000000
1.93412908900000	-3.33603065100000	18.80180995000000	1.93412908900000	-6.53256624400000	24.58408827000000
1.98938992000000	-3.31976955100000	18.80924911000000	1.98938992000000	-6.53228431900000	24.58345100000000
2.04465075200000	-3.30709921800000	18.80401075000000	2.04465075200000	-6.53189086800000	24.58327085000000
2.09991158300000	-3.28478686800000	18.79314526000000	2.09991158300000	-6.53216281900000	24.58389522000000
2.15517241400000	-3.22119293700000	18.78662481000000	2.15517241400000	-6.53318885700000	24.58347186000000
2.21043324500000	-3.23433794500000	18.79118138000000	2.21043324500000	-6.53070424900000	24.58344472000000
2.26569407600000	-3.21495228000000	18.79112199000000	2.26569407600000	-6.53102048400000	24.58316897000000
2.32095490700000	-3.16389587600000	18.79242133000000	2.32095490700000	-6.53042928800000	24.58353521000000
2.37621573800000	-3.09582218900000	18.78929642000000	2.37621573800000	-6.53088188600000	24.58377377000000
2.43147656900000	-3.23753039400000	18.76586585000000	2.43147656900000	-6.52975428200000	24.58302363000000
2.48673740100000	-3.19968540300000	18.74637131000000	2.48673740100000	-6.52787533800000	24.58288632000000
2.54199823200000	-3.17503122400000	18.72774053000000	2.54199823200000	-6.52936582000000	24.58336874000000
2.59725906300000	-3.17988699000000	18.71939642000000	2.59725906300000	-6.52961668900000	24.58340350000000
2.65251989400000	-3.14953038100000	18.71371613000000	2.65251989400000	-6.52978188400000	24.58307938000000
2.70778072500000	-3.07510178900000	18.71901750000000	2.70778072500000	-6.52915457400000	24.58306236000000
2.76304155600000	-3.09522188500000	18.70984580000000	2.76304155600000	-6.52908715900000	24.58338745000000
2.81830238700000	-3.13992955500000	18.70722700000000	2.81830238700000	-6.53057434000000	24.58366721000000
2.87356321800000	-3.09195922300000	18.71221927000000	2.87356321800000	-6.52900589500000	24.58379815000000
2.92882405000000	-3.01163622000000	18.71635305000000	2.92882405000000	-6.53021098900000	24.58282280000000
2.98408488100000	-2.93782040300000	18.70843881000000	2.98408488100000	-6.52966318300000	24.58199053000000
3.03934571200000	-2.85086265100000	18.70225037000000	3.03934571200000	-6.52830321500000	24.58222831000000
3.09460654300000	-2.76206235900000	18.69930988000000	3.09460654300000	-6.52574230700000	24.58217281000000
3.14986737400000	-2.70884696800000	18.69648497000000	3.14986737400000	-6.52810984000000	24.58225008000000
3.20512820500000	-2.66227471400000	18.70786490000000	3.20512820500000	-6.52647893900000	24.58115114000000
3.26038903600000	-2.62554621200000	18.70368409000000	3.26038903600000	-6.52625592500000	24.58161005000000
3.31564986700000	-2.64455868800000	18.70578270000000	3.31564986700000	-6.52632470200000	24.58261305000000
3.37091069800000	-2.64305247200000	18.70400042000000	3.37091069800000	-6.52435679400000	24.58296943000000
3.42617153000000	-2.63509914100000	18.70914059000000	3.42617153000000	-6.52439935600000	24.58262935000000
3.48143236100000	-2.63632245600000	18.71049618000000	3.48143236100000	-6.52732441700000	24.58308766000000
3.53669319200000	-2.63312407700000	18.70667730000000	3.53669319200000	-6.52666854600000	24.58277820000000
3.59195402300000	-2.62760893000000	18.69998332000000	3.59195402300000	-6.52515944200000	24.58191563000000
3.64721485400000	-2.64605645300000	18.69977915000000	3.64721485400000	-6.52835747800000	24.58336416000000
3.70247568500000	-2.61846713300000	18.69994928000000	3.70247568500000	-6.52992173100000	24.58266014000000
3.75773651600000	-2.62821559500000	18.69827269000000	3.75773651600000	-6.52796017500000	24.58336514000000
3.81299734700000	-2.61997632000000	18.69500719000000	3.81299734700000	-6.53017920900000	24.58289185000000
3.86825817900000	-2.59601326300000	18.68687344000000	3.86825817900000	-6.52940767500000	24.58185242000000
3.92351901000000	-2.61016282100000	18.69053091000000	3.92351901000000	-6.53113486300000	24.58245404000000
3.97877984100000	-2.61013065700000	18.68826380000000	3.97877984100000	-6.53008534300000	24.58229558000000
4.03404067200000	-2.56259686200000	18.69044135000000	4.03404067200000	-6.52923755200000	24.58259483000000
4.08930150300000	-2.47775024200000	18.69097112000000	4.08930150300000	-6.53106807600000	24.58343007000000
4.14456233400000	-2.39167980600000	18.69257692000000	4.14456233400000	-6.53092070800000	24.58262228000000
4.19982316500000	-2.38014566300000	18.68865956000000	4.19982316500000	-6.53054761300000	24.58286329000000
4.25508399600000	-2.41996977000000	18.68525949000000	4.25508399600000	-6.53019872400000	24.58214979000000
4.31034482800000	-2.43394434100000	18.68103057000000	4.31034482800000	-6.52870439600000	24.58222574000000
4.36560565900000	-2.38117686400000	18.67853829000000	4.36560565900000	-6.52520692800000	24.58261340000000
4.42086649000000	-2.40623676500000	18.67950447000000	4.42086649000000	-6.53117206100000	24.58339017000000
4.47612732100000	-2.38318143800000	18.68007311000000	4.47612732100000	-6.52947844200000	24.58153415000000
4.53138815200000	-2.35653681400000	18.67836226000000	4.53138815200000	-6.52625856800000	24.58268328000000
4.58664898300000	-2.37459080600000	18.67189041000000	4.58664898300000	-6.52830572000000	24.58100231000000
4.64190981400000	-2.37325784600000	18.66834635000000	4.64190981400000	-6.52714487200000	24.58261270000000
4.69717064500000	-2.34229941700000	18.67142082000000	4.69717064500000	-6.52900389600000	24.58205027000000
4.75243147700000	-2.31419925600000	18.67656263000000	4.75243147700000	-6.53258418000000	24.58447834000000
4.80769230800000	-2.32932902100000	18.67856320000000	4.80769230800000	-6.52825468400000	24.58380707000000
4.86295313900000	-2.22319619900000	18.67931580000000	4.86295313900000	-6.52968918100000	24.58251846000000
4.91821397000000	-2.21895317100000	18.68114483000000	4.91821397000000	-6.52887083300000	24.58231651000000
4.97347480100000	-2.18769205600000	18.67878118000000	4.97347480100000	-6.52446855500000	24.58250550000000
5.02873563200000	-2.15228531900000	18.66646940000000	5.02873563200000	-6.52981369700000	24.58159996000000
5.08399646300000	-2.13828550200000	18.67259885000000	5.08399646300000	-6.52874111400000	24.58258683000000
5.13925729400000	-2.13346062100000	18.67468471000000	5.13925729400000	-6.52953317700000	24.58266842000000
5.19451812600000	-2.06201889600000	18.68061901000000	5.19451812600000	-6.52486617800000	24.58234293000000
5.24977895700000	-2.02605878300000	18.67640483000000	5.24977895700000	-6.52770826100000	24.58223845000000
5.30503978800000	-1.99850318200000	18.67884475000000	5.30503978800000	-6.52704749400000	24.58212031000000
5.36030061900000	-1.96289934400000	18.68098988000000	5.36030061900000	-6.52881693300000	24.58210282000000
5.41556145000000	-1.95122993100000	18.68231829000000	5.41556145000000	-6.52908287300000	24.58267756000000
5.47082228100000	-1.92443330100000	18.67496608000000	5.47082228100000	-6.53167491900000	24.58284037000000
5.52608311200000	-1.89268112500000	18.67275441000000	5.52608311200000	-6.53311057800000	24.58294532000000
5.58134394300000	-1.90518173900000	18.67305004000000	5.58134394300000	-6.53299858100000	24.58269463000000
5.63660477500000	-1.90421271200000	18.67794304000000	5.63660477500000	-6.53301426800000	24.58415681000000
5.69186560600000	-1.85866194200000	18.68379495000000	5.69186560600000	-6.53216366300000	24.58460438000000
5.74712643700000	-1.83769423000000	18.68523113000000	5.74712643700000	-6.53330518300000	24.58494244000000
5.80238726800000	-1.83287648600000	18.68439068000000	5.80238726800000	-6.53020138000000	24.58466921000000
5.85764809900000	-1.73406350700000	18.67621042000000	5.85764809900000	-6.53559743300000	24.58300135000000
5.91290893000000	-1.73044820300000	18.65721629000000	5.91290893000000	-6.53372297600000	24.58569128000000
5.96816976100000	-1.73636825500000	18.61970625000000	5.96816976100000	-6.53035459000000	24.58450605000000
