GMfasBEST			GMext		
t	x	y	t	x	y
0.000000000	11.242702960	2.187065095	0.000000000	4.516963594	12.171691430
0.059612519	11.222448990	2.185748408	0.059612519	4.489966101	12.170366200
0.119225037	11.256363420	2.180693814	0.119225037	4.503113252	12.169431790
0.178837556	11.371900940	2.170058081	0.178837556	4.504972487	12.169144820
0.238450075	11.378906350	2.168835985	0.238450075	4.500381614	12.170404390
0.298062593	11.528970320	2.156527994	0.298062593	4.515815943	12.169185020
0.357675112	11.533802980	2.152392202	0.357675112	4.515090248	12.169381690
0.417287630	11.582456590	2.152228877	0.417287630	4.516633801	12.169349200
0.476900149	11.689864500	2.136098945	0.476900149	4.516257423	12.169659340
0.536512668	11.720629670	2.128453146	0.536512668	4.517382320	12.169324140
0.596125186	11.750599540	2.125304727	0.596125186	4.516449903	12.169670270
0.655737705	11.811056030	2.116725942	0.655737705	4.516475488	12.169752960
0.715350224	11.894565410	2.104964529	0.715350224	4.515409001	12.169765980
0.774962742	12.003043850	2.091632245	0.774962742	4.517573437	12.169337470
0.834575261	12.028789500	2.089948548	0.834575261	4.517847715	12.169319540
0.894187779	12.086934480	2.079001863	0.894187779	4.517772824	12.169382120
0.953800298	12.173719610	2.068027680	0.953800298	4.518835685	12.169054630
1.013412817	12.214816130	2.064694416	1.013412817	4.518788940	12.169344180
1.073025335	12.289902760	2.054523025	1.073025335	4.517737782	12.169593280
1.132637854	12.354171280	2.039506548	1.132637854	4.517354312	12.169401460
1.192250373	12.414933070	2.031639636	1.192250373	4.517342837	12.169243640
1.251862891	12.547636590	2.015093447	1.251862891	4.518039637	12.169197110
1.311475410	12.645735450	2.002305410	1.311475410	4.518244817	12.169154290
1.371087928	12.719361200	1.992282283	1.371087928	4.518334674	12.169064820
1.430700447	12.767431670	1.986766484	1.430700447	4.517108899	12.169188910
1.490312966	12.819326780	1.980150364	1.490312966	4.517670215	12.169147690
1.549925484	12.908246920	1.969503079	1.549925484	4.516845129	12.169584390
1.609538003	12.944384450	1.963138537	1.609538003	4.516630800	12.169515150
1.669150522	13.096914590	1.936690521	1.669150522	4.517459444	12.169184280
1.728763040	13.238843540	1.915858020	1.728763040	4.518321395	12.169163760
1.788375559	13.301300530	1.908455053	1.788375559	4.518113004	12.169261050
1.847988077	13.353198820	1.902901419	1.847988077	4.517408159	12.169294960
1.907600596	13.390972950	1.898360765	1.907600596	4.516709213	12.169343310
1.967213115	13.507580070	1.883061528	1.967213115	4.516873868	12.169324730
2.026825633	13.628823560	1.859399781	2.026825633	4.517938857	12.168855650
2.086438152	13.816588120	1.822508695	2.086438152	4.518522421	12.168868350
2.146050671	13.877353080	1.790217633	2.146050671	4.518566043	12.169116320
2.205663189	14.031852330	1.750724990	2.205663189	4.518694183	12.168947520
2.265275708	14.077334830	1.743412679	2.265275708	4.518865606	12.169002660
2.324888227	14.078067790	1.739495530	2.324888227	4.518995746	12.168808370
2.384500745	14.144637340	1.733380603	2.384500745	4.517734048	12.169273510
2.444113264	14.167590290	1.733666645	2.444113264	4.518147054	12.169358590
2.503725782	14.219043730	1.730279149	2.503725782	4.518587766	12.169060530
2.563338301	14.291752830	1.725040220	2.563338301	4.519752877	12.168713700
2.622950820	14.333354470	1.716314040	2.622950820	4.519951022	12.168767770
2.682563338	14.340450180	1.713968799	2.682563338	4.518369981	12.169204230
2.742175857	14.365134820	1.711865205	2.742175857	4.518050066	12.169064310
2.801788376	14.362013790	1.711753680	2.801788376	4.517913461	12.169291130
2.861400894	14.346138280	1.719551627	2.861400894	4.517189572	12.169238560
2.921013413	14.367723830	1.716717859	2.921013413	4.516572644	12.169280660
2.980625931	14.425005920	1.718446412	2.980625931	4.517528273	12.169228240
3.040238450	14.461368830	1.703828804	3.040238450	4.516406591	12.169501820
