SOLfasBEST			SOLext		
t	x	y	t	x	y
0.0000000000	11.4510255600	8.7111182760	0.0000000000	23.6114452700	14.4216864300
0.0183880992	11.4508504400	8.7107271860	0.0183880992	23.6114945300	14.4212547000
0.0367761984	11.4510770000	8.7107503650	0.0367761984	23.6115634500	14.4213286500
0.0551642977	11.4514313100	8.7105303720	0.0551642977	23.6126900000	14.4213378300
0.0735523969	11.4559588600	8.7102050720	0.0735523969	23.6126160100	14.4215287400
0.0919404961	11.4613157200	8.7097463680	0.0919404961	23.6120030500	14.4212396300
0.1103285953	11.4574570900	8.7101472770	0.1103285953	23.6115807000	14.4210948900
0.1287166946	11.4543887000	8.7103251930	0.1287166946	23.6123886400	14.4216033600
0.1471047938	11.4539340500	8.7101877620	0.1471047938	23.6121724900	14.4216829000
0.1654928930	11.4543835000	8.7102913550	0.1654928930	23.6121376400	14.4217476700
0.1838809922	11.4542639000	8.7104495010	0.1838809922	23.6132242500	14.4212580800
0.2022690914	11.4541945300	8.7105676470	0.2022690914	23.6117547400	14.4215268200
0.2206571907	11.4536266300	8.7105263320	0.2206571907	23.6123777700	14.4215974500
0.2390452899	11.4519948600	8.7107484290	0.2390452899	23.6116932400	14.4214252600
0.2574333891	11.4511998100	8.7109796930	0.2574333891	23.6123384600	14.4214646500
0.2758214883	11.4501145600	8.7111290880	0.2758214883	23.6121508700	14.4213391600
0.2942095876	11.4527776200	8.7105632690	0.2942095876	23.6125295500	14.4212088500
0.3125976868	11.4543273400	8.7107419500	0.3125976868	23.6125618900	14.4212530800
0.3309857860	11.4538759700	8.7107663400	0.3309857860	23.6125587200	14.4214893600
0.3493738852	11.4503571300	8.7103058870	0.3493738852	23.6116153400	14.4218692400
0.3677619844	11.4533318600	8.7104310570	0.3677619844	23.6130318500	14.4214869300
0.3861500837	11.4562917400	8.7108574690	0.3861500837	23.6129564800	14.4213007700
0.4045381829	11.4535818400	8.7110118090	0.4045381829	23.6122697300	14.4211147700
0.4229262821	11.4526154300	8.7107415340	0.4229262821	23.6118448200	14.4216333800
0.4413143813	11.4522994900	8.7107853580	0.4413143813	23.6122003700	14.4215885400
0.4597024806	11.4530496800	8.7108204960	0.4597024806	23.6121620200	14.4217670200
0.4780905798	11.4544250800	8.7109407730	0.4780905798	23.6127072300	14.4215261800
0.4964786790	11.4534590800	8.7108133570	0.4964786790	23.6122479000	14.4214703800
0.5148667782	11.4533876300	8.7110123910	0.5148667782	23.6121226600	14.4214652400
0.5332548774	11.4542795500	8.7108696250	0.5332548774	23.6131268100	14.4215016400
0.5516429767	11.4545941400	8.7110184340	0.5516429767	23.6126325600	14.4216360300
0.5700310759	11.4532970400	8.7108004290	0.5700310759	23.6120757200	14.4214482000
0.5884191751	11.4540827400	8.7111235980	0.5884191751	23.6124207200	14.4216524300
0.6068072743	11.4535837400	8.7113052110	0.6068072743	23.6125799900	14.4217161600
0.6251953736	11.4534626000	8.7108968690	0.6251953736	23.6121704900	14.4213866000
0.6435834728	11.4535818100	8.7112930240	0.6435834728	23.6122696600	14.4217646600
0.6619715720	11.4544328600	8.7111560550	0.6619715720	23.6123396300	14.4219558300
0.6803596712	11.4538018300	8.7109917390	0.6803596712	23.6123678000	14.4214497200
0.6987477704	11.4553780700	8.7110802280	0.6987477704	23.6122745900	14.4217022200
0.7171358697	11.4533303300	8.7111381190	0.7171358697	23.6126050700	14.4213236700
0.7355239689	11.4530355700	8.7116138460	0.7355239689	23.6122793400	14.4215951000
0.7539120681	11.4525561000	8.7112719200	0.7539120681	23.6126891900	14.4217109600
0.7723001673	11.4523075500	8.7111711920	0.7723001673	23.6119584000	14.4215342800
0.7906882666	11.4528806300	8.7113978460	0.7906882666	23.6125043800	14.4214798400
0.8090763658	11.4542909600	8.7113277140	0.8090763658	23.6132612700	14.4214627800
0.8274644650	11.4544156500	8.7116565140	0.8274644650	23.6114894600	14.4215968000
0.8458525642	11.4538091800	8.7113393470	0.8458525642	23.6129598300	14.4217166000
0.8642406634	11.4526643400	8.7113934400	0.8642406634	23.6124712700	14.4216151100
0.8826287627	11.4522563900	8.7116385270	0.8826287627	23.6124960300	14.4215775400
0.9010168619	11.4523943800	8.7113757680	0.9010168619	23.6125068000	14.4217534000
0.9194049611	11.4536458700	8.7109990580	0.9194049611	23.6121987900	14.4214195300
0.9377930603	11.4528197600	8.7108552470	0.9377930603	23.6123023000	14.4216571800
0.9561811596	11.4553098600	8.7111274280	0.9561811596	23.6117001300	14.4214256800
0.9745692588	11.4570612100	8.7116375360	0.9745692588	23.6119091600	14.4217622400
0.9929573580	11.4577320800	8.7118164590	0.9929573580	23.6130367000	14.4216729300
1.0113454570	11.4573680600	8.7119289310	1.0113454570	23.6124732600	14.4213164100
1.0297335560	11.4561869200	8.7123580440	1.0297335560	23.6130886500	14.4215004600
1.0481216560	11.4576186100	8.7123885050	1.0481216560	23.6130576000	14.4215250100
1.0665097550	11.4589843300	8.7123798300	1.0665097550	23.6130160500	14.4215097700
1.0848978540	11.4613998400	8.7122781580	1.0848978540	23.6129054400	14.4213692400
1.1032859530	11.4597858100	8.7121390030	1.1032859530	23.6129854200	14.4214488700
1.1216740530	11.4590140200	8.7123797710	1.1216740530	23.6127846900	14.4214627700
1.1400621520	11.4595435700	8.7122474510	1.1400621520	23.6124279100	14.4212867500
1.1584502510	11.4567016800	8.7116958870	1.1584502510	23.6128154300	14.4216963000
1.1768383500	11.4164611400	8.6982168210	1.1768383500	23.6122694700	14.4215286400
1.1952264490	11.1879061500	8.6396105580	1.1952264490	23.6105673200	14.4217029700
1.2136145490	10.9880882400	8.6255521910	1.2136145490	23.6065333500	14.4225376700
1.2320026480	10.7471249500	8.5818843370	1.2320026480	23.6047638300	14.4230750700
1.2503907470	10.2132620100	8.5476027760	1.2503907470	23.5980136000	14.4260139800
