SOLendSAME			SOLext		
t	x	y	t	x	y
			6.734964902000	27.422991240000	13.029610080000
			6.758679567000	27.423357740000	13.033964940000
			6.782394233000	27.427622610000	13.037447870000
			6.806108898000	27.429294710000	13.037025330000
			6.829823563000	27.429914460000	13.038073490000
			6.853538228000	27.429702060000	13.039706020000
			6.877252893000	27.437656600000	13.041549070000
			6.900967558000	27.444439010000	13.043993050000
			6.924682223000	27.449319290000	13.046732290000
			6.948396889000	27.446766370000	13.050236090000
			6.972111554000	27.439389940000	13.050398600000
