SOLendUSE			SOLext		
t	x	y	t	x	y
0.000000000000	24.217506110000	6.962864570000	0.000000000000	27.243749410000	13.574999710000
0.023397285910	24.217688330000	6.963224855000	0.023397285910	27.244973460000	13.574862900000
0.046794571830	24.217214520000	6.963373774000	0.046794571830	27.244909350000	13.574734010000
0.070191857740	24.216812820000	6.963870231000	0.070191857740	27.244696970000	13.575316770000
0.093589143660	24.218562720000	6.964093046000	0.093589143660	27.245168400000	13.575348060000
0.116986429600	24.216725540000	6.964823877000	0.116986429600	27.244497960000	13.575395930000
0.140383715500	24.214347610000	6.965394888000	0.140383715500	27.245308120000	13.575177190000
0.163781001400	24.215589920000	6.965884198000	0.163781001400	27.245050110000	13.574870470000
0.187178287300	24.213434000000	6.966390056000	0.187178287300	27.245064480000	13.575089170000
0.210575573200	24.212810050000	6.967146428000	0.210575573200	27.245467930000	13.574257680000
0.233972859100	24.212233650000	6.968287261000	0.233972859100	27.244770570000	13.574336120000
0.257370145100	24.212294600000	6.967203021000	0.257370145100	27.245255830000	13.574333600000
0.280767431000	24.212431750000	6.967160536000	0.280767431000	27.244916500000	13.574274150000
0.304164716900	24.213298060000	6.966360450000	0.304164716900	27.245868040000	13.574097000000
0.327562002800	24.213420540000	6.965667865000	0.327562002800	27.245711080000	13.573903450000
0.350959288700	24.214870290000	6.965213360000	0.350959288700	27.246252090000	13.573978710000
0.374356574600	24.216242610000	6.965343019000	0.374356574600	27.245437280000	13.573906290000
0.397753860600	24.219042000000	6.965375410000	0.397753860600	27.245461550000	13.574024620000
0.421151146500	24.218907980000	6.965292195000	0.421151146500	27.245788280000	13.573812490000
0.444548432400	24.216532080000	6.965536339000	0.444548432400	27.245834280000	13.573805930000
0.467945718300	24.215919550000	6.965344736000	0.467945718300	27.246141350000	13.573485870000
0.491343004200	24.217078490000	6.965162983000	0.491343004200	27.245419280000	13.573883190000
0.514740290100	24.217662280000	6.964117834000	0.514740290100	27.245702050000	13.573510380000
0.538137576000	24.218421500000	6.964211330000	0.538137576000	27.245871800000	13.573151890000
0.561534862000	24.218956360000	6.964500731000	0.561534862000	27.245282190000	13.573761070000
0.584932147900	24.219997620000	6.963783332000	0.584932147900	27.245376670000	13.574009460000
0.608329433800	24.219128730000	6.964390058000	0.608329433800	27.245451010000	13.573292110000
0.631726719700	24.222408360000	6.964357567000	0.631726719700	27.246618380000	13.573578810000
0.655124005600	24.223513230000	6.964448894000	0.655124005600	27.246850070000	13.573639900000
0.678521291500	24.222751070000	6.964592312000	0.678521291500	27.246602210000	13.573961810000
0.701918577400	24.223041000000	6.965421545000	0.701918577400	27.246255010000	13.573611160000
0.725315863400	24.222610900000	6.966120665000	0.725315863400	27.246773290000	13.573775550000
0.748713149300	24.226107540000	6.965169288000	0.748713149300	27.246427300000	13.573790890000
0.772110435200	24.230227470000	6.965020936000	0.772110435200	27.246624660000	13.574589170000
0.795507721100	24.232595230000	6.965103450000	0.795507721100	27.247038320000	13.574634180000
0.818905007000	24.233493290000	6.965120054000	0.818905007000	27.246616820000	13.575102240000
0.842302292900	24.236793490000	6.964834189000	0.842302292900	27.247419310000	13.575571920000
0.865699578800	24.239370680000	6.965185413000	0.865699578800	27.246566190000	13.576420920000
0.889096864800	24.234251070000	6.967908784000	0.889096864800	27.247907540000	13.576438110000
0.912494150700	24.232336210000	6.967642240000	0.912494150700	27.246433440000	13.577068500000
0.935891436600	24.227161970000	6.967507371000	0.935891436600	27.246900890000	13.575997570000
0.959288722500	24.225151140000	6.969583918000	0.959288722500	27.247553720000	13.575461560000
0.982686008400	24.221391770000	6.970183774000	0.982686008400	27.248572960000	13.575226410000
1.006083294000	24.224155780000	6.967894430000	1.006083294000	27.246846470000	13.574889530000
1.029480580000	24.221965700000	6.968129760000	1.029480580000	27.247418520000	13.574809800000
1.052877866000	24.221112900000	6.968616772000	1.052877866000	27.246614780000	13.574651470000
1.076275152000	24.224002050000	6.968636920000	1.076275152000	27.247070920000	13.575097400000
1.099672438000	24.219563450000	6.968752291000	1.099672438000	27.248022410000	13.574872800000
1.123069724000	24.219667510000	6.969012872000	1.123069724000	27.247441170000	13.574981980000
1.146467010000	24.226859970000	6.969671273000	1.146467010000	27.248898190000	13.575331370000
1.169864296000	24.223587250000	6.968875365000	1.169864296000	27.249246220000	13.575440100000
1.193261582000	24.223851600000	6.967878968000	1.193261582000	27.248748760000	13.574920510000
1.216658868000	24.223683340000	6.967657603000	1.216658868000	27.248712360000	13.575099290000
1.240056153000	24.227125190000	6.967856796000	1.240056153000	27.248671710000	13.575591950000
1.263453439000	24.224095280000	6.968627372000	1.263453439000	27.249081130000	13.575618780000
1.286850725000	24.225529660000	6.966929418000	1.286850725000	27.249281800000	13.575830460000
1.310248011000	24.219300470000	6.971312153000	1.310248011000	27.248230960000	13.576892530000
1.333645297000	24.224077490000	6.966353604000	1.333645297000	27.248037250000	13.578051820000
1.357042583000	24.223125200000	6.959577103000	1.357042583000	27.242699970000	13.580249220000
1.380439869000	24.094020450000	6.970870542000	1.380439869000	27.240504040000	13.589292610000
1.403837155000	24.022996760000	7.024535720000	1.403837155000	27.252577560000	13.632264710000
1.427234441000	24.035976250000	7.064459028000	1.427234441000	27.254500870000	13.644554080000
1.450631727000	23.946749240000	7.054853844000	1.450631727000	27.254212500000	13.653699820000
1.474029013000	23.805437770000	7.059938339000	1.474029013000	27.249042770000	13.667094850000
1.497426299000	23.712042040000	7.113781469000	1.497426299000	27.303036310000	13.716689600000
1.520823584000	23.620045400000	7.145327608000	1.520823584000	27.286384950000	13.728579870000
1.544220870000	23.603032470000	7.163538818000	1.544220870000	27.295412140000	13.730458750000
1.567618156000	23.502556780000	7.242898895000	1.567618156000	27.381983040000	13.788046090000
1.591015442000	23.432566000000	7.311903764000	1.591015442000	27.388875680000	13.810733710000
1.614412728000	23.298560840000	7.347989115000	1.614412728000	27.398940740000	13.853511870000
1.637810014000	23.123920570000	7.396838889000	1.637810014000	27.380193970000	13.882923760000
1.661207300000	22.874669400000	7.439083128000	1.661207300000	27.390909540000	13.903702990000
1.684604586000	22.683305660000	7.495031813000	1.684604586000	27.391942780000	13.944498280000
