GMendbest1			GMext		
t	x	y	t	x	y
0.000000000000	22.979419090000	0.835228727500	0.000000000000	43.465845860000	4.841673366000
0.024361129380	22.979197750000	0.832587786200	0.024361129380	43.465443250000	4.841503334000
0.048722258760	22.977000980000	0.832795668500	0.048722258760	43.465642650000	4.841487987000
0.073083388150	22.978311340000	0.831331669800	0.073083388150	43.465382060000	4.841720105000
0.097444517530	22.978950520000	0.830615333900	0.097444517530	43.465448680000	4.841421931000
0.121805646900	22.977712320000	0.831631003800	0.121805646900	43.465559740000	4.841709196000
0.146166776300	22.979112000000	0.832355048600	0.146166776300	43.465133970000	4.841639745000
0.170527905700	22.979580410000	0.832194044400	0.170527905700	43.465792880000	4.841651130000
0.194889035100	22.979224400000	0.831976030800	0.194889035100	43.465570160000	4.841724438000
0.219250164400	22.979640740000	0.831473976900	0.219250164400	43.465101100000	4.841781345000
0.243611293800	22.979745640000	0.831591571100	0.243611293800	43.465315490000	4.841986183000
0.267972423200	22.979829790000	0.832823977800	0.267972423200	43.465524860000	4.842191275000
0.292333552600	22.975981530000	0.835034819800	0.292333552600	43.465470260000	4.842776576000
0.316694682000	22.974062100000	0.835383038500	0.316694682000	43.465086810000	4.842771144000
0.341055811300	22.974275410000	0.836168372700	0.341055811300	43.464735360000	4.842997666000
0.365416940700	22.976672150000	0.836105173700	0.365416940700	43.465069590000	4.842572760000
0.389778070100	22.979064270000	0.834863218000	0.389778070100	43.465836610000	4.842291791000
0.414139199500	22.980418590000	0.831733543800	0.414139199500	43.464999170000	4.841907079000
0.438500328900	22.982443090000	0.830957696400	0.438500328900	43.464791780000	4.841962829000
0.462861458300	22.987377480000	0.830852175000	0.462861458300	43.464809520000	4.841992221000
0.487222587600	22.984029160000	0.831036041400	0.487222587600	43.465157720000	4.841928052000
0.511583717000	22.984788190000	0.832002846300	0.511583717000	43.465142800000	4.842173083000
0.535944846400	22.985934400000	0.832566049900	0.535944846400	43.465115620000	4.842121077000
0.560305975800	22.983230380000	0.833289972500	0.560305975800	43.464885280000	4.842176934000
0.584667105200	22.984187400000	0.833171185600	0.584667105200	43.465100420000	4.842281156000
0.609028234500	22.980274490000	0.832567737400	0.609028234500	43.465079800000	4.842117284000
0.633389363900	22.979495550000	0.832985983300	0.633389363900	43.464979050000	4.841947263000
0.657750493300	22.982228530000	0.833522373500	0.657750493300	43.464988530000	4.841957201000
0.682111622700	22.980965270000	0.833291343000	0.682111622700	43.465153900000	4.842282878000
0.706472752100	22.979460020000	0.835888248800	0.706472752100	43.465059160000	4.842168778000
0.730833881500	22.978521480000	0.833488610100	0.730833881500	43.465610460000	4.842169488000
0.755195010800	22.975890350000	0.833091447100	0.755195010800	43.465540760000	4.842371724000
0.779556140200	22.817765690000	0.814471076200	0.779556140200	43.464620270000	4.839690793000
0.803917269600	22.794298490000	0.796935745900	0.803917269600	43.464546860000	4.835750465000
0.828278399000	22.781522300000	0.796293587800	0.828278399000	43.464581170000	4.835239484000
0.852639528400	22.753156490000	0.800267266700	0.852639528400	43.462614200000	4.831989662000
0.877000657800	22.595171620000	0.802455510600	0.877000657800	43.459479980000	4.821622549000
0.901361787100	22.443773580000	0.772846888400	0.901361787100	43.454468700000	4.801292448000
0.925722916500	22.395978230000	0.751107926100	0.925722916500	43.453890590000	4.785714783000
0.950084045900	22.201996230000	0.711662027400	0.950084045900	43.449409590000	4.772335829000
0.974445175300	22.037668100000	0.683346375500	0.974445175300	43.449959520000	4.766364238000
0.998806304700	21.750526700000	0.641014155300	0.998806304700	43.446855270000	4.756075220000
1.023167434000	21.736478120000	0.627921626600	1.023167434000	43.446115540000	4.733938449000
1.047528563000	21.569337810000	0.546360269500	1.047528563000	43.435970150000	4.709094357000
1.071889693000	21.336775510000	0.529825282900	1.071889693000	43.436604360000	4.701759067000
1.096250822000	21.084613160000	0.476702678200	1.096250822000	43.436481920000	4.693292835000
1.120611952000	20.714635250000	0.405886880600	1.120611952000	43.435833850000	4.673888057000
1.144973081000	20.645537780000	0.407361763400	1.144973081000	43.436838020000	4.668028206000
1.169334210000	20.485220700000	0.416994269000	1.169334210000	43.434885070000	4.661762385000
1.193695340000	20.324896680000	0.436637219200	1.193695340000	43.434630790000	4.657514707000
1.218056469000	20.138053040000	0.465749009300	1.218056469000	43.433572940000	4.648874851000
1.242417598000	20.156679730000	0.431738056600	1.242417598000	43.430996250000	4.640878902000
1.266778728000	20.070825730000	0.429826875900	1.266778728000	43.430053880000	4.635095320000
1.291139857000	19.907707130000	0.446814524600	1.291139857000	43.430573320000	4.633755566000
1.315500987000	19.854993980000	0.439963904300	1.315500987000	43.429466510000	4.633310950000
1.339862116000	19.701000320000	0.409173044000	1.339862116000	43.428253810000	4.629921975000
1.364223245000	19.597204250000	0.416885185000	1.364223245000	43.427610400000	4.627713557000
1.388584375000	19.465118670000	0.423198722800	1.388584375000	43.426689300000	4.621584974000
1.412945504000	19.368037910000	0.440436812800	1.412945504000	43.426268510000	4.620421503000
1.437306634000	19.313392950000	0.443915868900	1.437306634000	43.423451620000	4.616377091000
1.461667763000	19.084275230000	0.466755417300	1.461667763000	43.423982950000	4.611898931000
1.486028892000	18.953357040000	0.481571233100	1.486028892000	43.424587690000	4.609292677000
1.510390022000	18.926688620000	0.484242124200	1.510390022000	43.424499790000	4.607584527000
1.534751151000	18.856742850000	0.476244332900	1.534751151000	43.425026500000	4.603893979000
1.559112280000	18.640026750000	0.465148895400	1.559112280000	43.423766270000	4.587471478000
1.583473410000	18.474322020000	0.443480323000	1.583473410000	43.424586510000	4.584195860000
1.607834539000	18.358133520000	0.443404848000	1.607834539000	43.424782850000	4.581942616000
1.632195669000	18.262149640000	0.451509155900	1.632195669000	43.424408070000	4.579793706000
1.656556798000	18.204774700000	0.455707383700	1.656556798000	43.424309020000	4.579313903000
1.680917927000	18.136415970000	0.462513458500	1.680917927000	43.424240030000	4.576943820000
1.705279057000	17.970317480000	0.483165362600	1.705279057000	43.422566760000	4.574847326000
1.729640186000	17.932663100000	0.489045500700	1.729640186000	43.423367150000	4.572108479000
1.754001316000	17.864151510000	0.497863700600	1.754001316000	43.423129580000	4.570342243000
1.778362445000	17.733586340000	0.509894879100	1.778362445000	43.423338230000	4.568033354000
1.802723574000	17.714299210000	0.515310048200	1.802723574000	43.423975230000	4.571939358000
1.827084704000	17.690224300000	0.518682414600	1.827084704000	43.421733570000	4.572769219000
1.851445833000	17.610828250000	0.519396447800	1.851445833000	43.420540040000	4.569603818000
1.875806962000	17.546833650000	0.525898401300	1.875806962000	43.419717000000	4.566714916000
1.900168092000	17.476930030000	0.536630313000	1.900168092000	43.419286300000	4.564626760000
1.924529221000	17.402046400000	0.559700210900	1.924529221000	43.417602900000	4.566067349000
1.948890351000	17.364515410000	0.568700803000	1.948890351000	43.418966220000	4.568207966000
1.973251480000	17.284829970000	0.573036441000	1.973251480000	43.418472080000	4.572967094000
1.997612609000	17.243973870000	0.575605164100	1.997612609000	43.418584640000	4.574280913000
2.021973739000	17.199749140000	0.591316945800	2.021973739000	43.417317510000	4.578421890000
2.046334868000	17.141510490000	0.604790158500	2.046334868000	43.417666990000	4.580649360000
2.070695997000	16.982272340000	0.629835235900	2.070695997000	43.417844900000	4.581147279000
