SOLfas			SOLext		
t	x	y	t	x	y
0.0000000000	26.1265502900	9.3944722080	0.0000000000	42.6572656700	16.1149182000
0.0245465034	26.1260042200	9.3940851130	0.0245465034	42.6575203700	16.1149094900
0.0490930067	26.1262067000	9.3945315250	0.0490930067	42.6575052500	16.1143661000
0.0736395101	26.1252492500	9.3946399400	0.0736395101	42.6572742300	16.1150948100
0.0981860134	26.1252016100	9.3945777850	0.0981860134	42.6569655900	16.1144385700
0.1227325168	26.1266182500	9.3946938950	0.1227325168	42.6571522400	16.1148613200
0.1472790201	26.1276902700	9.3946404960	0.1472790201	42.6577377800	16.1144296200
0.1718255235	26.1258007600	9.3951051480	0.1718255235	42.6573543300	16.1151976300
0.1963720268	26.1275323400	9.3948555510	0.1963720268	42.6572949400	16.1151733300
0.2209185302	26.1285460200	9.3945927490	0.2209185302	42.6574837000	16.1143750000
0.2454650335	26.1281539000	9.3944722080	0.2454650335	42.6571185600	16.1151164500
0.2700115369	26.1271779700	9.3947894580	0.2700115369	42.6572012700	16.1144956100
0.2945580402	26.1312682000	9.3950316500	0.2945580402	42.6572522500	16.1146628000
0.3191045436	26.1336706500	9.3943490530	0.3191045436	42.6570540800	16.1152548200
0.3436510469	26.1340435500	9.3944635290	0.3436510469	42.6575383000	16.1150938900
0.3681975503	26.1439886900	9.3945204870	0.3681975503	42.6567459500	16.1152949500
0.3927440536	26.1510016300	9.3935598420	0.3927440536	42.6570285200	16.1148830000
0.4172905570	26.1622989400	9.3926444110	0.4172905570	42.6575691300	16.1155696600
0.4418370603	26.1667777900	9.3945614590	0.4418370603	42.6574541700	16.1154233400
0.4663835637	26.1921713500	9.3944665690	0.4663835637	42.6569035100	16.1154621400
0.4909300670	26.1988271200	9.3939950580	0.4909300670	42.6568161700	16.1156916900
0.5154765704	26.2029773100	9.3940973540	0.5154765704	42.6570862400	16.1156966800
0.5400230737	26.2016209400	9.3946038110	0.5400230737	42.6571075200	16.1158905000
0.5645695771	26.2016076500	9.3946184640	0.5645695771	42.6560448800	16.1161632100
0.5891160804	26.2033256000	9.3947263870	0.5891160804	42.6571758000	16.1160547000
0.6136625838	26.2029151200	9.3949355160	0.6136625838	42.6591529600	16.1162181400
0.6382090871	26.2000855300	9.3949409620	0.6382090871	42.6580493700	16.1163797000
0.6627555905	26.2004029900	9.3947395200	0.6627555905	42.6577271300	16.1170552700
0.6873020938	26.1982521000	9.3948041070	0.6873020938	42.6569244900	16.1165549000
0.7118485972	26.1977862800	9.3952030240	0.7118485972	42.6572844300	16.1164772500
0.7363951005	26.1962104500	9.3951727510	0.7363951005	42.6579839600	16.1169185700
