SOLfas2BEST			SOLext		
t	x	y	t	x	y
0.0000000000000	-9.5999997920000	10.7249997700000	0.0000000000000	-13.3124997100000	14.8499996800000
0.0596125186300	-9.5977967870000	10.7240277500000	0.0596125186300	-13.3123008900000	14.8483517000000
0.1192250373000	-9.5776544890000	10.7243724100000	0.1192250373000	-13.3224193200000	14.8479177100000
0.1788375559000	-9.5662346090000	10.7266082300000	0.1788375559000	-13.3252012900000	14.8446732100000
0.2384500745000	-9.5611793860000	10.7245823000000	0.2384500745000	-13.3365955600000	14.8409397200000
0.2980625931000	-9.5710102400000	10.7268736300000	0.2980625931000	-13.3343022400000	14.8403373800000
0.3576751118000	-9.5815671600000	10.7309354400000	0.3576751118000	-13.3497466900000	14.8331718000000
0.4172876304000	-9.6337286850000	10.7269118000000	0.4172876304000	-13.3595680500000	14.8333204200000
0.4769001490000	-9.6440210720000	10.7253295300000	0.4769001490000	-13.3784566300000	14.8390875900000
0.5365126677000	-9.6409541570000	10.7222747500000	0.5365126677000	-13.4134606000000	14.8448084400000
0.5961251863000	-9.6363610660000	10.7235699900000	0.5961251863000	-13.4407603200000	14.8444263000000
0.6557377049000	-9.6398965280000	10.7254979900000	0.6557377049000	-13.4521474500000	14.8470509500000
0.7153502235000	-9.6267935890000	10.7351801500000	0.7153502235000	-13.4871794400000	14.8537943600000
0.7749627422000	-9.6104917250000	10.7364095600000	0.7749627422000	-13.4962164400000	14.8508591300000
0.8345752608000	-9.6241396150000	10.7353354400000	0.8345752608000	-13.5030708800000	14.8539011000000
0.8941877794000	-9.6053227560000	10.7365607300000	0.8941877794000	-13.5142929700000	14.8543784900000
0.9538002981000	-9.5734183990000	10.7349089300000	0.9538002981000	-13.5446042600000	14.8594611000000
1.0134128170000	-9.5563418960000	10.7322356000000	1.0134128170000	-13.5457044300000	14.8641991500000
1.0730253350000	-9.5013246620000	10.7299426000000	1.0730253350000	-13.5587696800000	14.8604335700000
1.1326378540000	-9.4736596970000	10.7324009800000	1.1326378540000	-13.5903731300000	14.8597477800000
1.1922503730000	-9.4773227680000	10.7293060000000	1.1922503730000	-13.6121110000000	14.8633164800000
1.2518628910000	-9.4739350650000	10.7297827500000	1.2518628910000	-13.6395097400000	14.8629196400000
1.3114754100000	-9.4782033130000	10.7299675900000	1.3114754100000	-13.6757468300000	14.8599713300000
1.3710879280000	-9.4801154980000	10.7301702900000	1.3710879280000	-13.7007391100000	14.8551980500000
1.4307004470000	-9.4787326400000	10.7298317600000	1.4307004470000	-13.7138720900000	14.8502579700000
1.4903129660000	-9.4795223470000	10.7296866100000	1.4903129660000	-13.7198926700000	14.8437726400000
1.5499254840000	-9.4788681600000	10.7306999100000	1.5499254840000	-13.7218440600000	14.8495922100000
1.6095380030000	-9.4707229220000	10.7299250100000	1.6095380030000	-13.7628301300000	14.8449099500000
1.6691505220000	-9.4611854340000	10.7301830200000	1.6691505220000	-13.7904230100000	14.8430249700000
1.7287630400000	-9.4549869810000	10.7300396800000	1.7287630400000	-13.8051000400000	14.8370720000000
1.7883755590000	-9.4722605670000	10.7303736900000	1.7883755590000	-13.8101450000000	14.8376521100000
1.8479880770000	-9.4506984740000	10.7308839400000	1.8479880770000	-13.8240114600000	14.8388252300000
1.9076005960000	-9.4412892570000	10.7299054900000	1.9076005960000	-13.8266209200000	14.8325452000000
1.9672131150000	-9.3721073870000	10.7310410800000	1.9672131150000	-13.8514655300000	14.8303026900000
2.0268256330000	-9.3452992850000	10.7342456700000	2.0268256330000	-13.8678359200000	14.8356675000000
2.0864381520000	-9.3192007830000	10.7350387900000	2.0864381520000	-13.8801807800000	14.8359957000000
2.1460506710000	-9.3109057810000	10.7353770500000	2.1460506710000	-13.9003051000000	14.8375563700000
2.2056631890000	-9.3067317350000	10.7361619100000	2.2056631890000	-13.9243482000000	14.8421186100000
2.2652757080000	-9.2472723040000	10.7344861800000	2.2652757080000	-13.9418588600000	14.8418747300000
2.3248882270000	-9.1999532070000	10.7327087300000	2.3248882270000	-13.9459735300000	14.8426499900000
2.3845007450000	-9.1716320360000	10.7349650800000	2.3845007450000	-13.9534484000000	14.8437433700000
2.4441132640000	-9.1511316740000	10.7353993100000	2.4441132640000	-13.9600735900000	14.8451426200000
2.5037257820000	-9.1303214750000	10.7361756900000	2.5037257820000	-13.9579696900000	14.8445731400000
2.5633383010000	-9.0658331400000	10.7360456300000	2.5633383010000	-13.9595683600000	14.8433134500000
2.6229508200000	-9.0099752690000	10.7359787100000	2.6229508200000	-13.9595541100000	14.8425403800000
2.6825633380000	-8.9874047350000	10.7365542000000	2.6825633380000	-13.9617995200000	14.8402201700000
2.7421758570000	-8.9760333370000	10.7353552800000	2.7421758570000	-13.9638021600000	14.8427422500000
2.8017883760000	-8.9720407610000	10.7360209400000	2.8017883760000	-13.9701411700000	14.8413104100000
2.8614008940000	-8.8917601920000	10.7367205000000	2.8614008940000	-13.9662118700000	14.8403289600000
2.9210134130000	-8.8875187160000	10.7368778900000	2.9210134130000	-13.9916474300000	14.8408023700000
2.9806259310000	-8.8465247110000	10.7372108100000	2.9806259310000	-14.0266094000000	14.8431260300000
3.0402384500000	-8.8242130680000	10.7364277600000	3.0402384500000	-14.0350219800000	14.8458800900000
3.0998509690000	-8.8151041100000	10.7372438900000	3.0998509690000	-14.0436878400000	14.8454330400000
3.1594634870000	-8.7238404830000	10.7389405300000	3.1594634870000	-14.0504278100000	14.8469578800000
3.2190760060000	-8.7007335280000	10.7394769600000	3.2190760060000	-14.0684579500000	14.8474745500000
3.2786885250000	-8.6792312050000	10.7401544900000	3.2786885250000	-14.0747276700000	14.8472764500000
3.3383010430000	-8.6702473390000	10.7402613600000	3.3383010430000	-14.0842231000000	14.8465687400000
3.3979135620000	-8.5830991280000	10.7393973400000	3.3979135620000	-14.0830499900000	14.8441314400000
3.4575260800000	-8.5566732620000	10.7411415700000	3.4575260800000	-14.0850026000000	14.8435633600000
3.5171385990000	-8.5308181780000	10.7408590100000	3.5171385990000	-14.1115696000000	14.8436052800000
3.5767511180000	-8.5068510900000	10.7403756900000	3.5767511180000	-14.1149136700000	14.8402330600000
3.6363636360000	-8.4082638610000	10.7401816100000	3.6363636360000	-14.1020995400000	14.8447724300000
3.6959761550000	-8.4058011970000	10.7365661200000	3.6959761550000	-14.0932968400000	14.8451909100000
3.7555886740000	-8.3950272740000	10.7362758400000	3.7555886740000	-14.0962563200000	14.8460042700000
3.8152011920000	-8.3477713530000	10.7359562700000	3.8152011920000	-14.1079844800000	14.8474762500000
3.8748137110000	-8.3002394250000	10.7344720100000	3.8748137110000	-14.1092110900000	14.8518617500000
3.9344262300000	-8.2568313360000	10.7353044000000	3.9344262300000	-14.1034033100000	14.8491273600000
3.9940387480000	-8.2211104660000	10.7329338700000	3.9940387480000	-14.0964084000000	14.8523002900000
4.0536512670000	-8.1926517470000	10.7325374100000	4.0536512670000	-14.0965340700000	14.8561774400000
4.1132637850000	-8.1662381980000	10.7344344200000	4.1132637850000	-14.0954064500000	14.8551459500000
4.1728763040000	-8.1685628620000	10.7324728900000	4.1728763040000	-14.0985947100000	14.8554603400000
4.2324888230000	-8.1550772780000	10.7377367800000	4.2324888230000	-14.1099182400000	14.8524142000000
4.2921013410000	-8.1394936230000	10.7347807200000	4.2921013410000	-14.1115735800000	14.8504324300000
4.3517138600000	-8.1125712950000	10.7361861200000	4.3517138600000	-14.1388927200000	14.8480484000000
4.4113263790000	-8.1231137650000	10.7372892400000	4.4113263790000	-14.1452240200000	14.8481286100000
4.4709388970000	-8.0981481090000	10.7402295900000	4.4709388970000	-14.1504723800000	14.8509767200000
4.5305514160000	-8.0995160790000	10.7401709800000	4.5305514160000	-14.1839932300000	14.8510988600000
4.5901639340000	-8.0861706070000	10.7434629700000	4.5901639340000	-14.2084402400000	14.8481432200000
4.6497764530000	-8.0738971330000	10.7406492900000	4.6497764530000	-14.2359806500000	14.8466572200000
4.7093889720000	-8.0656916040000	10.7389914900000	4.7093889720000	-14.2407123800000	14.8457461800000
4.7690014900000	-8.0260126120000	10.7310706800000	4.7690014900000	-14.2463759100000	14.8466328400000
4.8286140090000	-8.0063386900000	10.7321765000000	4.8286140090000	-14.2638996200000	14.8499724200000
4.8882265280000	-7.9948975860000	10.7349441200000	4.8882265280000	-14.2705345500000	14.8522527800000
4.9478390460000	-7.9375236850000	10.7441805500000	4.9478390460000	-14.2762943100000	14.8539581100000
5.0074515650000	-7.9406895070000	10.7369079700000	5.0074515650000	-14.2817405000000	14.8554663000000
5.0670640830000	-7.9344556180000	10.7379072300000	5.0670640830000	-14.2977582900000	14.8546884000000
5.1266766020000	-7.9395108610000	10.7423310600000	5.1266766020000	-14.3014965300000	14.8543767600000
5.1862891210000	-7.9303997900000	10.7397796500000	5.1862891210000	-14.3216286700000	14.8544206300000
5.2459016390000	-7.9018644680000	10.7406066500000	5.2459016390000	-14.3203937900000	14.8575324600000
5.3055141580000	-7.9201277230000	10.7424197200000	5.3055141580000	-14.3281008100000	14.8554672600000
5.3651266770000	-7.8628227570000	10.7406883800000	5.3651266770000	-14.3406036400000	14.8555016400000
5.4247391950000	-7.8683021090000	10.7405065200000	5.4247391950000	-14.3507146800000	14.8595751000000
5.4843517140000	-7.8423118030000	10.7395088900000	5.4843517140000	-14.3553731800000	14.8623161300000
5.5439642320000	-7.8208970600000	10.7392041800000	5.5439642320000	-14.3412901900000	14.8635462900000
5.6035767510000	-7.8175392020000	10.7415164100000	5.6035767510000	-14.3423587600000	14.8621581000000
5.6631892700000	-7.8090419440000	10.7421317100000	5.6631892700000	-14.3336529400000	14.8566278900000
5.7228017880000	-7.7942186540000	10.7445747800000	5.7228017880000	-14.3405273400000	14.8589996900000
5.7824143070000	-7.7789435380000	10.7489490000000	5.7824143070000	-14.3416446900000	14.8587237200000
5.8420268260000	-7.7741534160000	10.7500229900000	5.8420268260000	-14.3705624100000	14.8590726000000
5.9016393440000	-7.7723419900000	10.7440581100000	5.9016393440000	-14.3797180300000	14.8546129800000
5.9612518630000	-7.7004705380000	10.7460497400000	5.9612518630000	-14.3583195800000	14.8554182100000
6.0208643820000	-7.6817582610000	10.7506333600000	6.0208643820000	-14.3725477200000	14.8568426400000
6.0804769000000	-7.6430316280000	10.7446106900000	6.0804769000000	-14.3864572700000	14.8566907800000
6.1400894190000	-7.6253931760000	10.7423730400000	6.1400894190000	-14.3728107500000	14.8591774400000
6.1997019370000	-7.5294021380000	10.7493297200000	6.1997019370000	-14.3676187100000	14.8586107000000
6.2593144560000	-7.5141562380000	10.7532213800000	6.2593144560000	-14.3867614200000	14.8553247500000
6.3189269750000	-7.4898328630000	10.7526687900000	6.3189269750000	-14.3788283400000	14.8586415900000
6.3785394930000	-7.4747650300000	10.7538558900000	6.3785394930000	-14.3682551600000	14.8596448500000
6.4381520120000	-7.3713524260000	10.7654861000000	6.4381520120000	-14.3596321300000	14.8586804700000
6.4977645310000	-7.3336499250000	10.7623165200000	6.4977645310000	-14.3573266700000	14.8599259200000
6.5573770490000	-7.3124092540000	10.7640422700000	6.5573770490000	-14.3660468500000	14.8578590400000
6.6169895680000	-7.2617153990000	10.7594076200000	6.6169895680000	-14.3568569700000	14.8581044000000
6.6766020860000	-7.2098753420000	10.7662873500000	6.6766020860000	-14.3585036600000	14.8578890200000
6.7362146050000	-7.1478992450000	10.7619378900000	6.7362146050000	-14.3551801000000	14.8589275100000
