SOLfas			SOLext		
t	x	y	t	x	y
0.0000000000	23.0055419500	9.5561318680	0.0000000000	41.0392285600	16.9106741500
0.0182972572	23.0058252200	9.5558374370	0.0182972572	41.0390648500	16.9108872800
0.0365945145	23.0052427800	9.5558800400	0.0365945145	41.0392103500	16.9105752300
0.0548917717	23.0043706000	9.5562936870	0.0548917717	41.0395377800	16.9105881200
0.0731890290	23.0055806500	9.5559954080	0.0731890290	41.0394541800	16.9108580200
0.0914862862	23.0056477700	9.5559829400	0.0914862862	41.0399760500	16.9101792700
0.1097835434	23.0049157000	9.5563992850	0.1097835434	41.0391002500	16.9109264500
0.1280808007	23.0038225600	9.5561091250	0.1280808007	41.0393952300	16.9106525400
0.1463780579	23.0050680200	9.5561377110	0.1463780579	41.0392412500	16.9106559100
0.1646753152	23.0058602500	9.5561320940	0.1646753152	41.0397990200	16.9103949100
0.1829725724	23.0046545400	9.5557949080	0.1829725724	41.0390674400	16.9106490900
0.2012698297	23.0050427100	9.5561520140	0.2012698297	41.0389695800	16.9107957000
0.2195670869	23.0044838500	9.5563928600	0.2195670869	41.0400577400	16.9105776100
0.2378643441	23.0040657900	9.5559290820	0.2378643441	41.0390476900	16.9104865000
0.2561616014	23.0039047900	9.5559235990	0.2561616014	41.0392824600	16.9101573900
0.2744588586	23.0056785400	9.5562674010	0.2744588586	41.0395684100	16.9106012800
0.2927561159	23.0063161500	9.5562673970	0.2927561159	41.0396104100	16.9103065300
0.3110533731	23.0063584000	9.5561511920	0.3110533731	41.0395507900	16.9105611900
0.3293506303	23.0061039100	9.5559737500	0.3293506303	41.0387046800	16.9108879300
0.3476478876	23.0065919200	9.5560668030	0.3476478876	41.0393922200	16.9104133300
0.3659451448	23.0076179100	9.5563613650	0.3659451448	41.0395761900	16.9105197900
0.3842424021	23.0107999300	9.5558967180	0.3842424021	41.0395968700	16.9106350500
0.4025396593	23.0123985600	9.5563975050	0.4025396593	41.0393037700	16.9105335200
0.4208369165	23.0100333700	9.5565928410	0.4208369165	41.0387855800	16.9105609300
0.4391341738	23.0101382700	9.5563080830	0.4391341738	41.0387879600	16.9106246600
0.4574314310	23.0143780600	9.5569933250	0.4574314310	41.0393610800	16.9104844400
0.4757286883	23.0156291600	9.5571590440	0.4757286883	41.0395513600	16.9107107000
0.4940259455	23.0171290900	9.5572028610	0.4940259455	41.0393753400	16.9106794800
0.5123232028	23.0165851700	9.5576720580	0.5123232028	41.0398034800	16.9108084700
0.5306204600	23.0192601900	9.5578351830	0.5306204600	41.0393829900	16.9110007200
0.5489177172	23.0190457600	9.5574578370	0.5489177172	41.0395433200	16.9107093300
