GMfasSAME			GMext		
t	x	y	t	x	y
0.00000000000000	2.52588634900000	0.89922342650000	0.0000000000000	21.2801703500000	11.2374672600000
0.01838809922000	2.52532207100000	0.89930878170000	0.0183880992200	21.2803849600000	11.2377225100000
0.03677619844000	2.52471511400000	0.89968399300000	0.0367761984400	21.2799803000000	11.2377920900000
0.05516429767000	2.52465372200000	0.89988797400000	0.0551642976700	21.2795694100000	11.2375575600000
0.07355239689000	2.52437275300000	0.90018144420000	0.0735523968900	21.2802556900000	11.2378030800000
0.09194049611000	2.52470068400000	0.90039551230000	0.0919404961100	21.2802131600000	11.2378964300000
0.11032859530000	2.52440214800000	0.90028805010000	0.1103285953000	21.2802216900000	11.2378765500000
0.12871669460000	2.52527736500000	0.90063028470000	0.1287166946000	21.2800716700000	11.2381093800000
0.14710479380000	2.52514536300000	0.90056200230000	0.1471047938000	21.2800010400000	11.2376927700000
0.16549289300000	2.52532128900000	0.90019847260000	0.1654928930000	21.2800662900000	11.2381898700000
0.18388099220000	2.52582401000000	0.90045497660000	0.1838809922000	21.2799950700000	11.2379246400000
0.20226909140000	2.52669757900000	0.90016887530000	0.2022690914000	21.2797350500000	11.2377977300000
0.22065719070000	2.52632427100000	0.89963896290000	0.2206571907000	21.2804687400000	11.2377819300000
0.23904528990000	2.52590738100000	0.89953656790000	0.2390452899000	21.2798408500000	11.2378039100000
0.25743338910000	2.52593170300000	0.89939833410000	0.2574333891000	21.2799118400000	11.2378931200000
0.27582148830000	2.52651537300000	0.89938333750000	0.2758214883000	21.2799845500000	11.2381506200000
0.29420958760000	2.52591430700000	0.89927849600000	0.2942095876000	21.2796408500000	11.2377776000000
0.31259768680000	2.52636548900000	0.89906666850000	0.3125976868000	21.2796595800000	11.2377296000000
0.33098578600000	2.52588879800000	0.89892658900000	0.3309857860000	21.2797338700000	11.2376869100000
0.34937388520000	2.52581181400000	0.89899509580000	0.3493738852000	21.2799191300000	11.2378598400000
0.36776198440000	2.52556993500000	0.89892765600000	0.3677619844000	21.2793173200000	11.2376147000000
0.38615008370000	2.52528065000000	0.89886842230000	0.3861500837000	21.2797461300000	11.2378308600000
0.40453818290000	2.52398911000000	0.89896713190000	0.4045381829000	21.2794418600000	11.2375234700000
0.42292628210000	2.52192514200000	0.89934613820000	0.4229262821000	21.2794696700000	11.2379505900000
0.44131438130000	2.52159907600000	0.89935441310000	0.4413143813000	21.2796484300000	11.2381856000000
0.45970248060000	2.52119033600000	0.90077147070000	0.4597024806000	21.2789801000000	11.2383481600000
