GMfas4BESTUSED			GMext		
t	x	y	t	x	y
0.000000000000	40.025283250000	0.976537508600	0.000000000000	45.785110890000	15.402762290000
0.023829381630	40.024603350000	0.976334511300	0.023829381630	45.784841730000	15.402112000000
0.047658763260	40.024853200000	0.976470220200	0.047658763260	45.784800190000	15.401978420000
0.071488144880	40.024820460000	0.976748139400	0.071488144880	45.784405820000	15.402226160000
0.095317526510	40.025151430000	0.976584626300	0.095317526510	45.784580100000	15.402157260000
0.119146908100	40.024928540000	0.976746866400	0.119146908100	45.784732730000	15.402116490000
0.142976289800	40.025072870000	0.976653834400	0.142976289800	45.784369900000	15.402260810000
0.166805671400	40.024417860000	0.976691889100	0.166805671400	45.784840710000	15.402196500000
0.190635053000	40.024916720000	0.976490237100	0.190635053000	45.784216020000	15.402223350000
0.214464434600	40.024180890000	0.976880459700	0.214464434600	45.784218890000	15.402282900000
0.238293816300	40.024815520000	0.976672120800	0.238293816300	45.783963900000	15.402339630000
0.262123197900	40.025085430000	0.976770487600	0.262123197900	45.783874990000	15.402241520000
0.285952579500	40.021575750000	0.977747294800	0.285952579500	45.784202490000	15.402386100000
0.309781961200	40.019908570000	0.978059715500	0.309781961200	45.783846760000	15.402059660000
0.333611342800	40.018820500000	0.977868108300	0.333611342800	45.783240800000	15.402315990000
0.357440724400	40.019854770000	0.977741079900	0.357440724400	45.783597370000	15.402561410000
0.381270106000	40.018971730000	0.977953356700	0.381270106000	45.783046560000	15.402644740000
0.405099487700	40.020780670000	0.977223777500	0.405099487700	45.782429140000	15.402602860000
0.428928869300	40.021218860000	0.977623040500	0.428928869300	45.781885720000	15.402997090000
0.452758250900	40.021129240000	0.976967725800	0.452758250900	45.781816180000	15.403251750000
0.476587632600	40.021761910000	0.976920487100	0.476587632600	45.779684090000	15.403939600000
0.500417014200	40.020838420000	0.977391615200	0.500417014200	45.781386840000	15.403200090000
0.524246395800	40.020240710000	0.977315496400	0.524246395800	45.780894510000	15.403100520000
0.548075777400	40.022077220000	0.977176102700	0.548075777400	45.780490180000	15.403373820000
0.571905159100	40.022818990000	0.976961757500	0.571905159100	45.779536030000	15.403856290000
0.595734540700	40.020994360000	0.977705437200	0.595734540700	45.779821220000	15.403256080000
0.619563922300	40.022050400000	0.977239000200	0.619563922300	45.779519880000	15.403518260000
0.643393303900	40.022381260000	0.977198101900	0.643393303900	45.779968670000	15.403194730000
0.667222685600	40.022554240000	0.976910557600	0.667222685600	45.780260780000	15.403257880000
0.691052067200	40.023202010000	0.977057837100	0.691052067200	45.778944670000	15.403346380000
0.714881448800	40.023277150000	0.977255170100	0.714881448800	45.779640940000	15.403517000000
0.738710830500	40.022594830000	0.977324278000	0.738710830500	45.778382570000	15.404122690000
0.762540212100	40.022071340000	0.977525894300	0.762540212100	45.778188510000	15.403676830000
0.786369593700	40.022635240000	0.977115399100	0.786369593700	45.777525590000	15.403253930000
0.810198975300	40.021808720000	0.977197132800	0.810198975300	45.778731640000	15.402999500000
0.834028357000	40.022643170000	0.977306560200	0.834028357000	45.778263770000	15.403537090000
0.857857738600	40.023758900000	0.977102837700	0.857857738600	45.777400580000	15.402947810000
0.881687120200	40.023494230000	0.976975236100	0.881687120200	45.777500190000	15.403655370000
0.905516501800	40.023280570000	0.976735860600	0.905516501800	45.778392010000	15.403476130000
0.929345883500	40.021185670000	0.977811216600	0.929345883500	45.777051170000	15.403185790000
0.953175265100	40.021040980000	0.977605155400	0.953175265100	45.777337190000	15.403537050000
0.977004646700	40.019778600000	0.978055636100	0.977004646700	45.776934960000	15.404044530000
1.000834028000	40.019866000000	0.977971552600	1.000834028000	45.776363220000	15.403448380000
1.024663410000	40.020967380000	0.978022121100	1.024663410000	45.775496070000	15.404251130000
1.048492792000	40.020747730000	0.978104048700	1.048492792000	45.773956190000	15.404598340000
1.072322173000	40.018134000000	0.978109447700	1.072322173000	45.774116080000	15.405500090000
1.096151555000	40.019082820000	0.978141462200	1.096151555000	45.773089490000	15.405552410000
1.119980936000	40.019705850000	0.977857631500	1.119980936000	45.773571960000	15.405087590000
1.143810318000	40.020395230000	0.977500968000	1.143810318000	45.772276670000	15.405572280000
1.167639700000	40.019265060000	0.977790167300	1.167639700000	45.772030390000	15.405487730000
1.191469081000	40.021677370000	0.977515181300	1.191469081000	45.772547230000	15.405589490000
1.215298463000	40.021146640000	0.977784062900	1.215298463000	45.773456760000	15.405162630000
1.239127845000	40.021947250000	0.977647770800	1.239127845000	45.773925580000	15.404516170000
1.262957226000	40.021588920000	0.977755926200	1.262957226000	45.772841430000	15.405129040000
1.286786608000	40.022192080000	0.977508084300	1.286786608000	45.771240540000	15.405791890000
1.310615990000	40.021530290000	0.977550044500	1.310615990000	45.770670670000	15.405623500000
1.334445371000	40.021204880000	0.977868740100	1.334445371000	45.771231580000	15.405552370000
1.358274753000	40.020788180000	0.977746249300	1.358274753000	45.771038940000	15.405266410000
1.382104134000	40.021369870000	0.977449824400	1.382104134000	45.770078910000	15.405978740000
1.405933516000	40.021078190000	0.977624539000	1.405933516000	45.771824250000	15.405129450000
1.429762898000	40.022075230000	0.977724788300	1.429762898000	45.771338150000	15.405529510000
1.453592279000	40.021930330000	0.977311673500	1.453592279000	45.771921580000	15.405386790000
1.477421661000	40.022555030000	0.977450709900	1.477421661000	45.771590860000	15.405202010000
1.501251043000	40.021748350000	0.977302149700	1.501251043000	45.772945440000	15.404999900000
1.525080424000	40.021688740000	0.977313359000	1.525080424000	45.771432640000	15.405484650000
1.548909806000	40.023668670000	0.977193649900	1.548909806000	45.771348900000	15.405399210000
1.572739187000	40.023372010000	0.977009889500	1.572739187000	45.772313040000	15.404968030000
1.596568569000	40.022556620000	0.977092106900	1.596568569000	45.770811120000	15.404921020000
1.620397951000	40.023448170000	0.977193990400	1.620397951000	45.771811670000	15.404908510000
1.644227332000	40.022021040000	0.977384674200	1.644227332000	45.770807520000	15.404994480000
1.668056714000	40.022361190000	0.976915994900	1.668056714000	45.771334410000	15.404796180000
1.691886096000	40.023459780000	0.976979631600	1.691886096000	45.771396620000	15.404762640000
1.715715477000	40.023800940000	0.977278355600	1.715715477000	45.770725180000	15.405861180000
1.739544859000	40.022195080000	0.977348453400	1.739544859000	45.770552630000	15.405148030000
1.763374240000	40.021923360000	0.978040775800	1.763374240000	45.766767130000	15.405602830000
1.787203622000	40.021666250000	0.977997474800	1.787203622000	45.770224500000	15.405404610000
1.811033004000	40.020643020000	0.977970905700	1.811033004000	45.768269300000	15.405798200000
1.834862385000	40.020182740000	0.978085760500	1.834862385000	45.768324760000	15.405535860000
1.858691767000	40.017961480000	0.978764624100	1.858691767000	45.767357070000	15.405777830000
1.882521149000	40.019686030000	0.977941998700	1.882521149000	45.767726570000	15.405483540000
1.906350530000	40.020306110000	0.977935292300	1.906350530000	45.766683360000	15.406280580000
1.930179912000	40.021009430000	0.977725466300	1.930179912000	45.768708680000	15.405646030000
1.954009293000	40.011804150000	0.978352732600	1.954009293000	45.766763510000	15.406037410000
1.977838675000	40.010346210000	0.978274927900	1.977838675000	45.767488180000	15.405655350000
2.001668057000	39.890593090000	0.991801738800	2.001668057000	45.766613520000	15.405450570000
2.025497438000	39.827826530000	0.995084447000	2.025497438000	45.767977780000	15.404580580000
2.049326820000	39.759585230000	0.970604423500	2.049326820000	45.766880990000	15.404875750000
2.073156202000	39.671502030000	0.972029952900	2.073156202000	45.768601800000	15.404565120000
2.096985583000	39.530042260000	0.983683334000	2.096985583000	45.767158070000	15.404703530000
2.120814965000	39.379425180000	1.001034480000	2.120814965000	45.767719500000	15.404581460000
2.144644346000	39.259202210000	1.019543505000	2.144644346000	45.767700000000	15.404695470000
2.168473728000	39.197786010000	0.998653740000	2.168473728000	45.766882120000	15.404504950000
2.192303110000	38.777834940000	1.048476001000	2.192303110000	45.767621950000	15.403941480000
2.216132491000	38.716296140000	1.018711666000	2.216132491000	45.769125420000	15.403981980000
2.239961873000	38.338826360000	1.064585784000	2.239961873000	45.768947280000	15.404515680000
2.263791255000	38.023959630000	1.122936981000	2.263791255000	45.770991230000	15.403561520000
2.287620636000	37.816913230000	1.139840308000	2.287620636000	45.770556000000	15.403431150000
2.311450018000	37.780117110000	1.120290135000	2.311450018000	45.770320830000	15.403531860000
2.335279399000	37.541402300000	1.135484247000	2.335279399000	45.770174960000	15.404609540000
2.359108781000	37.286515570000	1.111033056000	2.359108781000	45.767812080000	15.405356770000
2.382938163000	37.139821850000	1.125706088000	2.382938163000	45.768858970000	15.403683360000
2.406767544000	36.740109260000	1.199726458000	2.406767544000	45.768727100000	15.404670740000
2.430596926000	36.533548550000	1.219231396000	2.430596926000	45.767083910000	15.404689870000
2.454426308000	36.410691770000	1.213197815000	2.454426308000	45.768094230000	15.404547980000
2.478255689000	36.072241220000	1.334127365000	2.478255689000	45.766376120000	15.405130070000
2.502085071000	35.605713570000	1.467726559000	2.502085071000	45.764223470000	15.405585700000
2.525914453000	35.372645660000	1.549550755000	2.525914453000	45.762081350000	15.407902520000
2.549743834000	35.092907630000	1.607870572000	2.549743834000	45.760619290000	15.409135730000
2.573573216000	34.945652880000	1.638009202000	2.573573216000	45.759993390000	15.409806340000
2.597402597000	34.675167830000	1.703636814000	2.597402597000	45.756921160000	15.409968280000
2.621231979000	34.225024180000	1.776032352000	2.621231979000	45.762733310000	15.408701910000
2.645061361000	34.067742790000	1.812860061000	2.645061361000	45.760090660000	15.409659740000
2.668890742000	33.448056480000	1.906937358000	2.668890742000	45.760389260000	15.409099940000
2.692720124000	33.012179150000	1.989617152000	2.692720124000	45.758781710000	15.407737160000
2.716549506000	32.711788680000	1.991320834000	2.716549506000	45.756316750000	15.408201140000
2.740378887000	32.263123810000	2.017214023000	2.740378887000	45.749895600000	15.410457210000
2.764208269000	31.943678430000	2.028498176000	2.764208269000	45.743908180000	15.415806280000
