CALtendJULY			CALext		
t	x	y	t	x	y
0.000000000000	7.622638034000	9.601997081000	0	-9.633043455	14.44365534
0.023864070260	7.620556780000	9.602081464000	0.02386407	-9.632921141	14.44134583
0.047728140510	7.621057339000	9.602077540000	0.047728141	-9.631670884	14.4402513
0.071592210770	7.620995446000	9.601973400000	0.071592211	-9.6324794	14.44038788
0.095456281020	7.624719704000	9.602070162000	0.095456281	-9.633455416	14.44117122
0.119320351300	7.622988267000	9.601797504000	0.119320351	-9.632981787	14.44120838
0.143184421500	7.624056403000	9.601702289000	0.143184422	-9.63306807	14.44110841
0.167048491800	7.625872295000	9.602051316000	0.167048492	-9.633566929	14.44114759
0.190912562000	7.624275928000	9.601856588000	0.190912562	-9.631574639	14.44147386
0.214776632300	7.624757258000	9.601465930000	0.214776632	-9.631814381	14.44102918
0.238640702600	7.626333954000	9.601688100000	0.238640703	-9.632025011	14.44109169
0.262504772800	7.626316875000	9.601787760000	0.262504773	-9.630711604	14.4412009
0.286368843100	7.624119327000	9.601619620000	0.286368843	-9.632741754	14.44052272
0.310232913300	7.623377085000	9.601955317000	0.310232913	-9.632142595	14.44111879
0.334096983600	7.625704500000	9.601517309000	0.334096984	-9.63517332	14.44193282
0.357961053800	7.624093355000	9.601600888000	0.357961054	-9.633980837	14.44095779
0.381825124100	7.624584969000	9.601314525000	0.381825124	-9.633221909	14.44157398
0.405689194300	7.624429277000	9.601110500000	0.405689194	-9.632821449	14.44095244
0.429553264600	7.624744672000	9.600927693000	0.429553265	-9.63475813	14.44100887
0.453417334900	7.618126847000	9.599995375000	0.453417335	-9.633416821	14.44133564
0.477281405100	7.617646922000	9.599438057000	0.477281405	-9.632180054	14.44148549
0.501145475400	7.616078451000	9.597862976000	0.501145475	-9.632432242	14.44109577
0.525009545600	7.613988302000	9.596730395000	0.525009546	-9.632445114	14.4414204
0.548873615900	7.607349266000	9.593864705000	0.548873616	-9.634256109	14.44169764
0.572737686100	7.592900813000	9.583640555000	0.572737686	-9.633468301	14.44162418
0.596601756400	7.578834231000	9.577722684000	0.596601756	-9.63248639	14.44120221
0.620465826700	7.569316840000	9.574347439000	0.620465827	-9.633418402	14.44137013
0.644329896900	7.566785829000	9.573133000000	0.644329897	-9.629621918	14.44164327
0.668193967200	7.564359237000	9.569928935000	0.668193967	-9.630623316	14.4426161
0.692058037400	7.562218523000	9.564992120000	0.692058037	-9.631524959	14.4421471
0.715922107700	7.563673542000	9.563619805000	0.715922108	-9.632740986	14.44159781
0.739786177900	7.546555601000	9.558183295000	0.739786178	-9.632990634	14.44114435
0.763650248200	7.459326230000	9.527746725000	0.763650248	-9.632372832	14.44191205
0.787514318400	7.440977038000	9.518610988000	0.787514318	-9.629999509	14.44175433
0.811378388700	7.406740006000	9.506112758000	0.811378389	-9.629124477	14.44255971
0.835242459000	7.374292664000	9.500912437000	0.835242459	-9.628997623	14.44235979
0.859106529200	7.361385997000	9.500125545000	0.859106529	-9.630494367	14.44254074
0.882970599500	7.366309355000	9.498806763000	0.8829706	-9.627845773	14.44242696
0.906834669700	7.365331017000	9.499858408000	0.90683467	-9.627473384	14.44230063
0.930698740000	7.373933839000	9.500492724000	0.93069874	-9.625848551	14.44309565
0.954562810200	7.371181303000	9.500759753000	0.95456281	-9.627884019	14.44245959
0.978426880500	7.371197492000	9.500517926000	0.978426881	-9.627982014	14.44252215
1.002290951000	7.386869606000	9.503051450000	1.002290951	-9.623778155	14.44292251
1.026155021000	7.393746418000	9.502434094000	1.026155021	-9.622391365	14.44346752
1.050019091000	7.402881590000	9.500764753000	1.050019091	-9.621024594	14.44323696
1.073883162000	7.413550602000	9.499722568000	1.073883162	-9.621699048	14.44293209
1.097747232000	7.389592927000	9.499919747000	1.097747232	-9.621473018	14.44407102
1.121611302000	7.354345915000	9.500704943000	1.121611302	-9.620334825	14.44243816
1.145475372000	7.341626156000	9.501282113000	1.145475372	-9.618441924	14.44369628
1.169339443000	7.327512793000	9.502590729000	1.169339443	-9.613043702	14.44370203
1.193203513000	7.312121993000	9.504121247000	1.193203513	-9.61495381	14.44643244
1.217067583000	7.266250749000	9.504817645000	1.217067583	-9.612788663	14.44625104
1.240931653000	7.259797438000	9.504641992000	1.240931653	-9.617588221	14.44542128
1.264795724000	7.196108206000	9.505647975000	1.264795724	-9.615834302	14.4465085
1.288659794000	7.157964601000	9.504071610000	1.288659794	-9.613522901	14.44682945
1.312523864000	7.081680072000	9.504269859000	1.312523864	-9.612073366	14.44370277
1.336387934000	7.040544628000	9.506125896000	1.336387934	-9.617975857	14.44558704
1.360252005000	6.998229543000	9.507045383000	1.360252005	-9.620450294	14.44598761
1.384116075000	6.923615166000	9.507658876000	1.384116075	-9.616390703	14.44419135
1.407980145000	6.888676920000	9.507748813000	1.407980145	-9.615973597	14.44563993
1.431844215000	6.850937880000	9.509277399000	1.431844215	-9.615603479	14.44565232
1.455708286000	6.834288206000	9.507970744000	1.455708286	-9.615688439	14.44497729
1.479572356000	6.832706819000	9.507264066000	1.479572356	-9.621577458	14.44538899
1.503436426000	6.832266545000	9.506691998000	1.503436426	-9.617145966	14.44505593
1.527300496000	6.822783107000	9.505299480000	1.527300496	-9.617568168	14.44384402
1.551164567000	6.826565811000	9.504556199000	1.551164567	-9.618729952	14.44382404
1.575028637000	6.811641069000	9.504497924000	1.575028637	-9.619885618	14.4445621
1.598892707000	6.805195440000	9.504498773000	1.598892707	-9.624164171	14.44556255
1.622756777000	6.794530211000	9.504872228000	1.622756777	-9.622159908	14.44514133
1.646620848000	6.767560965000	9.505533644000	1.646620848	-9.623999411	14.44531994
1.670484918000	6.729143742000	9.505737871000	1.670484918	-9.619637703	14.44602721
1.694348988000	6.704882924000	9.505932943000	1.694348988	-9.626282889	14.44658154
1.718213058000	6.683670196000	9.505436038000	1.718213058	-9.623700706	14.44622088
