CALtendJULY			CALext		
t	x	y	t	x	y
1.742077129000	6.660527225000	9.505419761000	1.742077129	-9.62716483	14.44651955
1.765941199000	6.636548016000	9.505430680000	1.765941199	-9.622577916	14.44627028
1.789805269000	6.539718364000	9.507650281000	1.789805269	-9.617597877	14.44860707
1.813669339000	6.521286824000	9.507448402000	1.813669339	-9.629169993	14.44687145
1.837533410000	6.483697265000	9.508145627000	1.83753341	-9.628494738	14.44771932
1.861397480000	6.373134530000	9.510213611000	1.86139748	-9.631858637	14.44965806
1.885261550000	6.359565639000	9.510100581000	1.88526155	-9.640027511	14.44937345
1.909125620000	6.330908846000	9.510005625000	1.90912562	-9.639657667	14.4497473
1.932989691000	6.279574878000	9.511240681000	1.932989691	-9.636849709	14.44900906
1.956853761000	6.246687804000	9.512731179000	1.956853761	-9.641585273	14.44891772
1.980717831000	6.223007429000	9.512647746000	1.980717831	-9.647940694	14.45065588
2.004581901000	6.167324128000	9.518376292000	2.004581901	-9.643570536	14.44866912
2.028445972000	6.131543114000	9.520808983000	2.028445972	-9.643091521	14.44784859
2.052310042000	6.130933406000	9.520108336000	2.052310042	-9.644485784	14.44880638
2.076174112000	6.129913315000	9.517662858000	2.076174112	-9.642792255	14.44915022
2.100038183000	6.120827821000	9.518647019000	2.100038183	-9.645801314	14.44730634
2.123902253000	6.110531065000	9.512000490000	2.123902253	-9.643679527	14.44715071
2.147766323000	6.093243713000	9.517413155000	2.147766323	-9.643900072	14.4478023
2.171630393000	6.086992696000	9.515596989000	2.171630393	-9.642832101	14.44760459
2.195494464000	6.088668631000	9.515547204000	2.195494464	-9.64948994	14.44763952
2.219358534000	6.082204429000	9.514376642000	2.219358534	-9.646747122	14.44611964
2.243222604000	6.069549936000	9.515422400000	2.243222604	-9.645384979	14.44646036
2.267086674000	6.064997412000	9.514628451000	2.267086674	-9.64883755	14.44604845
2.290950745000	6.053911834000	9.509795155000	2.290950745	-9.651757329	14.4471682
2.314814815000	6.059628912000	9.507915541000	2.314814815	-9.644688084	14.44570166
2.338678885000	6.058525400000	9.506515608000	2.338678885	-9.643032953	14.44602919
2.362542955000	6.063318868000	9.504914732000	2.362542955	-9.642158719	14.44566021
2.386407026000	6.067569760000	9.504340178000	2.386407026	-9.644821452	14.44571202
2.410271096000	6.062329789000	9.502379931000	2.410271096	-9.643204546	14.44562383
2.434135166000	6.063220231000	9.501758737000	2.434135166	-9.641041495	14.44744473
2.457999236000	6.054444877000	9.502390219000	2.457999236	-9.638641354	14.44618388
2.481863307000	6.026373727000	9.501646420000	2.481863307	-9.640820796	14.44425633
2.505727377000	5.939113782000	9.499958270000	2.505727377	-9.645076383	14.44707376
2.529591447000	5.894660591000	9.499412682000	2.529591447	-9.639069886	14.44661049
2.553455517000	5.890037886000	9.499752427000	2.553455517	-9.641250656	14.44733576
2.577319588000	5.823936275000	9.500501999000	2.577319588	-9.640404958	14.44573556
2.601183658000	5.779852522000	9.500078615000	2.601183658	-9.642025423	14.44544289
2.625047728000	5.746964352000	9.501658537000	2.625047728	-9.640639657	14.44572178
2.648911798000	5.712057614000	9.500938401000	2.648911798	-9.642604442	14.44601375
2.672775869000	5.674322253000	9.502412379000	2.672775869	-9.648985888	14.44615627
2.696639939000	5.641558273000	9.503164887000	2.696639939	-9.645640395	14.44609066
2.720504009000	5.625161192000	9.503726933000	2.720504009	-9.645255296	14.44656551
2.744368079000	5.600374254000	9.504659206000	2.744368079	-9.64643915	14.44576849
2.768232150000	5.513705864000	9.504330623000	2.76823215	-9.651882431	14.44569989
2.792096220000	5.473607408000	9.506939459000	2.79209622	-9.650173462	14.44578023
2.815960290000	5.458458776000	9.507084003000	2.81596029	-9.645446335	14.44535467
2.839824360000	5.421290081000	9.506961785000	2.83982436	-9.651925888	14.44750701
2.863688431000	5.384077551000	9.507728317000	2.863688431	-9.655312633	14.44635742
2.887552501000	5.351694549000	9.506935215000	2.887552501	-9.650385692	14.4463796
2.911416571000	5.331364320000	9.506408939000	2.911416571	-9.64932456	14.44586233
2.935280641000	5.297235772000	9.507062691000	2.935280641	-9.65405517	14.446177
2.959144712000	5.304395656000	9.505211613000	2.959144712	-9.650800777	14.44748379
2.983008782000	5.311869809000	9.505508105000	2.983008782	-9.652074887	14.44861082
3.006872852000	5.313677707000	9.504677996000	3.006872852	-9.650225173	14.44785291
3.030736922000	5.321735311000	9.503639259000	3.030736922	-9.649789393	14.44735525
3.054600993000	5.333252403000	9.502803062000	3.054600993	-9.653031655	14.44717154
3.078465063000	5.321469841000	9.502198316000	3.078465063	-9.645579685	14.44675447
3.102329133000	5.318076473000	9.502358626000	3.102329133	-9.643174602	14.44642739
3.126193204000	5.308686871000	9.502092214000	3.126193204	-9.647914893	14.44649641
3.150057274000	5.256780859000	9.497966645000	3.150057274	-9.642832107	14.44614665
3.173921344000	5.195686220000	9.496197807000	3.173921344	-9.645937681	14.44589881
3.197785414000	5.178015587000	9.495039103000	3.197785414	-9.64717501	14.44565806
3.221649485000	5.176544672000	9.495417399000	3.221649485	-9.64540264	14.44429008
3.245513555000	5.156039218000	9.494937639000	3.245513555	-9.644746471	14.44490687
3.269377625000	5.107923192000	9.493081513000	3.269377625	-9.648938326	14.44524463
3.293241695000	5.030579598000	9.490532659000	3.293241695	-9.644295481	14.44474298
3.317105766000	5.021435738000	9.491377174000	3.317105766	-9.643251555	14.44671845
3.340969836000	4.910784741000	9.486445966000	3.340969836	-9.643572169	14.44422059
3.364833906000	4.896376676000	9.486848601000	3.364833906	-9.646082456	14.44532213
3.388697976000	4.876476483000	9.486914617000	3.388697976	-9.643604481	14.4448582
3.412562047000	4.861790627000	9.482056481000	3.412562047	-9.643662506	14.44595654
3.436426117000	4.878794230000	9.481764193000	3.436426117	-9.647099256	14.44460682
3.460290187000	4.886534118000	9.484408492000	3.460290187	-9.648488367	14.44496525
3.484154257000	4.936216195000	9.476549054000	3.484154257	-9.644022445	14.44144889
3.508018328000	4.950701475000	9.475179601000	3.508018328	-9.647732257	14.44244035
3.531882398000	4.954332370000	9.479538067000	3.531882398	-9.649113291	14.44187817
3.555746468000	4.950027619000	9.479275637000	3.555746468	-9.647056139	14.44188549
3.579610538000	4.941029763000	9.480951931000	3.579610538	-9.646065287	14.44338302
3.603474609000	4.922448630000	9.482828364000	3.603474609	-9.642710047	14.44337102
3.627338679000	4.893888862000	9.484736331000	3.627338679	-9.641381914	14.44341624
3.651202749000	4.866773642000	9.487188267000	3.651202749	-9.644860617	14.44387845
3.675066819000	4.813101987000	9.487000266000	3.675066819	-9.642559403	14.44379292
3.698930890000	4.814047711000	9.487867899000	3.69893089	-9.64857969	14.44215842
3.722794960000	4.797048956000	9.479398385000	3.72279496	-9.644075014	14.44265551
3.746659030000	4.781333101000	9.479388615000	3.74665903	-9.643960265	14.44116837
3.770523100000	4.776385061000	9.482610209000	3.7705231	-9.643187513	14.44268267
3.794387171000	4.772669525000	9.492436811000	3.794387171	-9.643925935	14.44258496
3.818251241000	4.769348968000	9.481381676000	3.818251241	-9.64616765	14.44132587
3.842115311000	4.759912297000	9.483828978000	3.842115311	-9.645452483	14.44272138
3.865979381000	4.688555246000	9.488196600000	3.865979381	-9.644551001	14.44253767
3.889843452000	4.591010637000	9.486650137000	3.889843452	-9.641000916	14.44220061
3.913707522000	4.459360326000	9.485902374000	3.913707522	-9.644641324	14.44179733
3.937571592000	4.425070557000	9.488171137000	3.937571592	-9.64242878	14.44204158
3.961435662000	4.369143219000	9.489095432000	3.961435662	-9.640719341	14.44261225
3.985299733000	4.346167374000	9.489330266000	3.985299733	-9.643666459	14.44278453
4.009163803000	4.333503633000	9.489635665000	4.009163803	-9.646269064	14.44276112
4.033027873000	4.325929741000	9.498306871000	4.033027873	-9.645453187	14.44166789
4.056891943000	4.262816471000	9.487457772000	4.056891943	-9.639458192	14.44148259
4.080756014000	4.247365825000	9.484275679000	4.080756014	-9.639921092	14.44239919
4.104620084000	4.212129848000	9.482090723000	4.104620084	-9.640570042	14.44137261
4.128484154000	4.192746262000	9.479507259000	4.128484154	-9.639042905	14.44177454
4.152348225000	4.160061130000	9.475723671000	4.152348225	-9.636594645	14.44098689
4.176212295000	4.128364651000	9.476415110000	4.176212295	-9.636896137	14.44025396
4.200076365000	4.087695729000	9.473345576000	4.200076365	-9.635408907	14.44079444
4.223940435000	4.123404482000	9.456212534000	4.223940435	-9.638143445	14.44001969
4.247804506000	4.092975781000	9.442841653000	4.247804506	-9.639760957	14.44058244
4.271668576000	4.066449625000	9.438081568000	4.271668576	-9.6366429	14.44053251
4.295532646000	4.050161736000	9.434502783000	4.295532646	-9.642508703	14.44052186
4.319396716000	4.039447799000	9.426265826000	4.319396716	-9.640982625	14.43912391
4.343260787000	4.027205720000	9.419805010000	4.343260787	-9.64472744	14.4382233
4.367124857000	4.017888201000	9.415899062000	4.367124857	-9.639900127	14.43696479
4.390988927000	4.007075692000	9.412806859000	4.390988927	-9.64277228	14.43728883
4.414852997000	3.967566020000	9.405826121000	4.414852997	-9.636650313	14.43737823
4.438717068000	3.955152738000	9.407271510000	4.438717068	-9.648186908	14.43719299
4.462581138000	3.923171320000	9.411866580000	4.462581138	-9.635667561	14.43886965
4.486445208000	3.892227288000	9.413090963000	4.486445208	-9.639377161	14.43702408
4.510309278000	3.866191228000	9.413586789000	4.510309278	-9.642466589	14.43834726
4.534173349000	3.854989405000	9.416872484000	4.534173349	-9.640882121	14.43804222
4.558037419000	3.811225126000	9.416943453000	4.558037419	-9.640028653	14.43917378
4.581901489000	3.706735123000	9.419709788000	4.581901489	-9.639433119	14.43943411
4.605765559000	3.662800348000	9.419172620000	4.605765559	-9.638840342	14.44026365
4.629629630000	3.608725434000	9.420473381000	4.62962963	-9.641174431	14.44022557
4.653493700000	3.581522823000	9.421540480000	4.6534937	-9.643679471	14.44076926
4.677357770000	3.583478733000	9.425766584000	4.67735777	-9.642937938	14.44040478
4.701221840000	3.592812545000	9.423061831000	4.70122184	-9.642806919	14.44200546
4.725085911000	3.599404814000	9.422668558000	4.725085911	-9.644893352	14.44150352
4.748949981000	3.599162053000	9.423118293000	4.748949981	-9.644687351	14.44020126
4.772814051000	3.597111057000	9.423529993000	4.772814051	-9.644121111	14.44081436
4.796678121000	3.576996068000	9.426773568000	4.796678121	-9.643062179	14.441373
4.820542192000	3.575954082000	9.424700169000	4.820542192	-9.646362091	14.44046015
4.844406262000	3.550986424000	9.420365806000	4.844406262	-9.641503837	14.44069513
4.868270332000	3.507762043000	9.418068077000	4.868270332	-9.646237271	14.441645
4.892134402000	3.511408018000	9.418601004000	4.892134402	-9.646952135	14.44091488
4.915998473000	3.475779768000	9.413557247000	4.915998473	-9.644454146	14.4404763
4.939862543000	3.482465418000	9.411039949000	4.939862543	-9.65076824	14.44050723
4.963726613000	3.474795327000	9.412774051000	4.963726613	-9.645464323	14.44099363
4.987590683000	3.452550544000	9.416238346000	4.987590683	-9.644855803	14.44176257
5.011454754000	3.460185001000	9.412101377000	5.011454754	-9.647163638	14.44065538
5.035318824000	3.462343212000	9.412141101000	5.035318824	-9.646158193	14.44043834
5.059182894000	3.459376595000	9.413236486000	5.059182894	-9.643938775	14.44047231
5.083046964000	3.451144918000	9.412706759000	5.083046964	-9.647140544	14.43971519
5.106911035000	3.432747201000	9.413097541000	5.106911035	-9.647686387	14.44042996
5.130775105000	3.428975802000	9.422075725000	5.130775105	-9.647116097	14.43941968
5.154639175000	3.425817642000	9.415843580000	5.154639175	-9.648925646	14.44081044
5.178503246000	3.419650717000	9.417210891000	5.178503246	-9.642260929	14.44000594
5.202367316000	3.423326809000	9.424352505000	5.202367316	-9.644882808	14.44071175
5.226231386000	3.329377266000	9.420452152000	5.226231386	-9.644381992	14.44160797
5.250095456000	3.301014423000	9.422138300000	5.250095456	-9.643770898	14.44139385
5.273959527000	3.303808092000	9.422534434000	5.273959527	-9.643266581	14.44057177
5.297823597000	3.305764010000	9.422672500000	5.297823597	-9.635052355	14.44123842
5.321687667000	3.312530529000	9.423500682000	5.321687667	-9.645416481	14.44129667
5.345551737000	3.325741624000	9.423680390000	5.345551737	-9.644908157	14.43979735
5.369415808000	3.324155179000	9.424786691000	5.369415808	-9.645486517	14.44003602
5.393279878000	3.327002425000	9.425627784000	5.393279878	-9.641350263	14.44088468
5.417143948000	3.324432579000	9.425061271000	5.417143948	-9.641290738	14.43951585
5.441008018000	3.320589994000	9.424151788000	5.441008018	-9.644463807	14.43958926
5.464872089000	3.330987035000	9.424742570000	5.464872089	-9.644022567	14.43965067
5.488736159000	3.330362591000	9.427023307000	5.488736159	-9.646543544	14.43994596
5.512600229000	3.309159523000	9.426671973000	5.512600229	-9.644240208	14.44043868
5.536464299000	3.304374130000	9.426898965000	5.536464299	-9.645790421	14.44110006
5.560328370000	3.291854293000	9.428116454000	5.56032837	-9.641778534	14.44127449
5.584192440000	3.277490158000	9.431512894000	5.58419244	-9.642187057	14.44104508
5.608056510000	3.285801152000	9.431068985000	5.60805651	-9.644358633	14.44190648
5.631920580000	3.283652983000	9.430971889000	5.63192058	-9.643716803	14.44184725
5.655784651000	3.274459807000	9.432699107000	5.655784651	-9.646093847	14.4420857
5.679648721000	3.279992708000	9.433835662000	5.679648721	-9.637823203	14.44268545
5.703512791000	3.289271980000	9.433241805000	5.703512791	-9.639543199	14.44257836
5.727376861000	3.290743053000	9.431269412000	5.727376861	-9.637961681	14.44213305
5.751240932000	3.299297967000	9.428649208000	5.751240932	-9.638641446	14.44222449
5.775105002000	3.292794737000	9.430391961000	5.775105002	-9.641698557	14.44235458
5.798969072000	3.287354761000	9.431478038000	5.798969072	-9.640852578	14.4432709
5.822833142000	3.282101250000	9.432019739000	5.822833142	-9.638044149	14.44301382
5.846697213000	3.280198541000	9.429627580000	5.846697213	-9.63819006	14.44301003
5.870561283000	3.278747303000	9.429768088000	5.870561283	-9.634635416	14.44341221
5.894425353000	3.290241176000	9.430518595000	5.894425353	-9.632767768	14.44263186
5.918289423000	3.290382035000	9.430318390000	5.918289423	-9.638633125	14.44333395
5.942153494000	3.289347699000	9.430516512000	5.942153494	-9.637256558	14.44347656
5.966017564000	3.289581096000	9.429042732000	5.966017564	-9.635181253	14.44316965
5.989881634000	3.314320151000	9.426805007000	5.989881634	-9.633775408	14.44227867
6.013745704000	3.325127900000	9.424059060000	6.013745704	-9.630233078	14.44332721
6.037609775000	3.317480221000	9.425410150000	6.037609775	-9.62802186	14.44303329
6.061473845000	3.326057617000	9.427366526000	6.061473845	-9.628052875	14.44358118
6.085337915000	3.348641433000	9.425097640000	6.085337915	-9.626057061	14.44192872
6.109201985000	3.353861386000	9.425446125000	6.109201985	-9.624396885	14.44410492
6.133066056000	3.354373938000	9.426891665000	6.133066056	-9.629912355	14.44318322
6.156930126000	3.342952685000	9.427132544000	6.156930126	-9.623653131	14.44453865
6.180794196000	3.367967081000	9.426016877000	6.180794196	-9.624358671	14.44434863
6.204658267000	3.381770685000	9.425055055000	6.204658267	-9.629244913	14.44354872
6.228522337000	3.408700996000	9.425026925000	6.228522337	-9.628138591	14.44473184
6.252386407000	3.392380366000	9.425202081000	6.252386407	-9.629583895	14.44461452
6.276250477000	3.394540621000	9.427167034000	6.276250477	-9.6255909	14.44429173
6.300114548000	3.396307271000	9.427462557000	6.300114548	-9.624551689	14.44427182
6.323978618000	3.420861602000	9.427720060000	6.323978618	-9.627171446	14.44477167
6.347842688000	3.450430296000	9.428474236000	6.347842688	-9.632011546	14.44473076
6.371706758000	3.515169856000	9.428250037000	6.371706758	-9.620597505	14.44396475
6.395570829000	3.515607102000	9.429414010000	6.395570829	-9.618805229	14.4457655
6.419434899000	3.518517315000	9.430235453000	6.419434899	-9.619559961	14.44537626
6.443298969000	3.521053350000	9.430708258000	6.443298969	-9.617107686	14.44594541
6.467163039000	3.524975346000	9.430260984000	6.467163039	-9.620827431	14.4458231
6.491027110000	3.543487666000	9.430074743000	6.49102711	-9.618025602	14.44497958
6.514891180000	3.547656643000	9.428329568000	6.51489118	-9.615193033	14.44617839
6.538755250000	3.558430679000	9.428899829000	6.53875525	-9.616562467	14.44657718
6.562619320000	3.595667791000	9.435621933000	6.56261932	-9.615197263	14.44752192
6.586483391000	3.628358148000	9.434893166000	6.586483391	-9.621039745	14.44652984
6.610347461000	3.665468922000	9.435650187000	6.610347461	-9.622727703	14.44595806
6.634211531000	3.683420055000	9.435074783000	6.634211531	-9.617963247	14.44805157
6.658075601000	3.681832384000	9.435488344000	6.658075601	-9.625894724	14.44533873
6.681939672000	3.685426363000	9.435010495000	6.681939672	-9.621631851	14.44617917
6.705803742000	3.700133053000	9.429500517000	6.705803742	-9.617463705	14.44503542
6.729667812000	3.689524848000	9.432892797000	6.729667812	-9.617544833	14.44434777
6.753531882000	3.684193577000	9.431682154000	6.753531882	-9.622534225	14.44560768
6.777395953000	3.691527776000	9.430991176000	6.777395953	-9.620183153	14.44596167
6.801260023000	3.694550191000	9.430775297000	6.801260023	-9.61033963	14.44714123
6.825124093000	3.694935727000	9.431365003000	6.825124093	-9.620958699	14.44476221
6.848988163000	3.688800970000	9.436404779000	6.848988163	-9.627687367	14.44490181
6.872852234000	3.689946914000	9.437407548000	6.872852234	-9.623326169	14.44432361
6.896716304000	3.693567440000	9.435757872000	6.896716304	-9.629344373	14.44520568
6.920580374000	3.700107426000	9.436687301000	6.920580374	-9.62936293	14.44378606
6.944444444000	3.706208675000	9.435516755000	6.944444444	-9.621722431	14.44445302
6.968308515000	3.699953438000	9.437906315000	6.968308515	-9.626788483	14.44441924
6.992172585000	3.703321035000	9.443972955000	6.992172585	-9.630204847	14.44607501
