GFsup2BEST			GFext		
t	x	y	t	x	y
0.00000000000000	17.84845102000000	16.22234486000000	0.00000000000000	1.02971611200000	34.90276552000000
0.06208866261000	17.84158786000000	16.22060708000000	0.06208866261000	1.02968409800000	34.90083001000000
0.12417732520000	17.84266543000000	16.22750592000000	0.12417732520000	1.02823147500000	34.90055145000000
0.18626598780000	17.87520776000000	16.24357661000000	0.18626598780000	1.02654332400000	34.89984561000000
0.24835465040000	17.85423506000000	16.24672998000000	0.24835465040000	1.02541280200000	34.89873614000000
0.31044331310000	17.83888408000000	16.24716798000000	0.31044331310000	1.02529068100000	34.89956897000000
0.37253197570000	17.85402919000000	16.25584002000000	0.37253197570000	1.02774127500000	34.89976779000000
0.43462063830000	17.85049273000000	16.26289230000000	0.43462063830000	1.02715563900000	34.89967195000000
0.49670930090000	17.87066551000000	16.26252646000000	0.49670930090000	1.02608535200000	34.89965779000000
0.55879796350000	17.90707799000000	16.27391954000000	0.55879796350000	1.02840536900000	34.89949416000000
0.62088662610000	17.89848694000000	16.28125130000000	0.62088662610000	1.02890046000000	34.89933614000000
0.68297528870000	17.90583494000000	16.26325874000000	0.68297528870000	1.02669420800000	34.89965749000000
0.74506395130000	17.89391815000000	16.25176535000000	0.74506395130000	1.02587726700000	34.90011979000000
0.80715261390000	17.89704078000000	16.24936749000000	0.80715261390000	1.02686668200000	34.90009088000000
0.86924127650000	17.94112519000000	16.25047130000000	0.86924127650000	1.02689385700000	34.89970333000000
0.93132993920000	17.98499497000000	16.24219842000000	0.93132993920000	1.02699634200000	34.90009223000000
0.99341860180000	18.03183914000000	16.24795302000000	0.99341860180000	1.02814729400000	34.89972255000000
1.05550726400000	18.03855758000000	16.24319746000000	1.05550726400000	1.02867472500000	34.89990465000000
1.11759592700000	18.04476990000000	16.24084560000000	1.11759592700000	1.02833958100000	34.90024111000000
1.17968459000000	18.12263411000000	16.23775803000000	1.17968459000000	1.02929963900000	34.90047464000000
1.24177325200000	18.15156023000000	16.23984794000000	1.24177325200000	1.02945961100000	34.90018602000000
1.30386191500000	18.20387189000000	16.23865132000000	1.30386191500000	1.02997326600000	34.89919512000000
1.36595057700000	18.20708985000000	16.23421847000000	1.36595057700000	1.02862646500000	34.89966475000000
1.42803924000000	18.20005659000000	16.23077679000000	1.42803924000000	1.03029033900000	34.90009765000000
1.49012790300000	18.19456196000000	16.23283639000000	1.49012790300000	1.02748818600000	34.89963516000000
1.55221656500000	18.18348276000000	16.22801411000000	1.55221656500000	1.02924415000000	34.89999815000000
1.61430522800000	18.17794464000000	16.22396491000000	1.61430522800000	1.02866222800000	34.90013176000000
1.67639389000000	18.16772012000000	16.21329417000000	1.67639389000000	1.03110183200000	34.89965938000000
1.73848255300000	18.11900812000000	16.18880550000000	1.73848255300000	1.02830889400000	34.89998723000000
1.80057121600000	18.12693282000000	16.19681032000000	1.80057121600000	1.02914198400000	34.89935689000000
1.86265987800000	18.16650055000000	16.20578601000000	1.86265987800000	1.02782874000000	34.90022639000000
1.92474854100000	18.15980001000000	16.20089207000000	1.92474854100000	1.03014677600000	34.90003042000000
1.98683720400000	18.17310465000000	16.20582082000000	1.98683720400000	1.03143962400000	34.89941341000000
2.04892586600000	18.18098586000000	16.21007987000000	2.04892586600000	1.03184198500000	34.90020687000000
2.11101452900000	18.18633135000000	16.21370580000000	2.11101452900000	1.03172934000000	34.89915815000000
2.17310319100000	18.20246626000000	16.21323534000000	2.17310319100000	1.03097936900000	34.89983497000000
2.23519185400000	18.19059188000000	16.21372572000000	2.23519185400000	1.03172387500000	34.89909086000000
2.29728051700000	18.19228299000000	16.21967125000000	2.29728051700000	1.03046241800000	34.89875646000000
2.35936917900000	18.21528217000000	16.22547975000000	2.35936917900000	1.03112728300000	34.89927080000000
2.42145784200000	18.23059521000000	16.22386008000000	2.42145784200000	1.03253175900000	34.89836115000000
2.48354650400000	18.32064353000000	16.22270628000000	2.48354650400000	1.02939340400000	34.89781072000000
2.54563516700000	18.32948848000000	16.21776327000000	2.54563516700000	1.02961903200000	34.89699948000000
2.60772383000000	18.33162370000000	16.21722395000000	2.60772383000000	1.02866820200000	34.89749618000000
2.66981249200000	18.38272812000000	16.22528871000000	2.66981249200000	1.03179377700000	34.89821133000000
2.73190115500000	18.43123556000000	16.22774089000000	2.73190115500000	1.03135539700000	34.89868994000000
2.79398981700000	18.46054998000000	16.22666942000000	2.79398981700000	1.02910759500000	34.89795899000000
2.85607848000000	18.48299428000000	16.22630535000000	2.85607848000000	1.02930765300000	34.89782297000000
2.91816714300000	18.50654380000000	16.22718648000000	2.91816714300000	1.03224417700000	34.89800935000000
2.98025580500000	18.51643949000000	16.22332023000000	2.98025580500000	1.03013259200000	34.89752059000000
3.04234446800000	18.48822274000000	16.22098493000000	3.04234446800000	1.03292199700000	34.89812062000000
3.10443313100000	18.48791392000000	16.21823123000000	3.10443313100000	1.03064955000000	34.89700602000000
3.16652179300000	18.47640867000000	16.21774745000000	3.16652179300000	1.03306542200000	34.89731315000000
3.22861045600000	18.43038871000000	16.21724438000000	3.22861045600000	1.03131279500000	34.89849910000000
3.29069911800000	18.47170134000000	16.22167215000000	3.29069911800000	1.03349134900000	34.89796090000000
3.35278778100000	18.45856906000000	16.22663894000000	3.35278778100000	1.03221049100000	34.89847600000000
3.41487644400000	18.46494624000000	16.23719304000000	3.41487644400000	1.03009030500000	34.89801829000000
3.47696510600000	18.49332479000000	16.24681112000000	3.47696510600000	1.03223402900000	34.89713888000000
3.53905376900000	18.50592757000000	16.24844067000000	3.53905376900000	1.03650226500000	34.89753463000000
3.60114243100000	18.50352633000000	16.24085653000000	3.60114243100000	1.03476375300000	34.89736031000000
3.66323109400000	18.49297641000000	16.23526009000000	3.66323109400000	1.03192100800000	34.89664508000000
3.72531975700000	18.53416662000000	16.24212862000000	3.72531975700000	1.03169534900000	34.89678576000000
3.78740841900000	18.54414140000000	16.23753453000000	3.78740841900000	1.03512822200000	34.89707539000000
3.84949708200000	18.53788261000000	16.23410057000000	3.84949708200000	1.03132730800000	34.89748191000000
3.91158574400000	18.57817534000000	16.23481695000000	3.91158574400000	1.03448587300000	34.89792095000000
3.97367440700000	18.57902551000000	16.22960316000000	3.97367440700000	1.03578808900000	34.89754791000000
4.03576307000000	18.61554749000000	16.22738702000000	4.03576307000000	1.03838650200000	34.89714481000000
4.09785173200000	18.70289872000000	16.23190933000000	4.09785173200000	1.03643103000000	34.89618617000000
4.15994039500000	18.70436600000000	16.22446981000000	4.15994039500000	1.03951729300000	34.89676850000000
4.22202905700000	18.77742818000000	16.22667026000000	4.22202905700000	1.03881104800000	34.89714404000000
4.28411772000000	18.81032152000000	16.23420401000000	4.28411772000000	1.03638172400000	34.89546311000000
4.34620638300000	18.87025649000000	16.24065355000000	4.34620638300000	1.04067871200000	34.89571786000000
4.40829504500000	18.86851996000000	16.23236094000000	4.40829504500000	1.04169792900000	34.89564694000000
4.47038370800000	18.86488073000000	16.22381494000000	4.47038370800000	1.04057837000000	34.89450663000000
4.53247237100000	18.93578751000000	16.22881010000000	4.53247237100000	1.04169531800000	34.89577267000000
4.59456103300000	18.92407948000000	16.22412891000000	4.59456103300000	1.04076473000000	34.89539102000000
4.65664969600000	18.91943588000000	16.22073774000000	4.65664969600000	1.04032158800000	34.89421460000000
4.71873835800000	18.96046348000000	16.22770909000000	4.71873835800000	1.04264503900000	34.89471697000000
4.78082702100000	18.96371303000000	16.22642445000000	4.78082702100000	1.03548499200000	34.89587921000000
4.84291568400000	18.93108856000000	16.22065683000000	4.84291568400000	1.04135807900000	34.89552114000000
4.90500434600000	18.97520241000000	16.23012285000000	4.90500434600000	1.04245428000000	34.89518570000000
4.96709300900000	18.94600950000000	16.22158494000000	4.96709300900000	1.03738325400000	34.89563360000000
5.02918167100000	18.93756245000000	16.21704765000000	5.02918167100000	1.03773330900000	34.89552661000000
5.09127033400000	18.94209105000000	16.21347806000000	5.09127033400000	1.03695048500000	34.89455544000000
5.15335899700000	18.93183776000000	16.21338626000000	5.15335899700000	1.04058537100000	34.89424055000000
5.21544765900000	18.93947392000000	16.21671570000000	5.21544765900000	1.03768118700000	34.89488640000000
5.27753632200000	18.95714341000000	16.21724097000000	5.27753632200000	1.03818137000000	34.89448246000000
5.33962498400000	18.97440074000000	16.21967971000000	5.33962498400000	1.04409058600000	34.89343768000000
5.40171364700000	18.96113003000000	16.21973772000000	5.40171364700000	1.04325878900000	34.89324004000000
5.46380231000000	18.95905846000000	16.21337603000000	5.46380231000000	1.04428290800000	34.89237359000000
5.52589097200000	19.05412375000000	16.22080523000000	5.52589097200000	1.04378046100000	34.89291232000000
5.58797963500000	19.07980286000000	16.21898343000000	5.58797963500000	1.04827087200000	34.89236788000000
5.65006829800000	19.12195016000000	16.22227925000000	5.65006829800000	1.04879764800000	34.89195904000000
5.71215696000000	19.13169890000000	16.22005488000000	5.71215696000000	1.05081466600000	34.89310744000000
5.77424562300000	19.09298150000000	16.21168887000000	5.77424562300000	1.05321914200000	34.89340129000000
5.83633428500000	19.09466890000000	16.21559490000000	5.83633428500000	1.04526942800000	34.89264275000000
5.89842294800000	19.08513923000000	16.20647865000000	5.89842294800000	1.05088212500000	34.89231207000000
5.96051161100000	19.08144718000000	16.19341388000000	5.96051161100000	1.04908870100000	34.89222081000000
6.02260027300000	19.06929074000000	16.18186937000000	6.02260027300000	1.04921852900000	34.89040055000000
6.08468893600000	19.08581811000000	16.20516524000000	6.08468893600000	1.05097153000000	34.89035123000000
6.14677759800000	19.11450752000000	16.22324762000000	6.14677759800000	1.04989428500000	34.88995508000000
6.20886626100000	19.09545720000000	16.21950116000000	6.20886626100000	1.04567167100000	34.88951629000000
6.27095492400000	19.07182384000000	16.20830271000000	6.27095492400000	1.04013671100000	34.89060080000000
6.33304358600000	19.09599800000000	16.18996232000000	6.33304358600000	1.04804649200000	34.89041016000000
6.39513224900000	19.09891747000000	16.16813676000000	6.39513224900000	1.04295712700000	34.89187602000000
6.45722091100000	19.07414566000000	16.07547474000000	6.45722091100000	1.04676257800000	34.89160167000000
6.51930957400000	19.04960241000000	16.05942559000000	6.51930957400000	1.05031572600000	34.88989198000000
6.58139823700000	19.07638775000000	16.05790224000000	6.58139823700000	1.05577944000000	34.89064155000000
6.64348689900000	19.08821942000000	16.07134201000000	6.64348689900000	1.05326785800000	34.88967117000000
6.70557556200000	19.07928371000000	16.05521704000000	6.70557556200000	1.05334520300000	34.88915191000000
