CALbumpUSED			CALext		
t	x	y	t	x	y
0.000000000000	26.705554380000	4.857260242000	0.000000000000	-1.170148837000	13.427162410000
0.018507208560	26.706094570000	4.857138690000	0.018507208560	-1.168930788000	13.426476280000
0.037014417120	26.706203910000	4.856502579000	0.037014417120	-1.166707678000	13.426528880000
0.055521625670	26.706700910000	4.856292339000	0.055521625670	-1.168593821000	13.426358490000
0.074028834230	26.706833890000	4.856269445000	0.074028834230	-1.166108308000	13.426349050000
0.092536042790	26.707112370000	4.856600422000	0.092536042790	-1.165448577000	13.426069860000
0.111043251300	26.707921660000	4.856431886000	0.111043251300	-1.167731585000	13.426577470000
0.129550459900	26.708765300000	4.856174354000	0.129550459900	-1.165226220000	13.426195550000
0.148057668500	26.707849610000	4.856185896000	0.148057668500	-1.165363709000	13.426312390000
0.166564877000	26.707179630000	4.855007485000	0.166564877000	-1.167130211000	13.426291970000
0.185072085600	26.705140660000	4.854315383000	0.185072085600	-1.167389037000	13.426671670000
0.203579294100	26.706181680000	4.852965324000	0.203579294100	-1.166239808000	13.426201170000
0.222086502700	26.705904940000	4.852589059000	0.222086502700	-1.166152007000	13.426765910000
0.240593711300	26.704422130000	4.851235324000	0.240593711300	-1.167896474000	13.426228270000
0.259100919800	26.702236230000	4.851767956000	0.259100919800	-1.167516764000	13.426284480000
0.277608128400	26.701893940000	4.853204346000	0.277608128400	-1.167476469000	13.426537080000
0.296115336900	26.703417140000	4.853611472000	0.296115336900	-1.166835729000	13.426060270000
0.314622545500	26.704295850000	4.853472450000	0.314622545500	-1.166351745000	13.426299300000
0.333129754000	26.704589170000	4.852720459000	0.333129754000	-1.166694955000	13.426362000000
0.351636962600	26.704807810000	4.853160510000	0.351636962600	-1.165886228000	13.425784150000
0.370144171200	26.705062150000	4.853307818000	0.370144171200	-1.166197545000	13.426204200000
0.388651379700	26.704838420000	4.853772021000	0.388651379700	-1.166037966000	13.426009700000
0.407158588300	26.702789920000	4.852662177000	0.407158588300	-1.165521763000	13.425866180000
0.425665796800	26.700463380000	4.851748711000	0.425665796800	-1.166359986000	13.426095720000
0.444173005400	26.697685420000	4.851469798000	0.444173005400	-1.166817910000	13.425334400000
0.462680213900	26.694648530000	4.850237089000	0.462680213900	-1.167211626000	13.426321570000
0.481187422500	26.698399010000	4.850963683000	0.481187422500	-1.165555456000	13.426054340000
