GMfasBEST			GMext		
t	x	y	t	x	y
0	18.41495213	2.253034638	0	4.288742322	12.66272514
0.059612519	18.41756659	2.260425169	0.059612519	4.288478934	12.66246246
0.119225037	18.42150901	2.265782909	0.119225037	4.289386327	12.6625257
0.178837556	18.4220583	2.261613106	0.178837556	4.290592258	12.66274107
0.238450075	18.42270283	2.245072192	0.238450075	4.289326577	12.66280004
0.298062593	18.42828333	2.262334209	0.298062593	4.290005194	12.66276077
0.357675112	18.43088449	2.271070696	0.357675112	4.289247198	12.66316374
0.41728763	18.43453461	2.25025275	0.41728763	4.290482085	12.66301578
0.476900149	18.43537003	2.266103572	0.476900149	4.289717539	12.6630944
0.536512668	18.4386679	2.258218759	0.536512668	4.289342108	12.66333337
0.596125186	18.44079444	2.268579523	0.596125186	4.289188453	12.66327565
0.655737705	18.44281899	2.256469186	0.655737705	4.28910904	12.66345465
0.715350224	18.44701628	2.24904737	0.715350224	4.290044355	12.66373305
0.774962742	18.45319848	2.265285098	0.774962742	4.290474427	12.66414306
0.834575261	18.45336842	2.26009519	0.834575261	4.289212787	12.66439235
0.894187779	18.51995849	2.236601437	0.894187779	4.28898157	12.6647133
0.953800298	18.54538868	2.240737145	0.953800298	4.290136608	12.66483755
1.013412817	18.64457083	2.22345859	1.013412817	4.290957749	12.66532716
1.073025335	18.82801485	2.19701765	1.073025335	4.291759741	12.66547042
1.132637854	18.83689406	2.202000896	1.132637854	4.293714732	12.66605553
1.192250373	18.92300906	2.196688916	1.192250373	4.294144142	12.66615192
1.251862891	18.95305242	2.184389902	1.251862891	4.294367478	12.66666113
1.31147541	19.07366071	2.175117681	1.31147541	4.293163482	12.66686367
1.371087928	19.11965716	2.170243454	1.371087928	4.292333872	12.66646788
1.430700447	19.2473117	2.170103966	1.430700447	4.292113827	12.66690673
1.490312966	19.3747287	2.160444108	1.490312966	4.290995879	12.66685012
1.549925484	19.4717516	2.154073883	1.549925484	4.291444836	12.6668319
1.609538003	19.58067564	2.144805749	1.609538003	4.289739528	12.66714027
1.669150522	19.72906571	2.134164522	1.669150522	4.290102146	12.66717494
1.72876304	19.7988178	2.125895396	1.72876304	4.2874553	12.66736602
1.788375559	19.88996933	2.122151226	1.788375559	4.287881009	12.66755981
1.847988077	19.98162305	2.109493084	1.847988077	4.287355856	12.66719814
1.907600596	20.10871669	2.10090282	1.907600596	4.284975406	12.66748284
1.967213115	20.14345336	2.106719847	1.967213115	4.287425233	12.66837644
2.026825633	20.34895646	2.103851581	2.026825633	4.289152629	12.66803391
2.086438152	20.44059406	2.095392719	2.086438152	4.289312742	12.66805661
2.146050671	20.54675966	2.090323554	2.146050671	4.28709255	12.66762215
2.205663189	20.69223321	2.07487077	2.205663189	4.289175313	12.66715198
2.265275708	20.83043323	2.066099178	2.265275708	4.28859524	12.66779365
2.324888227	20.95495223	2.048456851	2.324888227	4.289446507	12.66721932
2.384500745	20.96729412	2.046574571	2.384500745	4.286729221	12.66728846
2.444113264	21.05227755	2.029864906	2.444113264	4.287711449	12.66743005
2.503725782	21.2112879	2.011982585	2.503725782	4.28818739	12.66723954
2.563338301	21.27754242	1.999130807	2.563338301	4.289601002	12.66669787
2.62295082	21.32195961	1.994394619	2.62295082	4.289229001	12.66680774
2.682563338	21.40906175	1.985940311	2.682563338	4.291093532	12.66604347
2.742175857	21.4307786	1.983676206	2.742175857	4.292803676	12.66655913
2.801788376	21.54231631	1.968807619	2.801788376	4.296436871	12.6656901
2.861400894	21.5910121	1.963225902	2.861400894	4.302966754	12.66601272
2.921013413	21.67718952	1.95515717	2.921013413	4.306435072	12.66663839
2.980625931	21.78308872	1.952512217	2.980625931	4.311520695	12.66838528
3.04023845	21.88257749	1.940090441	3.04023845	4.311278358	12.66890746
3.099850969	21.97705796	1.933142623	3.099850969	4.313114637	12.66941807
3.159463487	22.12273716	1.917114018	3.159463487	4.308921725	12.66995968
3.219076006	22.22674099	1.911400227	3.219076006	4.307175083	12.67200465
3.278688525	22.32503243	1.900706637	3.278688525	4.301423121	12.67396767
3.338301043	22.42783022	1.891474386	3.338301043	4.300043157	12.67282064
3.397913562	22.5378108	1.87924333	3.397913562	4.297330381	12.67365902
3.45752608	22.59544817	1.878355083	3.45752608	4.291424345	12.67449124
3.517138599	22.72897568	1.867443704	3.517138599	4.287196552	12.67478586
3.576751118	22.7804521	1.863531135	3.576751118	4.285589119	12.6718215
3.636363636	22.92256914	1.861955968	3.636363636	4.278487926	12.67230023
3.695976155	23.05986857	1.866512608	3.695976155	4.279364395	12.67037234
3.755588674	23.17325064	1.858840891	3.755588674	4.287176962	12.66696897
3.815201192	23.25376207	1.843051436	3.815201192	4.287402317	12.66632237
3.874813711	23.35328971	1.835419369	3.874813711	4.290095731	12.66470673
