GMfasBETTER			GMext		
t	x	y	t	x	y
0.000000000000	-9.922047681000	0.463200939200	0.000000000000	15.245887210000	14.734044650000
0.025401986440	-9.919867138000	0.462895242700	0.025401986440	15.246325890000	14.733688750000
0.050803972870	-9.919191635000	0.462655022700	0.050803972870	15.246450100000	14.733795030000
0.076205959310	-9.920330295000	0.462307331000	0.076205959310	15.246180930000	14.733648310000
0.101607945700	-9.919644612000	0.461993518400	0.101607945700	15.246035230000	14.733771430000
0.127009932200	-9.919414255000	0.461436544600	0.127009932200	15.246439480000	14.733721060000
0.152411918600	-9.918873255000	0.460603848000	0.152411918600	15.245894740000	14.733614650000
0.177813905000	-9.918927134000	0.460705632700	0.177813905000	15.246072360000	14.733606500000
0.203215891500	-9.915721660000	0.460007939600	0.203215891500	15.245506410000	14.733588020000
0.228617877900	-9.916098563000	0.460237357800	0.228617877900	15.246479930000	14.733452090000
0.254019864400	-9.915349198000	0.461042042800	0.254019864400	15.245851880000	14.733615490000
0.279421850800	-9.915363933000	0.461513902200	0.279421850800	15.245852650000	14.733465470000
0.304823837200	-9.913726280000	0.460601106300	0.304823837200	15.246201110000	14.733712820000
0.330225823700	-9.914769095000	0.460559683700	0.330225823700	15.245879080000	14.733625670000
0.355627810100	-9.915464395000	0.460335091600	0.355627810100	15.246104690000	14.733460100000
0.381029796500	-9.917894008000	0.461200412100	0.381029796500	15.245122290000	14.733702890000
0.406431783000	-9.921260048000	0.462882443500	0.406431783000	15.245826560000	14.733714660000
0.431833769400	-9.923640864000	0.463621232700	0.431833769400	15.245870880000	14.733830460000
0.457235755800	-9.927893404000	0.465380222000	0.457235755800	15.246210910000	14.734102560000
0.482637742300	-9.928093269000	0.465938966200	0.482637742300	15.245842990000	14.734213980000
0.508039728700	-9.929558417000	0.466113082500	0.508039728700	15.245298170000	14.734226700000
0.533441715100	-9.930360262000	0.466069097600	0.533441715100	15.245739970000	14.734078110000
0.558843701600	-9.929984224000	0.466029157000	0.558843701600	15.246333980000	14.734419950000
0.584245688000	-9.928417625000	0.465549387900	0.584245688000	15.245148780000	14.734491210000
0.609647674400	-9.929442260000	0.464626126800	0.609647674400	15.246423920000	14.734415370000
0.635049660900	-9.925591755000	0.463100324400	0.635049660900	15.246127350000	14.734282110000
0.660451647300	-9.925022964000	0.462912311700	0.660451647300	15.245993940000	14.734331310000
0.685853633800	-9.924359337000	0.462787209500	0.685853633800	15.245572920000	14.734169840000
0.711255620200	-9.922219255000	0.462537757300	0.711255620200	15.245482240000	14.734157470000
0.736657606600	-9.922075787000	0.462302713400	0.736657606600	15.245516030000	14.734133680000
0.762059593100	-9.922282607000	0.461974275200	0.762059593100	15.245496180000	14.734108470000
0.787461579500	-9.921967674000	0.462131667300	0.787461579500	15.246078080000	14.734023440000
0.812863565900	-9.921505037000	0.462103678500	0.812863565900	15.245907530000	14.733831030000
0.838265552400	-9.921341336000	0.462019281000	0.838265552400	15.245913140000	14.733868530000
0.863667538800	-9.921206394000	0.462209449000	0.863667538800	15.245641000000	14.733830450000
0.889069525200	-9.921084860000	0.462071480500	0.889069525200	15.245330100000	14.734014280000
0.914471511700	-9.920230738000	0.461424250800	0.914471511700	15.245631290000	14.733987750000
0.939873498100	-9.920624400000	0.461095238900	0.939873498100	15.245767500000	14.733953000000
0.965275484500	-9.919666816000	0.460638224500	0.965275484500	15.245788860000	14.733963230000
0.990677471000	-9.920204183000	0.460619455100	0.990677471000	15.245787270000	14.733803080000
1.016079457000	-9.920511785000	0.460296444000	1.016079457000	15.245986120000	14.733897200000
1.041481444000	-9.920948056000	0.460595648500	1.041481444000	15.246047900000	14.733719880000
1.066883430000	-9.922293233000	0.461877363200	1.066883430000	15.245761950000	14.733776240000
1.092285417000	-9.921210735000	0.461923856300	1.092285417000	15.245960220000	14.733573720000
1.117687403000	-9.925699970000	0.462473415600	1.117687403000	15.246025960000	14.733514860000
1.143089390000	-9.927947776000	0.463996614000	1.143089390000	15.245897770000	14.733606620000
1.168491376000	-9.940755894000	0.470119824600	1.168491376000	15.245913730000	14.733483530000
1.193893362000	-9.942614133000	0.466835737400	1.193893362000	15.246039350000	14.733613120000
1.219295349000	-10.022102250000	0.485552048700	1.219295349000	15.246474200000	14.733757250000
