CALbump			CALext		
t	x	y	t	x	y
0.000000000000	13.546263400000	6.977871649000	0.000000000000	-7.402070031000	13.092908820000
0.023910860310	13.545794360000	6.977332227000	0.023910860310	-7.402219109000	13.092633230000
0.047821720630	13.545287710000	6.976708430000	0.047821720630	-7.402081093000	13.092518010000
0.071732580940	13.545873970000	6.977677503000	0.071732580940	-7.402212646000	13.092616670000
0.095643441250	13.546264880000	6.977899536000	0.095643441250	-7.401366662000	13.092440820000
0.119554301600	13.544863290000	6.976859178000	0.119554301600	-7.402708688000	13.092606500000
0.143465161900	13.543819540000	6.977768055000	0.143465161900	-7.403219143000	13.092788180000
0.167376022200	13.544512480000	6.977947137000	0.167376022200	-7.404249683000	13.093193290000
0.191286882500	13.543762700000	6.977596615000	0.191286882500	-7.403252372000	13.092897890000
0.215197742800	13.543917780000	6.977578453000	0.215197742800	-7.402716988000	13.092787940000
0.239108603100	13.543258080000	6.977587892000	0.239108603100	-7.403412225000	13.092993580000
0.263019463400	13.542852170000	6.976587625000	0.263019463400	-7.403424661000	13.092432940000
0.286930323800	13.543120310000	6.976495769000	0.286930323800	-7.403538636000	13.092548430000
0.310841184100	13.543478660000	6.976580948000	0.310841184100	-7.402514870000	13.092650560000
0.334752044400	13.544437890000	6.977293077000	0.334752044400	-7.401630193000	13.092152650000
0.358662904700	13.544016240000	6.976673342000	0.358662904700	-7.401834897000	13.092325030000
0.382573765000	13.544666410000	6.977058176000	0.382573765000	-7.401441375000	13.092518560000
0.406484625300	13.544008680000	6.977427131000	0.406484625300	-7.401470083000	13.092388970000
0.430395485600	13.544903370000	6.977060369000	0.430395485600	-7.400344170000	13.092400860000
0.454306345900	13.544727840000	6.977318667000	0.454306345900	-7.401295770000	13.092380240000
0.478217206300	13.544351130000	6.977615119000	0.478217206300	-7.400838942000	13.092449300000
0.502128066600	13.546164730000	6.977258914000	0.502128066600	-7.401161364000	13.092629140000
0.526038926900	13.545520070000	6.977281152000	0.526038926900	-7.400986657000	13.092447100000
0.549949787200	13.546206200000	6.977478617000	0.549949787200	-7.400185765000	13.092260870000
0.573860647500	13.545404340000	6.978215592000	0.573860647500	-7.400185018000	13.092164680000
0.597771507800	13.545582290000	6.978040735000	0.597771507800	-7.401252841000	13.092578220000
0.621682368100	13.545216160000	6.977735110000	0.621682368100	-7.401259784000	13.092644670000
0.645593228400	13.544923770000	6.977731212000	0.645593228400	-7.400661360000	13.092724940000
0.669504088800	13.545971740000	6.977720853000	0.669504088800	-7.400591921000	13.092372930000
0.693414949100	13.544778890000	6.977415767000	0.693414949100	-7.400669507000	13.092329980000
0.717325809400	13.545541030000	6.976573134000	0.717325809400	-7.399515365000	13.092291340000
