CALbump2MM			CALext		
4.411326379	18.68421425	8.958429223	4.411326379000	-7.724326056000	14.231077640000
4.470938897	18.68828142	8.956590092	4.470938897000	-7.727411227000	14.230694590000
4.530551416	18.69169785	8.956692053	4.530551416000	-7.724648790000	14.233117990000
4.590163934	18.68354093	8.95841174	4.590163934000	-7.726635105000	14.233439510000
4.649776453	18.67864167	8.958988778	4.649776453000	-7.728740375000	14.232103030000
4.709388972	18.58432339	8.967956576	4.709388972000	-7.728757708000	14.233802960000
4.76900149	18.52060156	8.973877646	4.769001490000	-7.729615695000	14.234876420000
4.828614009	18.45997568	8.974967188	4.828614009000	-7.732731241000	14.234483670000
4.888226528	18.40184694	8.968243657	4.888226528000	-7.731503322000	14.235218800000
4.947839046	18.3151504	8.973537964	4.947839046000	-7.733306703000	14.235078270000
5.007451565	18.33677038	8.969994378	5.007451565000	-7.733853229000	14.236517590000
5.067064083	18.28867459	8.969873302	5.067064083000	-7.735519303000	14.237840730000
5.126676602	18.29956931	8.965445359	5.126676602000	-7.735819633000	14.239200020000
5.186289121	18.30897206	8.964551427	5.186289121000	-7.737571212000	14.240610740000
5.245901639	18.31564006	8.96442075	5.245901639000	-7.738179169000	14.237979080000
5.305514158	18.31978464	8.959902083	5.305514158000	-7.733894475000	14.239740320000
5.365126677	18.31915527	8.961464375	5.365126677000	-7.738543253000	14.239583220000
5.424739195	18.35288797	8.960392276	5.424739195000	-7.736590569000	14.239767620000
5.484351714	18.49794761	8.954067811	5.484351714000	-7.731653378000	14.240933350000
5.543964232	18.58328944	8.954983684	5.543964232000	-7.733443790000	14.241073820000
5.603576751	18.62858408	8.954657312	5.603576751000	-7.734524447000	14.240142010000
5.66318927	18.58540705	8.964750756	5.663189270000	-7.730709651000	14.241495100000
5.722801788	18.55077664	8.958603636	5.722801788000	-7.733750952000	14.241110210000
5.782414307	18.43416228	8.961897283	5.782414307000	-7.731989533000	14.242100130000
5.842026826	18.4457416	8.959714309	5.842026826000	-7.736213244000	14.241846580000
5.901639344	18.42356627	8.95911107	5.901639344000	-7.734712378000	14.241783380000
5.961251863	18.38033414	8.957030266	5.961251863000	-7.734467070000	14.241407970000
6.020864382	18.38340845	8.948732591	6.020864382000	-7.737134622000	14.237950030000
6.0804769	18.33248825	8.954786072	6.080476900000	-7.736864962000	14.236815060000
6.140089419	18.22564939	8.952181189	6.140089419000	-7.739443590000	14.233945130000
6.199701937	18.13633316	8.945044359	6.199701937000	-7.740816845000	14.228033490000
6.259314456	17.98878434	8.944899803	6.259314456000	-7.749938600000	14.229468680000
6.318926975	17.96336616	8.944684372	6.318926975000	-7.767339248000	14.232556750000
6.378539493	17.90734372	8.95331047	6.378539493000	-7.771739851000	14.240408440000
6.438152012	17.88202741	8.961054825	6.438152012000	-7.787269058000	14.244473780000
6.497764531	17.881658	8.962581289	6.497764531000	-7.799928721000	14.249231800000
6.557377049	17.89282429	8.956842241	6.557377049000	-7.810999579000	14.243587470000
6.616989568	17.906428	8.960687252	6.616989568000	-7.810999579000	14.252964420000
6.676602086	17.91001177	8.960046672	6.676602086000	-7.820376529000	14.243587470000
6.736214605	17.93614591	8.955259869	6.736214605000	-7.820376529000	14.243587470000
6.795827124	17.93518502	8.95847567	6.795827124000	-7.822954278000	14.258041220000
6.855439642	17.90912683	8.963141919	6.855439642000	-7.822185212000	14.262683910000
6.915052161	17.88778462	8.971813009	6.915052161000	-7.803975683000	14.259318930000
6.97466468	17.86058849	8.987149438	6.974664680000	-7.810553947000	14.252226360000
7.034277198	17.84953482	8.990431234	7.034277198000	-7.823938568000	14.248040890000
7.093889717	17.86148301	8.972021203	7.093889717000	-7.868739190000	14.243089960000
7.153502235	17.86046444	8.947021547	7.153502235000	-7.918290901000	14.239872320000
7.213114754	17.83225759	8.932251284	7.213114754000	-7.955355555000	14.232673450000
7.272727273	17.83497721	8.943168219	7.272727273000	-7.997776078000	14.233660020000
7.332339791	17.80556121	8.948817594	7.332339791000	-8.050768794000	14.235773470000
7.39195231	17.72040315	8.952973322	7.391952310000	-8.133304599000	14.229165810000
7.451564829	17.61091078	8.962224959	7.451564829000	-8.164700144000	14.235792030000
7.511177347	17.59349274	8.966479714	7.511177347000	-8.287819139000	14.231773570000
7.570789866	17.60817718	8.961000228	7.570789866000	-8.292965938000	14.208844780000
7.630402385	17.62868595	8.961104627	7.630402385000	-8.310610623000	14.210532950000
7.690014903	17.63679568	8.956780106	7.690014903000	-8.286388146000	14.200197950000
7.749627422	17.63382131	8.960656278	7.749627422000	-8.288747777000	14.193774930000
7.80923994	17.62839553	8.962997793	7.809239940000	-8.295852037000	14.195663030000
7.868852459	17.62138372	8.966729175	7.868852459000	-8.330380132000	14.198066880000
7.928464978	17.57091702	8.967754577	7.928464978000	-8.365121554000	14.190552600000
7.988077496	17.53749423	8.966831702	7.988077496000	-8.393494020000	14.182131810000
8.047690015	17.49702808	8.969632401	8.047690015000	-8.433818883000	14.184003500000
8.107302534	17.48279441	8.967501043	8.107302534000	-8.456288502000	14.185124570000
8.166915052	17.45346252	8.967234361	8.166915052000	-8.490972299000	14.181446140000
8.226527571	17.43922701	8.968302505	8.226527571000	-8.488013892000	14.181495410000
8.286140089	17.43176364	8.967980337	8.286140089000	-8.500649251000	14.184140020000
8.345752608	17.44416463	8.967354167	8.345752608000	-8.508966327000	14.181447660000
8.405365127	17.46428803	8.962219141	8.405365127000	-8.523324807000	14.177557740000
8.464977645	17.46367962	8.963017707	8.464977645000	-8.527841473000	14.176630460000
8.524590164	17.44074573	8.968300425	8.524590164000	-8.538419462000	14.178823350000
8.584202683	17.48459841	8.962551174	8.584202683000	-8.538815544000	14.176443710000
8.643815201	17.51665921	8.954790702	8.643815201000	-8.552565688000	14.174900570000
8.70342772	17.58922027	8.953936742	8.703427720000	-8.555768404000	14.173885050000
8.763040238	17.64561972	8.957220991	8.763040238000	-8.568374321000	14.178417100000
8.822652757	17.63380588	8.961351133	8.822652757000	-8.558824155000	14.176970560000
8.882265276	17.63506888	8.959567648	8.882265276000	-8.566226440000	14.175967920000
8.941877794	17.61262142	8.961746645	8.941877794000	-8.561206577000	14.178985850000
9.001490313	17.62745578	8.962267724	9.001490313000	-8.562914467000	14.177186690000
9.061102832	17.6568721	8.961600888	9.061102832000	-8.558625442000	14.175300960000
9.12071535	17.66980461	8.964018512	9.120715350000	-8.554765198000	14.176819270000
9.180327869	17.71102711	8.96253856	9.180327869000	-8.563224451000	14.175191420000
9.239940387	17.67245664	8.970354669	9.239940387000	-8.554954512000	14.174641430000
9.299552906	17.68592301	8.969535402	9.299552906000	-8.560100431000	14.172750390000
9.359165425	17.7119549	8.967876068	9.359165425000	-8.554988919000	14.174124900000
9.418777943	17.76375683	8.960781444	9.418777943000	-8.550287602000	14.171641180000
9.478390462	17.78650908	8.951680664	9.478390462000	-8.536603199000	14.169557320000
9.538002981	17.88391739	8.930339242	9.538002981000	-8.529424850000	14.168681730000
9.597615499	17.93120495	8.917687389	9.597615499000	-8.517396664000	14.167570060000
9.657228018	17.93502517	8.903834741	9.657228018000	-8.489587978000	14.165611370000
9.716840537	17.91687277	8.899130624	9.716840537000	-8.484886848000	14.166964360000
9.776453055	17.84603551	8.909053448	9.776453055000	-8.489957019000	14.164529950000
9.836065574	17.82979512	8.907681975	9.836065574000	-8.493284416000	14.167751860000
9.895678092	17.7776187	8.940491272	9.895678092000	-8.496880859000	14.165769330000
9.955290611	17.75359083	8.948957413	9.955290611000	-8.489599773000	14.166655480000
10.01490313	17.76434291	8.944579275	10.014903130000	-8.493585158000	14.169798860000
10.07451565	17.79855874	8.933448391	10.074515650000	-8.489592822000	14.173997190000
10.13412817	17.82077315	8.934386622	10.134128170000	-8.481240594000	14.172426910000
10.19374069	17.83325486	8.922672198	10.193740690000	-8.500663888000	14.163651170000
10.2533532	17.84209337	8.913994613	10.253353200000	-8.532786643000	14.155700850000
10.31296572	17.88148378	8.896102623	10.312965720000	-8.570496283000	14.143400060000
10.37257824	17.94774188	8.893194937	10.372578240000	-8.572177787000	14.143863710000
10.43219076	17.93554809	8.893587484	10.432190760000	-8.567209969000	14.141461600000
10.49180328	17.94479106	8.89662252	10.491803280000	-8.573522128000	14.142451180000
10.5514158	17.96778056	8.896359266	10.551415800000	-8.566036572000	14.145526280000
10.61102832	18.00538208	8.889661285	10.611028320000	-8.547372481000	14.139742830000
10.67064083	18.05743709	8.888067475	10.670640830000	-8.505731799000	14.139672210000
10.73025335	18.09209364	8.886100266	10.730253350000	-8.454270887000	14.132405830000
10.78986587	18.13236425	8.88773297	10.789865870000	-8.454207064000	14.129288660000
10.84947839	18.16249553	8.884923044	10.849478390000	-8.443333139000	14.126215950000
10.90909091	18.20708278	8.883971441	10.909090910000	-8.423161699000	14.127997100000
10.96870343	18.25873779	8.877072697	10.968703430000	-8.368661015000	14.121722700000
11.02831595	18.35793934	8.868160191	11.028315950000	-8.339768648000	14.099074550000
11.08792846	18.42958164	8.865726328	11.087928460000	-8.349619284000	14.082909210000
11.14754098	18.505336	8.870459013	11.147540980000	-8.266610466000	14.084891100000
11.2071535	18.580531	8.866480138	11.207153500000	-8.271829129000	14.083762500000
11.26676602	18.64427375	8.841838977	11.266766020000	-8.302377871000	14.083965500000
11.32637854	18.68286219	8.827504075	11.326378540000	-8.279930124000	14.079833620000
11.38599106	18.68966072	8.821206648	11.385991060000	-8.231865249000	14.072971540000
11.44560358	18.68014427	8.823471052	11.445603580000	-8.166839731000	14.075812240000
11.5052161	18.65777497	8.829435752	11.505216100000	-8.148148768000	14.077114820000
11.56482861	18.63875665	8.839484289	11.564828610000	-8.130174231000	14.076244910000
11.62444113	18.63941592	8.836021289	11.624441130000	-8.133029677000	14.073529990000
11.68405365	18.65099162	8.829403764	11.684053650000	-8.131530730000	14.070604990000
11.74366617	18.66004254	8.831069722	11.743666170000	-8.127692634000	14.070653700000
11.80327869	18.67151543	8.822713447	11.803278690000	-8.126572752000	14.069064150000
11.86289121	18.67532817	8.826244473	11.862891210000	-8.127256267000	14.067366240000
11.92250373	18.68229445	8.823585494	11.922503730000	-8.130968412000	14.063307700000
11.98211624	18.67951993	8.823067812	11.982116240000	-8.125248463000	14.066185140000
12.04172876	18.68539548	8.822829826	12.041728760000	-8.133009622000	14.066003060000
12.10134128	18.67325976	8.824942807	12.101341280000	-8.122438674000	14.066620810000
12.1609538	18.66564566	8.821328217	12.160953800000	-8.130521413000	14.071431690000
12.22056632	18.66515111	8.821964717	12.220566320000	-8.119725951000	14.071280450000
12.28017884	18.67987873	8.815402003	12.280178840000	-8.127345305000	14.075445070000
12.33979136	18.68020374	8.809992342	12.339791360000	-8.121906353000	14.077415720000
12.39940387	18.67901563	8.809436099	12.399403870000	-8.131180102000	14.076057670000
12.45901639	18.64199753	8.813157551	12.459016390000	-8.124858904000	14.076443730000
12.51862891	18.54878594	8.818150479	12.518628910000	-8.125864705000	14.077885000000
12.57824143	18.49067719	8.820438115	12.578241430000	-8.116158477000	14.076923120000
12.63785395	18.39481638	8.81704485	12.637853950000	-8.125307620000	14.076827790000
12.69746647	18.38047823	8.818836297	12.697466470000	-8.117376352000	14.077646730000
12.75707899	18.38209187	8.819191805	12.757078990000	-8.113958954000	14.078366160000
12.81669151	18.36557279	8.823145322	12.816691510000	-8.118281987000	14.081777260000
12.87630402	18.4160456	8.818390373	12.876304020000	-8.115888059000	14.079142710000
12.93591654	18.493581	8.8176265	12.935916540000	-8.117906635000	14.081667940000
12.99552906	18.47277384	8.817668694	12.995529060000	-8.121268564000	14.083024150000
13.05514158	18.50802304	8.817758196	13.055141580000	-8.120443839000	14.084898680000
13.1147541	18.53505549	8.814440254	13.114754100000	-8.117835145000	14.086868100000
13.17436662	18.54992766	8.815020611	13.174366620000	-8.119770522000	14.088947540000
13.23397914	18.55406284	8.816997284	13.233979140000	-8.115070351000	14.089375230000
13.29359165	18.55120935	8.817617043	13.293591650000	-8.113145658000	14.088980390000
13.35320417	18.5451152	8.819968206	13.353204170000	-8.102529650000	14.089724130000
13.41281669	18.55861419	8.81982067	13.412816690000	-8.101280053000	14.089059390000
13.47242921	18.60790507	8.819415649	13.472429210000	-8.102628324000	14.088643610000
13.53204173	18.63016922	8.816361094	13.532041730000	-8.104077567000	14.088313220000
13.59165425	18.55979271	8.821192588	13.591654250000	-8.106392042000	14.089018740000
13.65126677	18.54195789	8.825358769	13.651266770000	-8.116153764000	14.090521410000
13.71087928	18.51775049	8.831778794	13.710879280000	-8.121185592000	14.089198610000
13.7704918	18.49544001	8.833015135	13.770491800000	-8.121176389000	14.087536410000
13.83010432	18.50900998	8.83377399	13.830104320000	-8.125894751000	14.088413120000
13.88971684	18.51514656	8.830388476	13.889716840000	-8.126245331000	14.088105950000
13.94932936	18.4956493	8.835549749	13.949329360000	-8.130881996000	14.087260360000
14.00894188	18.50287672	8.829944986	14.008941880000	-8.128944634000	14.087813940000
14.0685544	18.49441792	8.832152804	14.068554400000	-8.125482196000	14.087779390000
14.12816692	18.42205886	8.833744855	14.128166920000	-8.131465494000	14.088999440000
14.18777943	18.45918539	8.833754445	14.187779430000	-8.139423339000	14.088506370000
14.24739195	18.48929162	8.834628251	14.247391950000	-8.135647730000	14.088163570000
14.30700447	18.45587151	8.849070138	14.307004470000	-8.134750023000	14.086002080000
14.36661699	18.42594663	8.874087565	14.366616990000	-8.125818684000	14.089629930000
14.42622951	18.45034637	8.879404293	14.426229510000	-8.097959938000	14.099327100000
14.48584203	18.42524889	8.879209263	14.485842030000	-8.097748849000	14.099133920000
14.54545455	18.61439785	8.738659624	14.545454550000	-7.885160267000	14.117512420000
