SOLfasORS			SOLext		
0.640295959	10.95659139	9.686040316	0.640295959000	27.989590410000	13.219666280000
0.6640106242	10.9218182	9.679928611	0.664010624200	27.994580520000	13.217747370000
0.6877252893	10.88990789	9.677184908	0.687725289300	27.993031500000	13.218424220000
0.7114399545	10.78288167	9.673401346	0.711439954500	27.997099870000	13.220580860000
0.7351546196	10.71406071	9.671746858	0.735154619600	28.009470940000	13.222496880000
0.7588692848	10.63840032	9.671351226	0.758869284800	28.010358540000	13.221158890000
0.7825839499	10.59933268	9.679430518	0.782583949900	28.002478990000	13.220920180000
0.8062986151	10.5195074	9.68306525	0.806298615100	27.993583140000	13.220379560000
0.8300132802	10.43010293	9.681456491	0.830013280200	27.994059140000	13.221020240000
0.8537279454	10.29748246	9.681474517	0.853727945400	27.995539720000	13.219861390000
0.8774426105	10.13909457	9.691409897	0.877442610500	27.978548580000	13.217557790000
0.9011572757	10.04268818	9.69231001	0.901157275700	27.966682750000	13.215582920000
0.9248719408	9.978225257	9.700639261	0.924871940800	27.973456970000	13.211362720000
0.948586606	9.872159458	9.69720259	0.948586606000	27.967201810000	13.211823730000
0.9723012711	9.697883635	9.68548275	0.972301271100	27.973594690000	13.210561810000
0.9960159363	9.626617534	9.682924138	0.996015936300	27.967413830000	13.204630930000
1.019730601	9.434085048	9.673988555	1.019730601000	27.967138330000	13.196670300000
1.043445267	9.393419911	9.682780514	1.043445267000	27.968716570000	13.190578120000
1.067159932	9.363169543	9.67765925	1.067159932000	27.978648670000	13.190584710000
1.090874597	9.261526519	9.687736347	1.090874597000	27.981725070000	13.189212760000
1.114589262	9.148349625	9.694145445	1.114589262000	27.979506810000	13.184371710000
1.138303927	8.966537827	9.657078155	1.138303927000	27.974213890000	13.189417540000
1.162018592	8.815036095	9.673478073	1.162018592000	27.989858870000	13.179421100000
1.185733257	8.6549911	9.669812216	1.185733257000	27.987406660000	13.169692220000
1.209447923	8.399741941	9.621723636	1.209447923000	27.981400870000	13.159464670000
1.233162588	8.310735654	9.623317935	1.233162588000	27.960160140000	13.155987980000
1.256877253	8.239160668	9.609199777	1.256877253000	27.930796010000	13.151857890000
1.280591918	8.183168502	9.615180237	1.280591918000	27.918782550000	13.147862310000
1.304306583	8.14194054	9.624566363	1.304306583000	27.925916420000	13.153368410000
1.328021248	8.081540991	9.613846125	1.328021248000	27.928522010000	13.150678250000
1.351735913	7.959962124	9.617212721	1.351735913000	27.949422370000	13.150338680000
1.375450579	7.910529631	9.620554072	1.375450579000	27.965729570000	13.153868840000
1.399165244	7.898881017	9.628609373	1.399165244000	27.956028440000	13.152598760000
1.422879909	7.772093877	9.624646237	1.422879909000	27.950794570000	13.157734560000
1.446594574	7.722827968	9.626549967	1.446594574000	27.958202780000	13.152801660000
1.470309239	7.684105835	9.62266406	1.470309239000	27.969554220000	13.151263940000
1.494023904	7.647224104	9.618532657	1.494023904000	27.978545360000	13.152955910000
1.51773857	7.594540995	9.606505399	1.517738570000	27.989690220000	13.151310440000
1.541453235	7.546878294	9.61171035	1.541453235000	27.998987230000	13.149979350000
1.5651679	7.402490945	9.612973487	1.565167900000	28.014549050000	13.136283500000
1.588882565	7.371672088	9.607707999	1.588882565000	28.017526830000	13.135217920000
1.61259723	7.229373411	9.601728216	1.612597230000	28.018694710000	13.088444700000
1.636311895	7.182288683	9.600502726	1.636311895000	28.017730880000	13.075459690000
1.66002656	7.15099998	9.609696212	1.660026560000	28.012072880000	13.076452700000
1.683741226	7.137614745	9.610514243	1.683741226000	27.994517440000	13.082936750000
1.707455891	7.011222468	9.607770592	1.707455891000	28.001107940000	13.083015120000
1.731170556	6.984427519	9.611630393	1.731170556000	27.995691660000	13.082364680000
1.754885221	6.900814433	9.60898792	1.754885221000	27.992059400000	13.083493340000
1.778599886	6.840698221	9.608436872	1.778599886000	27.978071200000	13.080003080000
1.802314551	6.703247546	9.611497258	1.802314551000	27.963439360000	13.088394610000
1.826029216	6.569075045	9.609172289	1.826029216000	27.967838120000	13.086797030000
1.849743882	6.539689587	9.603717506	1.849743882000	27.976100490000	13.085261280000
1.873458547	6.524955105	9.600571434	1.873458547000	27.989483470000	13.087927510000
1.897173212	6.448535522	9.603084289	1.897173212000	28.006023180000	13.086623290000
1.920887877	6.376645499	9.609636448	1.920887877000	28.018677270000	13.083124570000
1.944602542	6.311597713	9.603628603	1.944602542000	28.012081740000	13.081122810000
1.968317207	6.24436905	9.598300832	1.968317207000	28.006926040000	13.074194180000
1.992031873	6.145411741	9.613513408	1.992031873000	28.000200420000	13.077784350000
2.015746538	6.09484376	9.609601235	2.015746538000	27.987807810000	13.075112750000
2.039461203	6.00778965	9.61006314	2.039461203000	27.986761570000	13.061772010000
2.063175868	5.910107392	9.617510318	2.063175868000	27.998412490000	13.057971080000
2.086890533	5.808951104	9.605823826	2.086890533000	28.009303850000	13.056596260000
2.110605198	5.734237293	9.604756322	2.110605198000	28.038863640000	13.056700970000
2.134319863	5.654228302	9.605320336	2.134319863000	28.079500030000	13.061233310000
2.158034529	5.585102336	9.603415288	2.158034529000	28.075799430000	13.041195060000
2.181749194	5.555789728	9.606825695	2.181749194000	28.083805460000	13.023447470000
2.205463859	5.529053084	9.609396772	2.205463859000	28.105171280000	13.014822570000
2.229178524	5.482868028	9.605972484	2.229178524000	28.093096570000	12.996235710000
2.252893189	5.406870075	9.598323567	2.252893189000	28.134217710000	12.993192130000
2.276607854	5.363855355	9.601297776	2.276607854000	28.138615250000	12.995739730000
2.300322519	5.239079051	9.58245188	2.300322519000	28.145148970000	12.999998880000
2.324037185	5.140804959	9.589311656	2.324037185000	28.132080550000	12.996168170000
2.34775185	5.040537774	9.590715285	2.347751850000	28.137033210000	12.985755220000
2.371466515	4.959686325	9.588857705	2.371466515000	28.148539980000	12.977819170000
2.39518118	4.904064597	9.580693991	2.395181180000	28.121550410000	12.975528070000
2.418895845	4.832456909	9.578289449	2.418895845000	28.013067370000	12.959343070000
2.44261051	4.760160675	9.567192166	2.442610510000	27.980940800000	12.962092660000
2.466325175	4.754641604	9.550275148	2.466325175000	27.969068000000	12.968379530000
2.490039841	4.698393637	9.543285831	2.490039841000	28.004256920000	12.974669910000
2.513754506	4.731194241	9.543436994	2.513754506000	27.998247040000	12.979976770000
2.537469171	4.749555858	9.542063092	2.537469171000	27.997432680000	12.982797960000
2.561183836	4.757654159	9.536563001	2.561183836000	28.011203190000	12.983590540000
2.584898501	4.765300104	9.528044286	2.584898501000	28.038703730000	12.990097150000
2.608613166	4.807968447	9.523812849	2.608613166000	28.058946320000	12.988960860000
2.632327832	4.806577069	9.516708599	2.632327832000	28.071303640000	12.992106620000
2.656042497	4.803445077	9.515597018	2.656042497000	28.054270830000	12.991313690000
2.679757162	4.776551858	9.515318395	2.679757162000	28.063702830000	12.984629560000
2.703471827	4.765945182	9.512668812	2.703471827000	28.077459310000	12.980538380000
2.727186492	4.683037867	9.509762199	2.727186492000	28.048106700000	12.976554700000
2.750901157	4.654838666	9.508196383	2.750901157000	28.037310750000	12.950529930000
2.774615822	4.593145462	9.505558033	2.774615822000	28.036567650000	12.931959930000
2.798330488	4.495461914	9.49887873	2.798330488000	28.058400420000	12.916427460000
2.822045153	4.475619688	9.493173863	2.822045153000	28.069221840000	12.911570040000
2.845759818	4.458303986	9.484716624	2.845759818000	28.057076790000	12.889268680000
2.869474483	4.434553654	9.482689963	2.869474483000	28.053499330000	12.893088360000
2.893189148	4.367466743	9.443494255	2.893189148000	28.066807140000	12.857736990000
2.916903813	4.323681179	9.426412632	2.916903813000	28.092540510000	12.842709360000
2.940618478	4.202562107	9.349238564	2.940618478000	28.163662650000	12.841328210000
2.964333144	4.185852119	9.39936853	2.964333144000	28.144611320000	12.838654420000
2.988047809	4.098312215	9.368193966	2.988047809000	28.131390870000	12.837644380000
3.011762474	4.073622115	9.347079653	3.011762474000	28.109582170000	12.846223800000
3.035477139	4.064183514	9.353086848	3.035477139000	28.094820790000	12.848712650000
3.059191804	4.049223332	9.348899128	3.059191804000	28.033646480000	12.840799650000
3.082906469	3.974159476	9.355075064	3.082906469000	28.011915640000	12.838909270000
3.106621135	3.967962725	9.358098188	3.106621135000	28.013560160000	12.843183390000
3.1303358	3.949067146	9.35765836	3.130335800000	28.119068070000	12.846417480000
3.154050465	3.964920941	9.350597574	3.154050465000	28.101819850000	12.834612630000
3.17776513	3.879023463	9.318902193	3.177765130000	28.022020320000	12.827798800000
3.201479795	3.888808548	9.305545802	3.201479795000	28.103799460000	12.797114100000
3.22519446	3.866131163	9.297143217	3.225194460000	28.150028630000	12.770179100000
3.248909125	3.839227963	9.285664235	3.248909125000	28.192193100000	12.777154300000
3.272623791	3.845271488	9.260830323	3.272623791000	28.200259480000	12.790897720000
3.296338456	3.831486923	9.242490692	3.296338456000	28.126152500000	12.789669520000
3.320053121	3.80048296	9.214439549	3.320053121000	28.163651360000	12.764288890000
3.343767786	3.813853193	9.213295198	3.343767786000	28.155332170000	12.760918440000
3.367482451	3.817649062	9.210784397	3.367482451000	28.186917350000	12.763014190000
3.391197116	3.918973746	9.199422585	3.391197116000	28.107089900000	12.731732280000
3.414911781	3.994496353	9.201144175	3.414911781000	28.096156050000	12.720838550000
3.438626447	4.008441391	9.193779781	3.438626447000	28.071474990000	12.715382060000
3.462341112	4.002824801	9.185544848	3.462341112000	28.074336560000	12.699798510000
3.486055777	3.9966179	9.182975373	3.486055777000	28.069956550000	12.692413050000
3.509770442	3.996142144	9.186875443	3.509770442000	28.132276310000	12.694467780000
3.533485107	3.99480937	9.189763526	3.533485107000	28.244089500000	12.694358270000
3.557199772	3.969899947	9.172442783	3.557199772000	28.126544640000	12.669570880000
3.580914437	3.95951955	9.158147426	3.580914437000	28.093170000000	12.634931950000
3.604629103	3.960355909	9.151900195	3.604629103000	28.104150860000	12.629497100000
3.628343768	3.966005336	9.146080825	3.628343768000	28.130376530000	12.608470620000
3.652058433	3.961964104	9.139264224	3.652058433000	28.121106210000	12.611191680000
3.675773098	3.962944501	9.137897879	3.675773098000	28.128389930000	12.608131880000
3.699487763	3.96724752	9.134933953	3.699487763000	28.142360930000	12.602217320000
3.723202428	4.030683555	9.127789862	3.723202428000	28.152691260000	12.585182480000
3.746917094	4.092247459	9.127722825	3.746917094000	28.148153810000	12.593287360000
3.770631759	4.11655832	9.122826683	3.770631759000	28.139967700000	12.608693390000
3.794346424	4.130377518	9.122146749	3.794346424000	28.134153220000	12.606219610000
3.818061089	4.130471057	9.117046185	3.818061089000	28.136275720000	12.610414670000
3.841775754	4.132875061	9.113578701	3.841775754000	28.133211270000	12.620059140000
3.865490419	4.13182329	9.112310217	3.865490419000	28.141883510000	12.615592640000
3.889205084	4.122960281	9.112110176	3.889205084000	28.139326500000	12.621032180000
3.91291975	4.127786677	9.109384021	3.912919750000	28.142801660000	12.618076130000
3.936634415	4.128240749	9.111239615	3.936634415000	28.145722820000	12.617448220000
3.96034908	4.153004219	9.107682542	3.960349080000	28.147369330000	12.604253890000
3.984063745	4.184379619	9.11061163	3.984063745000	28.159564050000	12.593612960000
4.00777841	4.208985647	9.11019449	4.007778410000	28.156462860000	12.588088980000
4.031493075	4.213392696	9.11500065	4.031493075000	28.186012860000	12.592274380000
4.05520774	4.156754052	9.113604619	4.055207740000	28.156282480000	12.604771860000
4.078922406	4.165924332	9.111748313	4.078922406000	28.144620900000	12.611880800000
4.102637071	4.177836775	9.114455515	4.102637071000	28.145907430000	12.614752290000
4.126351736	4.206123402	9.117308855	4.126351736000	28.142234710000	12.614723840000
4.150066401	4.210783885	9.117135805	4.150066401000	28.144137750000	12.613989540000
4.173781066	4.221979703	9.116437704	4.173781066000	28.159555930000	12.598263540000
4.197495731	4.235138465	9.115159215	4.197495731000	28.203745600000	12.594087040000
4.221210397	4.251451733	9.114237182	4.221210397000	28.211185790000	12.595572230000
4.244925062	4.24980538	9.114793852	4.244925062000	28.218533980000	12.596295230000
4.268639727	4.277350914	9.109895043	4.268639727000	28.234819140000	12.597170110000
4.292354392	4.35144885	9.111631998	4.292354392000	28.241270800000	12.594141080000
4.316069057	4.353768499	9.11311293	4.316069057000	28.224423570000	12.595980880000
4.339783722	4.378207257	9.110987251	4.339783722000	28.223816400000	12.596037240000
4.363498387	4.381235923	9.107501736	4.363498387000	28.218336430000	12.602665420000
4.387213053	4.410264084	9.1087426	4.387213053000	28.218086760000	12.607320320000
4.410927718	4.45443458	9.108939337	4.410927718000	28.213538730000	12.605390530000
4.434642383	4.516594309	9.109782253	4.434642383000	28.208597230000	12.604408270000
4.458357048	4.534674298	9.11323453	4.458357048000	28.208526080000	12.608111070000
4.482071713	4.560092271	9.118175419	4.482071713000	28.216907000000	12.608017520000
4.505786378	4.567394073	9.120493901	4.505786378000	28.229245160000	12.597114320000
4.529501043	4.581571004	9.116156343	4.529501043000	28.220816100000	12.594103610000
4.553215709	4.58450977	9.113553455	4.553215709000	28.224300170000	12.600951780000
4.576930374	4.582396866	9.113239666	4.576930374000	28.221657640000	12.603508330000
4.600645039	4.675497173	9.11715909	4.600645039000	28.211326390000	12.601484700000
4.624359704	4.665587789	9.12174839	4.624359704000	28.218231100000	12.598007370000
4.648074369	4.648905065	9.120067012	4.648074369000	28.210134700000	12.603949000000
4.671789034	4.649761861	9.116783434	4.671789034000	28.201415040000	12.606062760000
4.695503699	4.696686349	9.122774985	4.695503699000	28.201876230000	12.611428730000
4.719218365	4.704894547	9.120880708	4.719218365000	28.206816680000	12.608943940000
4.74293303	4.714072114	9.119974248	4.742933030000	28.200530120000	12.611171010000
4.766647695	4.739041159	9.119765022	4.766647695000	28.212075360000	12.602506420000
4.79036236	4.740093452	9.117530902	4.790362360000	28.215581710000	12.604686560000
4.814077025	4.743925125	9.116877656	4.814077025000	28.215337450000	12.597974740000
4.83779169	4.73954825	9.117459024	4.837791690000	28.223195440000	12.590303470000
4.861506356	4.743572378	9.116248883	4.861506356000	28.218196970000	12.589220160000
4.885221021	4.746567417	9.116010771	4.885221021000	28.223104570000	12.584415250000
4.908935686	4.743624485	9.11419375	4.908935686000	28.223179420000	12.587448390000
4.932650351	4.747891102	9.114737515	4.932650351000	28.223205730000	12.589451670000
4.956365016	4.738234868	9.113989577	4.956365016000	28.227764440000	12.592747650000
4.980079681	4.798895603	9.114765553	4.980079681000	28.227039220000	12.589897820000
5.003794346	4.800832023	9.11672268	5.003794346000	28.234357530000	12.590923060000
5.027509012	4.808277758	9.117745134	5.027509012000	28.228790610000	12.596530870000
5.051223677	4.808274005	9.115277883	5.051223677000	28.238910140000	12.587260120000
5.074938342	4.824297676	9.114390928	5.074938342000	28.244102790000	12.595032630000
5.098653007	4.85102367	9.116376883	5.098653007000	28.244337680000	12.600253390000
5.122367672	4.882618604	9.114591133	5.122367672000	28.245419390000	12.596004030000
5.146082337	4.890024887	9.111481051	5.146082337000	28.244501360000	12.601552450000
5.169797002	4.895085724	9.114372107	5.169797002000	28.245599290000	12.599259430000
5.193511668	4.920695523	9.115682209	5.193511668000	28.246242380000	12.604249750000
5.217226333	4.937941909	9.115510265	5.217226333000	28.247450980000	12.604437870000
5.240940998	4.936959063	9.117176374	5.240940998000	28.247879160000	12.604283590000
5.264655663	4.936437715	9.117398009	5.264655663000	28.248112710000	12.604500960000
5.288370328	4.979919333	9.123799334	5.288370328000	28.247820890000	12.600809730000
5.312084993	5.026389964	9.129659381	5.312084993000	28.248311510000	12.600290370000
5.335799659	5.059456386	9.134724693	5.335799659000	28.233971440000	12.564556160000
5.359514324	5.053917093	9.133117324	5.359514324000	28.221155220000	12.564882680000
5.383228989	5.061975278	9.132190271	5.383228989000	28.223708250000	12.562766430000
5.406943654	5.097483508	9.132236575	5.406943654000	28.231979020000	12.552569670000
5.430658319	5.133606067	9.134167024	5.430658319000	28.225191140000	12.550676080000
5.454372984	5.228247809	9.145497672	5.454372984000	28.224490070000	12.547213130000
5.478087649	5.216545678	9.165589398	5.478087649000	28.223898660000	12.545704490000
5.501802315	5.207523663	9.17168852	5.501802315000	28.221066080000	12.543047770000
5.52551698	5.268510047	9.180629615	5.525516980000	28.213882920000	12.546657900000
5.549231645	5.349826811	9.199993814	5.549231645000	28.216929610000	12.542970240000
5.57294631	5.362064554	9.198193075	5.572946310000	28.228459620000	12.539653930000
5.596660975	5.39714526	9.200895633	5.596660975000	28.231091670000	12.541253330000
5.62037564	5.486294431	9.203207959	5.620375640000	28.223217940000	12.539909550000
5.644090305	5.482164936	9.20029824	5.644090305000	28.222707320000	12.540346620000
5.667804971	5.480847425	9.211703902	5.667804971000	28.208215410000	12.543032680000
5.691519636	5.651103807	9.24700824	5.691519636000	28.244213360000	12.543824150000
5.715234301	5.758013311	9.252917514	5.715234301000	28.245174060000	12.550913930000
5.738948966	5.917345258	9.261791091	5.738948966000	28.247602000000	12.552916980000
5.762663631	6.142958268	9.285976814	5.762663631000	28.246802680000	12.561588500000
5.786378296	6.383450795	9.320763461	5.786378296000	28.249243160000	12.619682280000
5.810092961	6.413970702	9.328318909	5.810092961000	28.246348650000	12.630434310000
5.833807627	6.521704243	9.339449463	5.833807627000	28.246201960000	12.643269870000
5.857522292	6.823919138	9.345695827	5.857522292000	28.247223490000	12.646057540000
5.881236957	6.892830293	9.39418504	5.881236957000	28.247307290000	12.649545570000
5.904951622	6.9925037	9.395735703	5.904951622000	28.247619880000	12.646793690000
5.928666287	7.038534306	9.401706031	5.928666287000	28.247959520000	12.656639910000
5.952380952	7.306504422	9.408887943	5.952380952000	28.246381810000	12.651436740000
5.976095618	7.571377574	9.404872107	5.976095618000	28.245296100000	12.654687300000
5.999810283	7.727225153	9.408760512	5.999810283000	28.249233720000	12.667213750000
6.023524948	7.944395037	9.421915048	6.023524948000	28.251794670000	12.677333430000
6.047239613	8.115968683	9.459910872	6.047239613000	28.252440200000	12.682282480000
6.070954278	8.094180879	9.446716202	6.070954278000	28.251678260000	12.682536890000
6.094668943	8.152104939	9.436398408	6.094668943000	28.251842470000	12.689033660000
			6.118383608000	28.248402940000	12.696085300000
			6.142098274000	28.248885890000	12.692068880000
			6.165812939000	28.250529180000	12.688685170000
			6.189527604000	28.249638250000	12.693729150000
			6.213242269000	28.249856400000	12.698226350000
			6.236956934000	28.250574240000	12.694440350000
			6.260671599000	28.251824790000	12.696119930000
			6.284386264000	28.252553760000	12.694291040000
			6.308100930000	28.253159210000	12.691474100000
			6.331815595000	28.253249530000	12.690028360000
			6.355530260000	28.252713550000	12.691782270000
			6.379244925000	28.252748530000	12.701047820000
			6.402959590000	28.252295380000	12.704886320000
			6.426674255000	28.250543960000	12.705519240000
			6.450388921000	28.246610120000	12.731728930000
			6.474103586000	28.249683040000	12.748260690000
			6.497818251000	28.247665120000	12.763872230000
			6.521532916000	28.247389100000	12.777947710000
			6.545247581000	28.246598850000	12.782337150000
			6.568962246000	28.248007950000	12.778281490000
			6.592676911000	28.247647200000	12.775299800000
			6.616391577000	28.249915580000	12.785759580000
			6.640106242000	28.250098250000	12.806794490000
			6.663820907000	28.252752850000	12.822387720000
			6.687535572000	28.249548040000	12.851540770000
			6.711250237000	28.248016620000	12.867971870000
			6.734964902000	28.248801790000	12.862700540000
			6.758679567000	28.246108290000	12.859836880000
			6.782394233000	28.246842610000	12.842385720000
			6.806108898000	28.247686040000	12.855429850000
			6.829823563000	28.246945510000	12.853589610000
			6.853538228000	28.248476700000	12.848322710000
			6.877252893000	28.247932460000	12.851176770000
			6.900967558000	28.248756580000	12.854378930000
			6.924682223000	28.247653270000	12.856641230000
			6.948396889000	28.246884080000	12.856492070000
			6.972111554000	28.248178730000	12.856483390000
