CALinsBEST			CALext		
t	x	y	t	x	y
0.000000000000	20.554275000000	5.213584353000	0.000000000000	-8.345268614000	14.866638200000
0.059612518630	20.515398750000	5.209880436000	0.059612518630	-8.346240108000	14.865334560000
0.119225037300	20.457062080000	5.196263898000	0.119225037300	-8.349330616000	14.865354390000
0.178837555900	20.490258080000	5.163489702000	0.178837555900	-8.355393446000	14.865212330000
0.238450074500	20.449153670000	5.142896619000	0.238450074500	-8.362890474000	14.866325900000
0.298062593100	20.447398060000	5.143107209000	0.298062593100	-8.357693141000	14.867366910000
0.357675111800	20.462505400000	5.146152336000	0.357675111800	-8.372038824000	14.867848300000
0.417287630400	20.423596950000	5.140342783000	0.417287630400	-8.402251873000	14.869335690000
0.476900149000	20.387322340000	5.123162608000	0.476900149000	-8.437837778000	14.872011700000
0.536512667700	20.399589160000	5.072734293000	0.536512667700	-8.453670878000	14.878362560000
0.596125186300	20.314487810000	5.057009195000	0.596125186300	-8.478284489000	14.878964930000
0.655737704900	20.284229940000	5.056727775000	0.655737704900	-8.493286872000	14.878831590000
0.715350223500	20.306551390000	5.007895200000	0.715350223500	-8.555504752000	14.885759450000
0.774962742200	20.236574840000	4.984474870000	0.774962742200	-8.660436591000	14.889878510000
0.834575260800	20.268995330000	4.941194607000	0.834575260800	-8.705363371000	14.891129190000
0.894187779400	20.133366930000	4.908890599000	0.894187779400	-8.801539184000	14.912573480000
0.953800298100	20.078683150000	4.832616198000	0.953800298100	-8.809865592000	14.929081970000
1.013412817000	19.995171920000	4.745974331000	1.013412817000	-8.851730314000	14.932690680000
1.073025335000	19.937257410000	4.693993723000	1.073025335000	-8.920211314000	14.922211290000
1.132637854000	19.863151320000	4.667837390000	1.132637854000	-8.989923583000	14.922826160000
1.192250373000	19.900923090000	4.645828180000	1.192250373000	-9.043008408000	14.917844670000
1.251862891000	19.820006340000	4.670008558000	1.251862891000	-9.092204405000	14.920653190000
1.311475410000	19.839226020000	4.676737538000	1.311475410000	-9.076771912000	14.922583740000
1.371087928000	19.937617610000	4.708556225000	1.371087928000	-9.073909263000	14.924871040000
1.430700447000	20.036752360000	4.763071225000	1.430700447000	-9.078774482000	14.923754160000
