GMfas2BETTER			GMext		
t	x	y	t	x	y
0.000000000000	-14.671323560000	1.642653624000	0.000000000000	21.307908070000	13.147000320000
0.024771483070	-14.670818900000	1.643064474000	0.024771483070	21.307914220000	13.147079610000
0.049542966140	-14.670860150000	1.644124942000	0.049542966140	21.307734530000	13.147165320000
0.074314449210	-14.676116840000	1.643492697000	0.074314449210	21.307897790000	13.147347610000
0.099085932270	-14.685371650000	1.643548461000	0.099085932270	21.307406830000	13.147405670000
0.123857415300	-14.704529920000	1.642845199000	0.123857415300	21.306615050000	13.147985610000
0.148628898400	-14.738201410000	1.646801072000	0.148628898400	21.305787210000	13.147875940000
0.173400381500	-14.773110680000	1.646764210000	0.173400381500	21.305100370000	13.148083880000
0.198171864500	-14.784623510000	1.650796155000	0.198171864500	21.304636460000	13.148101510000
0.222943347600	-14.786946240000	1.651455598000	0.222943347600	21.305372400000	13.148030820000
0.247714830700	-14.796585480000	1.652360261000	0.247714830700	21.305443760000	13.147612980000
0.272486313800	-14.801263240000	1.652652686000	0.272486313800	21.305918050000	13.147675840000
0.297257796800	-14.802846180000	1.652904316000	0.297257796800	21.305760950000	13.147584370000
0.322029279900	-14.802328540000	1.653004144000	0.322029279900	21.305450190000	13.147914430000
0.346800763000	-14.800018170000	1.652744866000	0.346800763000	21.305780570000	13.147432950000
0.371572246000	-14.801919250000	1.652814343000	0.371572246000	21.305466780000	13.147625780000
0.396343729100	-14.800408230000	1.652869292000	0.396343729100	21.305723690000	13.147486990000
0.421115212200	-14.800941650000	1.653520788000	0.421115212200	21.305784850000	13.147600880000
0.445886695200	-14.797093730000	1.652636371000	0.445886695200	21.306082610000	13.147543180000
0.470658178300	-14.802964670000	1.653698246000	0.470658178300	21.306106200000	13.147494920000
0.495429661400	-14.804720850000	1.654080012000	0.495429661400	21.305615070000	13.147620640000
0.520201144400	-14.808300650000	1.654269492000	0.520201144400	21.305847350000	13.147572380000
0.544972627500	-14.808455670000	1.653859597000	0.544972627500	21.305017960000	13.147480550000
0.569744110600	-14.810368330000	1.654001675000	0.569744110600	21.305161330000	13.147817730000
0.594515593600	-14.809242730000	1.654157303000	0.594515593600	21.304880380000	13.147603070000
0.619287076700	-14.810758400000	1.654235335000	0.619287076700	21.304766170000	13.147579770000
0.644058559800	-14.810631270000	1.654655530000	0.644058559800	21.304578770000	13.147906560000
0.668830042900	-14.812850850000	1.655018500000	0.668830042900	21.304781910000	13.147585330000
0.693601525900	-14.818385770000	1.654943261000	0.693601525900	21.305365720000	13.147291260000
0.718373009000	-14.822619970000	1.655288259000	0.718373009000	21.305553060000	13.147572240000
0.743144492100	-14.822387400000	1.655200769000	0.743144492100	21.305288160000	13.147476610000
0.767915975100	-14.826034530000	1.654992201000	0.767915975100	21.305970030000	13.147346900000
0.792687458200	-14.826281080000	1.655670801000	0.792687458200	21.305183330000	13.147648010000
0.817458941300	-14.827957000000	1.656192271000	0.817458941300	21.304856920000	13.147856660000
0.842230424300	-14.827586100000	1.656095028000	0.842230424300	21.304779310000	13.147843590000
0.867001907400	-14.826807410000	1.656398160000	0.867001907400	21.304440540000	13.147894330000
0.891773390500	-14.825627070000	1.656174669000	0.891773390500	21.305125070000	13.147875960000
0.916544873500	-14.824470030000	1.655737489000	0.916544873500	21.305378400000	13.148012240000
0.941316356600	-14.825488170000	1.655533025000	0.941316356600	21.305432240000	13.147733130000
0.966087839700	-14.821824150000	1.655623708000	0.966087839700	21.305578180000	13.147908920000
0.990859322700	-14.818380220000	1.656617574000	0.990859322700	21.305354640000	13.147880460000
