SOLendBEST			SOLext		
t	x	y	t	x	y
0.000000000	11.032725080	9.704935412	0.000000000	-16.335766070	13.795620140
0.059612519	11.042891940	9.704725136	0.059612519	-16.336405700	13.795258910
0.119225037	11.099484770	9.707192154	0.119225037	-16.337279280	13.795246560
0.178837556	11.160072580	9.708698010	0.178837556	-16.340827560	13.795342190
0.238450075	11.169555210	9.709936486	0.238450075	-16.342349550	13.794970440
0.298062593	11.186721060	9.710614916	0.298062593	-16.343525440	13.795054880
0.357675112	11.282719870	9.713187234	0.357675112	-16.344303300	13.795446260
0.417287630	11.279284370	9.713389016	0.417287630	-16.345879470	13.795265690
0.476900149	11.346282670	9.716579259	0.476900149	-16.342449650	13.795456390
0.536512668	11.432754100	9.719473627	0.536512668	-16.344296260	13.795396760
0.596125186	11.449552250	9.726250986	0.596125186	-16.346098120	13.795213430
0.655737705	11.505080980	9.727225918	0.655737705	-16.341883850	13.795431260
0.715350224	11.558942340	9.726137396	0.715350224	-16.342435440	13.795453090
0.774962742	11.623471630	9.733335259	0.774962742	-16.345053530	13.795497020
0.834575261	11.626704600	9.732621026	0.834575261	-16.343228590	13.795652830
0.894187779	11.818569710	9.751742085	0.894187779	-16.345486670	13.795576550
0.953800298	11.858399780	9.764170033	0.953800298	-16.344886470	13.795731990
1.013412817	11.925936090	9.772691217	1.013412817	-16.346116850	13.795576600
1.073025335	11.964808250	9.774721822	1.073025335	-16.344098320	13.795502710
1.132637854	11.994778460	9.782132628	1.132637854	-16.345313750	13.795430550
1.192250373	12.046173450	9.784313492	1.192250373	-16.346842990	13.795736200
1.251862891	12.071028300	9.784867723	1.251862891	-16.348502540	13.795544260
1.311475410	12.093098670	9.786443477	1.311475410	-16.348117480	13.795599210
1.371087928	12.136834400	9.794459366	1.371087928	-16.344947750	13.795648160
1.430700447	12.199672900	9.803518684	1.430700447	-16.343248870	13.795599260
1.490312966	12.235023450	9.806667443	1.490312966	-16.343529790	13.795496710
1.549925484	12.387076480	9.829513898	1.549925484	-16.341887360	13.795469580
