SOLfas			SOLext		
t	x	y	t	x	y
0.0000000000000	-5.0364962410000	8.1459852250000	0.0000000000000	-12.5693427900000	13.4890508000000
0.0596125186300	-5.0005532680000	8.1457778670000	0.0596125186300	-12.5699032900000	13.4887124500000
0.1192250373000	-4.9034989500000	8.1489520580000	0.1192250373000	-12.5701898200000	13.4889403600000
0.1788375559000	-4.8726008930000	8.1468015940000	0.1788375559000	-12.5697450600000	13.4886938800000
0.2384500745000	-4.7480985990000	8.1493952000000	0.2384500745000	-12.5697681700000	13.4888547200000
0.2980625931000	-4.6815427860000	8.1489715250000	0.2980625931000	-12.5702051300000	13.4888305700000
0.3576751118000	-4.6812049700000	8.1485481770000	0.3576751118000	-12.5710872700000	13.4890964600000
0.4172876304000	-4.6013445410000	8.1479665590000	0.4172876304000	-12.5710510500000	13.4887894000000
0.4769001490000	-4.4993974610000	8.1464883810000	0.4769001490000	-12.5709399900000	13.4889221100000
0.5365126677000	-4.4112687570000	8.1477232390000	0.5365126677000	-12.5719066900000	13.4890569600000
0.5961251863000	-4.3531502950000	8.1479563620000	0.5961251863000	-12.5713044600000	13.4890852700000
0.6557377049000	-4.3298078120000	8.1450640730000	0.6557377049000	-12.5727125100000	13.4890360800000
0.7153502235000	-4.2725803110000	8.1488193100000	0.7153502235000	-12.5732861700000	13.4890995900000
0.7749627422000	-4.1540237970000	8.1547543170000	0.7749627422000	-12.5727143100000	13.4888845800000
0.8345752608000	-4.0603131100000	8.1536651860000	0.8345752608000	-12.5721456600000	13.4888681500000
0.8941877794000	-4.0490872900000	8.1492412000000	0.8941877794000	-12.5739147700000	13.4890099900000
0.9538002981000	-3.9501514610000	8.1497504420000	0.9538002981000	-12.5743053400000	13.4890275800000
1.0134128170000	-3.8326447820000	8.1492997890000	1.0134128170000	-12.5727211000000	13.4890607800000
1.0730253350000	-3.8357119090000	8.1462970210000	1.0730253350000	-12.5756577000000	13.4889450500000
1.1326378540000	-3.8077758480000	8.1454941460000	1.1326378540000	-12.5764634500000	13.4889928400000
1.1922503730000	-3.6748615810000	8.1487651160000	1.1922503730000	-12.5728952400000	13.4890079500000
1.2518628910000	-3.6493044360000	8.1461968660000	1.2518628910000	-12.5746644000000	13.4886940700000
1.3114754100000	-3.5999521970000	8.1483275100000	1.3114754100000	-12.5761943500000	13.4887095300000
1.3710879280000	-3.5318847760000	8.1498423140000	1.3710879280000	-12.5770896800000	13.4880602400000
1.4307004470000	-3.4629280900000	8.1523837860000	1.4307004470000	-12.5770764300000	13.4884881500000
1.4903129660000	-3.4521883340000	8.1502446360000	1.4903129660000	-12.5782599900000	13.4888324300000
1.5499254840000	-3.4265769290000	8.1508813470000	1.5499254840000	-12.5797224800000	13.4888405800000
1.6095380030000	-3.3160366400000	8.1544428070000	1.6095380030000	-12.5795668900000	13.4888244800000
1.6691505220000	-3.1905742250000	8.1539219490000	1.6691505220000	-12.5767189800000	13.4885245000000
1.7287630400000	-3.1333879810000	8.1526305100000	1.7287630400000	-12.5763299600000	13.4884113800000
1.7883755590000	-3.0875937010000	8.1547512510000	1.7883755590000	-12.5752854300000	13.4884163000000
1.8479880770000	-3.0280484970000	8.1531657210000	1.8479880770000	-12.5752108500000	13.4884988000000
1.9076005960000	-3.0002946970000	8.1477625980000	1.9076005960000	-12.5746765200000	13.4888263100000
1.9672131150000	-2.9637154060000	8.1495258130000	1.9672131150000	-12.5734396600000	13.4891242000000
2.0268256330000	-2.8520904600000	8.1498013550000	2.0268256330000	-12.5730406800000	13.4890267300000
2.0864381520000	-2.8268013480000	8.1473543330000	2.0864381520000	-12.5728950600000	13.4891461200000
2.1460506710000	-2.8328997640000	8.1500495740000	2.1460506710000	-12.5758886400000	13.4889226400000
2.2056631890000	-2.7491307090000	8.1516841740000	2.2056631890000	-12.5756389900000	13.4889340100000
2.2652757080000	-2.6980591080000	8.1527839980000	2.2652757080000	-12.5768295000000	13.4894356800000
2.3248882270000	-2.5926389690000	8.1575454440000	2.3248882270000	-12.5767544800000	13.4893171100000
2.3845007450000	-2.5624207390000	8.1547423630000	2.3845007450000	-12.5780476800000	13.4896316400000
2.4441132640000	-2.5804988780000	8.1531482440000	2.4441132640000	-12.5804796200000	13.4899465200000
2.5037257820000	-2.5412464450000	8.1502934530000	2.5037257820000	-12.5833729300000	13.4898061200000
2.5633383010000	-2.4256147500000	8.1552830970000	2.5633383010000	-12.5817818300000	13.4895594100000
2.6229508200000	-2.3883728180000	8.1501962430000	2.6229508200000	-12.5834655000000	13.4902056600000
2.6825633380000	-2.3414541060000	8.1502672200000	2.6825633380000	-12.5863385900000	13.4904421300000
2.7421758570000	-2.2825114490000	8.1499358060000	2.7421758570000	-12.5827163500000	13.4902060300000
2.8017883760000	-2.2411817600000	8.1483258120000	2.8017883760000	-12.5817905600000	13.4900901000000
2.8614008940000	-2.2061657030000	8.1533471670000	2.8614008940000	-12.5824090400000	13.4896025600000
2.9210134130000	-2.1199812350000	8.1550956580000	2.9210134130000	-12.5822147400000	13.4895768200000
2.9806259310000	-2.1102833850000	8.1536510410000	2.9806259310000	-12.5804295900000	13.4893909200000
3.0402384500000	-2.0505886420000	8.1537886170000	3.0402384500000	-12.5793314600000	13.4898187300000
3.0998509690000	-1.9775511250000	8.1549697610000	3.0998509690000	-12.5807176800000	13.4895368800000
3.1594634870000	-1.9616053540000	8.1531708040000	3.1594634870000	-12.5823874100000	13.4891502400000
3.2190760060000	-1.9126720540000	8.1545014970000	3.2190760060000	-12.5831732500000	13.4894866200000
3.2786885250000	-1.8257911040000	8.1580610420000	3.2786885250000	-12.5820435700000	13.4900937600000
3.3383010430000	-1.7538936600000	8.1613019270000	3.3383010430000	-12.5807924300000	13.4900857400000
3.3979135620000	-1.6614417410000	8.1630272330000	3.3979135620000	-12.5795461700000	13.4899686100000
3.4575260800000	-1.6028013700000	8.1597462850000	3.4575260800000	-12.5794575200000	13.4901517700000
3.5171385990000	-1.5021043250000	8.1628272780000	3.5171385990000	-12.5790756000000	13.4901522300000
3.5767511180000	-1.4714820110000	8.1626502520000	3.5767511180000	-12.5787859500000	13.4903829200000
