GMfasMMM			GMextMMM		
			4.6877585160	46.6463545100	13.3357455900
			4.7061418830	46.6469256200	13.3331970600
			4.7245252500	46.6470885800	13.3299685500
			4.7429086160	46.6456520500	13.3282052300
			4.7612919830	46.6448174700	13.3236534600
			4.7796753500	46.6423729500	13.3192000100
			4.7980587160	46.6389129800	13.3021236800
			4.8164420830	46.6672453600	13.2872261300
			4.8348254500	46.6662374400	13.2658925500
			4.8532088170	46.6846226800	13.2505667700
			4.8715921830	46.6919516000	13.2407938000
			4.8899755500	46.6813081600	13.2375852900
			4.9083589170	46.6748941300	13.2165571600
			4.9267422840	46.7276278700	13.2038982900
			4.9451256500	46.7288783100	13.1856854500
			4.9635090170	46.7263848900	13.1808208200
			4.9818923840	46.7143043100	13.1746774300
			5.0002757510	46.6996719000	13.1693838400
			5.0186591170	46.6963564500	13.1661574500
			5.0370424840	46.6915937200	13.1619872400
			5.0554258510	46.6915284400	13.1613013800
			5.0738092170	46.6930226000	13.1609948500
			5.0921925840	46.6950434000	13.1587737100
			5.1105759510	46.6925070600	13.1557726600
			5.1289593180	46.6941782700	13.1568016800
			5.1473426840	46.6945074000	13.1565485100
			5.1657260510	46.6914969000	13.1550928600
			5.1841094180	46.6921197000	13.1542046900
			5.2024927850	46.6935603500	13.1555004300
			5.2208761510	46.6942608200	13.1565894000
			5.2392595180	46.6926203900	13.1581338700
			5.2576428850	46.6936537900	13.1590933700
			5.2760262510	46.6932406900	13.1601535300
			5.2944096180	46.6944635200	13.1611182900
			5.3127929850	46.6922833700	13.1619449800
			5.3311763520	46.6928836700	13.1624409500
			5.3495597180	46.6941149400	13.1634890100
			5.3679430850	46.6963594000	13.1638356300
			5.3863264520	46.6955679400	13.1654399900
			5.4047098190	46.6958041200	13.1656856800
			5.4230931850	46.6950194400	13.1668727000
			5.4414765520	46.6976636600	13.1672346800
			5.4598599190	46.6969713800	13.1678906300
			5.4782432850	46.6970783100	13.1690154800
			5.4966266520	46.6966019800	13.1692864700
			5.5150100190	46.6959026200	13.1686551600
			5.5333933860	46.6967047300	13.1684936600
			5.5517767520	46.6968345700	13.1690390000
			5.5701601190	46.6965312400	13.1688584000
			5.5885434860	46.6961195400	13.1693960400
			5.6069268530	46.6961993900	13.1700277000
			5.6253102190	46.6965662200	13.1699109200
			5.6436935860	46.6965943600	13.1705117300
			5.6620769530	46.6960976100	13.1704700300
			5.6804603200	46.6955190500	13.1706274400
			5.6988436860	46.6967723000	13.1711925400
			5.7172270530	46.6962847100	13.1713732400
			5.7356104200	46.6975300000	13.1716141300
			5.7539937860	46.6972494800	13.1716130100
			5.7723771530	46.6963243900	13.1714613200
			5.7907605200	46.6962436300	13.1716796600
			5.8091438870	46.6965740800	13.1718209100
			5.8275272530	46.6965576900	13.1719120400
			5.8459106200	46.6962599400	13.1720683000
			5.8642939870	46.6961268500	13.1715687600
			5.8826773540	46.6959734300	13.1716078000
			5.9010607200	46.6967877700	13.1714795500
			5.9194440870	46.6963339100	13.1716483800
			5.9378274540	46.6965771600	13.1716129500
			5.9562108200	46.6960675700	13.1719153400
			5.9745941870	46.6954868100	13.1720355900
			5.9929775540	46.6952927200	13.1721825000
			6.0113609210	46.6956341300	13.1719071700
			6.0297442870	46.6951435900	13.1714902400
			6.0481276540	46.6964976900	13.1718806400
			6.0665110210	46.6954051100	13.1719045400
			6.0848943880	46.6948963400	13.1717513700
			6.1032777540	46.6948974000	13.1719434400
			6.1216611210	46.6950963100	13.1712720400
			6.1400444880	46.6943575900	13.1710426400
			6.1584278540	46.6942705200	13.1710837200
			6.1768112210	46.6946174300	13.1713143000
			6.1951945880	46.6944065600	13.1711838200
			6.2135779550	46.6948104200	13.1713834100
			6.2319613210	46.6936247100	13.1718500200
			6.2503446880	46.6942652600	13.1713173500
			6.2687280550	46.6938983800	13.1714347900
			6.2871114220	46.6947666300	13.1715145700
			6.3054947880	46.6938542400	13.1719662100
			6.3238781550	46.6953187700	13.1721916300
			6.3422615220	46.6951210700	13.1721115200
			6.3606448890	46.6946260400	13.1723064900
			6.3790282550	46.6952907400	13.1723974300
			6.3974116220	46.6952229300	13.1723601500
			6.4157949890	46.6949862400	13.1723419300
			6.4341783550	46.6955836800	13.1727087800
			6.4525617220	46.6953609500	13.1726239200
			6.4709450890	46.6953710100	13.1725931100
			6.4893284560	46.6950628100	13.1725679500
			6.5077118220	46.6954709900	13.1724169100
			6.5260951890	46.6946762900	13.1726983500
			6.5444785560	46.6948949400	13.1725273800
			6.5628619230	46.6961108600	13.1727381400
			6.5812452890	46.6952977300	13.1728190700
			6.5996286560	46.6951820900	13.1725663800
			6.6180120230	46.6943983800	13.1730443300
			6.6363953890	46.6949858300	13.1732756800
			6.6547787560	46.6952073000	13.1732343600
			6.6731621230	46.6949787600	13.1729627700
			6.6915454900	46.6946191600	13.1731127100
			6.7099288560	46.6950755500	13.1731382300
			6.7283122230	46.6953675200	13.1731132100
			6.7466955900	46.6956628200	13.1730567100
			6.7650789570	46.6954133600	13.1731052800
			6.7834623230	46.6954661600	13.1729381800
			6.8018456900	46.6951418300	13.1728681400
			6.8202290570	46.6948380100	13.1729036100
			6.8386124230	46.6956938200	13.1728776500
			6.8569957900	46.6953653700	13.1728737000
			6.8753791570	46.6952197100	13.1728595100
			6.8937625240	46.6955870100	13.1729786800
			6.9121458900	46.6962191000	13.1730539300
			6.9305292570	46.6955125900	13.1732857000
			6.9489126240	46.6950753800	13.1731483800
			6.9672959910	46.6954240500	13.1734370000
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
