GMfasBEST1MMM			GMext		
0.5763688761	13.3397847400	1.4154814540	0.5763688761	41.3899289700	14.2300624900
0.5994236311	13.3409999000	1.4144566430	0.5994236311	41.3905536700	14.2300057700
0.6224783862	13.3406577900	1.4134365430	0.6224783862	41.3902888100	14.2299980600
0.6455331412	13.3417261000	1.4123033170	0.6455331412	41.3899875200	14.2300390000
0.6685878963	13.3392916300	1.4120470710	0.6685878963	41.3902376500	14.2298466800
0.6916426513	13.3370109800	1.4105520770	0.6916426513	41.3894786000	14.2302456800
0.7146974063	13.3376837100	1.4115858170	0.7146974063	41.3897475600	14.2300547100
0.7377521614	13.3424557600	1.4119657050	0.7377521614	41.3897192100	14.2301629200
0.7608069164	13.3430262600	1.4119521740	0.7608069164	41.3899939000	14.2300671200
0.7838616715	13.3432757200	1.4118487480	0.7838616715	41.3900125100	14.2302783700
0.8069164265	13.3480310000	1.4118832040	0.8069164265	41.3897516100	14.2302249400
0.8299711816	13.3473802100	1.4120328510	0.8299711816	41.3905674900	14.2298580000
0.8530259366	13.3289114100	1.4106553630	0.8530259366	41.3897028600	14.2302209100
0.8760806916	13.3193431000	1.4083407070	0.8760806916	41.3894506900	14.2303684600
0.8991354467	13.2877330000	1.3888681400	0.8991354467	41.3898660300	14.2300220700
0.9221902017	13.2101643100	1.3595962280	0.9221902017	41.3890025900	14.2301312000
0.9452449568	13.1368929200	1.3221120350	0.9452449568	41.3888829600	14.2303913600
0.9682997118	13.0244935200	1.2868238170	0.9682997118	41.3897343000	14.2301097800
0.9913544669	12.9526897200	1.2735689300	0.9913544669	41.3891543100	14.2303925300
1.0144092220	12.8155254400	1.2485196950	1.0144092220	41.3894080500	14.2304288200
1.0374639770	12.4668300600	1.2344303810	1.0374639770	41.3894087700	14.2315244300
1.0605187320	12.2953930900	1.2225254110	1.0605187320	41.3890434000	14.2321627800
1.0835734870	12.1767515400	1.2151841870	1.0835734870	41.3894334400	14.2320813600
1.1066282420	12.0296849500	1.1848516350	1.1066282420	41.3890281600	14.2325022900
1.1296829970	11.8578295900	1.1636023990	1.1296829970	41.3894272400	14.2326421800
1.1527377520	11.6117202500	1.1442318600	1.1527377520	41.3890777000	14.2330581100
1.1757925070	11.4912770600	1.1334166840	1.1757925070	41.3885670600	14.2332695100
1.1988472620	11.4393196400	1.1315078690	1.1988472620	41.3886275000	14.2331052900
1.2219020170	11.2972842000	1.1343685760	1.2219020170	41.3883970100	14.2334332000
1.2449567720	11.1372032700	1.1355313130	1.2449567720	41.3889237500	14.2336941200
1.2680115270	10.9878218500	1.1164352390	1.2680115270	41.3883048300	14.2346851900
1.2910662820	10.8262895700	1.1101041350	1.2910662820	41.3884996200	14.2354375700
1.3141210370	10.6752274700	1.1166812560	1.3141210370	41.3878862900	14.2357582300
1.3371757930	10.4894666000	1.1370287000	1.3371757930	41.3876182800	14.2365920300
1.3602305480	10.1535775100	1.1702551410	1.3602305480	41.3865281700	14.2392657500
1.3832853030	9.9902881510	1.1884732740	1.3832853030	41.3867887500	14.2398922000
1.4063400580	9.7944970560	1.2047789480	1.4063400580	41.3879268700	14.2397013900
1.4293948130	9.6992766230	1.2077352940	1.4293948130	41.3883194200	14.2395182800
1.4524495680	9.5295971270	1.2070063070	1.4524495680	41.3868798900	14.2404625900
1.4755043230	9.4361865650	1.1946335710	1.4755043230	41.3867647100	14.2409999800
1.4985590780	9.2465536740	1.1852014780	1.4985590780	41.3858083700	14.2423110900
1.5216138330	9.1223375630	1.1751065730	1.5216138330	41.3877407400	14.2410116900
1.5446685880	9.0478127480	1.1623386710	1.5446685880	41.3871424000	14.2406529400
1.5677233430	8.9582760810	1.1637265820	1.5677233430	41.3888761300	14.2387542100
1.5907780980	8.8091054460	1.1580580250	1.5907780980	41.3889018800	14.2377896000
1.6138328530	8.7568929000	1.1457267800	1.6138328530	41.3882270100	14.2387076600
1.6368876080	8.7151220370	1.1365585850	1.6368876080	41.3877013300	14.2378678300
1.6599423630	8.7174423390	1.1148448400	1.6599423630	41.3890609800	14.2369825400
1.6829971180	8.6754651280	1.0945195520	1.6829971180	41.3871661200	14.2378327900
1.7060518730	8.6499649100	1.0949526350	1.7060518730	41.3876126000	14.2368240600
1.7291066280	8.4570076440	1.1006223000	1.7291066280	41.3882960800	14.2374827200
1.7521613830	8.3450211820	1.0962840630	1.7521613830	41.3882487000	14.2383466900
1.7752161380	8.2384289750	1.0721244820	1.7752161380	41.3880872100	14.2381681100
1.7982708930	8.1555774850	1.0654196480	1.7982708930	41.3881667900	14.2373856500
1.8213256480	8.0514432440	1.0668669010	1.8213256480	41.3876558100	14.2376686100
1.8443804030	7.9167148730	1.0747477100	1.8443804030	41.3873450500	14.2383552300
1.8674351590	7.6113401810	1.0462082540	1.8674351590	41.3858003100	14.2423598000
1.8904899140	7.3965418300	1.0048256350	1.8904899140	41.3840845100	14.2478437000
1.9135446690	7.2515621340	0.9965196426	1.9135446690	41.3835708600	14.2486171900
1.9365994240	7.1200186360	0.9959151148	1.9365994240	41.3828627900	14.2475802600
1.9596541790	7.0752875510	0.9993427635	1.9596541790	41.3834998400	14.2458582900
1.9827089340	7.0177341260	1.0218213130	1.9827089340	41.3848085900	14.2460208000
2.0057636890	7.0602667510	1.0334713600	2.0057636890	41.3847817000	14.2447356100
2.0288184440	7.0631434970	1.0385580360	2.0288184440	41.3842851800	14.2439851600
2.0518731990	6.9514175590	1.0626569750	2.0518731990	41.3829347200	14.2432036000
2.0749279540	6.9223447180	1.0785400300	2.0749279540	41.3849022700	14.2422058300
2.0979827090	6.8942681610	1.0801085520	2.0979827090	41.3837591300	14.2414253700
2.1210374640	6.8568881360	1.0816611820	2.1210374640	41.3855212200	14.2408299500
2.1440922190	6.8125127930	1.0915381740	2.1440922190	41.3860331500	14.2390492000
2.1671469740	6.7009767720	1.1191929600	2.1671469740	41.3872247100	14.2399336000
2.1902017290	6.6765596360	1.1207441580	2.1902017290	41.3879858100	14.2397415300
2.2132564840	6.6368906790	1.1279256660	2.2132564840	41.3859420300	14.2398872000
2.2363112390	6.5205026220	1.1799315320	2.2363112390	41.3862573500	14.2409194900
2.2593659940	6.5206757830	1.1967349800	2.2593659940	41.3863972500	14.2398741900
2.2824207490	6.4993790640	1.2064621520	2.2824207490	41.3856879900	14.2396438500
2.3054755040	6.3544459620	1.2234287640	2.3054755040	41.3859253800	14.2420245500
2.3285302590	6.2837746290	1.2421721570	2.3285302590	41.3863207400	14.2400382000
2.3515850140	6.2658374780	1.2554014640	2.3515850140	41.3864845300	14.2389018600
2.3746397690	6.0727584440	1.3158990850	2.3746397690	41.3865594400	14.2420388000
2.3976945240	5.9584177840	1.3433915090	2.3976945240	41.3856582500	14.2422501900
2.4207492800	5.9150678660	1.3533201640	2.4207492800	41.3857624700	14.2413520900
2.4438040350	5.7616822830	1.4086521580	2.4438040350	41.3861410300	14.2409822300
2.4668587900	5.6881133590	1.4363171910	2.4668587900	41.3856435300	14.2421342400
2.4899135450	5.6351535500	1.4529476880	2.4899135450	41.3871265000	14.2430372900
2.5129683000	5.5149433960	1.5232002990	2.5129683000	41.3865325800	14.2449320300
2.5360230550	5.4934403940	1.5480212950	2.5360230550	41.3849601300	14.2456395000
2.5590778100	5.3775971590	1.5934435430	2.5590778100	41.3835263600	14.2488041300
2.5821325650	5.3334497760	1.6059959030	2.5821325650	41.3827395400	14.2476690800
2.6051873200	5.3059179150	1.6172301470	2.6051873200	41.3825598700	14.2460513600
2.6282420750	5.2399284190	1.6240850280	2.6282420750	41.3838940300	14.2454407100
2.6512968300	5.1958956940	1.6166231280	2.6512968300	41.3849544500	14.2438478000
2.6743515850	5.1642125570	1.6202293520	2.6743515850	41.3852885300	14.2448668400
2.6974063400	5.1691578010	1.6448985120	2.6974063400	41.3841451900	14.2447483000
2.7204610950	5.0937671370	1.6921176320	2.7204610950	41.3848755900	14.2426654500
2.7435158500	5.0467579550	1.7068864920	2.7435158500	41.3854391800	14.2427878300
2.7665706050	4.9948447600	1.7172234160	2.7665706050	41.3862719700	14.2429291000
2.7896253600	4.9256929940	1.7245428570	2.7896253600	41.3852699500	14.2438821500
2.8126801150	4.8653829220	1.7272366580	2.8126801150	41.3852185700	14.2450252200
2.8357348700	4.8155978620	1.7368923220	2.8357348700	41.3875069900	14.2433457500
2.8587896250	4.7854461800	1.7432511020	2.8587896250	41.3860706700	14.2425259100
2.8818443800	4.6441561380	1.7603581140	2.8818443800	41.3830461900	14.2442084900
2.9048991350	4.6108863210	1.7736153000	2.9048991350	41.3847995100	14.2422071100
2.9279538900	4.4931056550	1.7987816910	2.9279538900	41.3861356500	14.2422106400
2.9510086460	4.3831685480	1.7936555310	2.9510086460	41.3853304800	14.2425785300
2.9740634010	4.2959045480	1.7859678070	2.9740634010	41.3860099300	14.2418261700
2.9971181560	4.1912529220	1.7911109860	2.9971181560	41.3872368800	14.2425960700
3.0201729110	4.0606591390	1.8141395130	3.0201729110	41.3863508500	14.2462023900
3.0432276660	3.9622840780	1.8295083510	3.0432276660	41.3860650500	14.2456100800
3.0662824210	3.9217203800	1.8516602190	3.0662824210	41.3850575200	14.2441412200
3.0893371760	3.9185380290	1.8985766600	3.0893371760	41.3859150700	14.2439895900
3.1123919310	3.9072515120	1.8991626120	3.1123919310	41.3867422000	14.2414451700
3.1354466860	3.8918240890	1.8970688150	3.1354466860	41.3863660200	14.2430383900
3.1585014410	3.8907349000	1.8907695710	3.1585014410	41.3854754400	14.2440991800
3.1815561960	3.8888246220	1.8893875960	3.1815561960	41.3854585600	14.2427233200
3.2046109510	3.8814087800	1.8867656480	3.2046109510	41.3869752200	14.2406211300
3.2276657060	3.8487058010	1.8919117720	3.2276657060	41.3850933300	14.2412694100
3.2507204610	3.7741715980	1.9057966690	3.2507204610	41.3863689000	14.2411850200
3.2737752160	3.7561479040	1.9219235530	3.2737752160	41.3873456300	14.2390675600
3.2968299710	3.7315125430	1.9361935010	3.2968299710	41.3872836700	14.2377647900
3.3198847260	3.6874840970	1.9266120090	3.3198847260	41.3873870400	14.2380442500
3.3429394810	3.6145140710	1.9351675990	3.3429394810	41.3855863900	14.2394375000
3.3659942360	3.5661241920	1.9484566290	3.3659942360	41.3861186000	14.2395166700
3.3890489910	3.5155084620	1.9558996390	3.3890489910	41.3870439800	14.2392554500
3.4121037460	3.4359719480	1.9582057640	3.4121037460	41.3852812500	14.2431129100
3.4351585010	3.3362773380	1.9627655840	3.4351585010	41.3852362300	14.2444819700
3.4582132560	3.2504237200	1.9849095190	3.4582132560	41.3851670400	14.2450355200
3.4812680120	3.2087108940	1.9763880470	3.4812680120	41.3830906200	14.2443109300
3.5043227670	3.1649366510	1.9835377580	3.5043227670	41.3819072600	14.2466600000
3.5273775220	3.1328332090	1.9880948610	3.5273775220	41.3824314600	14.2451897300
3.5504322770	3.0262840900	2.0069941600	3.5504322770	41.3836092900	14.2459739100
3.5734870320	2.8365970590	2.0174650460	3.5734870320	41.3842752200	14.2506676100
3.5965417870	2.7774232790	2.0230544560	3.5965417870	41.3830509300	14.2488802000
3.6195965420	2.6539452260	2.0614103600	3.6195965420	41.3850409600	14.2449523700
3.6426512970	2.6112515380	2.0842183570	3.6426512970	41.3854821500	14.2433936600
3.6657060520	2.5519135200	2.1132632350	3.6657060520	41.3854849900	14.2429717300
3.6887608070	2.4171374990	2.1533580240	3.6887608070	41.3861182100	14.2423098900
3.7118155620	2.3829291950	2.1662670770	3.7118155620	41.3853699900	14.2418802400
3.7348703170	2.2153673240	2.1993677560	3.7348703170	41.3851285200	14.2451598900
3.7579250720	2.1598005780	2.2111266910	3.7579250720	41.3847231900	14.2452702000
3.7809798270	2.1221045230	2.2181165790	3.7809798270	41.3855427000	14.2453745700
3.8040345820	2.1235665040	2.2194643120	3.8040345820	41.3860333700	14.2432474200
3.8270893370	2.0630020760	2.2402028720	3.8270893370	41.3859522700	14.2427552700
3.8501440920	1.8943400810	2.2860908850	3.8501440920	41.3853979100	14.2426845200
3.8731988470	1.8631798710	2.2904266810	3.8731988470	41.3871601600	14.2404644200
3.8962536020	1.7681561190	2.2981683450	3.8962536020	41.3874773900	14.2397908700
3.9193083570	1.7096638060	2.3053279280	3.9193083570	41.3869199700	14.2395110600
3.9423631120	1.5891019100	2.3272023840	3.9423631120	41.3861371900	14.2419142000
3.9654178670	1.5303255300	2.3430317950	3.9654178670	41.3864085100	14.2401194100
3.9884726220	1.4975011470	2.3706541240	3.9884726220	41.3880209100	14.2382628200
4.0115273780	1.4313413480	2.3668404990	4.0115273780	41.3861067500	14.2409561200
4.0345821330	1.4004443780	2.3633664370	4.0345821330	41.3876804100	14.2395792800
4.0576368880	1.3310945590	2.3571860780	4.0576368880	41.3882897500	14.2384344900
4.0806916430	1.2697529630	2.3601817870	4.0806916430	41.3887166700	14.2380377400
4.1037463980	1.2022287470	2.3986632220	4.1037463980	41.3877960900	14.2386972400
4.1268011530	1.1475503250	2.4130065540	4.1268011530	41.3895199600	14.2372045700
4.1498559080	1.0380120800	2.4223355720	4.1498559080	41.3892406700	14.2381640400
4.1729106630	0.8207395084	2.4421532010	4.1729106630	41.3895379600	14.2395135600
4.1959654180	0.8036935017	2.4636939460	4.1959654180	41.3894040600	14.2379827600
4.2190201730	0.8031878243	2.4877193090	4.2190201730	41.3901972900	14.2363581000
4.2420749280	0.7867088087	2.4916177570	4.2420749280	41.3903390000	14.2351924900
4.2651296830	0.6942310127	2.4932973470	4.2651296830	41.3893737200	14.2359196500
4.2881844380	0.6539463203	2.4976271370	4.2881844380	41.3897256700	14.2361253600
4.3112391930	0.5476820184	2.5262759280	4.3112391930	41.3909143500	14.2350386700
4.3342939480	0.5240519969	2.5327103750	4.3342939480	41.3911797300	14.2354490100
4.3573487030	0.4996919493	2.5196331400	4.3573487030	41.3908820700	14.2356568400
4.3804034580	0.4289651451	2.5095628740	4.3804034580	41.3915254500	14.2349516900
4.4034582130	0.4256580407	2.5068842220	4.4034582130	41.3926365800	14.2338376300
4.4265129680	0.4107759806	2.5083868400	4.4265129680	41.3903051700	14.2360515500
4.4495677230	0.3876330319	2.5067649720	4.4495677230	41.3907183700	14.2363254200
4.4726224780	0.3184749028	2.5021403370	4.4726224780	41.3901791400	14.2363365500
4.4956772330	0.2441312292	2.5099137240	4.4956772330	41.3910898100	14.2348915600
4.5187319880	0.2356397352	2.5199478140	4.5187319880	41.3915871000	14.2342472000
4.5417867440	0.2506931766	2.5257584910	4.5417867440	41.3924744200	14.2339096300
4.5648414990	0.2669887392	2.5266298060	4.5648414990	41.3910099200	14.2349689000
4.5878962540	0.0808999407	2.5339985010	4.5878962540	41.3898142500	14.2372670400
4.6109510090	-0.0560467617	2.5510958370	4.6109510090	41.3915992000	14.2341574700
4.6340057640	-0.1448681261	2.5666030220	4.6340057640	41.3903064300	14.2336787400
4.6570605190	-0.2617804142	2.5789177640	4.6570605190	41.3904619100	14.2349197700
4.6801152740	-0.4056278166	2.5867622580	4.6801152740	41.3899966100	14.2351763500
4.7031700290	-0.4752401344	2.5950293710	4.7031700290	41.3909942900	14.2351148600
4.7262247840	-0.6262078559	2.6123015480	4.7262247840	41.3907703100	14.2340006700
4.7492795390	-0.8111583742	2.6285875270	4.7492795390	41.3915707800	14.2354681900
4.7723342940	-0.9620637167	2.6405293030	4.7723342940	41.3895882300	14.2361860100
4.7953890490	-1.1760200130	2.6570461360	4.7953890490	41.3900576500	14.2391256500
4.8184438040	-1.3133227260	2.6667743710	4.8184438040	41.3895300500	14.2370022100
4.8414985590	-1.4173163490	2.6675594860	4.8414985590	41.3909454900	14.2365244100
4.8645533140	-1.4892081350	2.6836029790	4.8645533140	41.3894724500	14.2371723800
4.8876080690	-1.6500515310	2.7046554650	4.8876080690	41.3904510100	14.2387395700
4.9106628240	-1.7820900800	2.7113299590	4.9106628240	41.3891184000	14.2400222000
4.9337175790	-1.8959940260	2.7266096110	4.9337175790	41.3894919700	14.2393630100
4.9567723340	-1.9737746870	2.7269379720	4.9567723340	41.3910115600	14.2385713300
4.9798270890	-2.0821161160	2.7287982880	4.9798270890	41.3894719900	14.2388269900
5.0028818440	-2.3462005300	2.7426751740	5.0028818440	41.3903810800	14.2412479700
5.0259365990	-2.5744392410	2.7447297400	5.0259365990	41.3915388400	14.2398667900
5.0489913540	-2.6255965720	2.7474369390	5.0489913540	41.3935686700	14.2372717400
5.0720461100	-2.6359600210	2.7500698110	5.0720461100	41.3940905200	14.2357389400
5.0951008650	-2.7437583400	2.7480793620	5.0951008650	41.3945407200	14.2353548800
5.1181556200	-2.8571228010	2.7494385060	5.1181556200	41.3937107000	14.2361481300
5.1412103750	-3.0349938910	2.7705264890	5.1412103750	41.3935689700	14.2367808700
5.1642651300	-3.0463528440	2.7655791700	5.1642651300	41.3931111200	14.2358684700
5.1873198850	-3.1369633610	2.7680881880	5.1873198850	41.3925558500	14.2359374300
5.2103746400	-3.2168213640	2.7734526780	5.2103746400	41.3935218400	14.2359276300
5.2334293950	-3.2944384780	2.7769737820	5.2334293950	41.3926753200	14.2368605200
5.2564841500	-3.3439385650	2.7810628700	5.2564841500	41.3926479500	14.2378976400
5.2795389050	-3.3647743030	2.7816463100	5.2795389050	41.3919525800	14.2362522500
5.3025936600	-3.4525471400	2.7891190240	5.3025936600	41.3920495000	14.2382248000
5.3256484150	-3.4938545300	2.7920899280	5.3256484150	41.3925382000	14.2370904500
5.3487031700	-3.5817292550	2.7966280320	5.3487031700	41.3924986000	14.2369175800
5.3717579250	-3.6388094170	2.8045861340	5.3717579250	41.3916032100	14.2369821900
5.3948126800	-3.6533583630	2.7932078990	5.3948126800	41.3903155700	14.2371925000
5.4178674350	-3.7555675940	2.8154533190	5.4178674350	41.3925756200	14.2358006600
5.4409221900	-3.9562880940	2.8144611180	5.4409221900	41.3912882700	14.2369240400
5.4639769450	-3.9754887030	2.8115391850	5.4639769450	41.3922497200	14.2368440400
5.4870317000	-3.9792799160	2.8174956940	5.4870317000	41.3897597400	14.2358283700
5.5100864550	-4.0161488890	2.8236333780	5.5100864550	41.3919364200	14.2348183200
5.5331412100	-4.1995538630	2.8177642220	5.5331412100	41.3908534500	14.2363157500
5.5561959650	-4.2817647470	2.8193951200	5.5561959650	41.3898758500	14.2384008700
5.5792507200	-4.2985345070	2.8169093780	5.5792507200	41.3887947900	14.2377977000
5.6023054760	-4.2886474110	2.8106640520	5.6023054760	41.3901794200	14.2364056200
5.6253602310	-4.3060310710	2.8098356470	5.6253602310	41.3910012100	14.2345687600
5.6484149860	-4.4580180190	2.8144620710	5.6484149860	41.3910988800	14.2359221400
5.6714697410	-4.5663849530	2.8262632460	5.6714697410	41.3906205900	14.2354124100
5.6945244960	-4.5703060060	2.8324258880	5.6945244960	41.3922468700	14.2350751300
5.7175792510	-4.5288932460	2.8356610340	5.7175792510	41.3957477500	14.2327503600
5.7406340060	-4.5210451240	2.8297586460	5.7406340060	41.3949575000	14.2327895900
5.7636887610	-4.6024554750	2.8246378320	5.7636887610	41.3902421700	14.2356316600
5.7867435160	-4.5911739630	2.8252249840	5.7867435160	41.3913167300	14.2342964400
5.8097982710	-4.5603915620	2.8316623130	5.8097982710	41.3940012100	14.2327614600
5.8328530260	-4.6112153050	2.8298775430	5.8328530260	41.3923704400	14.2344891200
5.8559077810	-4.7034237020	2.8342467030	5.8559077810	41.3897248800	14.2366485500
5.8789625360	-4.6817430110	2.8315428850	5.8789625360	41.3897701900	14.2361292800
5.9020172910	-4.5973417740	2.8259792610	5.9020172910	41.3925481000	14.2332701900
5.9250720460	-4.6147997350	2.8251423780	5.9250720460	41.3911727200	14.2342331200
5.9481268010	-4.6763082370	2.8298398700	5.9481268010	41.3899665600	14.2359957500
5.9711815560	-4.6770286480	2.8347443570	5.9711815560	41.3908876700	14.2343314100
5.9942363110	-4.6722882430	2.8343640390	5.9942363110	41.3911291500	14.2327639600
6.0172910660	-4.6349236860	2.8296886950	6.0172910660	41.3929556600	14.2328644000
6.0403458210	-4.7528640910	2.8370137870	6.0403458210	41.3909549800	14.2358070200
6.0634005760	-4.7335275720	2.8378521270	6.0634005760	41.3905759800	14.2352861800
6.0864553310	-4.6367614370	2.8310367440	6.0864553310	41.3914642400	14.2339789100
6.1095100860	-4.6800294400	2.8342463480	6.1095100860	41.3917824200	14.2343572200
6.1325648410	-4.6713609200	2.8296305180	6.1325648410	41.3892309800	14.2352056200
6.1556195970	-4.6315693570	2.8247978380	6.1556195970	41.3882829900	14.2352057500
6.1786743520	-4.5964770280	2.8231550740	6.1786743520	41.3904085200	14.2344013300
6.2017291070	-4.5975142250	2.8233884130	6.2017291070	41.3894429600	14.2338577800
6.2247838620	-4.6621610570	2.8299654920	6.2247838620	41.3891651600	14.2343506800
6.2478386170	-4.7145830250	2.8327838170	6.2478386170	41.3892575900	14.2346681900
6.2708933720	-4.6467238490	2.8292583590	6.2708933720	41.3906235200	14.2335320500
6.2939481270	-4.6334090560	2.8254351140	6.2939481270	41.3902135000	14.2332437900
6.3170028820	-4.6932373990	2.8186481560	6.3170028820	41.3893768600	14.2359190200
6.3400576370	-4.6654036130	2.8228979240	6.3400576370	41.3897993100	14.2352713400
6.3631123920	-4.6317895270	2.8222939770	6.3631123920	41.3913585000	14.2324860900
6.3861671470	-4.6296108210	2.8210781820	6.3861671470	41.3912419500	14.2326260600
6.4092219020	-4.6645296460	2.8228039120	6.4092219020	41.3914106500	14.2348991300
6.4322766570	-4.7320589450	2.8259068000	6.4322766570	41.3885467800	14.2365707900
6.4553314120	-4.7263408330	2.8296999620	6.4553314120	41.3884900000	14.2354560600
6.4783861670	-4.6679372000	2.8218487340	6.4783861670	41.3909366800	14.2340686200
6.5014409220	-4.6364231040	2.8098169810	6.5014409220	41.3891618000	14.2332399300
6.5244956770	-4.6585656550	2.7594688170	6.5244956770	41.3858484600	14.2365113200
6.5475504320	-4.6401748340	2.7580275820	6.5475504320	41.3859848500	14.2352749300
6.5706051870	-4.5211488140	2.7425873120	6.5706051870	41.3872985900	14.2350189100
6.5936599420	-4.4775283700	2.7374713720	6.5936599420	41.3863646200	14.2332459300
6.6167146970	-4.4857642310	2.7440550570	6.6167146970	41.3852446700	14.2335927000
6.6397694520	-4.4519451420	2.7467036870	6.6397694520	41.3885359900	14.2315340400
6.6628242070	-4.4111836900	2.7379902170	6.6628242070	41.3894468400	14.2309901400
6.6858789630	-4.3200276080	2.7235075160	6.6858789630	41.3881121700	14.2317115800
6.7089337180	-4.2578432220	2.7144504440	6.7089337180	41.3880615300	14.2306691500
6.7319884730	-4.0266401720	2.6708448690	6.7319884730	41.3887120900	14.2317134900
6.7550432280	-3.7021772610	2.5943592230	6.7550432280	41.3864004200	14.2354684600
6.7780979830	-3.0995571440	2.5123410150	6.7780979830	41.3849770500	14.2392122600
6.8011527380	-2.6817899710	2.4313664830	6.8011527380	41.3840219300	14.2370969500
6.8242074930	-2.2518418150	2.3562020870	6.8242074930	41.3865727800	14.2330142300
6.8472622480	-1.6387474700	2.3168550250	6.8472622480	41.3886851900	14.2314846100
6.8703170030	-0.8945800066	2.2619367160	6.8703170030	41.3869864800	14.2336195900
6.8933717580	0.0776854388	2.0964400770	6.8933717580	41.3865959000	14.2314753800
6.9164265130	0.7101972654	2.0399628150	6.9164265130	41.3895243600	14.2210738700
6.9394812680	2.1108038630	1.9848525930	6.9394812680	41.3908289700	14.2196552300
6.9625360230	3.3755889890	1.9336034800	6.9625360230	41.3922790100	14.2164235900
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
