SOLfasMMM			SOLext		
t	x	y	t	x	y
0.000000000000	3.201522101	9.574784703	0.000000000000	25.443749450000	14.418749690000
0.02404019521	3.2044625	9.573492363	0.024040195210	25.443722100000	14.418932190000
0.04808039041	3.202389375	9.574505203	0.048080390410	25.443295310000	14.419498190000
0.07212058562	3.199929083	9.574202838	0.072120585620	25.443538030000	14.418785050000
0.09616078083	3.200474897	9.573719869	0.096160780830	25.442989710000	14.418652050000
0.120200976	3.201030498	9.574157283	0.120200976000	25.443718240000	14.418687020000
0.1442411712	3.200940491	9.573505859	0.144241171200	25.443616900000	14.418556390000
0.1682813664	3.199955437	9.57390688	0.168281366400	25.443400820000	14.418673750000
0.1923215617	3.200548716	9.573460256	0.192321561700	25.442809780000	14.419559210000
0.2163617569	3.198708481	9.574312925	0.216361756900	25.443233850000	14.419521030000
0.2404019521	3.197521849	9.574052165	0.240401952100	25.444092930000	14.419030210000
0.2644421473	3.199547067	9.574019811	0.264442147300	25.444303770000	14.418770440000
0.2884823425	3.197001766	9.573460733	0.288482342500	25.443407300000	14.419266420000
0.3125225377	3.199893482	9.574017743	0.312522537700	25.443191650000	14.419252410000
0.3365627329	3.198593121	9.57302947	0.336562732900	25.442967690000	14.419248070000
0.3606029281	3.196349602	9.573592399	0.360602928100	25.443291110000	14.419492080000
0.3846431233	3.196633068	9.574687248	0.384643123300	25.442752480000	14.418642420000
0.4086833185	3.193652488	9.573987907	0.408683318500	25.442429630000	14.418511860000
0.4327235137	3.192177579	9.574689811	0.432723513700	25.443471450000	14.418665340000
0.4567637089	3.193123623	9.575060237	0.456763708900	25.443205340000	14.418772520000
0.4808039041	3.191954783	9.574295141	0.480803904100	25.442294150000	14.419143540000
0.5048440993	3.189054587	9.57404375	0.504844099300	25.442622110000	14.418766240000
0.5288842945	3.187599942	9.574438806	0.528884294500	25.442749600000	14.418738570000
0.5529244897	3.149605575	9.576151085	0.552924489700	25.442558910000	14.418827160000
0.576964685	3.126175369	9.577443598	0.576964685000	25.442881640000	14.418932660000
0.6010048802	3.025233802	9.575671834	0.601004880200	25.443385170000	14.419049230000
0.6250450754	2.982458336	9.572883887	0.625045075400	25.442566930000	14.419212230000
0.6490852706	2.915493729	9.567818029	0.649085270600	25.442433160000	14.419630760000
0.6731254658	2.864366039	9.560290862	0.673125465800	25.441614090000	14.419933300000
0.697165661	2.78345308	9.552879913	0.697165661000	25.440837660000	14.420957860000
0.7212058562	2.752020802	9.554679995	0.721205856200	25.440066330000	14.420827030000
0.7452460514	2.624600449	9.544269715	0.745246051400	25.437960720000	14.422340360000
0.7692862466	2.469222165	9.551082193	0.769286246600	25.429717910000	14.422464430000
0.7933264418	2.35632484	9.560286499	0.793326441800	25.427281950000	14.421835940000
0.817366637	2.297587234	9.565874534	0.817366637000	25.424294420000	14.423784880000
0.8414068322	2.211409937	9.571267379	0.841406832200	25.426088880000	14.422592310000
0.8654470274	2.178112579	9.57065585	0.865447027400	25.422023540000	14.424566430000
0.8894872226	2.131149488	9.570626273	0.889487222600	25.417981690000	14.424562240000
0.9135274178	1.992069549	9.574615224	0.913527417800	25.416141090000	14.428210260000
0.937567613	1.973273384	9.573782757	0.937567613000	25.412945470000	14.428390250000
0.9616078083	1.808937223	9.566915267	0.961607808300	25.411071780000	14.433079580000
0.9856480035	1.683558967	9.565611647	0.985648003500	25.408030820000	14.432912910000
1.009688199	1.654755712	9.566635061	1.009688199000	25.413319810000	14.432814160000
1.033728394	1.529217915	9.560359604	1.033728394000	25.414502150000	14.430241690000
1.057768589	1.358476912	9.572732654	1.057768589000	25.416301310000	14.429895420000
1.081808784	1.318943991	9.575561987	1.081808784000	25.417725320000	14.429505850000
1.105848979	1.106056629	9.584625757	1.105848979000	25.424004930000	14.427723940000
1.129889175	1.045368025	9.592855483	1.129889175000	25.424469200000	14.428792880000
1.15392937	0.9778792619	9.591016478	1.153929370000	25.421798890000	14.426436140000
1.177969565	0.9502612913	9.578875012	1.177969565000	25.426358590000	14.426435870000
1.20200976	0.9154057607	9.57614556	1.202009760000	25.424638870000	14.425302790000
1.226049956	0.9006891716	9.580806293	1.226049956000	25.430254620000	14.424470930000
1.250090151	0.8865105707	9.58317797	1.250090151000	25.430002640000	14.424195350000
1.274130346	0.8159447718	9.576055804	1.274130346000	25.430394700000	14.423683960000
1.298170541	0.7972767008	9.563039222	1.298170541000	25.430097550000	14.423962410000
1.322210736	0.7686797037	9.565419973	1.322210736000	25.431275540000	14.423876840000
1.346250932	0.6891137017	9.566396162	1.346250932000	25.433339020000	14.423249350000
1.370291127	0.6676765182	9.559145958	1.370291127000	25.434766940000	14.423149180000
1.394331322	0.6241492751	9.546708441	1.394331322000	25.433631700000	14.423844680000
1.418371517	0.4833177068	9.507473991	1.418371517000	25.432540660000	14.423544430000
1.442411712	0.4549427322	9.495632169	1.442411712000	25.435425990000	14.420453360000
1.466451908	0.4427758319	9.489006904	1.466451908000	25.436512910000	14.421460260000
1.490492103	0.4257571433	9.478056905	1.490492103000	25.435585020000	14.421130760000
1.514532298	0.3623981058	9.48248283	1.514532298000	25.437999160000	14.420754350000
1.538572493	0.3549208816	9.475924355	1.538572493000	25.435450910000	14.421063970000
1.562612688	0.3354898956	9.484064886	1.562612688000	25.436895720000	14.420369110000
1.586652884	0.305979609	9.482366731	1.586652884000	25.438867100000	14.421318410000
1.610693079	0.3016656021	9.487779376	1.610693079000	25.439088140000	14.421514960000
1.634733274	0.2978042618	9.491179923	1.634733274000	25.437953930000	14.421623830000
1.658773469	0.2450847821	9.483076198	1.658773469000	25.436661290000	14.422079150000
1.682813664	0.1959905303	9.48097671	1.682813664000	25.438544740000	14.422901010000
1.70685386	0.1580112877	9.487958508	1.706853860000	25.437789670000	14.422235590000
1.730894055	0.1082358533	9.474695407	1.730894055000	25.441551510000	14.421608700000
1.75493425	-0.1108683242	9.43295492	1.754934250000	25.442027520000	14.422206710000
1.778974445	-0.1619231024	9.429435586	1.778974445000	25.441746100000	14.422839350000
1.80301464	-0.1976882354	9.421469122	1.803014640000	25.441554540000	14.423370590000
1.827054836	-0.2315225077	9.423142953	1.827054836000	25.442387620000	14.423072580000
1.851095031	-0.282779822	9.418243782	1.851095031000	25.441831970000	14.423641780000
1.875135226	-0.4722345176	9.409950369	1.875135226000	25.440334740000	14.423012540000
1.899175421	-0.5073928807	9.421153103	1.899175421000	25.443256230000	14.421332900000
1.923215617	-0.5481220734	9.427928653	1.923215617000	25.441632010000	14.421802980000
1.947255812	-0.6779079444	9.424645965	1.947255812000	25.441336140000	14.422865640000
1.971296007	-0.7018872337	9.421236817	1.971296007000	25.440655960000	14.423402300000
1.995336202	-0.8136420916	9.415498319	1.995336202000	25.434530940000	14.424920220000
2.019376397	-0.8254755126	9.411944457	2.019376397000	25.435821420000	14.425236720000
2.043416593	-0.8274441347	9.408378365	2.043416593000	25.431999850000	14.427134020000
2.067456788	-0.8409783142	9.404414523	2.067456788000	25.435876840000	14.425622480000
2.091496983	-0.8866255117	9.406960507	2.091496983000	25.437216440000	14.425272590000
2.115537178	-0.9278574065	9.394656457	2.115537178000	25.433271750000	14.426605210000
2.139577373	-1.009433972	9.395983859	2.139577373000	25.434831260000	14.425759050000
2.163617569	-1.091113941	9.390290874	2.163617569000	25.430555550000	14.426701960000
2.187657764	-1.133468643	9.388623623	2.187657764000	25.432809220000	14.425845500000
2.211697959	-1.276109213	9.39906907	2.211697959000	25.426959440000	14.425465550000
2.235738154	-1.360335309	9.393672351	2.235738154000	25.426273240000	14.425146780000
2.259778349	-1.439492223	9.384409554	2.259778349000	25.424292600000	14.425558960000
2.283818545	-1.489757708	9.378806607	2.283818545000	25.425906690000	14.425338190000
2.30785874	-1.520229589	9.384133692	2.307858740000	25.425797180000	14.425048770000
2.331898935	-1.542783561	9.383619179	2.331898935000	25.425447470000	14.425654920000
2.35593913	-1.532859366	9.378090088	2.355939130000	25.427463770000	14.423307340000
2.379979325	-1.658876072	9.34292668	2.379979325000	25.429426740000	14.423441270000
2.404019521	-1.70776614	9.326566027	2.404019521000	25.433715600000	14.423190740000
2.428059716	-1.73210737	9.32252043	2.428059716000	25.429541280000	14.424556590000
2.452099911	-1.755519997	9.323829641	2.452099911000	25.434328830000	14.421758470000
2.476140106	-1.756300803	9.323614768	2.476140106000	25.436285050000	14.421949880000
2.500180301	-1.784007113	9.322131127	2.500180301000	25.432091290000	14.421162370000
2.524220497	-1.823302417	9.322628296	2.524220497000	25.434875700000	14.422093390000
2.548260692	-1.924023589	9.313962492	2.548260692000	25.434182260000	14.423094190000
