SOLfasSAME			SOLext		
t	x	y	t	x	y
0.000000000000	9.725577520000	8.886554429000	0.000000000000	26.378946800000	14.378947060000
0.023679848450	9.726531432000	8.886048461000	0.023679848450	26.378139410000	14.377124650000
0.047359696900	9.725717367000	8.886418118000	0.047359696900	26.376955900000	14.377805320000
0.071039545350	9.724730193000	8.886345635000	0.071039545350	26.377479540000	14.377816580000
0.094719393800	9.724734397000	8.886483248000	0.094719393800	26.377798880000	14.377848870000
0.118399242200	9.725428267000	8.886420359000	0.118399242200	26.378519380000	14.377928950000
0.142079090700	9.726040418000	8.886435855000	0.142079090700	26.378761410000	14.377820540000
0.165758939100	9.725695706000	8.886170777000	0.165758939100	26.378889640000	14.377115800000
0.189438787600	9.726055017000	8.886194033000	0.189438787600	26.378712170000	14.377679540000
0.213118636000	9.726785709000	8.886261032000	0.213118636000	26.378739170000	14.377702450000
0.236798484500	9.725661224000	8.886392385000	0.236798484500	26.379119450000	14.377752400000
0.260478332900	9.726457909000	8.885994494000	0.260478332900	26.379152540000	14.377562800000
0.284158181400	9.725961051000	8.886449723000	0.284158181400	26.378014980000	14.377186930000
0.307838029800	9.726349605000	8.885940325000	0.307838029800	26.378719160000	14.377608990000
0.331517878300	9.726745638000	8.885524388000	0.331517878300	26.378839970000	14.377916220000
0.355197726700	9.726935528000	8.885669701000	0.355197726700	26.378263910000	14.377956200000
0.378877575200	9.727430897000	8.885544852000	0.378877575200	26.377328740000	14.377938360000
0.402557423600	9.729403981000	8.885543410000	0.402557423600	26.378408140000	14.377534790000
0.426237272100	9.730664149000	8.885434679000	0.426237272100	26.378756960000	14.377779200000
0.449917120500	9.730250863000	8.885544091000	0.449917120500	26.378070960000	14.377233270000
0.473596969000	9.729260623000	8.885533182000	0.473596969000	26.379907940000	14.377657420000
0.497276817400	9.728633399000	8.885826228000	0.497276817400	26.378781760000	14.377526680000
0.520956665900	9.727592583000	8.886067398000	0.520956665900	26.379092970000	14.377761920000
0.544636514300	9.726833965000	8.886433074000	0.544636514300	26.378623220000	14.377322380000
0.568316362800	9.726768719000	8.886489733000	0.568316362800	26.377794480000	14.377920920000
0.591996211200	9.725746452000	8.886813286000	0.591996211200	26.379426970000	14.377874360000
0.615676059700	9.724093597000	8.886811610000	0.615676059700	26.377402820000	14.376880700000
0.639355908100	9.723696091000	8.886868250000	0.639355908100	26.378864530000	14.377604060000
0.663035756600	9.724505997000	8.886819053000	0.663035756600	26.378082210000	14.377159870000
0.686715605000	9.720467515000	8.886527677000	0.686715605000	26.378764230000	14.377472730000
0.710395453500	9.715093411000	8.884249720000	0.710395453500	26.377655120000	14.377572350000
0.734075301900	9.712581671000	8.884281671000	0.734075301900	26.376839220000	14.377595730000
0.757755150400	9.699627345000	8.884054398000	0.757755150400	26.376697470000	14.377810560000
0.781434998800	9.668242629000	8.882522314000	0.781434998800	26.377527620000	14.377429150000
0.805114847300	9.547995370000	8.876769543000	0.805114847300	26.376092560000	14.377981910000
0.828794695700	9.512617817000	8.876672356000	0.828794695700	26.375635290000	14.377429370000
0.852474544200	9.347688562000	8.869330370000	0.852474544200	26.361179700000	14.380756090000
0.876154392600	9.242168109000	8.859582005000	0.876154392600	26.374788650000	14.379614540000
0.899834241100	9.159897364000	8.846566843000	0.899834241100	26.371612760000	14.381650200000
0.923514089500	9.075210980000	8.833300294000	0.923514089500	26.369907160000	14.383141710000
0.947193938000	9.023938116000	8.820281814000	0.947193938000	26.374040950000	14.383811700000
0.970873786400	8.942411082000	8.814096903000	0.970873786400	26.376275500000	14.385243270000
0.994553634900	8.874584913000	8.815475016000	0.994553634900	26.381295900000	14.386511620000
1.018233483000	8.814006604000	8.810969693000	1.018233483000	26.386686920000	14.386795310000
1.041913332000	8.744575692000	8.808773312000	1.041913332000	26.383419200000	14.389440810000
1.065593180000	8.708034404000	8.810494336000	1.065593180000	26.388752330000	14.387570910000
1.089273029000	8.651833761000	8.808153579000	1.089273029000	26.387354000000	14.387218830000
1.112952877000	8.546306986000	8.801557463000	1.112952877000	26.387461460000	14.396910820000
1.136632726000	8.505409257000	8.801333279000	1.136632726000	26.389719650000	14.394850230000
1.160312574000	8.437547556000	8.801588924000	1.160312574000	26.374822210000	14.399908830000
1.183992422000	8.304410622000	8.799952807000	1.183992422000	26.377841190000	14.403859160000
1.207672271000	8.273539501000	8.801462332000	1.207672271000	26.382507780000	14.400346320000
1.231352119000	8.229683736000	8.800571539000	1.231352119000	26.385162360000	14.405161420000
1.255031968000	8.126595962000	8.798346320000	1.255031968000	26.386703310000	14.413564580000
1.278711816000	8.118861233000	8.800071110000	1.278711816000	26.378173910000	14.412150710000
1.302391665000	8.054880893000	8.801007846000	1.302391665000	26.393894360000	14.417159840000
1.326071513000	8.029728286000	8.803939724000	1.326071513000	26.404030550000	14.420971850000
1.349751362000	8.009465087000	8.804970885000	1.349751362000	26.399690540000	14.422221110000
1.373431210000	7.887876244000	8.804420228000	1.373431210000	26.386092450000	14.427982050000
1.397111058000	7.805058141000	8.803725323000	1.397111058000	26.382276050000	14.429535510000
1.420790907000	7.770934378000	8.805303924000	1.420790907000	26.381018310000	14.429737120000
1.444470755000	7.717441748000	8.808111708000	1.444470755000	26.379154350000	14.433123430000
1.468150604000	7.603652928000	8.808845475000	1.468150604000	26.375200980000	14.426750410000
1.491830452000	7.587479913000	8.809283992000	1.491830452000	26.369278850000	14.426703390000
1.515510301000	7.520732035000	8.808171947000	1.515510301000	26.362668400000	14.426153620000
1.539190149000	7.450770215000	8.810002736000	1.539190149000	26.354436050000	14.429291130000
1.562869998000	7.331344161000	8.811765075000	1.562869998000	26.356751640000	14.419195560000
1.586549846000	7.225544445000	8.814236013000	1.586549846000	26.358593050000	14.404128970000
1.610229695000	7.034797324000	8.819326789000	1.610229695000	26.353224860000	14.405827680000
