mass_A			mass_B		
t	x	y	t	x	y
0.0000000000000	10.3832149300000	10.3832149300000	0.0000000000000	-5.0946305240000	14.8726063000000
0.0596125186300	10.3338754600000	10.3839723400000	0.0596125186300	-5.0955577210000	14.8718203700000
0.1192250373000	10.3640536400000	10.3831855200000	0.1192250373000	-5.0953212410000	14.8717346000000
0.1788375559000	10.3491208400000	10.3830885200000	0.1788375559000	-5.0954957730000	14.8716880600000
0.2384500745000	10.3485915700000	10.3839244000000	0.2384500745000	-5.0950636070000	14.8718517400000
0.2980625931000	10.3111292300000	10.3834229600000	0.2980625931000	-5.0947601820000	14.8718896800000
0.3576751118000	10.3155890700000	10.3845632700000	0.3576751118000	-5.0951828240000	14.8720269500000
0.4172876304000	10.2399637000000	10.3832213200000	0.4172876304000	-5.0950844620000	14.8718001300000
0.4769001490000	10.3476685400000	10.3853212900000	0.4769001490000	-5.0950561090000	14.8719935700000
0.5365126677000	10.3633430400000	10.3825327600000	0.5365126677000	-5.0960722050000	14.8718429900000
0.5961251863000	10.3627370400000	10.3853348500000	0.5961251863000	-5.0958016150000	14.8717945600000
0.6557377049000	10.5623341800000	10.3852213800000	0.6557377049000	-5.0959663350000	14.8718128900000
0.7153502235000	10.6736078500000	10.3897175400000	0.7153502235000	-5.0955499790000	14.8715518700000
0.7749627422000	10.7743581900000	10.3855098100000	0.7749627422000	-5.0955114520000	14.8715080800000
0.8345752608000	10.9167858400000	10.3905256900000	0.8345752608000	-5.0968579150000	14.8710141200000
0.8941877794000	11.1089162900000	10.4056099300000	0.8941877794000	-5.0965968580000	14.8710629500000
0.9538002981000	11.3835192600000	10.4228526400000	0.9538002981000	-5.0966102340000	14.8709833800000
1.0134128170000	11.4926577300000	10.4477604400000	1.0134128170000	-5.0982826620000	14.8708849000000
1.0730253350000	11.6909312700000	10.4488155500000	1.0730253350000	-5.0972692270000	14.8709943500000
1.1326378540000	11.8347532300000	10.4583895800000	1.1326378540000	-5.0984201790000	14.8708773600000
1.1922503730000	12.0135193100000	10.4644825600000	1.1922503730000	-5.0967893170000	14.8709104200000
1.2518628910000	12.1419033900000	10.4643935200000	1.2518628910000	-5.1006764570000	14.8706250400000
1.3114754100000	12.1653689400000	10.4659034400000	1.3114754100000	-5.1016708680000	14.8708582500000
1.3710879280000	12.1976022800000	10.4620510000000	1.3710879280000	-5.1012594170000	14.8701586000000
1.4307004470000	12.1378308700000	10.4595773900000	1.4307004470000	-5.1007547980000	14.8704510300000
1.4903129660000	12.0370616900000	10.4560654900000	1.4903129660000	-5.1027671300000	14.8704901200000
1.5499254840000	11.8926887700000	10.4561969500000	1.5499254840000	-5.1040403130000	14.8705716500000
1.6095380030000	11.6151291400000	10.4508577600000	1.6095380030000	-5.1059897530000	14.8706611600000
1.6691505220000	11.3012451200000	10.4447072700000	1.6691505220000	-5.1082461380000	14.8707570700000
1.7287630400000	11.1144548300000	10.4286812200000	1.7287630400000	-5.1086054740000	14.8705290700000
1.7883755590000	10.7911918200000	10.3966021400000	1.7883755590000	-5.1100283130000	14.8706111900000
1.8479880770000	10.5696581200000	10.3919844800000	1.8479880770000	-5.1119014750000	14.8706880900000
1.9076005960000	10.3398493900000	10.3833453900000	1.9076005960000	-5.1181660100000	14.8702409900000
1.9672131150000	10.0621001300000	10.3853874100000	1.9672131150000	-5.1237477810000	14.8705500800000
2.0268256330000	9.8390394200000	10.3775466400000	2.0268256330000	-5.1247429430000	14.8697979100000
2.0864381520000	9.6612680390000	10.3721505300000	2.0864381520000	-5.1362661740000	14.8694344600000
2.1460506710000	9.4484226620000	10.3741065000000	2.1460506710000	-5.1709934960000	14.8694008500000
2.2056631890000	9.3123102590000	10.3687404200000	2.2056631890000	-5.1858862060000	14.8692431800000
2.2652757080000	9.1504695490000	10.3722052100000	2.2652757080000	-5.1941551280000	14.8691745000000
2.3248882270000	8.9458952800000	10.3735073100000	2.3248882270000	-5.2015864720000	14.8689023300000
2.3845007450000	8.7497475010000	10.3768131700000	2.3845007450000	-5.2027928000000	14.8686740000000
2.4441132640000	8.6075844380000	10.3708638800000	2.4441132640000	-5.2158737910000	14.8686434900000
2.5037257820000	8.4051066860000	10.3688001600000	2.5037257820000	-5.2330157760000	14.8684445900000
2.5633383010000	8.1391459010000	10.3664283800000	2.5633383010000	-5.2357463570000	14.8672682500000
2.6229508200000	7.9973229320000	10.3654473100000	2.6229508200000	-5.2442868540000	14.8661848000000
2.6825633380000	7.8111139670000	10.3681366500000	2.6825633380000	-5.2487131650000	14.8656272200000
2.7421758570000	7.6510622260000	10.3640212100000	2.7421758570000	-5.2570248710000	14.8655349800000
2.8017883760000	7.5076424720000	10.3671801800000	2.8017883760000	-5.2675368260000	14.8645185600000
2.8614008940000	7.3541586640000	10.3627181700000	2.8614008940000	-5.2707604690000	14.8636179400000
2.9210134130000	7.1133578290000	10.3612724900000	2.9210134130000	-5.2815543510000	14.8633511600000
2.9806259310000	6.9140881290000	10.3640985500000	2.9806259310000	-5.2893272250000	14.8620448500000
3.0402384500000	6.6547690670000	10.3671759200000	3.0402384500000	-5.3254709580000	14.8613871800000
3.0998509690000	6.4457942310000	10.3663903200000	3.0998509690000	-5.3320893940000	14.8631671600000
3.1594634870000	6.3336315030000	10.3709018700000	3.1594634870000	-5.3488830880000	14.8627284300000
3.2190760060000	6.1684482870000	10.3688471600000	3.2190760060000	-5.3504989770000	14.8632347000000
3.2786885250000	5.9708788090000	10.3741909500000	3.2786885250000	-5.3557944110000	14.8642815800000
3.3383010430000	5.7710382420000	10.3756791800000	3.3383010430000	-5.3581696150000	14.8645954600000
3.3979135620000	5.5432630050000	10.3817926600000	3.3979135620000	-5.3691282650000	14.8647165700000
3.4575260800000	5.3705901610000	10.3803854100000	3.4575260800000	-5.3714555930000	14.8654612300000
3.5171385990000	5.2093311050000	10.3790688300000	3.5171385990000	-5.3748330640000	14.8660416500000
3.5767511180000	5.0677190330000	10.3781978700000	3.5767511180000	-5.3771127750000	14.8658947600000
3.6363636360000	4.7812262620000	10.3775800000000	3.6363636360000	-5.3806667620000	14.8663144500000
