GMfasMMM			GMext		
2.2149442480	20.6383451100	1.8177540720	2.2149442480	48.5270040800	13.1278859000
2.2338753950	20.5257965500	1.8378406280	2.2338753950	48.5227429300	13.1452345500
2.2528065430	20.4847961900	1.8432895180	2.2528065430	48.5208960200	13.1509437600
2.2717376900	20.3631481600	1.8623193530	2.2717376900	48.5198166400	13.1568238900
2.2906688370	20.2408714400	1.8823183670	2.2906688370	48.5173800600	13.1627767600
2.3095999850	20.1183375800	1.9013849050	2.3095999850	48.5150149800	13.1698046500
2.3285311320	19.9929832600	1.9143904940	2.3285311320	48.5107271300	13.1775592700
2.3474622800	19.8793575100	1.9321042620	2.3474622800	48.5109697000	13.1872997400
2.3663934270	19.8172972400	1.9426537870	2.3663934270	48.5120766000	13.1918834400
2.3853245750	19.7193401400	1.9556387400	2.3853245750	48.5359897700	13.2048843000
2.4042557220	19.6148146700	1.9753530700	2.4042557220	48.5352387300	13.2203152000
2.4231868690	19.4583474500	2.0200587590	2.4231868690	48.5356473800	13.2264069500
2.4421180170	19.4278413300	2.0352426050	2.4421180170	48.5344392900	13.2285890400
2.4610491640	19.3517080700	2.0559164620	2.4610491640	48.5333883100	13.2311713500
2.4799803120	19.2770741300	2.0703064100	2.4799803120	48.5328600800	13.2339491800
2.4989114590	19.1944342700	2.0814688230	2.4989114590	48.5307714400	13.2372969900
2.5178426060	19.1633971700	2.0865570090	2.5178426060	48.5322389200	13.2383505700
2.5367737540	19.0868039000	2.0997993720	2.5367737540	48.5294979800	13.2441700000
2.5557049010	18.9523956300	2.1431736350	2.5557049010	48.5282843500	13.2632481200
2.5746360490	18.8096715500	2.1847584670	2.5746360490	48.5578105700	13.2709682400
2.5935671960	18.6920942600	2.2035630180	2.5935671960	48.5595793400	13.2901102100
2.6124983440	18.5941118600	2.2153677230	2.6124983440	48.5590146400	13.2966946800
2.6314294910	18.5823755000	2.2029156930	2.6314294910	48.5570588100	13.3000639200
2.6503606380	18.5075013300	2.2024193260	2.6503606380	48.5586635100	13.3023997400
2.6692917860	18.4466118600	2.2102873450	2.6692917860	48.5556079200	13.3040434800
2.6882229330	18.3666652100	2.2318243890	2.6882229330	48.5539704700	13.3070681800
2.7071540810	18.2343770500	2.2688440240	2.7071540810	48.5547469700	13.3082824000
2.7260852280	18.1863688600	2.2922109080	2.7260852280	48.5532983800	13.3110837900
2.7450163750	18.1526322600	2.3108545790	2.7450163750	48.5523783500	13.3123695800
2.7639475230	18.1200623000	2.3114773390	2.7639475230	48.5513662400	13.3116735200
2.7828786700	18.0574409400	2.3191886460	2.7828786700	48.5521106300	13.3122340500
2.8018098180	18.0099607700	2.3280519350	2.8018098180	48.5525662600	13.3122759100
2.8207409650	17.8546256900	2.3377379600	2.8207409650	48.5506337600	13.3163933400
2.8396721130	17.8082672900	2.3382238630	2.8396721130	48.5537894500	13.3158252100
2.8586032600	17.7453498100	2.3470528840	2.8586032600	48.5511667500	13.3191485300
2.8775344070	17.6867856900	2.3658518940	2.8775344070	48.5491710000	13.3242440600
2.8964655550	17.5982317100	2.3824970010	2.8964655550	48.5448251300	13.3348011500
2.9153967020	17.5154391300	2.3957544950	2.9153967020	48.5404747900	13.3424448300
2.9343278500	17.4759567200	2.4008303120	2.9343278500	48.5413490700	13.3398209200
2.9532589970	17.3922151900	2.4069281700	2.9532589970	48.5613861300	13.3406265600
2.9721901440	17.2759937800	2.4193716370	2.9721901440	48.5607073500	13.3596074900
2.9911212920	17.2540854400	2.4269659900	2.9911212920	48.5594074700	13.3653563200
3.0100524390	17.1689076500	2.4298430420	3.0100524390	48.5585128500	13.3702164300
3.0289835870	17.0900206600	2.4410986500	3.0289835870	48.5562524000	13.3750754400
3.0479147340	17.0384911600	2.4520482820	3.0479147340	48.5565363800	13.3776205000
3.0668458820	16.9941949900	2.4595382920	3.0668458820	48.5556827500	13.3791651100
3.0857770290	16.9798109400	2.4626564620	3.0857770290	48.5563564600	13.3800780100
3.1047081760	16.9082395200	2.4720272500	3.1047081760	48.5563421400	13.3817033800
3.1236393240	16.8384938600	2.4776520790	3.1236393240	48.5552746300	13.3841501300
3.1425704710	16.8052274600	2.4865257720	3.1425704710	48.5572431100	13.3837084500
3.1615016190	16.7578190000	2.4989685750	3.1615016190	48.5570423100	13.3855271800
3.1804327660	16.7459632700	2.5066816960	3.1804327660	48.5581474400	13.3861890500
3.1993639130	16.7211450500	2.5212863980	3.1993639130	48.5589433900	13.3875598500
3.2182950610	16.6718247100	2.5262271510	3.2182950610	48.5583734900	13.3898029900
3.2372262080	16.5980827500	2.5293942480	3.2372262080	48.5572610700	13.3917066700
3.2561573560	16.4748235800	2.5376723180	3.2561573560	48.5595798200	13.3959066700
3.2750885030	16.4067476200	2.5493361730	3.2750885030	48.5589084700	13.3988149100
3.2940196510	16.2942227900	2.5665642030	3.2940196510	48.5592621600	13.3991626700
3.3129507980	16.1970574800	2.5699986700	3.3129507980	48.5594037600	13.4010013400
3.3318819450	16.0716315100	2.5790598240	3.3318819450	48.5584017300	13.4031414900
3.3508130930	16.0231103000	2.5814362360	3.3508130930	48.5576805200	13.4019994500
3.3697442400	15.9393087900	2.5847667110	3.3697442400	48.5598435100	13.4004312200
3.3886753880	15.8456613600	2.5979443680	3.3886753880	48.5579197800	13.4009053200
3.4076065350	15.7210614400	2.6087389730	3.4076065350	48.5579571700	13.3993932300
3.4265376820	15.6608371000	2.6216618720	3.4265376820	48.5561385700	13.3976156200
3.4454688300	15.5065138100	2.6407631140	3.4454688300	48.5580042000	13.3974155900
3.4643999770	15.3719173900	2.6601147680	3.4643999770	48.5576272400	13.3988978600
3.4833311250	15.2558627300	2.6852209010	3.4833311250	48.5591029800	13.4022283900
3.5022622720	15.2140678200	2.6923184430	3.5022622720	48.5589521100	13.4021873000
3.5211934200	15.0991171300	2.7182003780	3.5211934200	48.5595141800	13.4012971100
3.5401245670	15.0402799900	2.7250826250	3.5401245670	48.5596054400	13.3983413600
3.5590557140	14.9546271600	2.7389943700	3.5590557140	48.5588200500	13.3960987800
3.5779868620	14.8801320100	2.7467253680	3.5779868620	48.5592807200	13.3939768400
3.5969180090	14.8282804900	2.7497470600	3.5969180090	48.5603567800	13.3917540100
3.6158491570	14.7372176700	2.7663803900	3.6158491570	48.5599383700	13.3906032000
3.6347803040	14.5751033900	2.7721487820	3.6347803040	48.5606416200	13.3946423600
3.6537114510	14.5210196300	2.7820698520	3.6537114510	48.5600678300	13.3932163500
3.6726425990	14.4301916600	2.7946824400	3.6726425990	48.5604355600	13.3919571500
3.6915737460	14.3966758000	2.7986423860	3.6915737460	48.5617662600	13.3906617600
3.7105048940	14.3282404800	2.8095184920	3.7105048940	48.5609979800	13.3908614000
3.7294360410	14.1478191900	2.8323021780	3.7294360410	48.5605457900	13.3935754300
3.7483671890	14.0863474900	2.8344269610	3.7483671890	48.5598370800	13.3951027500
3.7672983360	13.9910387800	2.8497518850	3.7672983360	48.5569653100	13.4028199500
3.7862294830	13.8984894000	2.8573539190	3.7862294830	48.5554930600	13.4043493500
3.8051606310	13.7837048200	2.8710168690	3.8051606310	48.5539102400	13.4055196300
3.8240917780	13.6538544000	2.8798824440	3.8240917780	48.5538491800	13.4103875400
3.8430229260	13.5782576400	2.8942118720	3.8430229260	48.5530930400	13.4087204000
3.8619540730	13.4580072600	2.9081593580	3.8619540730	48.5516971500	13.4135246600
3.8808852200	13.3499919100	2.9283738340	3.8808852200	48.5526396300	13.4124193300
3.8998163680	13.2228954800	2.9500272040	3.8998163680	48.5542314800	13.4091118700
3.9187475150	13.1448724100	2.9642116620	3.9187475150	48.5551538300	13.4034842800
3.9376786630	12.9685404200	2.9805201830	3.9376786630	48.5562104000	13.4011098600
3.9566098100	12.8360181800	2.9991667390	3.9566098100	48.5566856600	13.3984493900
3.9755409580	12.6709909500	3.0168103480	3.9755409580	48.5577975500	13.3984577200
3.9944721050	12.5559287900	3.0243747030	3.9944721050	48.5566656400	13.3999359400
4.0134032520	12.5304528700	3.0271253830	4.0134032520	48.5585820700	13.3946164000
4.0323344000	12.4271151200	3.0442565120	4.0323344000	48.5635510500	13.3872316200
4.0512655470	12.3244367100	3.0584213580	4.0512655470	48.5671539600	13.3841766800
4.0701966950	12.2367709400	3.0835568310	4.0701966950	48.5695363600	13.3823973200
4.0891278420	12.2007782400	3.0940548260	4.0891278420	48.5688718700	13.3817691500
4.1080589890	12.1270178000	3.1109460910	4.1080589890	48.5714367300	13.3821298300
4.1269901370	12.1021466800	3.1190849220	4.1269901370	48.5733673300	13.3798402200
4.1459212840	12.0211828900	3.1464267540	4.1459212840	48.5752479000	13.3791303300
4.1648524320	11.9132376000	3.1597760630	4.1648524320	48.5762349500	13.3782267700
4.1837835790	11.8637604100	3.1588713630	4.1837835790	48.5776515700	13.3776061900
4.2027147270	11.7757920100	3.1680119000	4.2027147270	48.5826346300	13.3758585700
4.2216458740	11.7735512700	3.1731222020	4.2216458740	48.5919190700	13.3718479500
4.2405770210	11.8020822800	3.1652529200	4.2405770210	48.6355044700	13.3612850700
4.2595081690	11.7577613900	3.1650261940	4.2595081690	48.6817564800	13.3498920000
4.2784393160	11.6938303100	3.1722001270	4.2784393160	48.6950656300	13.3472831900
4.2973704640	11.5476131100	3.1926695000	4.2973704640	48.7025151700	13.3476901900
4.3163016110	11.4444092800	3.2100442060	4.3163016110	48.7032844900	13.3513749400
4.3352327580	11.3941147300	3.2170585000	4.3352327580	48.7059937400	13.3513702400
4.3541639060	11.2803565100	3.2419930100	4.3541639060	48.7144905500	13.3467681500
4.3730950530	11.2093776500	3.2594803640	4.3730950530	48.7228543500	13.3392435100
4.3920262010	11.1132871300	3.2703755760	4.3920262010	48.7280203600	13.3361175000
4.4109573480	11.0343386100	3.2866468780	4.4109573480	48.7303562700	13.3396087300
4.4298884960	10.9177248700	3.2964694440	4.4298884960	48.7276800500	13.3461722900
4.4488196430	10.8732811200	3.2994389840	4.4488196430	48.7249541800	13.3485884000
4.4677507900	10.8179804700	3.3149409300	4.4677507900	48.7247010600	13.3494773000
4.4866819380	10.8020708600	3.3291512610	4.4866819380	48.7286614600	13.3470605400
4.5056130850	10.7486471300	3.3472016190	4.5056130850	48.7342952600	13.3438639900
4.5245442330	10.7271891900	3.3592116330	4.5245442330	48.7321325700	13.3452023300
4.5434753800	10.7285150600	3.3689015180	4.5434753800	48.7341401000	13.3464440900
4.5624065270	10.7688562100	3.3632932710	4.5624065270	48.7338009100	13.3459620500
4.5813376750	10.7630098400	3.3642503610	4.5813376750	48.7274732000	13.3495331500
4.6002688220	10.7657336400	3.3647998240	4.6002688220	48.7256831500	13.3503447000
4.6191999700	10.7227745500	3.3728910570	4.6191999700	48.7281790100	13.3500838600
4.6381311170	10.6961136300	3.3801873790	4.6381311170	48.7280778100	13.3501141700
4.6570622650	10.7779902500	3.3744986320	4.6570622650	48.7298927800	13.3482416600
4.6759934120	10.7988304300	3.3745463760	4.6759934120	48.7306100100	13.3452743300
4.6949245590	10.7749922000	3.3747255080	4.6949245590	48.7267727900	13.3473683000
4.7138557070	10.7279282300	3.3754798310	4.7138557070	48.7241070900	13.3507260100
4.7327868540	10.7272129800	3.3790026670	4.7327868540	48.7188736700	13.3543172900
4.7517180020	10.7693184600	3.3794866340	4.7517180020	48.7169516600	13.3557052100
4.7706491490	10.7784410300	3.3815086200	4.7706491490	48.7156108500	13.3560562000
4.7895802960	10.7351457200	3.3956374620	4.7895802960	48.7209714900	13.3510932900
4.8085114440	10.7135094600	3.4194230180	4.8085114440	48.7283601200	13.3432311800
4.8274425910	10.7008274500	3.4416884520	4.8274425910	48.7319414600	13.3381508200
4.8463737390	10.6964719200	3.4466324540	4.8463737390	48.7340241900	13.3356225100
4.8653048860	10.7009751800	3.4470657980	4.8653048860	48.7324242700	13.3323741200
4.8842360340	10.6966233400	3.4466004230	4.8842360340	48.7334257500	13.3222110000
4.9031671810	10.7147637700	3.4490923100	4.9031671810	48.7036544200	13.3173851100
4.9220983280	10.7112798800	3.4601473500	4.9220983280	48.7071075000	13.2948247900
4.9410294760	10.7131996500	3.4599134190	4.9410294760	48.7075128500	13.2889645600
4.9599606230	10.7123350100	3.4550874450	4.9599606230	48.7069410700	13.2871771400
4.9788917710	10.7171759900	3.4490775720	4.9788917710	48.7042332300	13.2878648000
4.9978229180	10.7334755700	3.4470821580	4.9978229180	48.7044240700	13.2858593100
5.0167540650	10.7728168900	3.4437572820	5.0167540650	48.7075534900	13.2796783900
5.0356852130	10.7990121100	3.4409999810	5.0356852130	48.7104706400	13.2746919200
5.0546163600	10.7859756300	3.4434274250	5.0546163600	48.7172707300	13.2580357800
5.0735475080	10.8233064600	3.4298765600	5.0735475080	48.6961756300	13.2381033200
5.0924786550	10.8627158000	3.4243931120	5.0924786550	48.7005350800	13.2191680800
5.1114098030	10.8665379600	3.4270938560	5.1114098030	48.6996186900	13.2145202300
5.1303409500	10.8623701200	3.4324906300	5.1303409500	48.7042437700	13.2077448000
5.1492720970	10.8378074500	3.4353604020	5.1492720970	48.7038063200	13.2064756100
5.1682032450	10.8291963400	3.4381103500	5.1682032450	48.6975508000	13.2094780500
5.1871343920	10.8572319100	3.4338876980	5.1871343920	48.6921891600	13.2129501100
5.2060655400	10.8607730100	3.4327358070	5.2060655400	48.6876425300	13.2159840400
5.2249966870	10.8639295300	3.4309498550	5.2249966870	48.6873543000	13.2150384600
5.2439278340	10.8710968000	3.4297288120	5.2439278340	48.6894871000	13.2117055800
5.2628589820	10.8814713200	3.4288617790	5.2628589820	48.6918717100	13.2084008100
5.2817901290	10.9029283300	3.4274494790	5.2817901290	48.6958591600	13.2032466600
5.3007212770	10.8890211100	3.4337019400	5.3007212770	48.7003989300	13.1963823600
5.3196524240	10.8738660100	3.4408832970	5.3196524240	48.6884931400	13.1695531100
5.3385835720	10.8487931100	3.4434724720	5.3385835720	48.6995403500	13.1422652600
5.3575147190	10.8399324700	3.4495365520	5.3575147190	48.7042926300	13.1347914100
5.3764458660	10.8802612500	3.4440488070	5.3764458660	48.7100036400	13.1280688400
5.3953770140	10.8653452200	3.4475552730	5.3953770140	48.7097154500	13.1269299400
5.4143081610	10.8166293500	3.4565804630	5.4143081610	48.7055939600	13.1266356600
5.4332393090	10.7779686500	3.4620646610	5.4332393090	48.6983267900	13.1293964300
5.4521704560	10.8121428700	3.4551317070	5.4521704560	48.6994660900	13.1279385900
5.4711016030	10.8199967100	3.4528439280	5.4711016030	48.7034299700	13.1247979400
5.4900327510	10.8396755800	3.4533749490	5.4900327510	48.7068359100	13.1192026000
5.5089638980	10.8462257000	3.4514388680	5.5089638980	48.7015802600	13.1231921400
5.5278950460	10.8745710400	3.4392479380	5.5278950460	48.6933692200	13.1282301200
5.5468261930	10.9076971800	3.4357324120	5.5468261930	48.6931055800	13.1275919800
5.5657573410	10.9219062000	3.4363809030	5.5657573410	48.6916315900	13.1269099700
5.5846884880	10.9396200500	3.4437708690	5.5846884880	48.6983410400	13.1189837500
5.6036196350	10.9482829000	3.4400380830	5.6036196350	48.7021983000	13.1120544600
5.6225507830	10.9403678000	3.4343865570	5.6225507830	48.6995329900	13.1107675900
5.6414819300	10.9388844800	3.4362181480	5.6414819300	48.7041035200	13.1024647400
5.6604130780	10.9338039700	3.4346968210	5.6604130780	48.7025727800	13.0990396900
5.6793442250	10.9206117600	3.4357024570	5.6793442250	48.6777498500	13.0888748200
5.6982753720	10.9250216200	3.4291674820	5.6982753720	48.6773810100	13.0796970900
5.7172065200	10.9185598600	3.4266487930	5.7172065200	48.6747107100	13.0870422000
5.7361376670	10.9350498000	3.4227142360	5.7361376670	48.6727020100	13.0749514500
5.7550688150	10.9213487700	3.4196838490	5.7550688150	48.6785327800	13.0657222900
5.7739999620	10.9130851600	3.4154769360	5.7739999620	48.6799326600	13.0626498700
5.7929311100	10.9131957300	3.3797169060	5.7929311100	48.6806099000	13.0621159700
5.8118622570	10.9168151000	3.3562200670	5.8118622570	48.6739953000	13.0651650600
5.8307934040	10.9319964500	3.3520271520	5.8307934040	48.6699191100	13.0675263100
5.8497245520	10.9436482900	3.3497375230	5.8497245520	48.6691116000	13.0670426300
5.8686556990	10.9575147200	3.3458548880	5.8686556990	48.6672799300	13.0672146100
5.8875868470	10.9701752700	3.3387857780	5.8875868470	48.6622841100	13.0742402300
5.9065179940	11.0121724200	3.3303806870	5.9065179940	48.6518580900	13.0987081800
5.9254491410	11.0749369600	3.3262346020	5.9254491410	48.6512458200	13.0989225700
5.9443802890	11.0752925300	3.3285594640	5.9443802890	48.6495896200	13.0947430100
5.9633114360	11.0745770300	3.3302436980	5.9633114360	48.6752806300	13.1012409500
5.9822425840	11.0832360800	3.3244856170	5.9822425840	48.6741750900	13.1171136800
6.0011737310	11.1049263400	3.3222056030	6.0011737310	48.6791471200	13.1064324300
6.0201048790	11.1859532100	3.3138657620	6.0201048790	48.6588669400	13.0773767600
6.0390360260	11.1924255600	3.3071460640	6.0390360260	48.6678761700	13.0646439800
			6.0579671730	48.6689897700	13.0633483000
			6.0768983210	48.6708083000	13.0608009200
			6.0958294680	48.6741134600	13.0580478800
			6.1147606160	48.6732927700	13.0586812700
			6.1336917630	48.6682041900	13.0610859300
			6.1526229100	48.6695458200	13.0612049500
			6.1715540580	48.6691865100	13.0610781200
			6.1904852050	48.6735291700	13.0569267100
			6.2094163530	48.6755729000	13.0551105600
			6.2283475000	48.6791259900	13.0494109000
			6.2472786480	48.6870469500	13.0330865300
			6.2662097950	48.6679108400	13.0228648400
			6.2851409420	48.6691667100	13.0111485900
			6.3040720900	48.6669223100	13.0102365100
			6.3230032370	48.6601526000	13.0144996900
			6.3419343850	48.6579247700	13.0088463400
			6.3608655320	48.6567069300	13.0066640000
			6.3797966790	48.6536859500	13.0177272400
			6.3987278270	48.6495571300	13.0194130000
			6.4176589740	48.6494116300	13.0169091000
			6.4365901220	48.6513770500	13.0011143900
			6.4555212690	48.6518927100	12.9971776100
			6.4744524170	48.6494536400	13.0015536300
