CALbump			CALskinUSE		
2.265275708000	16.827450120000	10.248367780000	2.265275708	4.73498614	14.2627378
2.324888227000	16.832149570000	10.243167730000	2.324888227	4.74094372	14.25987172
2.384500745000	16.824025630000	10.243699560000	2.384500745	4.730657816	14.26082454
2.444113264000	16.823105770000	10.242756580000	2.444113264	4.727309785	14.25893757
2.503725782000	16.847015710000	10.226240410000	2.503725782	4.722813774	14.25560084
2.563338301000	16.891947230000	10.220613430000	2.563338301	4.722218758	14.25323395
2.622950820000	16.925822270000	10.216673290000	2.62295082	4.726606738	14.25089552
2.682563338000	16.929562100000	10.218304400000	2.682563338	4.72657072	14.2476568
2.742175857000	16.858389560000	10.237957170000	2.742175857	4.715907123	14.2517767
2.801788376000	16.801147190000	10.250773740000	2.801788376	4.710652261	14.25047452
2.861400894000	16.782310670000	10.248069040000	2.861400894	4.705897717	14.2508488
2.921013413000	16.789274990000	10.244535790000	2.921013413	4.709407171	14.24970178
2.980625931000	16.791795620000	10.245417860000	2.980625931	4.708108099	14.2478185
3.040238450000	16.807100010000	10.244177620000	3.04023845	4.708573417	14.24672168
3.099850969000	16.812452160000	10.242343350000	3.099850969	4.709427263	14.24727534
3.159463487000	16.817023260000	10.236169290000	3.159463487	4.713943069	14.24548613
3.219076006000	16.831090810000	10.229431600000	3.219076006	4.717448578	14.24456755
3.278688525000	16.823103640000	10.193247470000	3.278688525	4.731608975	14.24194698
3.338301043000	16.837754900000	10.177187260000	3.338301043	4.731225396	14.24155448
3.397913562000	16.839895210000	10.169491850000	3.397913562	4.725217943	14.23924924
3.457526080000	16.830790860000	10.164973630000	3.45752608	4.743230897	14.23645961
3.517138599000	16.821752380000	10.164051020000	3.517138599	4.741874439	14.23724876
3.576751118000	16.813771040000	10.166973560000	3.576751118	4.724395711	14.23444317
3.636363636000	16.813995750000	10.165683000000	3.636363636	4.721429611	14.23541425
3.695976155000	16.816698730000	10.166085040000	3.695976155	4.714899736	14.2337335
3.755588674000	16.815532850000	10.170505210000	3.755588674	4.721265505	14.23672705
3.815201192000	16.818671040000	10.169377410000	3.815201192	4.725904054	14.23622359
3.874813711000	16.822468120000	10.167798540000	3.874813711	4.720087871	14.23688847
3.934426230000	16.822663840000	10.167280040000	3.93442623	4.714995518	14.23549823
3.994038748000	16.820324440000	10.167315360000	3.994038748	4.716026082	14.23693566
4.053651267000	16.812740840000	10.171804990000	4.053651267	4.714937355	14.23762952
4.113263785000	16.807309030000	10.171152980000	4.113263785	4.709626522	14.24030109
4.172876304000	16.810067540000	10.173201120000	4.172876304	4.712537023	14.23959897
4.232488823000	16.806262160000	10.176820540000	4.232488823	4.71093014	14.24126247
4.292101341000	16.816786620000	10.171157950000	4.292101341	4.708502181	14.24109648
4.351713860000	16.798045050000	10.175155970000	4.35171386	4.703071101	14.24406307
4.411326379000	16.704427680000	10.183914180000	4.411326379	4.684246303	14.24129654
4.470938897000	16.698872270000	10.209192160000	4.470938897	4.658011645	14.24118536
4.530551416000	16.691974780000	10.221151300000	4.530551416	4.629868551	14.24048202
4.590163934000	16.700569450000	10.220818350000	4.590163934	4.650223745	14.24223995
4.649776453000	16.690156420000	10.231723170000	4.649776453	4.634097187	14.24186125
4.709388972000	16.686796460000	10.227782060000	4.709388972	4.625324424	14.24151219
4.769001490000	16.669439780000	10.243992610000	4.76900149	4.578343735	14.24597067
4.828614009000	16.672983100000	10.240192220000	4.828614009	4.586138668	14.24651976
4.888226528000	16.670696590000	10.242552290000	4.888226528	4.575380686	14.2470493
4.947839046000	16.663876100000	10.246111500000	4.947839046	4.561441481	14.24867525
5.007451565000	16.662207380000	10.248761880000	5.007451565	4.558963289	14.24639826
5.067064083000	16.661625210000	10.247909590000	5.067064083	4.556916993	14.24637289
5.126676602000	16.662764980000	10.245066720000	5.126676602	4.556867432	14.24557541
5.186289121000	16.649411290000	10.249650820000	5.186289121	4.552598502	14.2477015
5.245901639000	16.616216880000	10.254071810000	5.245901639	4.527956783	14.24823897
5.305514158000	16.573168150000	10.255124970000	5.305514158	4.518172146	14.24899806
5.365126677000	16.547738600000	10.256307830000	5.365126677	4.485340708	14.25224577
5.424739195000	16.526709060000	10.260450950000	5.424739195	4.46124486	14.25838606
5.484351714000	16.516864180000	10.264242210000	5.484351714	4.427674805	14.25461104
5.543964232000	16.497038060000	10.274124070000	5.543964232	4.365163819	14.25846476
5.603576751000	16.465368290000	10.271642370000	5.603576751	4.339835726	14.2600997
5.663189270000	16.411007050000	10.263466310000	5.66318927	4.320920229	14.25796975
5.722801788000	16.378633340000	10.268033680000	5.722801788	4.283981316	14.261652
5.782414307000	16.369547050000	10.294045740000	5.782414307	4.243189168	14.26429668
5.842026826000	16.297519340000	10.305417040000	5.842026826	4.185153659	14.2693724
5.901639344000	16.256450030000	10.301420510000	5.901639344	4.112888019	14.26943459
5.961251863000	16.231109420000	10.305317620000	5.961251863	4.085992185	14.27298784
6.020864382000	16.178831630000	10.313950590000	6.020864382	3.994725226	14.2694008
6.080476900000	16.072161220000	10.319118580000	6.0804769	3.836962348	14.25736741
6.140089419000	16.032473600000	10.316094290000	6.140089419	3.938684211	14.26651306
6.199701937000	15.955958790000	10.318671940000	6.199701937	3.957382481	14.27081128
6.259314456000	15.906588980000	10.317664240000	6.259314456	3.832265709	14.25516364
6.318926975000	15.824344870000	10.328207820000	6.318926975	3.826975655	14.2614458
6.378539493000	15.784556540000	10.326998860000	6.378539493	3.803225231	14.25332828
6.438152012000	15.724226900000	10.324673440000	6.438152012	3.765702767	14.25345618
6.497764531000	15.635251070000	10.325295940000	6.497764531	3.772956297	14.2517091
6.557377049000	15.568867550000	10.325814610000	6.557377049	3.74945924	14.24196357
6.616989568000	15.474973110000	10.332027820000	6.616989568	3.593577126	14.24584755
6.676602086000	15.406970310000	10.327666430000	6.676602086	3.489705636	14.22999446
6.736214605000	15.360762830000	10.321918400000	6.736214605	3.445569067	14.23022696
6.795827124000	15.297253380000	10.326950640000	6.795827124	3.392697794	14.22466863
6.855439642000	15.230084920000	10.329011590000	6.855439642	3.366988729	14.21834306
6.915052161000	15.186788110000	10.325462320000	6.915052161	3.346740605	14.20134988
6.974664680000	15.107088490000	10.340901270000	6.97466468	3.305682745	14.18193592
7.034277198000	15.025654840000	10.347073930000	7.034277198	3.263569191	14.18253236
7.093889717000	14.990698690000	10.349379790000	7.093889717	3.192793942	14.18210807
7.153502235000	14.942183620000	10.370382140000	7.153502235	3.117389382	14.18703772
7.213114754000	14.934720440000	10.376236460000	7.213114754	3.093235491	14.18683758
7.272727273000	14.962367620000	10.374178450000	7.272727273	3.117513724	14.1857101
7.332339791000	14.961708410000	10.384908770000	7.332339791	3.082288901	14.18458106
7.391952310000	14.966023100000	10.398733180000	7.39195231	3.056835275	14.18544763
7.451564829000	14.949337760000	10.426384270000	7.451564829	3.033710315	14.18757485
7.511177347000	14.950276740000	10.411043430000	7.511177347	3.028166943	14.18476314
7.570789866000	14.966200040000	10.441036900000	7.570789866	3.016138657	14.18671718
7.630402385000	14.982756660000	10.414333270000	7.630402385	3.025767897	14.18210106
7.690014903000	15.018214630000	10.409943590000	7.690014903	3.024647964	14.17983503
7.749627422000	15.029797910000	10.404210640000	7.749627422	3.018428172	14.17938574
7.809239940000	15.054595840000	10.397017020000	7.80923994	3.031854835	14.17775199
7.868852459000	15.030521280000	10.411209680000	7.868852459	3.013214802	14.18109741
7.928464978000	15.041430870000	10.403020600000	7.928464978	3.013787552	14.17980017
7.988077496000	15.031657420000	10.405563750000	7.988077496	3.008854286	14.18175771
8.047690015000	15.032546680000	10.403540840000	8.047690015	3.006747424	14.18117761
8.107302534000	15.039179910000	10.400662480000	8.107302534	3.00810635	14.18175661
8.166915052000	15.038854390000	10.405301090000	8.166915052	3.001390382	14.18129366
8.226527571000	15.045930390000	10.396800250000	8.226527571	3.016669183	14.17622507
8.286140089000	15.092981430000	10.391938020000	8.286140089	3.019558439	14.17774966
8.345752608000	15.120725320000	10.389730310000	8.345752608	3.018147121	14.17916579
8.405365127000	15.176973370000	10.390186120000	8.405365127	3.033934586	14.17487283
8.464977645000	15.201661240000	10.391323360000	8.464977645	3.021764358	14.1831301
8.524590164000	15.201175200000	10.396569970000	8.524590164	3.0188947	14.18598912
8.584202683000	15.188131990000	10.413340590000	8.584202683	3.018481251	14.19009048
8.643815201000	15.234612750000	10.407363080000	8.643815201	3.028629036	14.18649552
8.703427720000	15.297892710000	10.418177290000	8.70342772	3.080837019	14.18243028
8.763040238000	15.333125940000	10.399390890000	8.763040238	3.085099102	14.18388415
8.822652757000	15.416801770000	10.377332760000	8.822652757	3.08568366	14.1804435
8.882265276000	15.456450500000	10.379373660000	8.882265276	3.085244539	14.18265002
8.941877794000	15.455963630000	10.344940560000	8.941877794	3.096278474	14.17975148
9.001490313000	15.484354810000	10.334369270000	9.001490313	3.104808944	14.18112889
9.061102832000	15.580157950000	10.319461050000	9.061102832	3.11830362	14.18178605
9.120715350000	15.684625190000	10.310319100000	9.12071535	3.144548828	14.18212808
9.180327869000	15.753986040000	10.271062000000	9.180327869	3.143400036	14.18059132
9.239940387000	15.799525860000	10.245700310000	9.239940387	3.166151537	14.17549626
9.299552906000	15.848355210000	10.239331870000	9.299552906	3.184168155	14.16736038
9.359165425000	15.909105380000	10.246542280000	9.359165425	3.228921466	14.18287618
9.418777943000	16.008296650000	10.241611560000	9.418777943	3.288792714	14.18339879
9.478390462000	16.071154890000	10.239789250000	9.478390462	3.307093434	14.183533
9.538002981000	16.082311670000	10.245332680000	9.538002981	3.310916888	14.18034004
9.597615499000	16.170233890000	10.238560600000	9.597615499	3.372515791	14.17925811
9.657228018000	16.246082970000	10.236667940000	9.657228018	3.469901592	14.17793726
9.716840537000	16.374265530000	10.229270950000	9.716840537	3.565529348	14.1762043
9.776453055000	16.438823900000	10.207597110000	9.776453055	3.661378433	14.18160239
9.836065574000	16.528888520000	10.190463520000	9.836065574	3.714087819	14.18881645
9.895678092000	16.515435180000	10.243935340000	9.895678092	3.711391793	14.18943639
9.955290611000	16.517055470000	10.253614160000	9.955290611	3.726149144	14.18639499
10.014903130000	16.561945820000	10.249865010000	10.01490313	3.727718324	14.18536504
10.074515650000	16.616295070000	10.247857100000	10.07451565	3.752370986	14.18669337
10.134128170000	16.693790620000	10.244706610000	10.13412817	3.752389574	14.18347457
10.193740690000	16.731609830000	10.234569880000	10.19374069	3.815863458	14.19243051
10.253353200000	16.790437040000	10.239996130000	10.2533532	3.854539554	14.193615
10.312965720000	16.824269250000	10.243490270000	10.31296572	3.86133462	14.19309939
10.372578240000	16.859783330000	10.250638690000	10.37257824	3.940589261	14.19252692
10.432190760000	16.906990110000	10.246110860000	10.43219076	4.017471803	14.18890742
10.491803280000	16.963578270000	10.248159910000	10.49180328	3.953285156	14.19126795
10.551415800000	16.981316680000	10.245960640000	10.5514158	3.865531349	14.19527932
10.611028320000	16.988915310000	10.243990060000	10.61102832	3.892097752	14.19636825
10.670640830000	16.984810170000	10.243122860000	10.67064083	3.895903887	14.19724963
10.730253350000	17.016170150000	10.226902270000	10.73025335	3.915213992	14.19722595
10.789865870000	17.056032470000	10.229094020000	10.78986587	3.960311366	14.19755335
10.849478390000	17.071356170000	10.221391080000	10.84947839	3.988709069	14.19678179
10.909090910000	17.130095240000	10.192663150000	10.90909091	4.027001593	14.19542215
10.968703430000	17.154380650000	10.178165550000	10.96870343	4.043615558	14.19495465
11.028315950000	17.184965210000	10.171775790000	11.02831595	4.080966502	14.1940948
11.087928460000	17.208559160000	10.172165990000	11.08792846	4.100530374	14.19403737
11.147540980000	17.204377390000	10.175152490000	11.14754098	4.12046844	14.19445579
11.207153500000	17.202418080000	10.175173120000	11.2071535	4.130267056	14.19437235
11.266766020000	17.201884720000	10.173796970000	11.26676602	4.134002641	14.19425031
11.326378540000	17.201519490000	10.172367640000	11.32637854	4.145224911	14.19413673
11.385991060000	17.203732350000	10.168822600000	11.38599106	4.157105327	14.19351058
11.445603580000	17.211277790000	10.163868410000	11.44560358	4.170669829	14.19392273
11.505216100000	17.223425790000	10.159451390000	11.5052161	4.199522191	14.19350911
11.564828610000	17.229138060000	10.156167130000	11.56482861	4.214807396	14.19305611
11.624441130000	17.235149720000	10.156600780000	11.62444113	4.230135533	14.19299354
11.684053650000	17.241883820000	10.152188170000	11.68405365	4.260670219	14.19263173
11.743666170000	17.260087290000	10.150673570000	11.74366617	4.28043753	14.19239224
11.803278690000	17.279234930000	10.154324370000	11.80327869	4.29890409	14.19308932
11.862891210000	17.290667020000	10.148141360000	11.86289121	4.311636008	14.19258884
11.922503730000	17.300889760000	10.139123520000	11.92250373	4.334807073	14.19320224
11.982116240000	17.335744750000	10.128091070000	11.98211624	4.350977439	14.19299564
12.041728760000	17.350613410000	10.111820060000	12.04172876	4.370717175	14.19325396
12.101341280000	17.347513110000	10.118338280000	12.10134128	4.378325236	14.1928385
12.160953800000	17.340857310000	10.130971180000	12.1609538	4.384332777	14.19231163
12.220566320000	17.305824050000	10.153677930000	12.22056632	4.400740486	14.19232786
12.280178840000	17.303600370000	10.156673900000	12.28017884	4.408128201	14.19226129
12.339791360000	17.301829980000	10.160397440000	12.33979136	4.408083291	14.19250752
12.399403870000	17.288912720000	10.165082360000	12.39940387	4.413370206	14.19298723
12.459016390000	17.287460930000	10.169321840000	12.45901639	4.418365891	14.19323397
12.518628910000	17.291784320000	10.172079670000	12.51862891	4.420436019	14.19344415
12.578241430000	17.286545480000	10.177379580000	12.57824143	4.423992476	14.19341169
12.637853950000	17.284263760000	10.176045100000	12.63785395	4.422660602	14.19361428
12.697466470000	17.275895780000	10.175415770000	12.69746647	4.421299276	14.19345706
12.757078990000	17.264676250000	10.176970000000	12.75707899	4.421530818	14.19365033
12.816691510000	17.260955430000	10.178628510000	12.81669151	4.423602574	14.19427584
12.876304020000	17.234684430000	10.185564490000	12.87630402	4.429079738	14.19475276
12.935916540000	17.203040460000	10.193776510000	12.93591654	4.425482726	14.19470487
12.995529060000	17.193882180000	10.183673620000	12.99552906	4.419388227	14.19459403
13.055141580000	17.164178090000	10.188886300000	13.05514158	4.419222488	14.19410729
13.114754100000	17.147430200000	10.186612490000	13.1147541	4.41521008	14.19330914
13.174366620000	17.123361450000	10.192821950000	13.17436662	4.40762412	14.19248464
13.233979140000	17.108732880000	10.188400590000	13.23397914	4.399125075	14.19124857
13.293591650000	17.097886320000	10.186260280000	13.29359165	4.402058031	14.18940865
13.353204170000	17.079065140000	10.182488840000	13.35320417	4.401390866	14.18906055
13.412816690000	17.031342840000	10.187831260000	13.41281669	4.369966565	14.18919174
13.472429210000	16.957299190000	10.198500610000	13.47242921	4.283362719	14.18886985
13.532041730000	16.916372350000	10.202751500000	13.53204173	4.194416096	14.18814985
13.591654250000	16.844059850000	10.209082700000	13.59165425	4.075882444	14.18825583
13.651266770000	16.817143510000	10.218830680000	13.65126677	3.976579739	14.18546447
13.710879280000	16.806056050000	10.229988190000	13.71087928	3.9350529	14.186721
13.770491800000	16.794876130000	10.232075050000	13.7704918	3.966483398	14.19051253
13.830104320000	16.756963200000	10.244138050000	13.83010432	3.941070277	14.19179545
13.889716840000	16.697398280000	10.244492510000	13.88971684	3.904334864	14.19173412
13.949329360000	16.656309710000	10.245687200000	13.94932936	3.887194778	14.19189936
14.008941880000	16.604007440000	10.251807990000	14.00894188	3.864265467	14.18943474
14.068554400000	16.537536940000	10.253792800000	14.0685544	3.833360123	14.18882945
14.128166920000	16.494390120000	10.253509740000	14.12816692	3.821398611	14.19011053
14.187779430000	16.453910140000	10.253386510000	14.18777943	3.8074368	14.18477106
14.247391950000	16.439426380000	10.244410440000			
