GMfasMMM			GMextMMM		
2.682563338	21.82656262	1.838590779	2.682563338	15.32599918	12.27706179
2.742175857	22.07954349	1.831545215	2.742175857	15.32601528	12.27722032
2.801788376	22.15126276	1.829089829	2.801788376	15.32748795	12.27623779
2.861400894	22.24967799	1.817974447	2.861400894	15.32722598	12.27679327
2.921013413	22.27384058	1.808198317	2.921013413	15.32719623	12.27566016
2.980625931	22.34484263	1.795996684	2.980625931	15.31452863	12.28112303
3.04023845	22.44184462	1.783895286	3.04023845	15.31617942	12.27979808
3.099850969	22.54732852	1.774397866	3.099850969	15.31212665	12.28238861
3.159463487	22.56801101	1.76794936	3.159463487	15.31306235	12.28187981
3.219076006	22.70729075	1.745373766	3.219076006	15.31552217	12.28209994
3.278688525	22.79222231	1.730423101	3.278688525	15.30704831	12.27475482
3.338301043	22.86561516	1.727255077	3.338301043	15.30011409	12.27498046
3.397913562	22.89158703	1.718609297	3.397913562	15.29357032	12.28081249
3.45752608	22.9996448	1.707032557	3.45752608	15.28102955	12.28802218
3.517138599	23.10721984	1.685067448	3.517138599	15.2804795	12.29280907
3.576751118	23.16933299	1.67496009	3.576751118	15.28316887	12.2955525
3.636363636	23.22884595	1.664415729	3.636363636	15.27522129	12.29857064
3.695976155	23.29499519	1.657057212	3.695976155	15.275541	12.30053555
3.755588674	23.39402122	1.643431484	3.755588674	15.27173841	12.30269541
3.815201192	23.47833398	1.629039809	3.815201192	15.27493786	12.30104182
3.874813711	23.52431718	1.624141277	3.874813711	15.26783002	12.30259458
3.93442623	23.6032931	1.610960415	3.93442623	15.26681707	12.30165369
3.994038748	23.64490652	1.602506268	3.994038748	15.25702366	12.30524152
4.053651267	23.73965325	1.591939568	4.053651267	15.25744063	12.30282666
4.113263785	23.75695581	1.588768894	4.113263785	15.25645545	12.30152925
4.172876304	23.78644579	1.585354836	4.172876304	15.25445675	12.30430555
4.232488823	23.8313967	1.578013674	4.232488823	15.251535	12.3051284
4.292101341	23.92778837	1.5626779	4.292101341	15.2527578	12.30501153
4.35171386	24.033586	1.550377433	4.35171386	15.25072319	12.30683784
4.411326379	24.09224043	1.536353218	4.411326379	15.24946648	12.30733169
4.470938897	24.19088744	1.527180176	4.470938897	15.25783932	12.30354411
4.530551416	24.23032057	1.51713132	4.530551416	15.25477801	12.30545159
4.590163934	24.2711118	1.512504907	4.590163934	15.24808093	12.30776549
4.649776453	24.37438478	1.494553648	4.649776453	15.24721314	12.3017331
4.709388972	24.39483028	1.490127906	4.709388972	15.2386822	12.30013678
4.76900149	24.52883307	1.470213993	4.76900149	15.24497235	12.29723323
4.828614009	24.56565691	1.464709888	4.828614009	15.23859525	12.29963216
4.888226528	24.5775531	1.461084849	4.888226528	15.23899263	12.29760563
4.947839046	24.57937495	1.459810519	4.947839046	15.22264579	12.29715374
5.007451565	24.68226662	1.449499063	5.007451565	15.20438217	12.30198201
5.067064083	24.72616005	1.442786949	5.067064083	15.20378433	12.3028718
5.126676602	24.75646887	1.441962313	5.126676602	15.20128297	12.30344525
5.186289121	24.84362285	1.427842519	5.186289121	15.19702019	12.30503643
5.245901639	24.95445578	1.415445958	5.245901639	15.19853065	12.30553817
5.305514158	25.0512147	1.403942181	5.305514158	15.19306316	12.30601389
5.365126677	25.11392064	1.390435468	5.365126677	15.1875954	12.30674478
5.424739195	25.13960811	1.387390282	5.424739195	15.18985933	12.30646403
5.484351714	25.23470043	1.37317928	5.484351714	15.18583782	12.30591697
5.543964232	25.37671341	1.350430276	5.543964232	15.1857292	12.30631999
5.603576751	25.44547625	1.340875256	5.603576751	15.18535047	12.30660071
5.66318927	25.50864057	1.327269418	5.66318927	15.18940265	12.3064774
5.722801788	25.5304726	1.327406545	5.722801788	15.18063403	12.30921047
5.782414307	25.66900013	1.30643353	5.782414307	15.18402198	12.30940704
5.842026826	25.68576159	1.302731624	5.842026826	15.18361623	12.30773098
5.901639344	25.7351504	1.296234741	5.901639344	15.17773935	12.31013097
5.961251863	25.85173878	1.271260317	5.961251863	15.17651264	12.31141835
6.020864382	25.9182154	1.2580881	6.020864382	15.17676513	12.31095377
6.0804769	25.9762631	1.253232372	6.0804769	15.17395291	12.31229085
6.140089419	25.99422549	1.249783128	6.140089419	15.1500389	12.30908734
6.199701937	26.06596049	1.238737766	6.199701937	15.14714647	12.31232118
6.259314456	26.10650813	1.235913803	6.259314456	15.13435004	12.31698472
6.318926975	26.1951193	1.220979048	6.318926975	15.12499142	12.31879487
6.378539493	26.23935671	1.209713413	6.378539493	15.11843404	12.32166893
6.438152012	26.26295563	1.210775841	6.438152012	15.12097243	12.321119
6.497764531	26.33150876	1.199485419	6.497764531	15.11731084	12.32204161
6.557377049	26.34929375	1.196300102	6.557377049	15.1084844	12.32679849
6.616989568	26.38191745	1.189452134	6.616989568	15.11350486	12.32350705
6.676602086	26.42638398	1.183180976	6.676602086	15.11230456	12.32386226
6.736214605	26.53188998	1.163919612	6.736214605	15.1057554	12.32673379
6.795827124	26.64910166	1.149949326	6.795827124	15.11093174	12.32469569
6.855439642	26.69660645	1.134322648	6.855439642	15.10732986	12.32377141
6.915052161	26.81926326	1.122042851	6.915052161	15.11445823	12.32168476
6.97466468	26.89669249	1.109107476	6.97466468	15.11598143	12.32171443
7.034277198	26.96952788	1.180244734	7.034277198	15.11315161	12.32112703
7.093889717	26.97485248	1.097677522	7.093889717	15.12117238	12.31837769
7.153502235	27.02716493	1.088969315	7.153502235	15.11559606	12.31944306
7.213114754	27.03497356	1.088256883	7.213114754	15.11601668	12.31942184
7.272727273	27.09310383	1.162797775	7.272727273	15.11729389	12.31789125
7.332339791	27.12382132	1.159676367	7.332339791	15.11921834	12.31694627
7.39195231	27.13590379	1.075026898	7.39195231	15.12097842	12.31445765
7.451564829	27.20564645	1.145838662	7.451564829	15.1200252	12.3156159
7.511177347	27.23451922	1.142600819	7.511177347	15.11701523	12.31420348
7.570789866	27.23832348	1.059515373	7.570789866	15.11094333	12.31682187
7.630402385	27.2559491	1.055625956	7.630402385	15.11495189	12.31506772
7.690014903	27.275022	1.138416433	7.690014903	15.11642298	12.31645332
7.749627422	27.33839885	1.042994109	7.749627422	15.11290815	12.31679829
7.80923994	27.35504132	1.124839327	7.80923994	15.11592144	12.31608317
7.868852459	27.39314318	1.11981416	7.868852459	15.11041295	12.31578767
7.928464978	27.39986313	1.035259587	7.928464978	15.11627821	12.31665648
7.988077496	27.46542986	1.110575036	7.988077496	15.12132345	12.31533539
8.047690015	27.52380871	1.015340552	8.047690015	15.12490421	12.31489453
8.107302534	27.54471544	1.096107141	8.107302534	15.12171947	12.31581753
8.166915052	27.59215782	1.004142554	8.166915052	15.11500479	12.3182873
8.226527571	27.60957192	1.08730041	8.226527571	15.10404679	12.32035132
8.286140089	27.66904673	0.990629599	8.286140089	15.09630435	12.32317548
8.345752608	27.69177947	1.077108705	8.345752608	15.09366884	12.32034542
8.405365127	27.71462851	0.975422843	8.405365127	15.09508342	12.31888204
8.464977645	27.75208079	1.06403893	8.464977645	15.09506204	12.31766509
8.524590164	27.79330698	0.966201918	8.524590164	15.07743664	12.3130765
8.584202683	27.84285899	0.964945274	8.584202683	15.07089072	12.31586984
8.643815201	27.87750431	1.047496852	8.643815201	15.06528733	12.31806917
8.70342772	27.95954536	1.033563767	8.70342772	15.06768752	12.3183523
8.763040238	27.96791291	1.035694416	8.763040238	15.06453122	12.32043831
8.822652757	27.97114926	0.952056903	8.822652757	15.05524732	12.32166993
8.882265276	28.00878158	0.946799083	8.882265276	15.05575728	12.32193308
8.941877794	28.02575235	1.032392122	8.941877794	15.05255317	12.32318718
9.001490313	28.09448514	1.020368423	9.001490313	15.04769307	12.32499311
9.061102832	28.12715013	0.931122175	9.061102832	15.04701871	12.32444879
9.12071535	28.15408363	1.011813669	9.12071535	15.04490388	12.32511223
9.180327869	28.17224402	0.923942169	9.180327869	15.04793663	12.32407068
9.239940387	28.17894793	1.00781515	9.239940387	15.04474794	12.32412051
9.299552906	28.25986567	0.915440327	9.299552906	15.05023143	12.32347514
9.359165425	28.2816623	0.98200385	9.359165425	15.04253216	12.32443233
9.418777943	28.31837774	0.901496772	9.418777943	15.03998176	12.32614523
9.478390462	28.33102563	0.981071452	9.478390462	15.04272394	12.32477988
9.538002981	28.35600824	0.976285277	9.538002981	15.04174656	12.32416212
9.597615499	28.36981065	0.900599687	9.597615499	15.04281509	12.32337447
9.657228018	28.40967327	0.973958494	9.657228018	15.03748994	12.32491021
9.716840537	28.4303199	0.897717996	9.716840537	15.03825637	12.3228044
9.776453055	28.48771385	0.96436992	9.776453055	15.03068113	12.32475447
9.836065574	28.51725235	0.900684666	9.836065574	15.02896211	12.32435174
9.895678092	28.5358475	0.95944542	9.895678092	15.02890949	12.323853
9.955290611	28.61126237	0.943966296	9.955290611	15.02373942	12.32537447
10.01490313	28.66143679	0.898147565	10.01490313	15.01464956	12.32536369
10.07451565	28.70334927	0.928479574	10.07451565	15.01351128	12.32667889
10.13412817	28.72329428	0.884630734	10.13412817	15.01718482	12.32629283
10.19374069	28.79977332	0.874679082	10.19374069	15.01973066	12.32550086
10.2533532	28.83157147	0.912266778	10.2533532	15.02683798	12.32447344
10.31296572	28.88810559	0.902165413	10.31296572	15.02844995	12.32376446
10.37257824	28.89313544	0.866971102	10.37257824	15.02697477	12.32420852
10.43219076	28.93733647	0.891435508	10.43219076	15.02254308	12.32542089
10.49180328	28.97451232	0.854454435	10.49180328	15.02482326	12.3240496
10.5514158	28.99156248	0.850300678	10.5514158	15.028135	12.32382575
10.61102832	29.02251202	0.850083669	10.61102832	15.02257792	12.32472967
10.67064083	29.03320757	0.871545595	10.67064083	15.02731376	12.32349103
10.73025335	29.04793074	0.846015664	10.73025335	15.02827959	12.32351393
10.78986587	29.06890841	0.868001552	10.78986587	15.02922121	12.32403123
10.84947839	29.14213706	0.85959109	10.84947839	15.02613615	12.32388798
10.90909091	29.17622269	0.856331076	10.90909091	15.03245322	12.32158718
10.96870343	29.18142637	0.822094097	10.96870343	15.03249074	12.32249077
11.02831595	29.24500569	0.847309025	11.02831595	15.03437633	12.32251657
11.08792846	29.30748704	0.802892031	11.08792846	15.03821217	12.32174628
11.14754098	29.31479757	0.80369907	11.14754098	15.04044532	12.32136824
11.2071535	29.32490856	0.834960247	11.2071535	15.04075974	12.3202215
11.26676602	29.3802326	0.795393472	11.26676602	15.04198359	12.32071311
11.32637854	29.39753633	0.820636124	11.32637854	15.04317265	12.31895451
11.38599106	29.42265384	0.790539718	11.38599106	15.04454684	12.31874343
11.44560358	29.48900664	0.782447544	11.44560358	15.04532819	12.31662753
11.5052161	29.49801816	0.805123828	11.5052161	15.04489638	12.31439841
11.56482861	29.5858608	0.79698113	11.56482861	15.05556196	12.31031237
11.62444113	29.6115964	0.769050392	11.62444113	15.06038902	12.30675871
11.68405365	29.67726926	0.784037465	11.68405365	15.06173624	12.30538761
11.74366617	29.72502291	0.778220681	11.74366617	15.06283979	12.30552149
11.80327869	29.75798369	0.746687835	11.80327869	15.05845948	12.3091156
11.86289121	29.80612974	0.741575299	11.86289121	15.05820822	12.30959438
11.92250373	29.824907	0.761931528	11.92250373	15.06447684	12.31124966
11.98211624	29.83610716	0.740950893	11.98211624	15.05404243	12.3147013
12.04172876	29.85782779	0.755437843	12.04172876	15.04798489	12.31736393
12.10134128	29.865565	0.753965341	12.10134128	15.04859399	12.3181949
12.1609538	29.93573343	0.728017383	12.1609538	15.03807392	12.32067628
12.22056632	29.9415725	0.743012145	12.22056632	15.03394965	12.32195626
12.28017884	29.95603111	0.724380652	12.28017884	15.03177672	12.32266859
12.33979136	30.02988101	0.726792981	12.33979136	15.02696315	12.32436446
12.39940387	30.07308228	0.708888034	12.39940387	15.02283316	12.32411447
12.45901639	30.07776461	0.724832303	12.45901639	15.02324929	12.32141941
12.51862891	30.10567148	0.704615358	12.51862891	15.0070442	12.31886857
12.57824143	30.2036515	0.715465801	12.57824143	14.98482526	12.32123065
12.63785395	30.24421438	0.684868173	12.63785395	14.96787375	12.32444372
12.69746647	30.24945779	0.711679823	12.69746647	14.96401366	12.3256503
12.75707899	30.25373185	0.688691148	12.75707899	14.96220439	12.32730119
12.81669151	30.28530733	0.687983144	12.81669151	14.96416379	12.32829806
12.87630402	30.35026242	0.685313104	12.87630402	14.96765733	12.32796893
12.93591654	30.36014762	0.708164404	12.93591654	14.97161459	12.33029426
12.99552906	30.36546652	0.716720616	12.99552906	14.97076575	12.32749934
13.05514158	30.3764561	0.685536934	13.05514158	14.97568601	12.32935406
13.1147541	30.44795183	0.667289527	13.1147541	14.97877746	12.32775634
13.17436662	30.47720404	0.718373441	13.17436662	14.97283875	12.33134325
13.23397914	30.4843859	0.710173813	13.23397914	14.9766773	12.32986395
13.29359165	30.53122908	0.714839824	13.29359165	14.97762033	12.33021234
13.35320417	30.54637203	0.650263788	13.35320417	14.98200155	12.32842695
13.41281669	30.59628762	0.711296204	13.41281669	14.98198584	12.32881205
13.47242921	30.6379736	0.705965519	13.47242921	14.98427493	12.32853328
13.53204173	30.69298912	0.624567573	13.53204173	14.99278601	12.32535028
13.59165425	30.69753848	0.690904014	13.59165425	14.98667009	12.32735494
13.65126677	30.69864012	0.695776621	13.65126677	14.98985582	12.32684075
13.71087928	30.70465459	0.691143699	13.71087928	14.99170598	12.32481901
13.7704918	30.73634899	0.61499331	13.7704918	14.98745313	12.32600488
13.83010432	30.73669489	0.690348362	13.83010432	14.98790828	12.32608761
13.88971684	30.78857998	0.608306654	13.88971684	14.98137927	12.32698316
13.94932936	30.78947674	0.680685262	13.94932936	14.97989471	12.32854691
14.00894188	30.83562067	0.680651704	14.00894188	14.97966053	12.33042306
14.0685544	30.84126318	0.602194947	14.0685544	14.98450052	12.3268729
14.12816692	30.85456555	0.6767077	14.12816692	14.98632828	12.32875064
14.18777943	30.92147828	0.597241065	14.18777943	14.98035517	12.32963391
14.24739195	30.9549399	0.665334324	14.24739195	14.98086799	12.33033843
14.30700447	30.98754923	0.667295249	14.30700447	14.99148834	12.32754101
14.36661699	30.99221346	0.607850237	14.36661699	14.98705601	12.3286406
14.42622951	31.07740224	0.603830987	14.42622951	14.99169536	12.32714977
14.48584203	31.09937453	0.64661528	14.48584203	14.99235382	12.32704881
14.54545455	31.10732082	0.648189865	14.54545455	14.9918279	12.32669387
14.60506706	31.1488734	0.633798913	14.60506706	14.9860473	12.32832516
14.66467958	31.15437785	0.632364305	14.66467958	14.98620439	12.32559234
14.7242921	31.1715679	0.595769925	14.7242921	14.99147047	12.32559096
14.78390462	31.21343967	0.595762002	14.78390462	14.9880361	12.32667957
14.84351714	31.25066458	0.619447576	14.84351714	14.9913906	12.32670388
14.90312966	31.26875248	0.586401331	14.90312966	14.98648348	12.32900023
14.96274218	31.27621173	0.616597688	14.96274218	14.98735277	12.32887097
15.02235469	31.29064008	0.583466623	15.02235469	14.98473321	12.3289232
15.08196721	31.35967802	0.584053379	15.08196721	14.98256371	12.32907286
15.14157973	31.37373641	0.602882462	15.14157973	14.97288575	12.33408538
15.20119225	31.43553208	0.59405871	15.20119225	14.97372915	12.33370232
15.26080477	31.44956392	0.572784783	15.26080477	14.96417786	12.33614508
15.32041729	31.46440615	0.588862051	15.32041729	14.96751248	12.336387
15.38002981	31.48781334	0.572232524	15.38002981	14.96306981	12.33630902
15.43964232	31.52302884	0.586315685	15.43964232	14.95751912	12.33714468
15.49925484	31.61001406	0.59481471	15.49925484	14.95599204	12.33763746
15.55886736	31.61361447	0.562191906	15.55886736	14.94959824	12.33752341
15.61847988	31.62315163	0.579872962	15.61847988	14.94882339	12.3381271
15.6780924	31.63327472	0.603907049	15.6780924	14.95106951	12.33837007
15.73770492	31.69812987	0.61388545	15.73770492	14.95132117	12.33862415
15.79731744	31.73377348	0.570562072	15.79731744	14.94840549	12.33633135
15.85692996	31.7382577	0.609593915	15.85692996	14.94080087	12.33692448
15.91654247	31.75579533	0.606141544	15.91654247	14.93752315	12.33641819
15.97615499	31.78880717	0.605951274	15.97615499	14.93304479	12.33333147
16.03576751	31.79477203	0.565024687	16.03576751	14.93786729	12.33568977
16.09538003	31.84211501	0.602977293	16.09538003	14.93623709	12.33208581
16.15499255	31.85556437	0.577851843	16.15499255	14.93618759	12.33267821
16.21460507	31.86565664	0.575121492	16.21460507	14.92966277	12.33288785
16.27421759	31.88098945	0.599779669	16.27421759	14.92304907	12.33238592
16.3338301	31.90226844	0.572265886	16.3338301	14.91752536	12.33437766
16.39344262	31.93220005	0.591455174	16.39344262	14.91777177	12.33327942
16.45305514	31.95054779	0.566967033	16.45305514	14.91439809	12.32924884
16.51266766	31.9657165	0.563779636	16.51266766	14.91449225	12.32751955
16.57228018	32.03826992	0.554673453	16.57228018	14.91018914	12.32815037
16.6318927	32.0537149	0.569474523	16.6318927	14.91038659	12.32594652
16.69150522	32.06588165	0.551563623	16.69150522	14.90318786	12.3241904
16.75111773	32.12740654	0.555520857	16.75111773	14.89056441	12.32448344
16.81073025	32.17462931	0.538185852	16.81073025	14.88826713	12.32532295
16.87034277	32.17821452	0.548701711	16.87034277	14.89298544	12.32117076
16.92995529	32.22866766	0.543570093	16.92995529	14.89183475	12.32441971
16.98956781	32.24038195	0.53040582	16.98956781	14.89990356	12.32203332
17.04918033	32.26757625	0.534900944	17.04918033	14.89762909	12.3191495
17.10879285	32.31049755	0.529066372	17.10879285	14.90210858	12.32420962
17.16840537	32.31781812	0.519304594	17.16840537	14.90188566	12.32147974
17.22801788	32.34927896	0.524154497	17.22801788	14.89614619	12.32756108
17.2876304	32.38647838	0.512085033	17.2876304	14.89541192	12.32605079
17.34724292	32.44563409	0.510670249	17.34724292	14.89512646	12.32477645
17.40685544	32.49026559	0.493391868	17.40685544	14.89441266	12.3271126
17.46646796	32.52186544	0.504490203	17.46646796	14.89173391	12.32712563
17.52608048	32.56051487	0.47926724	17.52608048	14.88945931	12.33059382
17.585693	32.61206271	0.499017474	17.585693	14.88351618	12.32956692
17.64530551	32.64685823	0.464523927	17.64530551	14.88365313	12.3301201
17.70491803	32.64796645	0.486536098	17.70491803	14.8743091	12.33663683
17.76453055	32.68197055	0.481461216	17.76453055	14.87214159	12.33818276
17.82414307	32.68513962	0.480546581	17.82414307	14.86674035	12.34024651
17.88375559	32.70009654	0.459836641	17.88375559	14.87383829	12.3395141
17.94336811	32.72723096	0.470384253	17.94336811	14.87158654	12.34053205
18.00298063	32.74569395	0.453447879	18.00298063	14.87170268	12.34191207
18.06259314	32.74824866	0.467201451	18.06259314	14.87101609	12.34431791
18.12220566	32.80347988	0.444902085	18.12220566	14.86481992	12.34641618
18.18181818	32.85604585	0.449064849	18.18181818	14.86576026	12.3443667
18.2414307	32.88651449	0.433937875	18.2414307	14.86009821	12.34899103
18.30104322	32.89981224	0.445835398	18.30104322	14.84084446	12.35177587
18.36065574	32.94950936	0.436134528	18.36065574	14.83511398	12.35237939
18.42026826	32.95106741	0.425001573	18.42026826	14.82141763	12.35537959
18.47988077	32.9860406	0.430441488	18.47988077	14.82427594	12.35466306
18.53949329	33.00607475	0.41719118	18.53949329	14.81999087	12.35546688
18.59910581	33.04018756	0.422766377	18.59910581	14.81848207	12.35633563
18.65871833	33.04912495	0.411079222	18.65871833	14.81507787	12.35682626
18.71833085	33.06056543	0.40994742	18.71833085	14.81649959	12.35819884
18.77794337	33.10280838	0.403684952	18.77794337	14.81740823	12.35715628
18.83755589	33.10942975	0.411273251	18.83755589	14.81943975	12.35570717
18.89716841	33.14246217	0.409817578	18.89716841	14.8222602	12.35565273
18.95678092	33.16521337	0.404161461	18.95678092	14.82081735	12.35558141
19.01639344	33.17075615	0.393193477	19.01639344	14.81443197	12.35819385
19.07600596	33.19266385	0.389977733	19.07600596	14.81890274	12.35671544
19.13561848	33.19922315	0.394358739	19.13561848	14.81691785	12.35611545
19.195231	33.20268309	0.386389271	19.195231	14.81937381	12.35671128
19.25484352	33.22350578	0.385258973	19.25484352	14.81771375	12.35704152
19.31445604	33.22534677	0.382134392	19.31445604	14.82043311	12.35739007
19.37406855	33.22589432	0.387776522	19.37406855	14.81368121	12.35951817
19.43368107	33.22788311	0.383125393	19.43368107	14.82695911	12.35739372
19.49329359	33.22981273	0.386624028	19.49329359	14.83407709	12.35682266
19.55290611	33.23768956	0.38218395	19.55290611	14.84090861	12.35677547
19.61251863	33.23851718	0.389379432	19.61251863	14.84075514	12.35691971
19.67213115	33.24200304	0.380877641	19.67213115	14.84680648	12.35667105
19.73174367	33.2522669	0.383918223	19.73174367	14.84520994	12.35591308
19.79135618	33.25398571	0.379389662	19.79135618	14.84348382	12.35643203
19.8509687	33.26385266	0.377826081	19.8509687	14.85874642	12.34961858
19.91058122	33.2717751	0.384436494	19.91058122	14.923597	12.33065007
19.97019374	33.28759792	0.377836853			
20.02980626	33.2947686	0.3861288			
20.08941878	33.30211537	0.380867258			
