GMfas2patchwork			GMext		
t	x	y	t	x	y
0.000000000000	-14.085535480000	1.219475116000	0.000000000000	16.372938640000	13.935747850000
0.023441712180	-14.085917480000	1.219408583000	0.023441712180	16.372957210000	13.935616830000
0.046883424370	-14.087142420000	1.218602793000	0.046883424370	16.373035110000	13.935711560000
0.070325136550	-14.086204410000	1.218659607000	0.070325136550	16.372828560000	13.935516630000
0.093766848730	-14.086835300000	1.218231414000	0.093766848730	16.373072950000	13.935552790000
0.117208560900	-14.085995890000	1.217712562000	0.117208560900	16.372939130000	13.935621040000
0.140650273100	-14.085446740000	1.217180933000	0.140650273100	16.372934190000	13.935570480000
0.164091985300	-14.084772540000	1.217087251000	0.164091985300	16.373205220000	13.935763660000
0.187533697500	-14.082930080000	1.217626551000	0.187533697500	16.373233870000	13.935329810000
0.210975409600	-14.082526650000	1.218202854000	0.210975409600	16.373225850000	13.935452120000
0.234417121800	-14.082132860000	1.218407080000	0.234417121800	16.373071190000	13.935665800000
0.257858834000	-14.081126680000	1.218355068000	0.257858834000	16.372925990000	13.935524330000
0.281300546200	-14.083170980000	1.218167424000	0.281300546200	16.373474120000	13.935570790000
0.304742258400	-14.081220880000	1.217714715000	0.304742258400	16.372678520000	13.935768890000
0.328183970600	-14.080608610000	1.218538281000	0.328183970600	16.373214440000	13.935490340000
0.351625682700	-14.081187020000	1.218485685000	0.351625682700	16.373054490000	13.935641890000
0.375067394900	-14.080459690000	1.219175722000	0.375067394900	16.372910870000	13.935467630000
0.398509107100	-14.071799090000	1.221587322000	0.398509107100	16.372470660000	13.935177280000
0.421950819300	-14.072787320000	1.220870899000	0.421950819300	16.372563410000	13.935624940000
0.445392531500	-14.075043790000	1.219529747000	0.445392531500	16.372817310000	13.935498800000
0.468834243700	-14.079348620000	1.218373456000	0.468834243700	16.372790880000	13.935678920000
0.492275955800	-14.085181280000	1.217092032000	0.492275955800	16.373012400000	13.935347360000
0.515717668000	-14.085341680000	1.217944377000	0.515717668000	16.373009290000	13.935264030000
0.539159380200	-14.085201570000	1.219618591000	0.539159380200	16.373048200000	13.935287990000
0.562601092400	-14.097045170000	1.215590918000	0.562601092400	16.373077120000	13.935350140000
0.586042804600	-14.206898310000	1.180033862000	0.586042804600	16.372130600000	13.935983390000
0.609484516700	-14.362484500000	1.170933172000	0.609484516700	16.372731400000	13.936439950000
0.632926228900	-14.510479890000	1.170092780000	0.632926228900	16.373409730000	13.937277970000
0.656367941100	-14.603520180000	1.172590944000	0.656367941100	16.372846760000	13.937694800000
0.679809653300	-14.771559370000	1.172713850000	0.679809653300	16.374378330000	13.938423370000
0.703251365500	-14.837525460000	1.159847063000	0.703251365500	16.374077080000	13.938693060000
0.726693077700	-15.054179800000	1.130802169000	0.726693077700	16.375990350000	13.939356550000
0.750134789800	-15.174709770000	1.128324843000	0.750134789800	16.376519900000	13.939329880000
0.773576502000	-15.278200970000	1.124505359000	0.773576502000	16.377636760000	13.940540560000
